,cl,percent,sample_loc,Forward_Model,Minimization_Method,Alpha,remove_coil,start_avg,constrain,Det,R2,RMSE,0R2,0RMSE
0,0.2,20,closest,FSeq,ROPE,0.01,TRUE,FALSE,FALSE,LT,-0.81,0.07,-0.057,0.198
1,0.2,20,closest,FSeq,ROPE,0.01,TRUE,FALSE,FALSE,ID,-2.091,0.092,-0.144,0.204
2,0.2,20,closest,FSeq,ROPE,0.01,TRUE,FALSE,FALSE,LS,-0.871,0.07,-0.084,0.202
0,0.2,20,closest,FSeq,ROPE,0.01,TRUE,FALSE,FALSE,LT,-0.81,0.07,-0.057,0.198
1,0.2,20,closest,FSeq,ROPE,0.01,TRUE,FALSE,FALSE,ID,-2.091,0.092,-0.144,0.204
2,0.2,20,closest,FSeq,ROPE,0.01,TRUE,FALSE,FALSE,LS,-0.871,0.07,-0.084,0.202
0,0.2,20,closest,FSeq,ROPE,0.01,FALSE,TRUE,FALSE,LT,-0.603,0.065,-0.233,0.215
1,0.2,20,closest,FSeq,ROPE,0.01,FALSE,TRUE,FALSE,ID,-1.56,0.08,-0.262,0.221
2,0.2,20,closest,FSeq,ROPE,0.01,FALSE,TRUE,FALSE,LS,-0.624,0.066,-0.257,0.216
0,0.2,20,closest,FSeq,ROPE,0.01,FALSE,TRUE,FALSE,LT,-0.603,0.065,-0.233,0.215
1,0.2,20,closest,FSeq,ROPE,0.01,FALSE,TRUE,FALSE,ID,-1.56,0.08,-0.262,0.221
2,0.2,20,closest,FSeq,ROPE,0.01,FALSE,TRUE,FALSE,LS,-0.624,0.066,-0.257,0.216
0,0.2,20,closest,FSeq,ROPE,0.01,FALSE,FALSE,FALSE,LT,-0.831,0.072,-0.38,0.224
1,0.2,20,closest,FSeq,ROPE,0.01,FALSE,FALSE,FALSE,ID,-1.688,0.084,-0.415,0.23
2,0.2,20,closest,FSeq,ROPE,0.01,FALSE,FALSE,FALSE,LS,-1.003,0.075,-0.408,0.228
0,0.2,20,closest,FSeq,ROPE,0.07,TRUE,TRUE,TRUE,LT,-19.664,0.234,-0.452,0.234
1,0.2,20,closest,FSeq,ROPE,0.07,TRUE,TRUE,TRUE,ID,-17.834,0.222,-0.413,0.227
2,0.2,20,closest,FSeq,ROPE,0.07,TRUE,TRUE,TRUE,LS,-18.998,0.23,-0.39,0.228
0,0.2,20,closest,FSeq,ROPE,0.07,TRUE,TRUE,FALSE,LT,-0.982,0.074,-0.143,0.207
1,0.2,20,closest,FSeq,ROPE,0.07,TRUE,TRUE,FALSE,ID,-2.104,0.091,-0.196,0.212
2,0.2,20,closest,FSeq,ROPE,0.07,TRUE,TRUE,FALSE,LS,-0.93,0.073,-0.17,0.21
0,0.2,20,closest,FSeq,ROPE,0.07,TRUE,FALSE,TRUE,LT,-17.036,0.221,-0.26,0.216
1,0.2,20,closest,FSeq,ROPE,0.07,TRUE,FALSE,TRUE,ID,-16.524,0.217,-0.266,0.216
2,0.2,20,closest,FSeq,ROPE,0.07,TRUE,FALSE,TRUE,LS,-16.359,0.216,-0.197,0.21
0,0.2,20,closest,FSeq,ROPE,0.07,TRUE,FALSE,FALSE,LT,-1.342,0.079,-0.128,0.202
1,0.2,20,closest,FSeq,ROPE,0.07,TRUE,FALSE,FALSE,ID,-2.306,0.093,-0.172,0.208
2,0.2,20,closest,FSeq,ROPE,0.07,TRUE,FALSE,FALSE,LS,-1.358,0.079,-0.154,0.204
0,0.2,20,closest,FSeq,ROPE,0.07,TRUE,FALSE,FALSE,LT,-1.342,0.079,-0.128,0.202
1,0.2,20,closest,FSeq,ROPE,0.07,TRUE,FALSE,FALSE,ID,-2.306,0.093,-0.172,0.208
2,0.2,20,closest,FSeq,ROPE,0.07,TRUE,FALSE,FALSE,LS,-1.358,0.079,-0.154,0.204
0,0.2,20,closest,FSeq,ROPE,0.07,FALSE,TRUE,FALSE,LT,-0.661,0.065,-0.157,0.208
1,0.2,20,closest,FSeq,ROPE,0.07,FALSE,TRUE,FALSE,ID,-2.101,0.089,-0.208,0.215
2,0.2,20,closest,FSeq,ROPE,0.07,FALSE,TRUE,FALSE,LS,-0.861,0.069,-0.195,0.212
0,0.2,20,closest,FSeq,ROPE,0.07,FALSE,TRUE,FALSE,LT,-0.661,0.065,-0.157,0.208
1,0.2,20,closest,FSeq,ROPE,0.07,FALSE,TRUE,FALSE,ID,-2.101,0.089,-0.208,0.215
2,0.2,20,closest,FSeq,ROPE,0.07,FALSE,TRUE,FALSE,LS,-0.861,0.069,-0.195,0.212
0,0.2,20,closest,FSeq,ROPE,0.07,FALSE,FALSE,FALSE,LT,-0.708,0.066,-0.118,0.207
1,0.2,20,closest,FSeq,ROPE,0.07,FALSE,FALSE,FALSE,ID,-1.864,0.085,-0.224,0.213
2,0.2,20,closest,FSeq,ROPE,0.07,FALSE,FALSE,FALSE,LS,-0.796,0.07,-0.159,0.21
0,0.2,20,closest,FSeq,ROPE,0.2,TRUE,TRUE,TRUE,LT,-12.184,0.187,-0.226,0.216
1,0.2,20,closest,FSeq,ROPE,0.2,TRUE,TRUE,TRUE,ID,-12.438,0.189,-0.215,0.213
2,0.2,20,closest,FSeq,ROPE,0.2,TRUE,TRUE,TRUE,LS,-11.726,0.184,-0.188,0.213
0,0.2,20,closest,FSeq,ROPE,0.2,TRUE,TRUE,FALSE,LT,-1.251,0.075,-0.076,0.206
1,0.2,20,closest,FSeq,ROPE,0.2,TRUE,TRUE,FALSE,ID,-2.123,0.089,-0.19,0.208
2,0.2,20,closest,FSeq,ROPE,0.2,TRUE,TRUE,FALSE,LS,-1.287,0.076,-0.098,0.209
0,0.2,20,closest,FSeq,ROPE,0.2,TRUE,FALSE,TRUE,LT,-15.394,0.205,-0.39,0.222
1,0.2,20,closest,FSeq,ROPE,0.2,TRUE,FALSE,TRUE,ID,-13.006,0.192,-0.298,0.216
2,0.2,20,closest,FSeq,ROPE,0.2,TRUE,FALSE,TRUE,LS,-14.439,0.2,-0.339,0.218
0,0.2,20,closest,FSeq,ROPE,0.2,TRUE,FALSE,FALSE,LT,-0.57,0.064,-0.049,0.202
1,0.2,20,closest,FSeq,ROPE,0.2,TRUE,FALSE,FALSE,ID,-2.307,0.093,-0.136,0.206
2,0.2,20,closest,FSeq,ROPE,0.2,TRUE,FALSE,FALSE,LS,-0.637,0.064,-0.081,0.204
0,0.2,20,closest,FSeq,ROPE,0.2,TRUE,FALSE,FALSE,LT,-0.57,0.064,-0.049,0.202
1,0.2,20,closest,FSeq,ROPE,0.2,TRUE,FALSE,FALSE,ID,-2.307,0.093,-0.136,0.206
2,0.2,20,closest,FSeq,ROPE,0.2,TRUE,FALSE,FALSE,LS,-0.637,0.064,-0.081,0.204
0,0.2,20,closest,FSeq,ROPE,0.2,FALSE,TRUE,FALSE,LT,-1.164,0.074,-0.214,0.215
1,0.2,20,closest,FSeq,ROPE,0.2,FALSE,TRUE,FALSE,ID,-2.266,0.088,-0.249,0.214
2,0.2,20,closest,FSeq,ROPE,0.2,FALSE,TRUE,FALSE,LS,-1.2,0.074,-0.236,0.217
0,0.2,20,closest,FSeq,ROPE,0.2,FALSE,TRUE,FALSE,LT,-1.164,0.074,-0.214,0.215
1,0.2,20,closest,FSeq,ROPE,0.2,FALSE,TRUE,FALSE,ID,-2.266,0.088,-0.249,0.214
2,0.2,20,closest,FSeq,ROPE,0.2,FALSE,TRUE,FALSE,LS,-1.2,0.074,-0.236,0.217
0,0.2,20,closest,FSeq,ROPE,0.2,FALSE,FALSE,FALSE,LT,-1.055,0.072,-0.048,0.204
1,0.2,20,closest,FSeq,ROPE,0.2,FALSE,FALSE,FALSE,ID,-2.083,0.088,-0.143,0.206
2,0.2,20,closest,FSeq,ROPE,0.2,FALSE,FALSE,FALSE,LS,-0.976,0.071,-0.081,0.206
0,0.2,20,closest,CS,Gauss-Newton,0.01,TRUE,TRUE,TRUE,LT,-16.214,0.21,0.142,0.178
1,0.2,20,closest,CS,Gauss-Newton,0.01,TRUE,TRUE,TRUE,ID,-14.569,0.201,0.162,0.177
2,0.2,20,closest,CS,Gauss-Newton,0.01,TRUE,TRUE,TRUE,LS,-16.4,0.211,0.092,0.182
0,0.2,20,closest,CS,Gauss-Newton,0.01,TRUE,TRUE,FALSE,LT,-16.214,0.21,0.142,0.178
1,0.2,20,closest,CS,Gauss-Newton,0.01,TRUE,TRUE,FALSE,ID,-14.569,0.201,0.162,0.177
2,0.2,20,closest,CS,Gauss-Newton,0.01,TRUE,TRUE,FALSE,LS,-16.4,0.211,0.092,0.182
0,0.2,20,closest,CS,Gauss-Newton,0.01,TRUE,FALSE,TRUE,LT,-16.214,0.21,0.142,0.178
1,0.2,20,closest,CS,Gauss-Newton,0.01,TRUE,FALSE,TRUE,ID,-14.569,0.201,0.162,0.177
2,0.2,20,closest,CS,Gauss-Newton,0.01,TRUE,FALSE,TRUE,LS,-16.4,0.211,0.092,0.182
0,0.2,20,closest,CS,Gauss-Newton,0.01,TRUE,FALSE,FALSE,LT,-16.214,0.21,0.142,0.178
1,0.2,20,closest,CS,Gauss-Newton,0.01,TRUE,FALSE,FALSE,ID,-14.569,0.201,0.162,0.177
2,0.2,20,closest,CS,Gauss-Newton,0.01,TRUE,FALSE,FALSE,LS,-16.4,0.211,0.092,0.182
0,0.2,20,closest,CS,Gauss-Newton,0.01,FALSE,TRUE,TRUE,LT,-22.463,0.25,-1.03,0.278
1,0.2,20,closest,CS,Gauss-Newton,0.01,FALSE,TRUE,TRUE,ID,-22.718,0.249,-0.923,0.278
2,0.2,20,closest,CS,Gauss-Newton,0.01,FALSE,TRUE,TRUE,LS,-22.404,0.25,-1.068,0.283
0,0.2,20,closest,CS,Gauss-Newton,0.01,FALSE,TRUE,FALSE,LT,-22.463,0.25,-1.03,0.278
1,0.2,20,closest,CS,Gauss-Newton,0.01,FALSE,TRUE,FALSE,ID,-22.718,0.249,-0.923,0.278
2,0.2,20,closest,CS,Gauss-Newton,0.01,FALSE,TRUE,FALSE,LS,-22.404,0.25,-1.068,0.283
0,0.2,20,closest,CS,Gauss-Newton,0.01,FALSE,FALSE,TRUE,LT,-22.463,0.25,-1.03,0.278
1,0.2,20,closest,CS,Gauss-Newton,0.01,FALSE,FALSE,TRUE,ID,-22.718,0.249,-0.923,0.278
2,0.2,20,closest,CS,Gauss-Newton,0.01,FALSE,FALSE,TRUE,LS,-22.404,0.25,-1.068,0.283
0,0.2,20,closest,CS,Gauss-Newton,0.01,FALSE,FALSE,FALSE,LT,-22.463,0.25,-1.03,0.278
1,0.2,20,closest,CS,Gauss-Newton,0.01,FALSE,FALSE,FALSE,ID,-22.718,0.249,-0.923,0.278
2,0.2,20,closest,CS,Gauss-Newton,0.01,FALSE,FALSE,FALSE,LS,-22.404,0.25,-1.068,0.283
0,0.2,20,closest,CS,Gauss-Newton,0.07,TRUE,TRUE,TRUE,LT,-16.687,0.208,0.434,0.144
1,0.2,20,closest,CS,Gauss-Newton,0.07,TRUE,TRUE,TRUE,ID,-14.652,0.197,0.506,0.138
2,0.2,20,closest,CS,Gauss-Newton,0.07,TRUE,TRUE,TRUE,LS,-16.818,0.207,0.41,0.146
0,0.2,20,closest,CS,Gauss-Newton,0.07,TRUE,TRUE,FALSE,LT,-16.687,0.208,0.434,0.144
1,0.2,20,closest,CS,Gauss-Newton,0.07,TRUE,TRUE,FALSE,ID,-14.652,0.197,0.506,0.138
2,0.2,20,closest,CS,Gauss-Newton,0.07,TRUE,TRUE,FALSE,LS,-16.818,0.207,0.41,0.146
0,0.2,20,closest,CS,Gauss-Newton,0.07,TRUE,FALSE,TRUE,LT,-16.687,0.208,0.434,0.144
1,0.2,20,closest,CS,Gauss-Newton,0.07,TRUE,FALSE,TRUE,ID,-14.652,0.197,0.506,0.138
2,0.2,20,closest,CS,Gauss-Newton,0.07,TRUE,FALSE,TRUE,LS,-16.818,0.207,0.41,0.146
0,0.2,20,closest,CS,Gauss-Newton,0.07,TRUE,FALSE,FALSE,LT,-16.687,0.208,0.434,0.144
1,0.2,20,closest,CS,Gauss-Newton,0.07,TRUE,FALSE,FALSE,ID,-14.652,0.197,0.506,0.138
2,0.2,20,closest,CS,Gauss-Newton,0.07,TRUE,FALSE,FALSE,LS,-16.818,0.207,0.41,0.146
0,0.2,20,closest,CS,Gauss-Newton,0.07,FALSE,TRUE,TRUE,LT,-16.926,0.208,0.288,0.164
1,0.2,20,closest,CS,Gauss-Newton,0.07,FALSE,TRUE,TRUE,ID,-15.093,0.201,0.342,0.158
2,0.2,20,closest,CS,Gauss-Newton,0.07,FALSE,TRUE,TRUE,LS,-17.108,0.21,0.253,0.168
0,0.2,20,closest,CS,Gauss-Newton,0.07,FALSE,TRUE,FALSE,LT,-16.926,0.208,0.288,0.164
1,0.2,20,closest,CS,Gauss-Newton,0.07,FALSE,TRUE,FALSE,ID,-15.093,0.201,0.342,0.158
2,0.2,20,closest,CS,Gauss-Newton,0.07,FALSE,TRUE,FALSE,LS,-17.108,0.21,0.253,0.168
0,0.2,20,closest,CS,Gauss-Newton,0.07,FALSE,FALSE,TRUE,LT,-16.926,0.208,0.288,0.164
1,0.2,20,closest,CS,Gauss-Newton,0.07,FALSE,FALSE,TRUE,ID,-15.093,0.201,0.342,0.158
2,0.2,20,closest,CS,Gauss-Newton,0.07,FALSE,FALSE,TRUE,LS,-17.108,0.21,0.253,0.168
0,0.2,20,closest,CS,Gauss-Newton,0.07,FALSE,FALSE,FALSE,LT,-16.926,0.208,0.288,0.164
1,0.2,20,closest,CS,Gauss-Newton,0.07,FALSE,FALSE,FALSE,ID,-15.093,0.201,0.342,0.158
2,0.2,20,closest,CS,Gauss-Newton,0.07,FALSE,FALSE,FALSE,LS,-17.108,0.21,0.253,0.168
0,0.2,20,closest,CS,Gauss-Newton,0.2,TRUE,TRUE,TRUE,LT,-19.608,0.223,0.22,0.166
1,0.2,20,closest,CS,Gauss-Newton,0.2,TRUE,TRUE,TRUE,ID,-18.148,0.219,0.288,0.166
2,0.2,20,closest,CS,Gauss-Newton,0.2,TRUE,TRUE,TRUE,LS,-19.706,0.223,0.202,0.17
0,0.2,20,closest,CS,Gauss-Newton,0.2,TRUE,TRUE,FALSE,LT,-19.608,0.223,0.22,0.166
1,0.2,20,closest,CS,Gauss-Newton,0.2,TRUE,TRUE,FALSE,ID,-18.148,0.219,0.288,0.166
2,0.2,20,closest,CS,Gauss-Newton,0.2,TRUE,TRUE,FALSE,LS,-19.706,0.223,0.202,0.17
0,0.2,20,closest,CS,Gauss-Newton,0.2,TRUE,FALSE,TRUE,LT,-19.608,0.223,0.22,0.166
1,0.2,20,closest,CS,Gauss-Newton,0.2,TRUE,FALSE,TRUE,ID,-18.148,0.219,0.288,0.166
2,0.2,20,closest,CS,Gauss-Newton,0.2,TRUE,FALSE,TRUE,LS,-19.706,0.223,0.202,0.17
0,0.2,20,closest,CS,Gauss-Newton,0.2,TRUE,FALSE,FALSE,LT,-19.608,0.223,0.22,0.166
1,0.2,20,closest,CS,Gauss-Newton,0.2,TRUE,FALSE,FALSE,ID,-18.148,0.219,0.288,0.166
2,0.2,20,closest,CS,Gauss-Newton,0.2,TRUE,FALSE,FALSE,LS,-19.706,0.223,0.202,0.17
0,0.2,20,closest,CS,Gauss-Newton,0.2,FALSE,TRUE,TRUE,LT,-17.604,0.208,0.406,0.148
1,0.2,20,closest,CS,Gauss-Newton,0.2,FALSE,TRUE,TRUE,ID,-15.805,0.205,0.487,0.14
2,0.2,20,closest,CS,Gauss-Newton,0.2,FALSE,TRUE,TRUE,LS,-17.809,0.21,0.386,0.152
0,0.2,20,closest,CS,Gauss-Newton,0.2,FALSE,TRUE,FALSE,LT,-17.604,0.208,0.406,0.148
1,0.2,20,closest,CS,Gauss-Newton,0.2,FALSE,TRUE,FALSE,ID,-15.805,0.205,0.487,0.14
2,0.2,20,closest,CS,Gauss-Newton,0.2,FALSE,TRUE,FALSE,LS,-17.809,0.21,0.386,0.152
0,0.2,20,closest,CS,Gauss-Newton,0.2,FALSE,FALSE,TRUE,LT,-17.604,0.208,0.406,0.148
1,0.2,20,closest,CS,Gauss-Newton,0.2,FALSE,FALSE,TRUE,ID,-15.805,0.205,0.487,0.14
2,0.2,20,closest,CS,Gauss-Newton,0.2,FALSE,FALSE,TRUE,LS,-17.809,0.21,0.386,0.152
0,0.2,20,closest,CS,Gauss-Newton,0.2,FALSE,FALSE,FALSE,LT,-17.604,0.208,0.406,0.148
1,0.2,20,closest,CS,Gauss-Newton,0.2,FALSE,FALSE,FALSE,ID,-15.805,0.205,0.487,0.14
2,0.2,20,closest,CS,Gauss-Newton,0.2,FALSE,FALSE,FALSE,LS,-17.809,0.21,0.386,0.152
0,0.2,20,closest,CS,ROPE,0.01,TRUE,TRUE,TRUE,LT,-15.304,0.206,-0.201,0.213
1,0.2,20,closest,CS,ROPE,0.01,TRUE,TRUE,TRUE,ID,-15.127,0.208,-0.266,0.214
2,0.2,20,closest,CS,ROPE,0.01,TRUE,TRUE,TRUE,LS,-14.535,0.2,-0.148,0.208
0,0.2,20,closest,CS,ROPE,0.01,TRUE,TRUE,FALSE,LT,-0.698,0.069,-0.028,0.199
1,0.2,20,closest,CS,ROPE,0.01,TRUE,TRUE,FALSE,ID,-2.26,0.092,-0.172,0.204
2,0.2,20,closest,CS,ROPE,0.01,TRUE,TRUE,FALSE,LS,-0.786,0.07,-0.06,0.202
0,0.2,20,closest,CS,ROPE,0.01,TRUE,FALSE,TRUE,LT,-16.054,0.206,-0.28,0.22
1,0.2,20,closest,CS,ROPE,0.01,TRUE,FALSE,TRUE,ID,-15.656,0.202,-0.376,0.222
2,0.2,20,closest,CS,ROPE,0.01,TRUE,FALSE,TRUE,LS,-15.492,0.202,-0.231,0.216
0,0.2,20,closest,CS,ROPE,0.01,TRUE,FALSE,FALSE,LT,-0.546,0.063,-0.02,0.196
1,0.2,20,closest,CS,ROPE,0.01,TRUE,FALSE,FALSE,ID,-2.536,0.092,-0.158,0.206
2,0.2,20,closest,CS,ROPE,0.01,TRUE,FALSE,FALSE,LS,-0.587,0.063,-0.042,0.198
0,0.2,20,closest,CS,ROPE,0.01,FALSE,TRUE,TRUE,LT,-20.732,0.238,-0.753,0.256
1,0.2,20,closest,CS,ROPE,0.01,FALSE,TRUE,TRUE,ID,-17.219,0.214,-0.604,0.245
2,0.2,20,closest,CS,ROPE,0.01,FALSE,TRUE,TRUE,LS,-19.914,0.234,-0.694,0.252
0,0.2,20,closest,CS,ROPE,0.01,FALSE,TRUE,FALSE,LT,-0.661,0.068,-0.259,0.218
1,0.2,20,closest,CS,ROPE,0.01,FALSE,TRUE,FALSE,ID,-2.29,0.091,-0.388,0.224
2,0.2,20,closest,CS,ROPE,0.01,FALSE,TRUE,FALSE,LS,-0.787,0.071,-0.316,0.22
0,0.2,20,closest,CS,ROPE,0.01,FALSE,FALSE,TRUE,LT,-19.624,0.23,-0.7,0.26
1,0.2,20,closest,CS,ROPE,0.01,FALSE,FALSE,TRUE,ID,-19.488,0.227,-0.647,0.248
2,0.2,20,closest,CS,ROPE,0.01,FALSE,FALSE,TRUE,LS,-18.565,0.223,-0.648,0.255
0,0.2,20,closest,CS,ROPE,0.01,FALSE,FALSE,FALSE,LT,-0.729,0.066,-0.01,0.198
1,0.2,20,closest,CS,ROPE,0.01,FALSE,FALSE,FALSE,ID,-2.372,0.093,-0.126,0.207
2,0.2,20,closest,CS,ROPE,0.01,FALSE,FALSE,FALSE,LS,-0.682,0.063,-0.056,0.2
0,0.2,20,closest,CS,ROPE,0.07,TRUE,TRUE,TRUE,LT,-18.05,0.222,-0.392,0.23
1,0.2,20,closest,CS,ROPE,0.07,TRUE,TRUE,TRUE,ID,-14.358,0.202,-0.213,0.221
2,0.2,20,closest,CS,ROPE,0.07,TRUE,TRUE,TRUE,LS,-17.382,0.217,-0.35,0.225
0,0.2,20,closest,CS,ROPE,0.07,TRUE,TRUE,FALSE,LT,-1.012,0.072,-0.076,0.208
1,0.2,20,closest,CS,ROPE,0.07,TRUE,TRUE,FALSE,ID,-2.225,0.094,-0.202,0.212
2,0.2,20,closest,CS,ROPE,0.07,TRUE,TRUE,FALSE,LS,-1.098,0.073,-0.106,0.21
0,0.2,20,closest,CS,ROPE,0.07,TRUE,FALSE,TRUE,LT,-19.46,0.23,-0.736,0.253
1,0.2,20,closest,CS,ROPE,0.07,TRUE,FALSE,TRUE,ID,-17.726,0.22,-0.646,0.25
2,0.2,20,closest,CS,ROPE,0.07,TRUE,FALSE,TRUE,LS,-19.218,0.229,-0.708,0.252
0,0.2,20,closest,CS,ROPE,0.07,TRUE,FALSE,FALSE,LT,-0.717,0.071,-0.078,0.202
1,0.2,20,closest,CS,ROPE,0.07,TRUE,FALSE,FALSE,ID,-1.878,0.087,-0.152,0.208
2,0.2,20,closest,CS,ROPE,0.07,TRUE,FALSE,FALSE,LS,-0.747,0.07,-0.098,0.204
0,0.2,20,closest,CS,ROPE,0.07,FALSE,TRUE,TRUE,LT,-13.264,0.194,-0.134,0.208
1,0.2,20,closest,CS,ROPE,0.07,FALSE,TRUE,TRUE,ID,-11.724,0.188,-0.133,0.201
2,0.2,20,closest,CS,ROPE,0.07,FALSE,TRUE,TRUE,LS,-12.445,0.191,-0.088,0.202
0,0.2,20,closest,CS,ROPE,0.07,FALSE,TRUE,FALSE,LT,-1.124,0.075,-0.028,0.2
1,0.2,20,closest,CS,ROPE,0.07,FALSE,TRUE,FALSE,ID,-1.696,0.085,-0.092,0.202
2,0.2,20,closest,CS,ROPE,0.07,FALSE,TRUE,FALSE,LS,-1.04,0.074,-0.056,0.202
0,0.2,20,closest,CS,ROPE,0.07,FALSE,FALSE,TRUE,LT,-14.745,0.198,-0.249,0.225
1,0.2,20,closest,CS,ROPE,0.07,FALSE,FALSE,TRUE,ID,-12.874,0.188,-0.196,0.221
2,0.2,20,closest,CS,ROPE,0.07,FALSE,FALSE,TRUE,LS,-14.006,0.192,-0.21,0.222
0,0.2,20,closest,CS,ROPE,0.07,FALSE,FALSE,FALSE,LT,-1.063,0.074,0.126,0.186
1,0.2,20,closest,CS,ROPE,0.07,FALSE,FALSE,FALSE,ID,-1.376,0.076,0.116,0.188
2,0.2,20,closest,CS,ROPE,0.07,FALSE,FALSE,FALSE,LS,-0.88,0.071,0.11,0.187
0,0.2,20,closest,CS,ROPE,0.2,TRUE,TRUE,TRUE,LT,-16.91,0.215,-0.638,0.248
1,0.2,20,closest,CS,ROPE,0.2,TRUE,TRUE,TRUE,ID,-13.934,0.204,-0.524,0.248
2,0.2,20,closest,CS,ROPE,0.2,TRUE,TRUE,TRUE,LS,-15.904,0.208,-0.582,0.242
0,0.2,20,closest,CS,ROPE,0.2,TRUE,TRUE,FALSE,LT,-1.814,0.08,-0.123,0.21
1,0.2,20,closest,CS,ROPE,0.2,TRUE,TRUE,FALSE,ID,-2.399,0.092,-0.23,0.211
2,0.2,20,closest,CS,ROPE,0.2,TRUE,TRUE,FALSE,LS,-1.808,0.082,-0.158,0.211
0,0.2,20,closest,CS,ROPE,0.2,TRUE,FALSE,TRUE,LT,-18.249,0.22,-0.46,0.231
1,0.2,20,closest,CS,ROPE,0.2,TRUE,FALSE,TRUE,ID,-15.648,0.21,-0.347,0.221
2,0.2,20,closest,CS,ROPE,0.2,TRUE,FALSE,TRUE,LS,-17.136,0.214,-0.394,0.226
0,0.2,20,closest,CS,ROPE,0.2,TRUE,FALSE,FALSE,LT,-1.874,0.082,-0.152,0.213
1,0.2,20,closest,CS,ROPE,0.2,TRUE,FALSE,FALSE,ID,-2.788,0.1,-0.301,0.218
2,0.2,20,closest,CS,ROPE,0.2,TRUE,FALSE,FALSE,LS,-1.938,0.082,-0.176,0.216
0,0.2,20,closest,CS,ROPE,0.2,FALSE,TRUE,TRUE,LT,-20.596,0.23,-0.73,0.256
1,0.2,20,closest,CS,ROPE,0.2,FALSE,TRUE,TRUE,ID,-17.766,0.221,-0.639,0.248
2,0.2,20,closest,CS,ROPE,0.2,FALSE,TRUE,TRUE,LS,-19.649,0.226,-0.697,0.251
0,0.2,20,closest,CS,ROPE,0.2,FALSE,TRUE,FALSE,LT,-0.5,0.064,-0.184,0.21
1,0.2,20,closest,CS,ROPE,0.2,FALSE,TRUE,FALSE,ID,-1.827,0.086,-0.226,0.218
2,0.2,20,closest,CS,ROPE,0.2,FALSE,TRUE,FALSE,LS,-0.486,0.063,-0.204,0.212
0,0.2,20,closest,CS,ROPE,0.2,FALSE,FALSE,TRUE,LT,-13.619,0.194,-0.178,0.212
1,0.2,20,closest,CS,ROPE,0.2,FALSE,FALSE,TRUE,ID,-12.221,0.189,-0.118,0.205
2,0.2,20,closest,CS,ROPE,0.2,FALSE,FALSE,TRUE,LS,-12.796,0.19,-0.138,0.207
0,0.2,20,closest,CS,ROPE,0.2,FALSE,FALSE,FALSE,LT,-1.498,0.078,-0.115,0.207
1,0.2,20,closest,CS,ROPE,0.2,FALSE,FALSE,FALSE,ID,-2.157,0.088,-0.164,0.209
2,0.2,20,closest,CS,ROPE,0.2,FALSE,FALSE,FALSE,LS,-1.498,0.08,-0.157,0.207
0,0.2,20,closest,FSlin,Gauss-Newton,0.01,TRUE,TRUE,TRUE,LT,-10.116,0.166,0.766,0.094
1,0.2,20,closest,FSlin,Gauss-Newton,0.01,TRUE,TRUE,TRUE,ID,-9.152,0.158,0.796,0.088
2,0.2,20,closest,FSlin,Gauss-Newton,0.01,TRUE,TRUE,TRUE,LS,-9.814,0.163,0.761,0.094
0,0.2,20,closest,FSlin,Gauss-Newton,0.01,TRUE,TRUE,FALSE,LT,-10.116,0.166,0.766,0.094
1,0.2,20,closest,FSlin,Gauss-Newton,0.01,TRUE,TRUE,FALSE,ID,-9.152,0.158,0.796,0.088
2,0.2,20,closest,FSlin,Gauss-Newton,0.01,TRUE,TRUE,FALSE,LS,-9.814,0.163,0.761,0.094
0,0.2,20,closest,FSlin,Gauss-Newton,0.01,TRUE,FALSE,TRUE,LT,-10.116,0.166,0.766,0.094
1,0.2,20,closest,FSlin,Gauss-Newton,0.01,TRUE,FALSE,TRUE,ID,-9.152,0.158,0.796,0.088
2,0.2,20,closest,FSlin,Gauss-Newton,0.01,TRUE,FALSE,TRUE,LS,-9.814,0.163,0.761,0.094
0,0.2,20,closest,FSlin,Gauss-Newton,0.01,TRUE,FALSE,FALSE,LT,-10.116,0.166,0.766,0.094
1,0.2,20,closest,FSlin,Gauss-Newton,0.01,TRUE,FALSE,FALSE,ID,-9.152,0.158,0.796,0.088
2,0.2,20,closest,FSlin,Gauss-Newton,0.01,TRUE,FALSE,FALSE,LS,-9.814,0.163,0.761,0.094
0,0.2,20,closest,FSlin,Gauss-Newton,0.01,FALSE,TRUE,TRUE,LT,-25.908,0.257,-2.071,0.343
1,0.2,20,closest,FSlin,Gauss-Newton,0.01,FALSE,TRUE,TRUE,ID,-26.092,0.262,-2.343,0.348
2,0.2,20,closest,FSlin,Gauss-Newton,0.01,FALSE,TRUE,TRUE,LS,-26.664,0.261,-2.16,0.346
0,0.2,20,closest,FSlin,Gauss-Newton,0.01,FALSE,TRUE,FALSE,LT,-25.908,0.257,-2.071,0.343
1,0.2,20,closest,FSlin,Gauss-Newton,0.01,FALSE,TRUE,FALSE,ID,-26.092,0.262,-2.343,0.348
2,0.2,20,closest,FSlin,Gauss-Newton,0.01,FALSE,TRUE,FALSE,LS,-26.664,0.261,-2.16,0.346
0,0.2,20,closest,FSlin,Gauss-Newton,0.01,FALSE,FALSE,TRUE,LT,-25.908,0.257,-2.071,0.343
1,0.2,20,closest,FSlin,Gauss-Newton,0.01,FALSE,FALSE,TRUE,ID,-26.092,0.262,-2.343,0.348
2,0.2,20,closest,FSlin,Gauss-Newton,0.01,FALSE,FALSE,TRUE,LS,-26.664,0.261,-2.16,0.346
