,cl,percent,sample_loc,Forward_Model,Minimization_Method,Alpha,remove_coil,start_avg,constrain,Det,R2,RMSE,0R2,0RMSE
2,0.3,20,mean,FSeq,ROPE,0.01,TRUE,FALSE,TRUE,LS,-17.376,0.219,-0.456,0.238
0,0.3,20,mean,FSeq,ROPE,0.01,TRUE,FALSE,FALSE,LT,-0.96,0.07,-0.124,0.204
1,0.3,20,mean,FSeq,ROPE,0.01,TRUE,FALSE,FALSE,ID,-2.064,0.089,-0.177,0.212
2,0.3,20,mean,FSeq,ROPE,0.01,TRUE,FALSE,FALSE,LS,-0.809,0.07,-0.156,0.204
0,0.3,20,mean,FSeq,ROPE,0.01,FALSE,TRUE,FALSE,LT,-0.956,0.068,-0.222,0.214
1,0.3,20,mean,FSeq,ROPE,0.01,FALSE,TRUE,FALSE,ID,-2.974,0.099,-0.392,0.221
2,0.3,20,mean,FSeq,ROPE,0.01,FALSE,TRUE,FALSE,LS,-1.076,0.07,-0.247,0.216
0,0.3,20,mean,FSeq,ROPE,0.01,FALSE,FALSE,FALSE,LT,-0.964,0.07,-0.152,0.211
1,0.3,20,mean,FSeq,ROPE,0.01,FALSE,FALSE,FALSE,ID,-1.784,0.088,-0.24,0.216
2,0.3,20,mean,FSeq,ROPE,0.01,FALSE,FALSE,FALSE,LS,-0.862,0.07,-0.177,0.212
0,0.3,20,mean,FSeq,ROPE,0.07,TRUE,TRUE,TRUE,LT,-15.798,0.21,-0.161,0.211
1,0.3,20,mean,FSeq,ROPE,0.07,TRUE,TRUE,TRUE,ID,-13.437,0.195,-0.014,0.2
2,0.3,20,mean,FSeq,ROPE,0.07,TRUE,TRUE,TRUE,LS,-14.925,0.204,-0.116,0.206
0,0.3,20,mean,FSeq,ROPE,0.07,TRUE,TRUE,FALSE,LT,-0.911,0.07,-0.064,0.201
1,0.3,20,mean,FSeq,ROPE,0.07,TRUE,TRUE,FALSE,ID,-2.085,0.091,-0.147,0.207
2,0.3,20,mean,FSeq,ROPE,0.07,TRUE,TRUE,FALSE,LS,-0.881,0.07,-0.113,0.202
0,0.3,20,mean,FSeq,ROPE,0.07,TRUE,FALSE,TRUE,LT,-18.042,0.216,-0.174,0.211
1,0.3,20,mean,FSeq,ROPE,0.07,TRUE,FALSE,TRUE,ID,-14.648,0.198,0.014,0.191
2,0.3,20,mean,FSeq,ROPE,0.07,TRUE,FALSE,TRUE,LS,-17.3,0.212,-0.132,0.206
0,0.3,20,mean,FSeq,ROPE,0.07,TRUE,FALSE,FALSE,LT,-0.641,0.065,-0.082,0.202
1,0.3,20,mean,FSeq,ROPE,0.07,TRUE,FALSE,FALSE,ID,-2.937,0.099,-0.258,0.213
2,0.3,20,mean,FSeq,ROPE,0.07,TRUE,FALSE,FALSE,LS,-0.636,0.066,-0.118,0.206
0,0.3,20,mean,FSeq,ROPE,0.07,FALSE,TRUE,FALSE,LT,-1.023,0.074,-0.254,0.221
1,0.3,20,mean,FSeq,ROPE,0.07,FALSE,TRUE,FALSE,ID,-1.852,0.086,-0.325,0.226
2,0.3,20,mean,FSeq,ROPE,0.07,FALSE,TRUE,FALSE,LS,-1.099,0.075,-0.284,0.223
0,0.3,20,mean,FSeq,ROPE,0.07,FALSE,FALSE,FALSE,LT,-0.558,0.064,-0.156,0.21
1,0.3,20,mean,FSeq,ROPE,0.07,FALSE,FALSE,FALSE,ID,-2.155,0.091,-0.312,0.218
2,0.3,20,mean,FSeq,ROPE,0.07,FALSE,FALSE,FALSE,LS,-0.682,0.066,-0.21,0.213
0,0.3,20,mean,FSeq,ROPE,0.2,TRUE,TRUE,TRUE,LT,-17.038,0.216,-0.552,0.235
1,0.3,20,mean,FSeq,ROPE,0.2,TRUE,TRUE,TRUE,ID,-13.607,0.198,-0.342,0.223
2,0.3,20,mean,FSeq,ROPE,0.2,TRUE,TRUE,TRUE,LS,-16.275,0.212,-0.501,0.232
0,0.3,20,mean,FSeq,ROPE,0.2,TRUE,TRUE,FALSE,LT,-0.8,0.068,-0.166,0.212
1,0.3,20,mean,FSeq,ROPE,0.2,TRUE,TRUE,FALSE,ID,-1.465,0.082,-0.272,0.216
2,0.3,20,mean,FSeq,ROPE,0.2,TRUE,TRUE,FALSE,LS,-0.766,0.068,-0.205,0.214
0,0.3,20,mean,FSeq,ROPE,0.2,TRUE,FALSE,TRUE,LT,-20.446,0.233,-0.576,0.248
1,0.3,20,mean,FSeq,ROPE,0.2,TRUE,FALSE,TRUE,ID,-16.166,0.209,-0.468,0.236
2,0.3,20,mean,FSeq,ROPE,0.2,TRUE,FALSE,TRUE,LS,-19.63,0.229,-0.529,0.244
0,0.3,20,mean,FSeq,ROPE,0.2,TRUE,FALSE,FALSE,LT,-0.463,0.061,-0.073,0.207
1,0.3,20,mean,FSeq,ROPE,0.2,TRUE,FALSE,FALSE,ID,-2.1,0.09,-0.23,0.209
2,0.3,20,mean,FSeq,ROPE,0.2,TRUE,FALSE,FALSE,LS,-0.476,0.061,-0.108,0.209
0,0.3,20,mean,FSeq,ROPE,0.2,FALSE,TRUE,FALSE,LT,-0.863,0.069,-0.08,0.204
1,0.3,20,mean,FSeq,ROPE,0.2,FALSE,TRUE,FALSE,ID,-1.88,0.086,-0.172,0.211
2,0.3,20,mean,FSeq,ROPE,0.2,FALSE,TRUE,FALSE,LS,-0.762,0.068,-0.098,0.208
0,0.3,20,mean,FSeq,ROPE,0.2,FALSE,FALSE,FALSE,LT,-1.793,0.084,-0.034,0.198
1,0.3,20,mean,FSeq,ROPE,0.2,FALSE,FALSE,FALSE,ID,-2.499,0.097,-0.086,0.199
2,0.3,20,mean,FSeq,ROPE,0.2,FALSE,FALSE,FALSE,LS,-1.72,0.082,-0.081,0.202
0,0.3,20,mean,CS,Gauss-Newton,0.01,TRUE,TRUE,TRUE,LT,-16.744,0.212,0.164,0.178
1,0.3,20,mean,CS,Gauss-Newton,0.01,TRUE,TRUE,TRUE,ID,-14.441,0.2,0.196,0.174
2,0.3,20,mean,CS,Gauss-Newton,0.01,TRUE,TRUE,TRUE,LS,-16.559,0.211,0.116,0.182
0,0.3,20,mean,CS,Gauss-Newton,0.01,TRUE,TRUE,FALSE,LT,-16.744,0.212,0.164,0.178
1,0.3,20,mean,CS,Gauss-Newton,0.01,TRUE,TRUE,FALSE,ID,-14.441,0.2,0.196,0.174
2,0.3,20,mean,CS,Gauss-Newton,0.01,TRUE,TRUE,FALSE,LS,-16.559,0.211,0.116,0.182
0,0.3,20,mean,CS,Gauss-Newton,0.01,TRUE,FALSE,TRUE,LT,-16.744,0.212,0.164,0.178
1,0.3,20,mean,CS,Gauss-Newton,0.01,TRUE,FALSE,TRUE,ID,-14.441,0.2,0.196,0.174
2,0.3,20,mean,CS,Gauss-Newton,0.01,TRUE,FALSE,TRUE,LS,-16.559,0.211,0.116,0.182
0,0.3,20,mean,CS,Gauss-Newton,0.01,TRUE,FALSE,FALSE,LT,-16.744,0.212,0.164,0.178
1,0.3,20,mean,CS,Gauss-Newton,0.01,TRUE,FALSE,FALSE,ID,-14.441,0.2,0.196,0.174
2,0.3,20,mean,CS,Gauss-Newton,0.01,TRUE,FALSE,FALSE,LS,-16.559,0.211,0.116,0.182
0,0.3,20,mean,CS,Gauss-Newton,0.01,FALSE,TRUE,TRUE,LT,-21.224,0.243,-0.841,0.264
1,0.3,20,mean,CS,Gauss-Newton,0.01,FALSE,TRUE,TRUE,ID,-22.051,0.241,-0.794,0.266
2,0.3,20,mean,CS,Gauss-Newton,0.01,FALSE,TRUE,TRUE,LS,-21.19,0.243,-0.907,0.268
0,0.3,20,mean,CS,Gauss-Newton,0.01,FALSE,TRUE,FALSE,LT,-21.224,0.243,-0.841,0.264
1,0.3,20,mean,CS,Gauss-Newton,0.01,FALSE,TRUE,FALSE,ID,-22.051,0.241,-0.794,0.266
2,0.3,20,mean,CS,Gauss-Newton,0.01,FALSE,TRUE,FALSE,LS,-21.19,0.243,-0.907,0.268
0,0.3,20,mean,CS,Gauss-Newton,0.01,FALSE,FALSE,TRUE,LT,-21.224,0.243,-0.841,0.264
1,0.3,20,mean,CS,Gauss-Newton,0.01,FALSE,FALSE,TRUE,ID,-22.051,0.241,-0.794,0.266
2,0.3,20,mean,CS,Gauss-Newton,0.01,FALSE,FALSE,TRUE,LS,-21.19,0.243,-0.907,0.268
0,0.3,20,mean,CS,Gauss-Newton,0.01,FALSE,FALSE,FALSE,LT,-21.224,0.243,-0.841,0.264
1,0.3,20,mean,CS,Gauss-Newton,0.01,FALSE,FALSE,FALSE,ID,-22.051,0.241,-0.794,0.266
2,0.3,20,mean,CS,Gauss-Newton,0.01,FALSE,FALSE,FALSE,LS,-21.19,0.243,-0.907,0.268
0,0.3,20,mean,CS,Gauss-Newton,0.07,TRUE,TRUE,TRUE,LT,-16.699,0.209,0.418,0.145
1,0.3,20,mean,CS,Gauss-Newton,0.07,TRUE,TRUE,TRUE,ID,-14.814,0.198,0.518,0.136
2,0.3,20,mean,CS,Gauss-Newton,0.07,TRUE,TRUE,TRUE,LS,-16.498,0.21,0.402,0.149
0,0.3,20,mean,CS,Gauss-Newton,0.07,TRUE,TRUE,FALSE,LT,-16.699,0.209,0.418,0.145
1,0.3,20,mean,CS,Gauss-Newton,0.07,TRUE,TRUE,FALSE,ID,-14.814,0.198,0.518,0.136
2,0.3,20,mean,CS,Gauss-Newton,0.07,TRUE,TRUE,FALSE,LS,-16.498,0.21,0.402,0.149
0,0.3,20,mean,CS,Gauss-Newton,0.07,TRUE,FALSE,TRUE,LT,-16.699,0.209,0.418,0.145
1,0.3,20,mean,CS,Gauss-Newton,0.07,TRUE,FALSE,TRUE,ID,-14.814,0.198,0.518,0.136
2,0.3,20,mean,CS,Gauss-Newton,0.07,TRUE,FALSE,TRUE,LS,-16.498,0.21,0.402,0.149
0,0.3,20,mean,CS,Gauss-Newton,0.07,TRUE,FALSE,FALSE,LT,-16.699,0.209,0.418,0.145
1,0.3,20,mean,CS,Gauss-Newton,0.07,TRUE,FALSE,FALSE,ID,-14.814,0.198,0.518,0.136
2,0.3,20,mean,CS,Gauss-Newton,0.07,TRUE,FALSE,FALSE,LS,-16.498,0.21,0.402,0.149
0,0.3,20,mean,CS,Gauss-Newton,0.07,FALSE,TRUE,TRUE,LT,-17.502,0.215,0.31,0.164
1,0.3,20,mean,CS,Gauss-Newton,0.07,FALSE,TRUE,TRUE,ID,-15.072,0.2,0.364,0.156
2,0.3,20,mean,CS,Gauss-Newton,0.07,FALSE,TRUE,TRUE,LS,-17.472,0.214,0.276,0.168
0,0.3,20,mean,CS,Gauss-Newton,0.07,FALSE,TRUE,FALSE,LT,-17.502,0.215,0.31,0.164
1,0.3,20,mean,CS,Gauss-Newton,0.07,FALSE,TRUE,FALSE,ID,-15.072,0.2,0.364,0.156
2,0.3,20,mean,CS,Gauss-Newton,0.07,FALSE,TRUE,FALSE,LS,-17.472,0.214,0.276,0.168
0,0.3,20,mean,CS,Gauss-Newton,0.07,FALSE,FALSE,TRUE,LT,-17.502,0.215,0.31,0.164
1,0.3,20,mean,CS,Gauss-Newton,0.07,FALSE,FALSE,TRUE,ID,-15.072,0.2,0.364,0.156
2,0.3,20,mean,CS,Gauss-Newton,0.07,FALSE,FALSE,TRUE,LS,-17.472,0.214,0.276,0.168
0,0.3,20,mean,CS,Gauss-Newton,0.07,FALSE,FALSE,FALSE,LT,-17.502,0.215,0.31,0.164
1,0.3,20,mean,CS,Gauss-Newton,0.07,FALSE,FALSE,FALSE,ID,-15.072,0.2,0.364,0.156
2,0.3,20,mean,CS,Gauss-Newton,0.07,FALSE,FALSE,FALSE,LS,-17.472,0.214,0.276,0.168
0,0.3,20,mean,CS,Gauss-Newton,0.2,TRUE,TRUE,TRUE,LT,-19.602,0.223,0.244,0.165
1,0.3,20,mean,CS,Gauss-Newton,0.2,TRUE,TRUE,TRUE,ID,-18.054,0.22,0.322,0.162
2,0.3,20,mean,CS,Gauss-Newton,0.2,TRUE,TRUE,TRUE,LS,-19.553,0.224,0.228,0.168
0,0.3,20,mean,CS,Gauss-Newton,0.2,TRUE,TRUE,FALSE,LT,-19.602,0.223,0.244,0.165
1,0.3,20,mean,CS,Gauss-Newton,0.2,TRUE,TRUE,FALSE,ID,-18.054,0.22,0.322,0.162
2,0.3,20,mean,CS,Gauss-Newton,0.2,TRUE,TRUE,FALSE,LS,-19.553,0.224,0.228,0.168
0,0.3,20,mean,CS,Gauss-Newton,0.2,TRUE,FALSE,TRUE,LT,-19.602,0.223,0.244,0.165
1,0.3,20,mean,CS,Gauss-Newton,0.2,TRUE,FALSE,TRUE,ID,-18.054,0.22,0.322,0.162
2,0.3,20,mean,CS,Gauss-Newton,0.2,TRUE,FALSE,TRUE,LS,-19.553,0.224,0.228,0.168
0,0.3,20,mean,CS,Gauss-Newton,0.2,TRUE,FALSE,FALSE,LT,-19.602,0.223,0.244,0.165
1,0.3,20,mean,CS,Gauss-Newton,0.2,TRUE,FALSE,FALSE,ID,-18.054,0.22,0.322,0.162
2,0.3,20,mean,CS,Gauss-Newton,0.2,TRUE,FALSE,FALSE,LS,-19.553,0.224,0.228,0.168
0,0.3,20,mean,CS,Gauss-Newton,0.2,FALSE,TRUE,TRUE,LT,-17.625,0.212,0.396,0.148
1,0.3,20,mean,CS,Gauss-Newton,0.2,FALSE,TRUE,TRUE,ID,-15.897,0.204,0.497,0.138
2,0.3,20,mean,CS,Gauss-Newton,0.2,FALSE,TRUE,TRUE,LS,-17.674,0.214,0.373,0.152
0,0.3,20,mean,CS,Gauss-Newton,0.2,FALSE,TRUE,FALSE,LT,-17.625,0.212,0.396,0.148
1,0.3,20,mean,CS,Gauss-Newton,0.2,FALSE,TRUE,FALSE,ID,-15.897,0.204,0.497,0.138
2,0.3,20,mean,CS,Gauss-Newton,0.2,FALSE,TRUE,FALSE,LS,-17.674,0.214,0.373,0.152
0,0.3,20,mean,CS,Gauss-Newton,0.2,FALSE,FALSE,TRUE,LT,-17.625,0.212,0.396,0.148
1,0.3,20,mean,CS,Gauss-Newton,0.2,FALSE,FALSE,TRUE,ID,-15.897,0.204,0.497,0.138
2,0.3,20,mean,CS,Gauss-Newton,0.2,FALSE,FALSE,TRUE,LS,-17.674,0.214,0.373,0.152
0,0.3,20,mean,CS,Gauss-Newton,0.2,FALSE,FALSE,FALSE,LT,-17.625,0.212,0.396,0.148
1,0.3,20,mean,CS,Gauss-Newton,0.2,FALSE,FALSE,FALSE,ID,-15.897,0.204,0.497,0.138
2,0.3,20,mean,CS,Gauss-Newton,0.2,FALSE,FALSE,FALSE,LS,-17.674,0.214,0.373,0.152
0,0.3,20,mean,CS,ROPE,0.01,TRUE,TRUE,TRUE,LT,-16.244,0.203,-0.224,0.216
1,0.3,20,mean,CS,ROPE,0.01,TRUE,TRUE,TRUE,ID,-14.36,0.2,-0.152,0.206
2,0.3,20,mean,CS,ROPE,0.01,TRUE,TRUE,TRUE,LS,-15.178,0.197,-0.186,0.212
0,0.3,20,mean,CS,ROPE,0.01,TRUE,TRUE,FALSE,LT,-0.67,0.068,0.057,0.188
1,0.3,20,mean,CS,ROPE,0.01,TRUE,TRUE,FALSE,ID,-2.093,0.088,-0.057,0.198
2,0.3,20,mean,CS,ROPE,0.01,TRUE,TRUE,FALSE,LS,-0.671,0.068,0.008,0.189
0,0.3,20,mean,CS,ROPE,0.01,TRUE,FALSE,TRUE,LT,-18.686,0.224,-0.52,0.239
1,0.3,20,mean,CS,ROPE,0.01,TRUE,FALSE,TRUE,ID,-15.433,0.206,-0.402,0.232
2,0.3,20,mean,CS,ROPE,0.01,TRUE,FALSE,TRUE,LS,-17.999,0.219,-0.482,0.236
0,0.3,20,mean,CS,ROPE,0.01,TRUE,FALSE,FALSE,LT,-0.934,0.068,0.005,0.196
1,0.3,20,mean,CS,ROPE,0.01,TRUE,FALSE,FALSE,ID,-3.064,0.1,-0.164,0.208
2,0.3,20,mean,CS,ROPE,0.01,TRUE,FALSE,FALSE,LS,-0.839,0.065,-0.029,0.198
0,0.3,20,mean,CS,ROPE,0.01,FALSE,TRUE,TRUE,LT,-17.378,0.224,-0.71,0.252
1,0.3,20,mean,CS,ROPE,0.01,FALSE,TRUE,TRUE,ID,-16.356,0.219,-0.589,0.242
2,0.3,20,mean,CS,ROPE,0.01,FALSE,TRUE,TRUE,LS,-16.696,0.22,-0.674,0.25
0,0.3,20,mean,CS,ROPE,0.01,FALSE,TRUE,FALSE,LT,-0.357,0.058,-0.021,0.204
1,0.3,20,mean,CS,ROPE,0.01,FALSE,TRUE,FALSE,ID,-1.882,0.086,-0.198,0.212
2,0.3,20,mean,CS,ROPE,0.01,FALSE,TRUE,FALSE,LS,-0.254,0.056,-0.046,0.204
0,0.3,20,mean,CS,ROPE,0.01,FALSE,FALSE,TRUE,LT,-18.018,0.224,-0.471,0.242
1,0.3,20,mean,CS,ROPE,0.01,FALSE,FALSE,TRUE,ID,-17.704,0.22,-0.454,0.238
2,0.3,20,mean,CS,ROPE,0.01,FALSE,FALSE,TRUE,LS,-17.333,0.22,-0.437,0.238
0,0.3,20,mean,CS,ROPE,0.01,FALSE,FALSE,FALSE,LT,-0.666,0.066,-0.074,0.204
1,0.3,20,mean,CS,ROPE,0.01,FALSE,FALSE,FALSE,ID,-1.69,0.084,-0.193,0.207
2,0.3,20,mean,CS,ROPE,0.01,FALSE,FALSE,FALSE,LS,-0.781,0.067,-0.122,0.208
0,0.3,20,mean,CS,ROPE,0.07,TRUE,TRUE,TRUE,LT,-18.228,0.226,-0.532,0.24
1,0.3,20,mean,CS,ROPE,0.07,TRUE,TRUE,TRUE,ID,-14.716,0.208,-0.315,0.222
2,0.3,20,mean,CS,ROPE,0.07,TRUE,TRUE,TRUE,LS,-17.638,0.222,-0.488,0.236
0,0.3,20,mean,CS,ROPE,0.07,TRUE,TRUE,FALSE,LT,-1.522,0.082,-0.078,0.202
1,0.3,20,mean,CS,ROPE,0.07,TRUE,TRUE,FALSE,ID,-3.304,0.103,-0.196,0.21
2,0.3,20,mean,CS,ROPE,0.07,TRUE,TRUE,FALSE,LS,-1.52,0.082,-0.107,0.204
0,0.3,20,mean,CS,ROPE,0.07,TRUE,FALSE,TRUE,LT,-19.154,0.223,-0.452,0.237
1,0.3,20,mean,CS,ROPE,0.07,TRUE,FALSE,TRUE,ID,-15.87,0.209,-0.314,0.226
2,0.3,20,mean,CS,ROPE,0.07,TRUE,FALSE,TRUE,LS,-18.063,0.218,-0.419,0.232
0,0.3,20,mean,CS,ROPE,0.07,TRUE,FALSE,FALSE,LT,-0.77,0.07,0.004,0.196
1,0.3,20,mean,CS,ROPE,0.07,TRUE,FALSE,FALSE,ID,-1.696,0.085,-0.091,0.203
2,0.3,20,mean,CS,ROPE,0.07,TRUE,FALSE,FALSE,LS,-0.789,0.068,-0.027,0.198
0,0.3,20,mean,CS,ROPE,0.07,FALSE,TRUE,TRUE,LT,-17.154,0.215,-0.616,0.233
1,0.3,20,mean,CS,ROPE,0.07,FALSE,TRUE,TRUE,ID,-14.446,0.196,-0.542,0.236
2,0.3,20,mean,CS,ROPE,0.07,FALSE,TRUE,TRUE,LS,-16.616,0.211,-0.566,0.23
0,0.3,20,mean,CS,ROPE,0.07,FALSE,TRUE,FALSE,LT,-0.714,0.066,-0.148,0.206
1,0.3,20,mean,CS,ROPE,0.07,FALSE,TRUE,FALSE,ID,-2.412,0.093,-0.212,0.21
2,0.3,20,mean,CS,ROPE,0.07,FALSE,TRUE,FALSE,LS,-0.664,0.065,-0.174,0.209
0,0.3,20,mean,CS,ROPE,0.07,FALSE,FALSE,TRUE,LT,-19.336,0.23,-0.568,0.242
1,0.3,20,mean,CS,ROPE,0.07,FALSE,FALSE,TRUE,ID,-17.912,0.224,-0.448,0.237
2,0.3,20,mean,CS,ROPE,0.07,FALSE,FALSE,TRUE,LS,-18.618,0.227,-0.508,0.24
0,0.3,20,mean,CS,ROPE,0.07,FALSE,FALSE,FALSE,LT,-1.338,0.077,-0.228,0.22
1,0.3,20,mean,CS,ROPE,0.07,FALSE,FALSE,FALSE,ID,-2.657,0.096,-0.327,0.224
2,0.3,20,mean,CS,ROPE,0.07,FALSE,FALSE,FALSE,LS,-1.352,0.078,-0.254,0.221
0,0.3,20,mean,CS,ROPE,0.2,TRUE,TRUE,TRUE,LT,-18.878,0.227,-0.274,0.222
1,0.3,20,mean,CS,ROPE,0.2,TRUE,TRUE,TRUE,ID,-16.529,0.212,-0.254,0.221
2,0.3,20,mean,CS,ROPE,0.2,TRUE,TRUE,TRUE,LS,-18.256,0.222,-0.225,0.218
0,0.3,20,mean,CS,ROPE,0.2,TRUE,TRUE,FALSE,LT,-0.583,0.065,-0.097,0.206
1,0.3,20,mean,CS,ROPE,0.2,TRUE,TRUE,FALSE,ID,-2.262,0.091,-0.253,0.213
2,0.3,20,mean,CS,ROPE,0.2,TRUE,TRUE,FALSE,LS,-0.628,0.064,-0.128,0.208
0,0.3,20,mean,CS,ROPE,0.2,TRUE,FALSE,TRUE,LT,-20.191,0.236,-0.803,0.26
1,0.3,20,mean,CS,ROPE,0.2,TRUE,FALSE,TRUE,ID,-16.878,0.216,-0.557,0.242
2,0.3,20,mean,CS,ROPE,0.2,TRUE,FALSE,TRUE,LS,-19.422,0.232,-0.764,0.254
0,0.3,20,mean,CS,ROPE,0.2,TRUE,FALSE,FALSE,LT,-0.783,0.068,-0.072,0.204
1,0.3,20,mean,CS,ROPE,0.2,TRUE,FALSE,FALSE,ID,-2.127,0.09,-0.186,0.21
2,0.3,20,mean,CS,ROPE,0.2,TRUE,FALSE,FALSE,LS,-0.872,0.07,-0.113,0.206
0,0.3,20,mean,CS,ROPE,0.2,FALSE,TRUE,TRUE,LT,-18.925,0.23,-0.794,0.257
1,0.3,20,mean,CS,ROPE,0.2,FALSE,TRUE,TRUE,ID,-15.993,0.214,-0.677,0.253
2,0.3,20,mean,CS,ROPE,0.2,FALSE,TRUE,TRUE,LS,-17.891,0.225,-0.736,0.254
0,0.3,20,mean,CS,ROPE,0.2,FALSE,TRUE,FALSE,LT,-0.342,0.06,-0.23,0.208
1,0.3,20,mean,CS,ROPE,0.2,FALSE,TRUE,FALSE,ID,-1.582,0.081,-0.306,0.216
2,0.3,20,mean,CS,ROPE,0.2,FALSE,TRUE,FALSE,LS,-0.408,0.061,-0.244,0.211
0,0.3,20,mean,CS,ROPE,0.2,FALSE,FALSE,TRUE,LT,-17.23,0.215,-0.511,0.244
1,0.3,20,mean,CS,ROPE,0.2,FALSE,FALSE,TRUE,ID,-14.84,0.204,-0.371,0.233
2,0.3,20,mean,CS,ROPE,0.2,FALSE,FALSE,TRUE,LS,-16.442,0.209,-0.461,0.24
0,0.3,20,mean,CS,ROPE,0.2,FALSE,FALSE,FALSE,LT,-0.806,0.068,0.005,0.196
1,0.3,20,mean,CS,ROPE,0.2,FALSE,FALSE,FALSE,ID,-2.294,0.092,-0.106,0.203
2,0.3,20,mean,CS,ROPE,0.2,FALSE,FALSE,FALSE,LS,-0.922,0.068,-0.03,0.198
0,0.3,20,mean,FSlin,Gauss-Newton,0.01,TRUE,TRUE,TRUE,LT,-9.971,0.167,0.771,0.088
1,0.3,20,mean,FSlin,Gauss-Newton,0.01,TRUE,TRUE,TRUE,ID,-9.11,0.155,0.8,0.085
2,0.3,20,mean,FSlin,Gauss-Newton,0.01,TRUE,TRUE,TRUE,LS,-9.54,0.163,0.764,0.09
0,0.3,20,mean,FSlin,Gauss-Newton,0.01,TRUE,TRUE,FALSE,LT,-9.971,0.167,0.771,0.088
1,0.3,20,mean,FSlin,Gauss-Newton,0.01,TRUE,TRUE,FALSE,ID,-9.11,0.155,0.8,0.085
2,0.3,20,mean,FSlin,Gauss-Newton,0.01,TRUE,TRUE,FALSE,LS,-9.54,0.163,0.764,0.09
0,0.3,20,mean,FSlin,Gauss-Newton,0.01,TRUE,FALSE,TRUE,LT,-9.971,0.167,0.771,0.088
1,0.3,20,mean,FSlin,Gauss-Newton,0.01,TRUE,FALSE,TRUE,ID,-9.11,0.155,0.8,0.085
2,0.3,20,mean,FSlin,Gauss-Newton,0.01,TRUE,FALSE,TRUE,LS,-9.54,0.163,0.764,0.09
0,0.3,20,mean,FSlin,Gauss-Newton,0.01,TRUE,FALSE,FALSE,LT,-9.971,0.167,0.771,0.088
1,0.3,20,mean,FSlin,Gauss-Newton,0.01,TRUE,FALSE,FALSE,ID,-9.11,0.155,0.8,0.085
2,0.3,20,mean,FSlin,Gauss-Newton,0.01,TRUE,FALSE,FALSE,LS,-9.54,0.163,0.764,0.09
0,0.3,20,mean,FSlin,Gauss-Newton,0.01,FALSE,TRUE,TRUE,LT,-23.627,0.248,-1.706,0.326
1,0.3,20,mean,FSlin,Gauss-Newton,0.01,FALSE,TRUE,TRUE,ID,-23.986,0.252,-1.846,0.33
2,0.3,20,mean,FSlin,Gauss-Newton,0.01,FALSE,TRUE,TRUE,LS,-24.44,0.251,-1.785,0.33
0,0.3,20,mean,FSlin,Gauss-Newton,0.01,FALSE,TRUE,FALSE,LT,-23.627,0.248,-1.706,0.326
1,0.3,20,mean,FSlin,Gauss-Newton,0.01,FALSE,TRUE,FALSE,ID,-23.986,0.252,-1.846,0.33
2,0.3,20,mean,FSlin,Gauss-Newton,0.01,FALSE,TRUE,FALSE,LS,-24.44,0.251,-1.785,0.33
0,0.3,20,mean,FSlin,Gauss-Newton,0.01,FALSE,FALSE,TRUE,LT,-23.627,0.248,-1.706,0.326
1,0.3,20,mean,FSlin,Gauss-Newton,0.01,FALSE,FALSE,TRUE,ID,-23.986,0.252,-1.846,0.33
2,0.3,20,mean,FSlin,Gauss-Newton,0.01,FALSE,FALSE,TRUE,LS,-24.44,0.251,-1.785,0.33
0,0.3,20,mean,FSlin,Gauss-Newton,0.01,FALSE,FALSE,FALSE,LT,-23.627,0.248,-1.706,0.326
1,0.3,20,mean,FSlin,Gauss-Newton,0.01,FALSE,FALSE,FALSE,ID,-23.986,0.252,-1.846,0.33
2,0.3,20,mean,FSlin,Gauss-Newton,0.01,FALSE,FALSE,FALSE,LS,-24.44,0.251,-1.785,0.33
0,0.3,20,mean,FSlin,Gauss-Newton,0.07,TRUE,TRUE,TRUE,LT,-14.996,0.199,0.7,0.101
1,0.3,20,mean,FSlin,Gauss-Newton,0.07,TRUE,TRUE,TRUE,ID,-12.476,0.186,0.833,0.08
2,0.3,20,mean,FSlin,Gauss-Newton,0.07,TRUE,TRUE,TRUE,LS,-14.701,0.197,0.716,0.098
0,0.3,20,mean,FSlin,Gauss-Newton,0.07,TRUE,TRUE,FALSE,LT,-14.996,0.199,0.7,0.101
1,0.3,20,mean,FSlin,Gauss-Newton,0.07,TRUE,TRUE,FALSE,ID,-12.476,0.186,0.833,0.08
2,0.3,20,mean,FSlin,Gauss-Newton,0.07,TRUE,TRUE,FALSE,LS,-14.701,0.197,0.716,0.098
0,0.3,20,mean,FSlin,Gauss-Newton,0.07,TRUE,FALSE,TRUE,LT,-14.996,0.199,0.7,0.101
1,0.3,20,mean,FSlin,Gauss-Newton,0.07,TRUE,FALSE,TRUE,ID,-12.476,0.186,0.833,0.08
2,0.3,20,mean,FSlin,Gauss-Newton,0.07,TRUE,FALSE,TRUE,LS,-14.701,0.197,0.716,0.098
0,0.3,20,mean,FSlin,Gauss-Newton,0.07,TRUE,FALSE,FALSE,LT,-14.996,0.199,0.7,0.101
1,0.3,20,mean,FSlin,Gauss-Newton,0.07,TRUE,FALSE,FALSE,ID,-12.476,0.186,0.833,0.08
2,0.3,20,mean,FSlin,Gauss-Newton,0.07,TRUE,FALSE,FALSE,LS,-14.701,0.197,0.716,0.098
0,0.3,20,mean,FSlin,Gauss-Newton,0.07,FALSE,TRUE,TRUE,LT,-16.673,0.212,0.144,0.183
