,cl,percent,Samples location,Interface,Forward_Model,Minimization_Method,Alpha,remove_coil,start_avg,constrain,Det,R2,RMSE,0R2,0RMSE
1,0.3,30,mean,log-defined,FSlin,Gauss-Newton,0.01,True,False,True,ID,-31.335,0.292,-2.704,0.373
2,0.3,30,mean,log-defined,FSlin,Gauss-Newton,0.01,True,False,True,LS,-31.578,0.292,-2.772,0.376
0,0.3,30,mean,log-defined,FSlin,Gauss-Newton,0.01,True,False,False,LT,-31.224,0.29,-2.726,0.374
1,0.3,30,mean,log-defined,FSlin,Gauss-Newton,0.01,True,False,False,ID,-31.335,0.292,-2.704,0.373
2,0.3,30,mean,log-defined,FSlin,Gauss-Newton,0.01,True,False,False,LS,-31.578,0.292,-2.772,0.376
0,0.3,30,mean,log-defined,FSlin,Gauss-Newton,0.01,False,True,True,LT,-31.798,0.289,-2.734,0.375
1,0.3,30,mean,log-defined,FSlin,Gauss-Newton,0.01,False,True,True,ID,-31.903,0.293,-2.761,0.375
2,0.3,30,mean,log-defined,FSlin,Gauss-Newton,0.01,False,True,True,LS,-32.06,0.29,-2.768,0.376
0,0.3,30,mean,log-defined,FSlin,Gauss-Newton,0.01,False,True,False,LT,-31.798,0.289,-2.734,0.375
1,0.3,30,mean,log-defined,FSlin,Gauss-Newton,0.01,False,True,False,ID,-31.903,0.293,-2.761,0.375
2,0.3,30,mean,log-defined,FSlin,Gauss-Newton,0.01,False,True,False,LS,-32.06,0.29,-2.768,0.376
0,0.3,30,mean,log-defined,FSlin,Gauss-Newton,0.01,False,False,True,LT,-31.798,0.289,-2.734,0.375
1,0.3,30,mean,log-defined,FSlin,Gauss-Newton,0.01,False,False,True,ID,-31.903,0.293,-2.761,0.375
2,0.3,30,mean,log-defined,FSlin,Gauss-Newton,0.01,False,False,True,LS,-32.06,0.29,-2.768,0.376
0,0.3,30,mean,log-defined,FSlin,Gauss-Newton,0.01,False,False,False,LT,-31.798,0.289,-2.734,0.375
1,0.3,30,mean,log-defined,FSlin,Gauss-Newton,0.01,False,False,False,ID,-31.903,0.293,-2.761,0.375
2,0.3,30,mean,log-defined,FSlin,Gauss-Newton,0.01,False,False,False,LS,-32.06,0.29,-2.768,0.376
0,0.3,30,mean,log-defined,FSlin,Gauss-Newton,0.07,True,True,True,LT,-16.857,0.214,0.08,0.192
1,0.3,30,mean,log-defined,FSlin,Gauss-Newton,0.07,True,True,True,ID,-16.879,0.217,0.106,0.19
2,0.3,30,mean,log-defined,FSlin,Gauss-Newton,0.07,True,True,True,LS,-16.669,0.215,0.061,0.194
0,0.3,30,mean,log-defined,FSlin,Gauss-Newton,0.07,True,True,False,LT,-16.857,0.214,0.08,0.192
1,0.3,30,mean,log-defined,FSlin,Gauss-Newton,0.07,True,True,False,ID,-16.879,0.217,0.106,0.19
2,0.3,30,mean,log-defined,FSlin,Gauss-Newton,0.07,True,True,False,LS,-16.669,0.215,0.061,0.194
0,0.3,30,mean,log-defined,FSlin,Gauss-Newton,0.07,True,False,True,LT,-16.857,0.214,0.08,0.192
1,0.3,30,mean,log-defined,FSlin,Gauss-Newton,0.07,True,False,True,ID,-16.879,0.217,0.106,0.19
2,0.3,30,mean,log-defined,FSlin,Gauss-Newton,0.07,True,False,True,LS,-16.669,0.215,0.061,0.194
0,0.3,30,mean,log-defined,FSlin,Gauss-Newton,0.07,True,False,False,LT,-16.857,0.214,0.08,0.192
1,0.3,30,mean,log-defined,FSlin,Gauss-Newton,0.07,True,False,False,ID,-16.879,0.217,0.106,0.19
2,0.3,30,mean,log-defined,FSlin,Gauss-Newton,0.07,True,False,False,LS,-16.669,0.215,0.061,0.194
0,0.3,30,mean,log-defined,FSlin,Gauss-Newton,0.07,False,True,True,LT,-14.781,0.204,0.011,0.196
1,0.3,30,mean,log-defined,FSlin,Gauss-Newton,0.07,False,True,True,ID,-15.295,0.209,0.04,0.195
2,0.3,30,mean,log-defined,FSlin,Gauss-Newton,0.07,False,True,True,LS,-14.484,0.202,-0.004,0.196
0,0.3,30,mean,log-defined,FSlin,Gauss-Newton,0.07,False,True,False,LT,-14.781,0.204,0.011,0.196
1,0.3,30,mean,log-defined,FSlin,Gauss-Newton,0.07,False,True,False,ID,-15.295,0.209,0.04,0.195
2,0.3,30,mean,log-defined,FSlin,Gauss-Newton,0.07,False,True,False,LS,-14.484,0.202,-0.004,0.196
0,0.3,30,mean,log-defined,FSlin,Gauss-Newton,0.07,False,False,True,LT,-14.781,0.204,0.011,0.196
1,0.3,30,mean,log-defined,FSlin,Gauss-Newton,0.07,False,False,True,ID,-15.295,0.209,0.04,0.195
2,0.3,30,mean,log-defined,FSlin,Gauss-Newton,0.07,False,False,True,LS,-14.484,0.202,-0.004,0.196
0,0.3,30,mean,log-defined,FSlin,Gauss-Newton,0.07,False,False,False,LT,-14.781,0.204,0.011,0.196
1,0.3,30,mean,log-defined,FSlin,Gauss-Newton,0.07,False,False,False,ID,-15.295,0.209,0.04,0.195
2,0.3,30,mean,log-defined,FSlin,Gauss-Newton,0.07,False,False,False,LS,-14.484,0.202,-0.004,0.196
0,0.3,30,mean,log-defined,FSlin,Gauss-Newton,0.2,True,True,True,LT,-17.42,0.218,0.383,0.152
1,0.3,30,mean,log-defined,FSlin,Gauss-Newton,0.2,True,True,True,ID,-15.047,0.203,0.486,0.142
2,0.3,30,mean,log-defined,FSlin,Gauss-Newton,0.2,True,True,True,LS,-17.032,0.216,0.4,0.151
0,0.3,30,mean,log-defined,FSlin,Gauss-Newton,0.2,True,True,False,LT,-17.42,0.218,0.383,0.152
1,0.3,30,mean,log-defined,FSlin,Gauss-Newton,0.2,True,True,False,ID,-15.047,0.203,0.486,0.142
2,0.3,30,mean,log-defined,FSlin,Gauss-Newton,0.2,True,True,False,LS,-17.032,0.216,0.4,0.151
0,0.3,30,mean,log-defined,FSlin,Gauss-Newton,0.2,True,False,True,LT,-17.42,0.218,0.383,0.152
1,0.3,30,mean,log-defined,FSlin,Gauss-Newton,0.2,True,False,True,ID,-15.047,0.203,0.486,0.142
2,0.3,30,mean,log-defined,FSlin,Gauss-Newton,0.2,True,False,True,LS,-17.032,0.216,0.4,0.151
0,0.3,30,mean,log-defined,FSlin,Gauss-Newton,0.2,True,False,False,LT,-17.42,0.218,0.383,0.152
1,0.3,30,mean,log-defined,FSlin,Gauss-Newton,0.2,True,False,False,ID,-15.047,0.203,0.486,0.142
2,0.3,30,mean,log-defined,FSlin,Gauss-Newton,0.2,True,False,False,LS,-17.032,0.216,0.4,0.151
0,0.3,30,mean,log-defined,FSlin,Gauss-Newton,0.2,False,True,True,LT,-17.466,0.216,0.256,0.169
1,0.3,30,mean,log-defined,FSlin,Gauss-Newton,0.2,False,True,True,ID,-15.012,0.205,0.328,0.162
2,0.3,30,mean,log-defined,FSlin,Gauss-Newton,0.2,False,True,True,LS,-17.008,0.215,0.251,0.17
0,0.3,30,mean,log-defined,FSlin,Gauss-Newton,0.2,False,True,False,LT,-17.466,0.216,0.256,0.169
1,0.3,30,mean,log-defined,FSlin,Gauss-Newton,0.2,False,True,False,ID,-15.012,0.205,0.328,0.162
2,0.3,30,mean,log-defined,FSlin,Gauss-Newton,0.2,False,True,False,LS,-17.008,0.215,0.251,0.17
0,0.3,30,mean,log-defined,FSlin,Gauss-Newton,0.2,False,False,True,LT,-17.466,0.216,0.256,0.169
1,0.3,30,mean,log-defined,FSlin,Gauss-Newton,0.2,False,False,True,ID,-15.012,0.205,0.328,0.162
2,0.3,30,mean,log-defined,FSlin,Gauss-Newton,0.2,False,False,True,LS,-17.008,0.215,0.251,0.17
0,0.3,30,mean,log-defined,FSlin,Gauss-Newton,0.2,False,False,False,LT,-17.466,0.216,0.256,0.169
1,0.3,30,mean,log-defined,FSlin,Gauss-Newton,0.2,False,False,False,ID,-15.012,0.205,0.328,0.162
2,0.3,30,mean,log-defined,FSlin,Gauss-Newton,0.2,False,False,False,LS,-17.008,0.215,0.251,0.17
0,0.3,30,mean,log-defined,FSlin,ROPE,0.01,True,True,True,LT,-15.096,0.207,-0.42,0.225
1,0.3,30,mean,log-defined,FSlin,ROPE,0.01,True,True,True,ID,-13.36,0.198,-0.29,0.218
2,0.3,30,mean,log-defined,FSlin,ROPE,0.01,True,True,True,LS,-14.212,0.202,-0.394,0.222
0,0.3,30,mean,log-defined,FSlin,ROPE,0.01,True,True,False,LT,-2.466,0.094,-0.046,0.204
1,0.3,30,mean,log-defined,FSlin,ROPE,0.01,True,True,False,ID,-3.082,0.099,-0.078,0.2
2,0.3,30,mean,log-defined,FSlin,ROPE,0.01,True,True,False,LS,-2.254,0.092,-0.068,0.206
0,0.3,30,mean,log-defined,FSlin,ROPE,0.01,True,False,True,LT,-17.863,0.226,-0.474,0.237
1,0.3,30,mean,log-defined,FSlin,ROPE,0.01,True,False,True,ID,-16.208,0.214,-0.501,0.232
2,0.3,30,mean,log-defined,FSlin,ROPE,0.01,True,False,True,LS,-17.146,0.222,-0.421,0.232
0,0.3,30,mean,log-defined,FSlin,ROPE,0.01,True,False,False,LT,-2.172,0.089,-0.27,0.22
1,0.3,30,mean,log-defined,FSlin,ROPE,0.01,True,False,False,ID,-3.236,0.104,-0.363,0.224
2,0.3,30,mean,log-defined,FSlin,ROPE,0.01,True,False,False,LS,-2.133,0.089,-0.298,0.222
0,0.3,30,mean,log-defined,FSlin,ROPE,0.01,False,True,True,LT,-16.882,0.218,-0.524,0.234
1,0.3,30,mean,log-defined,FSlin,ROPE,0.01,False,True,True,ID,-16.017,0.211,-0.51,0.234
2,0.3,30,mean,log-defined,FSlin,ROPE,0.01,False,True,True,LS,-16.189,0.213,-0.494,0.23
0,0.3,30,mean,log-defined,FSlin,ROPE,0.01,False,True,False,LT,-1.243,0.075,-0.17,0.213
1,0.3,30,mean,log-defined,FSlin,ROPE,0.01,False,True,False,ID,-2.135,0.091,-0.262,0.216
2,0.3,30,mean,log-defined,FSlin,ROPE,0.01,False,True,False,LS,-1.197,0.074,-0.18,0.216
0,0.3,30,mean,log-defined,FSlin,ROPE,0.01,False,False,True,LT,-15.454,0.206,-0.341,0.227
1,0.3,30,mean,log-defined,FSlin,ROPE,0.01,False,False,True,ID,-11.807,0.182,-0.347,0.217
2,0.3,30,mean,log-defined,FSlin,ROPE,0.01,False,False,True,LS,-14.454,0.201,-0.289,0.223
0,0.3,30,mean,log-defined,FSlin,ROPE,0.01,False,False,False,LT,-2.804,0.094,-0.182,0.224
1,0.3,30,mean,log-defined,FSlin,ROPE,0.01,False,False,False,ID,-3.142,0.106,-0.236,0.222
2,0.3,30,mean,log-defined,FSlin,ROPE,0.01,False,False,False,LS,-2.796,0.091,-0.242,0.224
0,0.3,30,mean,log-defined,FSlin,ROPE,0.07,True,True,True,LT,-18.39,0.221,-0.579,0.238
1,0.3,30,mean,log-defined,FSlin,ROPE,0.07,True,True,True,ID,-15.577,0.204,-0.394,0.229
2,0.3,30,mean,log-defined,FSlin,ROPE,0.07,True,True,True,LS,-17.776,0.216,-0.532,0.236
0,0.3,30,mean,log-defined,FSlin,ROPE,0.07,True,True,False,LT,-2.169,0.091,-0.359,0.234
1,0.3,30,mean,log-defined,FSlin,ROPE,0.07,True,True,False,ID,-2.698,0.094,-0.363,0.238
2,0.3,30,mean,log-defined,FSlin,ROPE,0.07,True,True,False,LS,-2.124,0.09,-0.378,0.238
0,0.3,30,mean,log-defined,FSlin,ROPE,0.07,True,False,True,LT,-14.148,0.196,-0.556,0.242
1,0.3,30,mean,log-defined,FSlin,ROPE,0.07,True,False,True,ID,-12.263,0.18,-0.462,0.24
2,0.3,30,mean,log-defined,FSlin,ROPE,0.07,True,False,True,LS,-13.433,0.191,-0.525,0.24
0,0.3,30,mean,log-defined,FSlin,ROPE,0.07,True,False,False,LT,-1.84,0.086,-0.172,0.22
1,0.3,30,mean,log-defined,FSlin,ROPE,0.07,True,False,False,ID,-3.13,0.098,-0.251,0.22
2,0.3,30,mean,log-defined,FSlin,ROPE,0.07,True,False,False,LS,-1.88,0.085,-0.202,0.222
0,0.3,30,mean,log-defined,FSlin,ROPE,0.07,False,True,True,LT,-19.378,0.23,-0.808,0.262
1,0.3,30,mean,log-defined,FSlin,ROPE,0.07,False,True,True,ID,-17.325,0.219,-0.768,0.258
2,0.3,30,mean,log-defined,FSlin,ROPE,0.07,False,True,True,LS,-18.419,0.225,-0.772,0.258
0,0.3,30,mean,log-defined,FSlin,ROPE,0.07,False,True,False,LT,-1.192,0.075,-0.272,0.227
1,0.3,30,mean,log-defined,FSlin,ROPE,0.07,False,True,False,ID,-2.848,0.096,-0.355,0.23
2,0.3,30,mean,log-defined,FSlin,ROPE,0.07,False,True,False,LS,-1.073,0.074,-0.284,0.228
0,0.3,30,mean,log-defined,FSlin,ROPE,0.07,False,False,True,LT,-17.177,0.22,-0.52,0.244
1,0.3,30,mean,log-defined,FSlin,ROPE,0.07,False,False,True,ID,-14.16,0.204,-0.38,0.231
2,0.3,30,mean,log-defined,FSlin,ROPE,0.07,False,False,True,LS,-16.162,0.213,-0.482,0.239
0,0.3,30,mean,log-defined,FSlin,ROPE,0.07,False,False,False,LT,-1.09,0.07,-0.152,0.216
1,0.3,30,mean,log-defined,FSlin,ROPE,0.07,False,False,False,ID,-1.18,0.073,-0.199,0.213
2,0.3,30,mean,log-defined,FSlin,ROPE,0.07,False,False,False,LS,-1.064,0.07,-0.17,0.217
0,0.3,30,mean,log-defined,FSlin,ROPE,0.2,True,True,True,LT,-17.926,0.22,-0.673,0.253
1,0.3,30,mean,log-defined,FSlin,ROPE,0.2,True,True,True,ID,-16.192,0.206,-0.636,0.248
2,0.3,30,mean,log-defined,FSlin,ROPE,0.2,True,True,True,LS,-17.236,0.215,-0.641,0.25
0,0.3,30,mean,log-defined,FSlin,ROPE,0.2,True,True,False,LT,-3.822,0.1,-0.67,0.258
1,0.3,30,mean,log-defined,FSlin,ROPE,0.2,True,True,False,ID,-3.908,0.102,-0.712,0.258
2,0.3,30,mean,log-defined,FSlin,ROPE,0.2,True,True,False,LS,-3.874,0.101,-0.714,0.259
0,0.3,30,mean,log-defined,FSlin,ROPE,0.2,True,False,True,LT,-17.202,0.222,-0.692,0.252
1,0.3,30,mean,log-defined,FSlin,ROPE,0.2,True,False,True,ID,-15.317,0.205,-0.579,0.24
2,0.3,30,mean,log-defined,FSlin,ROPE,0.2,True,False,True,LS,-16.434,0.216,-0.638,0.25
0,0.3,30,mean,log-defined,FSlin,ROPE,0.2,True,False,False,LT,-1.044,0.071,-0.266,0.224
1,0.3,30,mean,log-defined,FSlin,ROPE,0.2,True,False,False,ID,-2.707,0.097,-0.434,0.23
2,0.3,30,mean,log-defined,FSlin,ROPE,0.2,True,False,False,LS,-1.047,0.071,-0.302,0.226
0,0.3,30,mean,log-defined,FSlin,ROPE,0.2,False,True,True,LT,-17.792,0.22,-0.547,0.24
1,0.3,30,mean,log-defined,FSlin,ROPE,0.2,False,True,True,ID,-14.44,0.204,-0.404,0.226
2,0.3,30,mean,log-defined,FSlin,ROPE,0.2,False,True,True,LS,-17.018,0.215,-0.498,0.234
0,0.3,30,mean,log-defined,FSlin,ROPE,0.2,False,True,False,LT,-3.884,0.114,-0.468,0.242
1,0.3,30,mean,log-defined,FSlin,ROPE,0.2,False,True,False,ID,-5.601,0.128,-0.558,0.246
2,0.3,30,mean,log-defined,FSlin,ROPE,0.2,False,True,False,LS,-4.373,0.115,-0.486,0.243
0,0.3,30,mean,log-defined,FSlin,ROPE,0.2,False,False,True,LT,-15.277,0.208,-0.597,0.248
1,0.3,30,mean,log-defined,FSlin,ROPE,0.2,False,False,True,ID,-12.541,0.189,-0.456,0.24
2,0.3,30,mean,log-defined,FSlin,ROPE,0.2,False,False,True,LS,-14.532,0.203,-0.58,0.246
0,0.3,30,mean,log-defined,FSlin,ROPE,0.2,False,False,False,LT,-3.124,0.104,-0.404,0.242
1,0.3,30,mean,log-defined,FSlin,ROPE,0.2,False,False,False,ID,-3.621,0.106,-0.4,0.238
2,0.3,30,mean,log-defined,FSlin,ROPE,0.2,False,False,False,LS,-3.154,0.104,-0.428,0.243
0,0.3,30,closest,observed,FSeq,Gauss-Newton,0.01,True,True,True,LT,-11.674,0.18,0.644,0.115
1,0.3,30,closest,observed,FSeq,Gauss-Newton,0.01,True,True,True,ID,-11.309,0.168,0.686,0.103
2,0.3,30,closest,observed,FSeq,Gauss-Newton,0.01,True,True,True,LS,-11.178,0.178,0.626,0.118
0,0.3,30,closest,observed,FSeq,Gauss-Newton,0.01,True,True,False,LT,-11.674,0.18,0.644,0.115
1,0.3,30,closest,observed,FSeq,Gauss-Newton,0.01,True,True,False,ID,-11.309,0.168,0.686,0.103
2,0.3,30,closest,observed,FSeq,Gauss-Newton,0.01,True,True,False,LS,-11.178,0.178,0.626,0.118
0,0.3,30,closest,observed,FSeq,Gauss-Newton,0.01,True,False,True,LT,-11.674,0.18,0.644,0.115
1,0.3,30,closest,observed,FSeq,Gauss-Newton,0.01,True,False,True,ID,-11.309,0.168,0.686,0.103
2,0.3,30,closest,observed,FSeq,Gauss-Newton,0.01,True,False,True,LS,-11.178,0.178,0.626,0.118
0,0.3,30,closest,observed,FSeq,Gauss-Newton,0.01,True,False,False,LT,-11.674,0.18,0.644,0.115
1,0.3,30,closest,observed,FSeq,Gauss-Newton,0.01,True,False,False,ID,-11.309,0.168,0.686,0.103
2,0.3,30,closest,observed,FSeq,Gauss-Newton,0.01,True,False,False,LS,-11.178,0.178,0.626,0.118
0,0.3,30,closest,observed,FSeq,Gauss-Newton,0.01,False,True,True,LT,-11.614,0.18,0.5,0.132
1,0.3,30,closest,observed,FSeq,Gauss-Newton,0.01,False,True,True,ID,-11.578,0.173,0.532,0.132
2,0.3,30,closest,observed,FSeq,Gauss-Newton,0.01,False,True,True,LS,-11.378,0.18,0.469,0.138
0,0.3,30,closest,observed,FSeq,Gauss-Newton,0.01,False,True,False,LT,-14.683,0.198,-1.604,0.318
1,0.3,30,closest,observed,FSeq,Gauss-Newton,0.01,False,True,False,ID,-14.529,0.2,-1.716,0.32
2,0.3,30,closest,observed,FSeq,Gauss-Newton,0.01,False,True,False,LS,-15.104,0.202,-1.67,0.322
0,0.3,30,closest,observed,FSeq,Gauss-Newton,0.01,False,False,True,LT,-11.614,0.18,0.5,0.132
1,0.3,30,closest,observed,FSeq,Gauss-Newton,0.01,False,False,True,ID,-11.578,0.173,0.532,0.132
2,0.3,30,closest,observed,FSeq,Gauss-Newton,0.01,False,False,True,LS,-11.378,0.18,0.469,0.138
0,0.3,30,closest,observed,FSeq,Gauss-Newton,0.01,False,False,False,LT,-14.683,0.198,-1.604,0.318
1,0.3,30,closest,observed,FSeq,Gauss-Newton,0.01,False,False,False,ID,-14.529,0.2,-1.716,0.32
2,0.3,30,closest,observed,FSeq,Gauss-Newton,0.01,False,False,False,LS,-15.104,0.202,-1.67,0.322
0,0.3,30,closest,observed,FSeq,Gauss-Newton,0.07,True,True,True,LT,-15.619,0.202,0.84,0.073
1,0.3,30,closest,observed,FSeq,Gauss-Newton,0.07,True,True,True,ID,-13.228,0.187,0.976,0.031
2,0.3,30,closest,observed,FSeq,Gauss-Newton,0.07,True,True,True,LS,-15.054,0.202,0.849,0.072
0,0.3,30,closest,observed,FSeq,Gauss-Newton,0.07,True,True,False,LT,-15.619,0.202,0.84,0.073
1,0.3,30,closest,observed,FSeq,Gauss-Newton,0.07,True,True,False,ID,-13.228,0.187,0.976,0.031
2,0.3,30,closest,observed,FSeq,Gauss-Newton,0.07,True,True,False,LS,-15.054,0.202,0.849,0.072
0,0.3,30,closest,observed,FSeq,Gauss-Newton,0.07,True,False,True,LT,-15.619,0.202,0.84,0.073
1,0.3,30,closest,observed,FSeq,Gauss-Newton,0.07,True,False,True,ID,-13.228,0.187,0.976,0.031
2,0.3,30,closest,observed,FSeq,Gauss-Newton,0.07,True,False,True,LS,-15.054,0.202,0.849,0.072
0,0.3,30,closest,observed,FSeq,Gauss-Newton,0.07,True,False,False,LT,-15.619,0.202,0.84,0.073
1,0.3,30,closest,observed,FSeq,Gauss-Newton,0.07,True,False,False,ID,-13.228,0.187,0.976,0.031
2,0.3,30,closest,observed,FSeq,Gauss-Newton,0.07,True,False,False,LS,-15.054,0.202,0.849,0.072
0,0.3,30,closest,observed,FSeq,Gauss-Newton,0.07,False,True,True,LT,-14.788,0.198,0.867,0.067
1,0.3,30,closest,observed,FSeq,Gauss-Newton,0.07,False,True,True,ID,-12.612,0.183,0.994,0.014
2,0.3,30,closest,observed,FSeq,Gauss-Newton,0.07,False,True,True,LS,-14.777,0.197,0.87,0.067
0,0.3,30,closest,observed,FSeq,Gauss-Newton,0.07,False,True,False,LT,-9.54,0.164,-1.02,0.274
1,0.3,30,closest,observed,FSeq,Gauss-Newton,0.07,False,True,False,ID,-10.032,0.166,-1.158,0.278
2,0.3,30,closest,observed,FSeq,Gauss-Newton,0.07,False,True,False,LS,-9.698,0.166,-1.095,0.276
0,0.3,30,closest,observed,FSeq,Gauss-Newton,0.07,False,False,True,LT,-14.788,0.198,0.867,0.067
1,0.3,30,closest,observed,FSeq,Gauss-Newton,0.07,False,False,True,ID,-12.612,0.183,0.994,0.014
2,0.3,30,closest,observed,FSeq,Gauss-Newton,0.07,False,False,True,LS,-14.777,0.197,0.87,0.067
0,0.3,30,closest,observed,FSeq,Gauss-Newton,0.07,False,False,False,LT,-9.54,0.164,-1.02,0.274
1,0.3,30,closest,observed,FSeq,Gauss-Newton,0.07,False,False,False,ID,-10.032,0.166,-1.158,0.278
2,0.3,30,closest,observed,FSeq,Gauss-Newton,0.07,False,False,False,LS,-9.698,0.166,-1.095,0.276
0,0.3,30,closest,observed,FSeq,Gauss-Newton,0.2,True,True,True,LT,-17.183,0.213,0.622,0.109
1,0.3,30,closest,observed,FSeq,Gauss-Newton,0.2,True,True,True,ID,-15.513,0.206,0.754,0.096
2,0.3,30,closest,observed,FSeq,Gauss-Newton,0.2,True,True,True,LS,-17.2,0.212,0.626,0.109
0,0.3,30,closest,observed,FSeq,Gauss-Newton,0.2,True,True,False,LT,-17.183,0.213,0.622,0.109
1,0.3,30,closest,observed,FSeq,Gauss-Newton,0.2,True,True,False,ID,-15.513,0.206,0.754,0.096
2,0.3,30,closest,observed,FSeq,Gauss-Newton,0.2,True,True,False,LS,-17.2,0.212,0.626,0.109
0,0.3,30,closest,observed,FSeq,Gauss-Newton,0.2,True,False,True,LT,-17.183,0.213,0.622,0.109
1,0.3,30,closest,observed,FSeq,Gauss-Newton,0.2,True,False,True,ID,-15.513,0.206,0.754,0.096
2,0.3,30,closest,observed,FSeq,Gauss-Newton,0.2,True,False,True,LS,-17.2,0.212,0.626,0.109
0,0.3,30,closest,observed,FSeq,Gauss-Newton,0.2,True,False,False,LT,-17.183,0.213,0.622,0.109
1,0.3,30,closest,observed,FSeq,Gauss-Newton,0.2,True,False,False,ID,-15.513,0.206,0.754,0.096
2,0.3,30,closest,observed,FSeq,Gauss-Newton,0.2,True,False,False,LS,-17.2,0.212,0.626,0.109
0,0.3,30,closest,observed,FSeq,Gauss-Newton,0.2,False,True,True,LT,-15.812,0.206,0.734,0.094
1,0.3,30,closest,observed,FSeq,Gauss-Newton,0.2,False,True,True,ID,-14.109,0.196,0.866,0.072
2,0.3,30,closest,observed,FSeq,Gauss-Newton,0.2,False,True,True,LS,-15.826,0.206,0.74,0.094
0,0.3,30,closest,observed,FSeq,Gauss-Newton,0.2,False,True,False,LT,-8.817,0.162,-0.937,0.269
1,0.3,30,closest,observed,FSeq,Gauss-Newton,0.2,False,True,False,ID,-9.853,0.164,-1.078,0.274
2,0.3,30,closest,observed,FSeq,Gauss-Newton,0.2,False,True,False,LS,-8.935,0.162,-0.978,0.272
0,0.3,30,closest,observed,FSeq,Gauss-Newton,0.2,False,False,True,LT,-15.812,0.206,0.734,0.094
1,0.3,30,closest,observed,FSeq,Gauss-Newton,0.2,False,False,True,ID,-14.109,0.196,0.866,0.072
2,0.3,30,closest,observed,FSeq,Gauss-Newton,0.2,False,False,True,LS,-15.826,0.206,0.74,0.094
0,0.3,30,closest,observed,FSeq,Gauss-Newton,0.2,False,False,False,LT,-8.817,0.162,-0.937,0.269
1,0.3,30,closest,observed,FSeq,Gauss-Newton,0.2,False,False,False,ID,-9.853,0.164,-1.078,0.274
2,0.3,30,closest,observed,FSeq,Gauss-Newton,0.2,False,False,False,LS,-8.935,0.162,-0.978,0.272
0,0.3,30,closest,observed,FSeq,ROPE,0.01,True,True,False,LT,-0.324,0.061,0.152,0.182
1,0.3,30,closest,observed,FSeq,ROPE,0.01,True,True,False,ID,-1.367,0.079,0.087,0.186
2,0.3,30,closest,observed,FSeq,ROPE,0.01,True,True,False,LS,-0.304,0.061,0.134,0.184
0,0.3,30,closest,observed,FSeq,ROPE,0.01,True,False,False,LT,-1.003,0.07,-0.12,0.209
1,0.3,30,closest,observed,FSeq,ROPE,0.01,True,False,False,ID,-2.818,0.099,-0.212,0.217
2,0.3,30,closest,observed,FSeq,ROPE,0.01,True,False,False,LS,-0.934,0.07,-0.187,0.21
0,0.3,30,closest,observed,FSeq,ROPE,0.01,False,True,False,LT,-9.535,0.161,-1.197,0.293
1,0.3,30,closest,observed,FSeq,ROPE,0.01,False,True,False,ID,-9.962,0.168,-1.293,0.3
2,0.3,30,closest,observed,FSeq,ROPE,0.01,False,True,False,LS,-9.725,0.162,-1.228,0.295
0,0.3,30,closest,observed,FSeq,ROPE,0.01,False,False,False,LT,-7.732,0.146,-0.952,0.27
1,0.3,30,closest,observed,FSeq,ROPE,0.01,False,False,False,ID,-8.213,0.155,-1.014,0.282
2,0.3,30,closest,observed,FSeq,ROPE,0.01,False,False,False,LS,-7.778,0.148,-0.98,0.274
0,0.3,30,closest,observed,FSeq,ROPE,0.07,True,True,False,LT,-1.55,0.08,-0.252,0.218
1,0.3,30,closest,observed,FSeq,ROPE,0.07,True,True,False,ID,-2.006,0.087,-0.311,0.22
2,0.3,30,closest,observed,FSeq,ROPE,0.07,True,True,False,LS,-1.588,0.08,-0.276,0.221
0,0.3,30,closest,observed,FSeq,ROPE,0.07,True,False,False,LT,-1.424,0.076,-0.236,0.216
1,0.3,30,closest,observed,FSeq,ROPE,0.07,True,False,False,ID,-2.719,0.096,-0.36,0.222
2,0.3,30,closest,observed,FSeq,ROPE,0.07,True,False,False,LS,-1.43,0.077,-0.265,0.218
0,0.3,30,closest,observed,FSeq,ROPE,0.07,False,True,False,LT,-8.822,0.151,-1.136,0.282
1,0.3,30,closest,observed,FSeq,ROPE,0.07,False,True,False,ID,-9.028,0.159,-1.216,0.288
2,0.3,30,closest,observed,FSeq,ROPE,0.07,False,True,False,LS,-8.882,0.152,-1.152,0.284
0,0.3,30,closest,observed,FSeq,ROPE,0.07,False,False,False,LT,-8.922,0.149,-1.082,0.28
1,0.3,30,closest,observed,FSeq,ROPE,0.07,False,False,False,ID,-8.706,0.156,-1.166,0.284
2,0.3,30,closest,observed,FSeq,ROPE,0.07,False,False,False,LS,-9.096,0.15,-1.104,0.282
0,0.3,30,closest,observed,FSeq,ROPE,0.2,True,True,False,LT,-1.89,0.089,-0.234,0.22
1,0.3,30,closest,observed,FSeq,ROPE,0.2,True,True,False,ID,-3.391,0.101,-0.367,0.226
2,0.3,30,closest,observed,FSeq,ROPE,0.2,True,True,False,LS,-1.9,0.087,-0.266,0.222
0,0.3,30,closest,observed,FSeq,ROPE,0.2,True,False,False,LT,-0.822,0.07,-0.354,0.23
1,0.3,30,closest,observed,FSeq,ROPE,0.2,True,False,False,ID,-1.364,0.08,-0.412,0.233
2,0.3,30,closest,observed,FSeq,ROPE,0.2,True,False,False,LS,-0.884,0.071,-0.381,0.232
0,0.3,30,closest,observed,FSeq,ROPE,0.2,False,True,False,LT,-8.188,0.146,-0.943,0.272
