,cl,percent,Samples location,Interface,Forward_Model,Minimization_Method,Alpha,remove_coil,start_avg,constrain,Det,R2,RMSE,0R2,0RMSE
6,0.2,30.0,closest,Observed,FSlin,ROPE,0.07,True,True,True,ID,-4.973,0.219,-0.172,0.182
7,0.2,30.0,closest,Observed,FSlin,ROPE,0.07,True,True,True,LS,-2.393,0.16,-0.236,0.191
8,>>>>>>> 71aeea01e1e34ecfbe108216658ca36a97d4b298,,,,,,,,,,,,,,
0,<<<<<<< HEAD,,,,,,,,,,,,,,
1,0.2,30.0,closest,observed,FSlin,ROPE,0.07,True,True,False,LT,-4.914,0.212,0.19,0.154
2,0.2,30.0,closest,observed,FSlin,ROPE,0.07,True,True,False,ID,-8.194,0.262,0.829,0.072
3,0.2,30.0,closest,observed,FSlin,ROPE,0.07,True,True,False,LS,-6.595,0.241,0.47,0.126
4,=======,,,,,,,,,,,,,,
5,0.2,30.0,closest,Observed,FSlin,ROPE,0.07,True,True,False,LT,-4.914,0.212,0.19,0.154
6,0.2,30.0,closest,Observed,FSlin,ROPE,0.07,True,True,False,ID,-8.194,0.262,0.829,0.072
7,0.2,30.0,closest,Observed,FSlin,ROPE,0.07,True,True,False,LS,-6.595,0.241,0.47,0.126
8,>>>>>>> 71aeea01e1e34ecfbe108216658ca36a97d4b298,,,,,,,,,,,,,,
0,<<<<<<< HEAD,,,,,,,,,,,,,,
1,0.2,30.0,closest,observed,FSlin,ROPE,0.07,True,False,True,LT,-3.522,0.187,-0.768,0.252
2,0.2,30.0,closest,observed,FSlin,ROPE,0.07,True,False,True,ID,-5.305,0.224,-0.989,0.27
3,0.2,30.0,closest,observed,FSlin,ROPE,0.07,True,False,True,LS,-2.524,0.164,-0.638,0.24
4,=======,,,,,,,,,,,,,,
5,0.2,30.0,closest,Observed,FSlin,ROPE,0.07,True,False,True,LT,-3.522,0.187,-1.015,0.244
6,0.2,30.0,closest,Observed,FSlin,ROPE,0.07,True,False,True,ID,-5.305,0.224,-0.15,0.185
7,0.2,30.0,closest,Observed,FSlin,ROPE,0.07,True,False,True,LS,-2.524,0.164,-0.252,0.192
8,>>>>>>> 71aeea01e1e34ecfbe108216658ca36a97d4b298,,,,,,,,,,,,,,
0,<<<<<<< HEAD,,,,,,,,,,,,,,
1,0.2,30.0,closest,observed,FSlin,ROPE,0.07,True,False,False,LT,-4.688,0.213,0.1,0.16
2,0.2,30.0,closest,observed,FSlin,ROPE,0.07,True,False,False,ID,-8.279,0.267,0.771,0.081
3,0.2,30.0,closest,observed,FSlin,ROPE,0.07,True,False,False,LS,-6.268,0.236,0.436,0.128
4,=======,,,,,,,,,,,,,,
5,0.2,30.0,closest,Observed,FSlin,ROPE,0.07,True,False,False,LT,-4.688,0.213,0.1,0.16
6,0.2,30.0,closest,Observed,FSlin,ROPE,0.07,True,False,False,ID,-8.279,0.267,0.771,0.081
7,0.2,30.0,closest,Observed,FSlin,ROPE,0.07,True,False,False,LS,-6.268,0.236,0.436,0.128
8,>>>>>>> 71aeea01e1e34ecfbe108216658ca36a97d4b298,,,,,,,,,,,,,,
0,<<<<<<< HEAD,,,,,,,,,,,,,,
1,0.2,30.0,closest,observed,FSlin,ROPE,0.07,False,True,True,LT,-3.002,0.174,-0.803,0.25
2,0.2,30.0,closest,observed,FSlin,ROPE,0.07,False,True,True,ID,-4.752,0.212,-0.921,0.266
3,0.2,30.0,closest,observed,FSlin,ROPE,0.07,False,True,True,LS,-2.245,0.157,-0.692,0.24
4,=======,,,,,,,,,,,,,,
5,0.2,30.0,closest,Observed,FSlin,ROPE,0.07,False,True,True,LT,-3.002,0.174,-0.904,0.234
6,0.2,30.0,closest,Observed,FSlin,ROPE,0.07,False,True,True,ID,-4.752,0.212,0.012,0.17
7,0.2,30.0,closest,Observed,FSlin,ROPE,0.07,False,True,True,LS,-2.245,0.157,-0.163,0.184
8,>>>>>>> 71aeea01e1e34ecfbe108216658ca36a97d4b298,,,,,,,,,,,,,,
0,<<<<<<< HEAD,,,,,,,,,,,,,,
1,0.2,30.0,closest,observed,FSlin,ROPE,0.07,False,True,False,LT,-4.935,0.212,0.216,0.153
2,0.2,30.0,closest,observed,FSlin,ROPE,0.07,False,True,False,ID,-8.063,0.261,0.801,0.076
3,0.2,30.0,closest,observed,FSlin,ROPE,0.07,False,True,False,LS,-6.014,0.236,0.492,0.123
4,=======,,,,,,,,,,,,,,
5,0.2,30.0,closest,Observed,FSlin,ROPE,0.07,False,True,False,LT,-4.935,0.212,0.216,0.153
6,0.2,30.0,closest,Observed,FSlin,ROPE,0.07,False,True,False,ID,-8.063,0.261,0.801,0.076
7,0.2,30.0,closest,Observed,FSlin,ROPE,0.07,False,True,False,LS,-6.014,0.236,0.492,0.123
8,>>>>>>> 71aeea01e1e34ecfbe108216658ca36a97d4b298,,,,,,,,,,,,,,
0,<<<<<<< HEAD,,,,,,,,,,,,,,
1,0.2,30.0,closest,observed,FSlin,ROPE,0.07,False,False,True,LT,-2.627,0.168,-0.687,0.255
2,0.2,30.0,closest,observed,FSlin,ROPE,0.07,False,False,True,ID,-4.976,0.221,-1.086,0.28
3,0.2,30.0,closest,observed,FSlin,ROPE,0.07,False,False,True,LS,-2.016,0.149,-0.688,0.244
4,=======,,,,,,,,,,,,,,
5,0.2,30.0,closest,Observed,FSlin,ROPE,0.07,False,False,True,LT,-2.627,0.168,-0.826,0.233
6,0.2,30.0,closest,Observed,FSlin,ROPE,0.07,False,False,True,ID,-4.976,0.221,-0.026,0.173
7,0.2,30.0,closest,Observed,FSlin,ROPE,0.07,False,False,True,LS,-2.016,0.149,-0.111,0.182
8,>>>>>>> 71aeea01e1e34ecfbe108216658ca36a97d4b298,,,,,,,,,,,,,,
0,<<<<<<< HEAD,,,,,,,,,,,,,,
1,0.2,30.0,closest,observed,FSlin,ROPE,0.07,False,False,False,LT,-4.68,0.211,0.339,0.142
2,0.2,30.0,closest,observed,FSlin,ROPE,0.07,False,False,False,ID,-8.518,0.266,0.816,0.074
3,0.2,30.0,closest,observed,FSlin,ROPE,0.07,False,False,False,LS,-6.462,0.235,0.582,0.108
4,=======,,,,,,,,,,,,,,
5,0.2,30.0,closest,Observed,FSlin,ROPE,0.07,False,False,False,LT,-4.68,0.211,0.339,0.142
6,0.2,30.0,closest,Observed,FSlin,ROPE,0.07,False,False,False,ID,-8.518,0.266,0.816,0.074
7,0.2,30.0,closest,Observed,FSlin,ROPE,0.07,False,False,False,LS,-6.462,0.235,0.582,0.108
8,>>>>>>> 71aeea01e1e34ecfbe108216658ca36a97d4b298,,,,,,,,,,,,,,
0,<<<<<<< HEAD,,,,,,,,,,,,,,
1,0.2,30.0,closest,observed,FSlin,ROPE,0.2,True,True,True,LT,-3.045,0.178,-0.602,0.244
2,0.2,30.0,closest,observed,FSlin,ROPE,0.2,True,True,True,ID,-5.697,0.231,-1.016,0.266
3,0.2,30.0,closest,observed,FSlin,ROPE,0.2,True,True,True,LS,-2.098,0.153,-0.538,0.23
4,=======,,,,,,,,,,,,,,
5,0.2,30.0,closest,Observed,FSlin,ROPE,0.2,True,True,True,LT,-3.045,0.178,-1.114,0.248
6,0.2,30.0,closest,Observed,FSlin,ROPE,0.2,True,True,True,ID,-5.697,0.231,-0.339,0.194
7,0.2,30.0,closest,Observed,FSlin,ROPE,0.2,True,True,True,LS,-2.098,0.153,-0.295,0.195
8,>>>>>>> 71aeea01e1e34ecfbe108216658ca36a97d4b298,,,,,,,,,,,,,,
0,<<<<<<< HEAD,,,,,,,,,,,,,,
1,0.2,30.0,closest,observed,FSlin,ROPE,0.2,True,True,False,LT,-4.767,0.212,0.094,0.164
2,0.2,30.0,closest,observed,FSlin,ROPE,0.2,True,True,False,ID,-8.062,0.262,0.624,0.108
3,0.2,30.0,closest,observed,FSlin,ROPE,0.2,True,True,False,LS,-5.759,0.23,0.462,0.125
4,=======,,,,,,,,,,,,,,
5,0.2,30.0,closest,Observed,FSlin,ROPE,0.2,True,True,False,LT,-4.767,0.212,0.094,0.164
6,0.2,30.0,closest,Observed,FSlin,ROPE,0.2,True,True,False,ID,-8.062,0.262,0.624,0.108
7,0.2,30.0,closest,Observed,FSlin,ROPE,0.2,True,True,False,LS,-5.759,0.23,0.462,0.125
8,>>>>>>> 71aeea01e1e34ecfbe108216658ca36a97d4b298,,,,,,,,,,,,,,
0,<<<<<<< HEAD,,,,,,,,,,,,,,
1,0.2,30.0,closest,observed,FSlin,ROPE,0.2,True,False,True,LT,-2.584,0.168,-0.624,0.253
2,0.2,30.0,closest,observed,FSlin,ROPE,0.2,True,False,True,ID,-4.986,0.217,-0.987,0.271
3,0.2,30.0,closest,observed,FSlin,ROPE,0.2,True,False,True,LS,-1.95,0.152,-0.569,0.24
4,=======,,,,,,,,,,,,,,
5,0.2,30.0,closest,Observed,FSlin,ROPE,0.2,True,False,True,LT,-2.584,0.168,-0.81,0.229
6,0.2,30.0,closest,Observed,FSlin,ROPE,0.2,True,False,True,ID,-4.986,0.217,0.005,0.172
7,0.2,30.0,closest,Observed,FSlin,ROPE,0.2,True,False,True,LS,-1.95,0.152,-0.124,0.18
8,>>>>>>> 71aeea01e1e34ecfbe108216658ca36a97d4b298,,,,,,,,,,,,,,
0,<<<<<<< HEAD,,,,,,,,,,,,,,
1,0.2,30.0,closest,observed,FSlin,ROPE,0.2,True,False,False,LT,-4.678,0.212,0.244,0.152
2,0.2,30.0,closest,observed,FSlin,ROPE,0.2,True,False,False,ID,-8.552,0.27,0.742,0.088
3,0.2,30.0,closest,observed,FSlin,ROPE,0.2,True,False,False,LS,-5.911,0.232,0.53,0.118
4,=======,,,,,,,,,,,,,,
5,0.2,30.0,closest,Observed,FSlin,ROPE,0.2,True,False,False,LT,-4.678,0.212,0.244,0.152
6,0.2,30.0,closest,Observed,FSlin,ROPE,0.2,True,False,False,ID,-8.552,0.27,0.742,0.088
7,0.2,30.0,closest,Observed,FSlin,ROPE,0.2,True,False,False,LS,-5.911,0.232,0.53,0.118
8,>>>>>>> 71aeea01e1e34ecfbe108216658ca36a97d4b298,,,,,,,,,,,,,,
0,<<<<<<< HEAD,,,,,,,,,,,,,,
1,0.2,30.0,closest,observed,FSlin,ROPE,0.2,False,True,True,LT,-2.962,0.172,-0.736,0.258
2,0.2,30.0,closest,observed,FSlin,ROPE,0.2,False,True,True,ID,-5.297,0.226,-1.108,0.281
3,0.2,30.0,closest,observed,FSlin,ROPE,0.2,False,True,True,LS,-1.825,0.146,-0.643,0.243
4,=======,,,,,,,,,,,,,,
5,0.2,30.0,closest,Observed,FSlin,ROPE,0.2,False,True,True,LT,-2.962,0.172,-1.184,0.254
6,0.2,30.0,closest,Observed,FSlin,ROPE,0.2,False,True,True,ID,-5.297,0.226,-0.377,0.202
7,0.2,30.0,closest,Observed,FSlin,ROPE,0.2,False,True,True,LS,-1.825,0.146,-0.415,0.204
8,>>>>>>> 71aeea01e1e34ecfbe108216658ca36a97d4b298,,,,,,,,,,,,,,
0,<<<<<<< HEAD,,,,,,,,,,,,,,
1,0.2,30.0,closest,observed,FSlin,ROPE,0.2,False,True,False,LT,-4.878,0.204,0.091,0.164
2,0.2,30.0,closest,observed,FSlin,ROPE,0.2,False,True,False,ID,-7.626,0.257,0.79,0.08
3,0.2,30.0,closest,observed,FSlin,ROPE,0.2,False,True,False,LS,-6.345,0.229,0.409,0.132
4,=======,,,,,,,,,,,,,,
5,0.2,30.0,closest,Observed,FSlin,ROPE,0.2,False,True,False,LT,-4.878,0.204,0.091,0.164
6,0.2,30.0,closest,Observed,FSlin,ROPE,0.2,False,True,False,ID,-7.626,0.257,0.79,0.08
7,0.2,30.0,closest,Observed,FSlin,ROPE,0.2,False,True,False,LS,-6.345,0.229,0.409,0.132
8,>>>>>>> 71aeea01e1e34ecfbe108216658ca36a97d4b298,,,,,,,,,,,,,,
0,<<<<<<< HEAD,,,,,,,,,,,,,,
1,0.2,30.0,closest,observed,FSlin,ROPE,0.2,False,False,True,LT,-2.976,0.174,-0.869,0.261
2,0.2,30.0,closest,observed,FSlin,ROPE,0.2,False,False,True,ID,-5.403,0.223,-1.178,0.288
3,0.2,30.0,closest,observed,FSlin,ROPE,0.2,False,False,True,LS,-2.36,0.16,-0.8,0.255
4,=======,,,,,,,,,,,,,,
5,0.2,30.0,closest,Observed,FSlin,ROPE,0.2,False,False,True,LT,-2.976,0.174,-0.737,0.226
6,0.2,30.0,closest,Observed,FSlin,ROPE,0.2,False,False,True,ID,-5.403,0.223,-0.064,0.176
7,0.2,30.0,closest,Observed,FSlin,ROPE,0.2,False,False,True,LS,-2.36,0.16,-0.052,0.178
8,>>>>>>> 71aeea01e1e34ecfbe108216658ca36a97d4b298,,,,,,,,,,,,,,
0,<<<<<<< HEAD,,,,,,,,,,,,,,
1,0.2,30.0,closest,observed,FSlin,ROPE,0.2,False,False,False,LT,-4.317,0.202,0.178,0.156
2,0.2,30.0,closest,observed,FSlin,ROPE,0.2,False,False,False,ID,-7.782,0.26,0.79,0.077
3,0.2,30.0,closest,observed,FSlin,ROPE,0.2,False,False,False,LS,-5.468,0.224,0.508,0.121
4,=======,,,,,,,,,,,,,,
5,0.2,30.0,closest,Observed,FSlin,ROPE,0.2,False,False,False,LT,-4.317,0.202,0.178,0.156
6,0.2,30.0,closest,Observed,FSlin,ROPE,0.2,False,False,False,ID,-7.782,0.26,0.79,0.077
7,0.2,30.0,closest,Observed,FSlin,ROPE,0.2,False,False,False,LS,-5.468,0.224,0.508,0.121
8,>>>>>>> 71aeea01e1e34ecfbe108216658ca36a97d4b298,,,,,,,,,,,,,,
0,0.2,30.0,closest,log-defined,FSeq,Gauss-Newton,0.01,True,True,True,LT,-8.477,0.267,-1.628,0.314
1,0.2,30.0,closest,log-defined,FSeq,Gauss-Newton,0.01,True,True,True,ID,-10.738,0.304,-2.192,0.34
2,0.2,30.0,closest,log-defined,FSeq,Gauss-Newton,0.01,True,True,True,LS,-8.41,0.264,-1.681,0.318
0,0.2,30.0,closest,log-defined,FSeq,Gauss-Newton,0.01,True,True,False,LT,-8.477,0.267,-1.628,0.314
1,0.2,30.0,closest,log-defined,FSeq,Gauss-Newton,0.01,True,True,False,ID,-10.738,0.304,-2.192,0.34
2,0.2,30.0,closest,log-defined,FSeq,Gauss-Newton,0.01,True,True,False,LS,-8.41,0.264,-1.681,0.318
0,0.2,30.0,closest,log-defined,FSeq,Gauss-Newton,0.01,True,False,True,LT,-8.477,0.267,-1.628,0.314
1,0.2,30.0,closest,log-defined,FSeq,Gauss-Newton,0.01,True,False,True,ID,-10.738,0.304,-2.192,0.34
2,0.2,30.0,closest,log-defined,FSeq,Gauss-Newton,0.01,True,False,True,LS,-8.41,0.264,-1.681,0.318
0,0.2,30.0,closest,log-defined,FSeq,Gauss-Newton,0.01,True,False,False,LT,-8.477,0.267,-1.628,0.314
1,0.2,30.0,closest,log-defined,FSeq,Gauss-Newton,0.01,True,False,False,ID,-10.738,0.304,-2.192,0.34
2,0.2,30.0,closest,log-defined,FSeq,Gauss-Newton,0.01,True,False,False,LS,-8.41,0.264,-1.681,0.318
0,0.2,30.0,closest,log-defined,FSeq,Gauss-Newton,0.01,False,True,True,LT,-9.651,0.278,-2.254,0.34
1,0.2,30.0,closest,log-defined,FSeq,Gauss-Newton,0.01,False,True,True,ID,-13.584,0.32,-2.858,0.376
2,0.2,30.0,closest,log-defined,FSeq,Gauss-Newton,0.01,False,True,True,LS,-10.689,0.287,-2.364,0.35
0,0.2,30.0,closest,log-defined,FSeq,Gauss-Newton,0.01,False,True,False,LT,-9.651,0.278,-2.254,0.34
1,0.2,30.0,closest,log-defined,FSeq,Gauss-Newton,0.01,False,True,False,ID,-13.584,0.32,-2.858,0.376
2,0.2,30.0,closest,log-defined,FSeq,Gauss-Newton,0.01,False,True,False,LS,-10.689,0.287,-2.364,0.35
0,0.2,30.0,closest,log-defined,FSeq,Gauss-Newton,0.01,False,False,True,LT,-9.651,0.278,-2.254,0.34
1,0.2,30.0,closest,log-defined,FSeq,Gauss-Newton,0.01,False,False,True,ID,-13.584,0.32,-2.858,0.376
2,0.2,30.0,closest,log-defined,FSeq,Gauss-Newton,0.01,False,False,True,LS,-10.689,0.287,-2.364,0.35
0,0.2,30.0,closest,log-defined,FSeq,Gauss-Newton,0.01,False,False,False,LT,-9.651,0.278,-2.254,0.34
1,0.2,30.0,closest,log-defined,FSeq,Gauss-Newton,0.01,False,False,False,ID,-13.584,0.32,-2.858,0.376
2,0.2,30.0,closest,log-defined,FSeq,Gauss-Newton,0.01,False,False,False,LS,-10.689,0.287,-2.364,0.35
0,0.2,30.0,closest,log-defined,FSeq,Gauss-Newton,0.07,True,True,True,LT,-8.139,0.266,-1.652,0.306
1,0.2,30.0,closest,log-defined,FSeq,Gauss-Newton,0.07,True,True,True,ID,-9.804,0.293,-1.976,0.328
2,0.2,30.0,closest,log-defined,FSeq,Gauss-Newton,0.07,True,True,True,LS,-7.917,0.258,-1.637,0.308
0,0.2,30.0,closest,log-defined,FSeq,Gauss-Newton,0.07,True,True,False,LT,-8.139,0.266,-1.652,0.306
1,0.2,30.0,closest,log-defined,FSeq,Gauss-Newton,0.07,True,True,False,ID,-9.804,0.293,-1.976,0.328
2,0.2,30.0,closest,log-defined,FSeq,Gauss-Newton,0.07,True,True,False,LS,-7.917,0.258,-1.637,0.308
0,0.2,30.0,closest,log-defined,FSeq,Gauss-Newton,0.07,True,False,True,LT,-8.139,0.266,-1.652,0.306
1,0.2,30.0,closest,log-defined,FSeq,Gauss-Newton,0.07,True,False,True,ID,-9.804,0.293,-1.976,0.328
2,0.2,30.0,closest,log-defined,FSeq,Gauss-Newton,0.07,True,False,True,LS,-7.917,0.258,-1.637,0.308
0,0.2,30.0,closest,log-defined,FSeq,Gauss-Newton,0.07,True,False,False,LT,-8.139,0.266,-1.652,0.306
1,0.2,30.0,closest,log-defined,FSeq,Gauss-Newton,0.07,True,False,False,ID,-9.804,0.293,-1.976,0.328
2,0.2,30.0,closest,log-defined,FSeq,Gauss-Newton,0.07,True,False,False,LS,-7.917,0.258,-1.637,0.308
0,0.2,30.0,closest,log-defined,FSeq,Gauss-Newton,0.07,False,True,True,LT,-7.588,0.252,-1.689,0.314
1,0.2,30.0,closest,log-defined,FSeq,Gauss-Newton,0.07,False,True,True,ID,-10.481,0.293,-2.209,0.342
2,0.2,30.0,closest,log-defined,FSeq,Gauss-Newton,0.07,False,True,True,LS,-7.87,0.254,-1.85,0.315
0,0.2,30.0,closest,log-defined,FSeq,Gauss-Newton,0.07,False,True,False,LT,-7.588,0.252,-1.689,0.314
1,0.2,30.0,closest,log-defined,FSeq,Gauss-Newton,0.07,False,True,False,ID,-10.481,0.293,-2.209,0.342
2,0.2,30.0,closest,log-defined,FSeq,Gauss-Newton,0.07,False,True,False,LS,-7.87,0.254,-1.85,0.315
0,0.2,30.0,closest,log-defined,FSeq,Gauss-Newton,0.07,False,False,True,LT,-7.588,0.252,-1.689,0.314
1,0.2,30.0,closest,log-defined,FSeq,Gauss-Newton,0.07,False,False,True,ID,-10.481,0.293,-2.209,0.342
2,0.2,30.0,closest,log-defined,FSeq,Gauss-Newton,0.07,False,False,True,LS,-7.87,0.254,-1.85,0.315
0,0.2,30.0,closest,log-defined,FSeq,Gauss-Newton,0.07,False,False,False,LT,-7.588,0.252,-1.689,0.314
1,0.2,30.0,closest,log-defined,FSeq,Gauss-Newton,0.07,False,False,False,ID,-10.481,0.293,-2.209,0.342
2,0.2,30.0,closest,log-defined,FSeq,Gauss-Newton,0.07,False,False,False,LS,-7.87,0.254,-1.85,0.315
0,0.2,30.0,closest,log-defined,FSeq,Gauss-Newton,0.2,True,True,True,LT,-8.228,0.264,-1.6,0.31
1,0.2,30.0,closest,log-defined,FSeq,Gauss-Newton,0.2,True,True,True,ID,-9.95,0.292,-1.962,0.329
2,0.2,30.0,closest,log-defined,FSeq,Gauss-Newton,0.2,True,True,True,LS,-7.931,0.258,-1.644,0.309
0,0.2,30.0,closest,log-defined,FSeq,Gauss-Newton,0.2,True,True,False,LT,-8.228,0.264,-1.6,0.31
1,0.2,30.0,closest,log-defined,FSeq,Gauss-Newton,0.2,True,True,False,ID,-9.95,0.292,-1.962,0.329
2,0.2,30.0,closest,log-defined,FSeq,Gauss-Newton,0.2,True,True,False,LS,-7.931,0.258,-1.644,0.309
0,0.2,30.0,closest,log-defined,FSeq,Gauss-Newton,0.2,True,False,True,LT,-8.228,0.264,-1.6,0.31
1,0.2,30.0,closest,log-defined,FSeq,Gauss-Newton,0.2,True,False,True,ID,-9.95,0.292,-1.962,0.329
2,0.2,30.0,closest,log-defined,FSeq,Gauss-Newton,0.2,True,False,True,LS,-7.931,0.258,-1.644,0.309
0,0.2,30.0,closest,log-defined,FSeq,Gauss-Newton,0.2,True,False,False,LT,-8.228,0.264,-1.6,0.31
1,0.2,30.0,closest,log-defined,FSeq,Gauss-Newton,0.2,True,False,False,ID,-9.95,0.292,-1.962,0.329
2,0.2,30.0,closest,log-defined,FSeq,Gauss-Newton,0.2,True,False,False,LS,-7.931,0.258,-1.644,0.309
0,0.2,30.0,closest,log-defined,FSeq,Gauss-Newton,0.2,False,True,True,LT,-7.201,0.248,-1.526,0.301
1,0.2,30.0,closest,log-defined,FSeq,Gauss-Newton,0.2,False,True,True,ID,-9.655,0.286,-1.987,0.332
2,0.2,30.0,closest,log-defined,FSeq,Gauss-Newton,0.2,False,True,True,LS,-6.982,0.246,-1.582,0.304
0,0.2,30.0,closest,log-defined,FSeq,Gauss-Newton,0.2,False,True,False,LT,-7.201,0.248,-1.526,0.301
1,0.2,30.0,closest,log-defined,FSeq,Gauss-Newton,0.2,False,True,False,ID,-9.655,0.286,-1.987,0.332
2,0.2,30.0,closest,log-defined,FSeq,Gauss-Newton,0.2,False,True,False,LS,-6.982,0.246,-1.582,0.304
0,0.2,30.0,closest,log-defined,FSeq,Gauss-Newton,0.2,False,False,True,LT,-7.201,0.248,-1.526,0.301
1,0.2,30.0,closest,log-defined,FSeq,Gauss-Newton,0.2,False,False,True,ID,-9.655,0.286,-1.987,0.332
2,0.2,30.0,closest,log-defined,FSeq,Gauss-Newton,0.2,False,False,True,LS,-6.982,0.246,-1.582,0.304
0,0.2,30.0,closest,log-defined,FSeq,Gauss-Newton,0.2,False,False,False,LT,-7.201,0.248,-1.526,0.301
1,0.2,30.0,closest,log-defined,FSeq,Gauss-Newton,0.2,False,False,False,ID,-9.655,0.286,-1.987,0.332
2,0.2,30.0,closest,log-defined,FSeq,Gauss-Newton,0.2,False,False,False,LS,-6.982,0.246,-1.582,0.304
0,0.2,30.0,closest,log-defined,FSeq,ROPE,0.01,True,True,True,LT,-2.615,0.168,-0.592,0.254
1,0.2,30.0,closest,log-defined,FSeq,ROPE,0.01,True,True,True,ID,-5.458,0.223,-0.944,0.264
2,0.2,30.0,closest,log-defined,FSeq,ROPE,0.01,True,True,True,LS,-1.965,0.148,-0.466,0.241
0,0.2,30.0,closest,log-defined,FSeq,ROPE,0.01,True,True,False,LT,-3.795,0.196,-1.068,0.266
1,0.2,30.0,closest,log-defined,FSeq,ROPE,0.01,True,True,False,ID,-8.116,0.265,-1.692,0.309
2,0.2,30.0,closest,log-defined,FSeq,ROPE,0.01,True,True,False,LS,-5.572,0.221,-1.407,0.29
0,0.2,30.0,closest,log-defined,FSeq,ROPE,0.01,True,False,True,LT,-4.026,0.2,-0.58,0.252
1,0.2,30.0,closest,log-defined,FSeq,ROPE,0.01,True,False,True,ID,-7.261,0.251,-1.118,0.276
2,0.2,30.0,closest,log-defined,FSeq,ROPE,0.01,True,False,True,LS,-3.258,0.183,-0.58,0.242
0,0.2,30.0,closest,log-defined,FSeq,ROPE,0.01,True,False,False,LT,-5.378,0.215,-1.236,0.282
1,0.2,30.0,closest,log-defined,FSeq,ROPE,0.01,True,False,False,ID,-9.606,0.282,-1.934,0.324
2,0.2,30.0,closest,log-defined,FSeq,ROPE,0.01,True,False,False,LS,-6.83,0.243,-1.566,0.302
0,0.2,30.0,closest,log-defined,FSeq,ROPE,0.01,False,True,True,LT,-2.923,0.16,-0.182,0.21
1,0.2,30.0,closest,log-defined,FSeq,ROPE,0.01,False,True,True,ID,-5.648,0.224,-0.564,0.246
2,0.2,30.0,closest,log-defined,FSeq,ROPE,0.01,False,True,True,LS,-1.909,0.145,-0.1,0.206
0,0.2,30.0,closest,log-defined,FSeq,ROPE,0.01,False,True,False,LT,-3.484,0.182,-0.79,0.252
1,0.2,30.0,closest,log-defined,FSeq,ROPE,0.01,False,True,False,ID,-7.288,0.256,-1.44,0.29
2,0.2,30.0,closest,log-defined,FSeq,ROPE,0.01,False,True,False,LS,-4.929,0.216,-1.096,0.274
0,0.2,30.0,closest,log-defined,FSeq,ROPE,0.01,False,False,True,LT,-2.504,0.156,-0.431,0.235
1,0.2,30.0,closest,log-defined,FSeq,ROPE,0.01,False,False,True,ID,-5.206,0.218,-0.973,0.263
2,0.2,30.0,closest,log-defined,FSeq,ROPE,0.01,False,False,True,LS,-1.698,0.138,-0.35,0.23
0,0.2,30.0,closest,log-defined,FSeq,ROPE,0.01,False,False,False,LT,-4.396,0.201,-0.818,0.255
1,0.2,30.0,closest,log-defined,FSeq,ROPE,0.01,False,False,False,ID,-8.654,0.269,-1.523,0.293
2,0.2,30.0,closest,log-defined,FSeq,ROPE,0.01,False,False,False,LS,-5.96,0.23,-1.247,0.28
0,0.2,30.0,closest,log-defined,FSeq,ROPE,0.07,True,True,True,LT,-3.311,0.18,-0.681,0.254
1,0.2,30.0,closest,log-defined,FSeq,ROPE,0.07,True,True,True,ID,-5.671,0.228,-1.008,0.278
2,0.2,30.0,closest,log-defined,FSeq,ROPE,0.07,True,True,True,LS,-2.236,0.158,-0.576,0.245
0,0.2,30.0,closest,log-defined,FSeq,ROPE,0.07,True,True,False,LT,-4.492,0.203,-1.414,0.286
1,0.2,30.0,closest,log-defined,FSeq,ROPE,0.07,True,True,False,ID,-8.69,0.271,-2.093,0.332
2,0.2,30.0,closest,log-defined,FSeq,ROPE,0.07,True,True,False,LS,-6.247,0.23,-1.768,0.306
0,0.2,30.0,closest,log-defined,FSeq,ROPE,0.07,True,False,True,LT,-2.884,0.17,-0.56,0.246
1,0.2,30.0,closest,log-defined,FSeq,ROPE,0.07,True,False,True,ID,-5.233,0.222,-0.984,0.266
2,0.2,30.0,closest,log-defined,FSeq,ROPE,0.07,True,False,True,LS,-1.844,0.146,-0.475,0.237
0,0.2,30.0,closest,log-defined,FSeq,ROPE,0.07,True,False,False,LT,-4.203,0.199,-1.083,0.267
1,0.2,30.0,closest,log-defined,FSeq,ROPE,0.07,True,False,False,ID,-7.96,0.264,-1.818,0.308
2,0.2,30.0,closest,log-defined,FSeq,ROPE,0.07,True,False,False,LS,-5.87,0.226,-1.482,0.292
0,0.2,30.0,closest,log-defined,FSeq,ROPE,0.07,False,True,True,LT,-2.666,0.166,-0.575,0.243
1,0.2,30.0,closest,log-defined,FSeq,ROPE,0.07,False,True,True,ID,-5.05,0.219,-0.892,0.264
2,0.2,30.0,closest,log-defined,FSeq,ROPE,0.07,False,True,True,LS,-1.868,0.142,-0.51,0.232
0,0.2,30.0,closest,log-defined,FSeq,ROPE,0.07,False,True,False,LT,-3.798,0.194,-1.286,0.272
1,0.2,30.0,closest,log-defined,FSeq,ROPE,0.07,False,True,False,ID,-7.932,0.257,-1.787,0.318
2,0.2,30.0,closest,log-defined,FSeq,ROPE,0.07,False,True,False,LS,-5.755,0.222,-1.618,0.303
0,0.2,30.0,closest,log-defined,FSeq,ROPE,0.07,False,False,True,LT,-4.534,0.196,-0.587,0.228
1,0.2,30.0,closest,log-defined,FSeq,ROPE,0.07,False,False,True,ID,-6.586,0.232,-0.626,0.252
