,Extract,Samples location,Interface,Forward_Model,Minimization_Method,Alpha,remove_coil,start_avg,constrain,Det,R2,RMSE,MAE,STD,0R2,0RMSE,R2_INV
1,0.5,closest,log,CS,ROPE,0.2,True,True,False,ID,,,,,,,
2,0.5,closest,log,CS,ROPE,0.2,True,True,False,LS,,,,,,,
0,0.5,closest,log,CS,ROPE,0.2,True,False,True,LT,,,,,,,
1,0.5,closest,log,CS,ROPE,0.2,True,False,True,ID,,,,,,,
2,0.5,closest,log,CS,ROPE,0.2,True,False,True,LS,,,,,,,
0,0.5,closest,log,CS,ROPE,0.2,True,False,False,LT,,,,,,,
1,0.5,closest,log,CS,ROPE,0.2,True,False,False,ID,,,,,,,
2,0.5,closest,log,CS,ROPE,0.2,True,False,False,LS,,,,,,,
0,0.5,closest,log,CS,ROPE,0.2,False,True,True,LT,,,,,,,
1,0.5,closest,log,CS,ROPE,0.2,False,True,True,ID,,,,,,,
2,0.5,closest,log,CS,ROPE,0.2,False,True,True,LS,,,,,,,
0,0.5,closest,log,CS,ROPE,0.2,False,True,False,LT,,,,,,,
1,0.5,closest,log,CS,ROPE,0.2,False,True,False,ID,,,,,,,
2,0.5,closest,log,CS,ROPE,0.2,False,True,False,LS,,,,,,,
0,0.5,closest,log,CS,ROPE,0.2,False,False,True,LT,,,,,,,
1,0.5,closest,log,CS,ROPE,0.2,False,False,True,ID,,,,,,,
2,0.5,closest,log,CS,ROPE,0.2,False,False,True,LS,,,,,,,
0,0.5,closest,log,CS,ROPE,0.2,False,False,False,LT,,,,,,,
1,0.5,closest,log,CS,ROPE,0.2,False,False,False,ID,,,,,,,
2,0.5,closest,log,CS,ROPE,0.2,False,False,False,LS,,,,,,,
0,0.5,closest,log,FSlin,Gauss-Newton,0.01,True,True,True,LT,-7.63,0.254,0.225,0.178,0.07,0.167,0.984941160726055
1,0.5,closest,log,FSlin,Gauss-Newton,0.01,True,True,True,ID,-10.476,0.296,0.266,0.184,0.892,0.054,0.984941160726055
2,0.5,closest,log,FSlin,Gauss-Newton,0.01,True,True,True,LS,-8.078,0.257,0.23,0.182,0.29,0.144,0.984941160726055
0,0.5,closest,log,FSlin,Gauss-Newton,0.01,True,True,False,LT,-7.63,0.254,0.225,0.178,0.07,0.167,0.984941160726055
1,0.5,closest,log,FSlin,Gauss-Newton,0.01,True,True,False,ID,-10.476,0.296,0.266,0.184,0.892,0.054,0.984941160726055
2,0.5,closest,log,FSlin,Gauss-Newton,0.01,True,True,False,LS,-8.078,0.257,0.23,0.182,0.29,0.144,0.984941160726055
0,0.5,closest,log,FSlin,Gauss-Newton,0.01,True,False,True,LT,-7.666,0.254,0.224,0.177,0.064,0.166,0.984576500594496
1,0.5,closest,log,FSlin,Gauss-Newton,0.01,True,False,True,ID,-10.442,0.296,0.266,0.182,0.89,0.054,0.984576500594496
2,0.5,closest,log,FSlin,Gauss-Newton,0.01,True,False,True,LS,-8.093,0.258,0.232,0.18,0.29,0.144,0.984576500594496
0,0.5,closest,log,FSlin,Gauss-Newton,0.01,True,False,False,LT,-7.666,0.254,0.224,0.177,0.064,0.166,0.984576500594496
1,0.5,closest,log,FSlin,Gauss-Newton,0.01,True,False,False,ID,-10.442,0.296,0.266,0.182,0.89,0.054,0.984576500594496
2,0.5,closest,log,FSlin,Gauss-Newton,0.01,True,False,False,LS,-8.093,0.258,0.232,0.18,0.29,0.144,0.984576500594496
0,0.5,closest,log,FSlin,Gauss-Newton,0.01,False,True,True,LT,-9.145,0.269,0.234,0.216,0.217,0.15,0.9690754280454358
1,0.5,closest,log,FSlin,Gauss-Newton,0.01,False,True,True,ID,-13.477,0.317,0.298,0.25,0.348,0.134,0.9690754280454358
2,0.5,closest,log,FSlin,Gauss-Newton,0.01,False,True,True,LS,-10.179,0.282,0.246,0.232,0.044,0.164,0.9690754280454358
0,0.5,closest,log,FSlin,Gauss-Newton,0.01,False,True,False,LT,-9.145,0.269,0.234,0.216,0.217,0.15,0.9690754280454358
1,0.5,closest,log,FSlin,Gauss-Newton,0.01,False,True,False,ID,-13.477,0.317,0.298,0.25,0.348,0.134,0.9690754280454358
2,0.5,closest,log,FSlin,Gauss-Newton,0.01,False,True,False,LS,-10.179,0.282,0.246,0.232,0.044,0.164,0.9690754280454358
0,0.5,closest,log,FSlin,Gauss-Newton,0.01,False,False,True,LT,-9.382,0.273,0.238,0.218,0.179,0.154,0.9687404149641816
1,0.5,closest,log,FSlin,Gauss-Newton,0.01,False,False,True,ID,-13.478,0.317,0.298,0.251,0.331,0.136,0.9687404149641816
2,0.5,closest,log,FSlin,Gauss-Newton,0.01,False,False,True,LS,-10.454,0.285,0.248,0.232,0.008,0.168,0.9687404149641816
0,0.5,closest,log,FSlin,Gauss-Newton,0.01,False,False,False,LT,-9.382,0.273,0.238,0.218,0.179,0.154,0.9687404149641816
1,0.5,closest,log,FSlin,Gauss-Newton,0.01,False,False,False,ID,-13.478,0.317,0.298,0.251,0.331,0.136,0.9687404149641816
2,0.5,closest,log,FSlin,Gauss-Newton,0.01,False,False,False,LS,-10.454,0.285,0.248,0.232,0.008,0.168,0.9687404149641816
0,0.5,closest,log,FSlin,Gauss-Newton,0.07,True,True,True,LT,-7.251,0.251,0.216,0.168,-0.023,0.176,0.9810911570978234
1,0.5,closest,log,FSlin,Gauss-Newton,0.07,True,True,True,ID,-9.246,0.286,0.25,0.162,0.9,0.053,0.9810911570978234
2,0.5,closest,log,FSlin,Gauss-Newton,0.07,True,True,True,LS,-7.213,0.25,0.215,0.168,0.279,0.145,0.9810911570978234
0,0.5,closest,log,FSlin,Gauss-Newton,0.07,True,True,False,LT,-7.251,0.251,0.216,0.168,-0.023,0.176,0.9810911570978234
1,0.5,closest,log,FSlin,Gauss-Newton,0.07,True,True,False,ID,-9.246,0.286,0.25,0.162,0.9,0.053,0.9810911570978234
2,0.5,closest,log,FSlin,Gauss-Newton,0.07,True,True,False,LS,-7.213,0.25,0.215,0.168,0.279,0.145,0.9810911570978234
0,0.5,closest,log,FSlin,Gauss-Newton,0.07,True,False,True,LT,-7.302,0.252,0.216,0.168,-0.024,0.176,0.9808412243200922
1,0.5,closest,log,FSlin,Gauss-Newton,0.07,True,False,True,ID,-9.293,0.286,0.252,0.162,0.899,0.054,0.9808412243200922
2,0.5,closest,log,FSlin,Gauss-Newton,0.07,True,False,True,LS,-7.261,0.25,0.215,0.168,0.282,0.145,0.9808412243200922
0,0.5,closest,log,FSlin,Gauss-Newton,0.07,True,False,False,LT,-7.302,0.252,0.216,0.168,-0.024,0.176,0.9808412243200922
1,0.5,closest,log,FSlin,Gauss-Newton,0.07,True,False,False,ID,-9.293,0.286,0.252,0.162,0.899,0.054,0.9808412243200922
2,0.5,closest,log,FSlin,Gauss-Newton,0.07,True,False,False,LS,-7.261,0.25,0.215,0.168,0.282,0.145,0.9808412243200922
0,0.5,closest,log,FSlin,Gauss-Newton,0.07,False,True,True,LT,-7.078,0.244,0.211,0.177,0.274,0.146,0.9445807706281588
1,0.5,closest,log,FSlin,Gauss-Newton,0.07,False,True,True,ID,-10.271,0.288,0.258,0.19,0.948,0.039,0.9445807706281588
2,0.5,closest,log,FSlin,Gauss-Newton,0.07,False,True,True,LS,-7.748,0.249,0.211,0.184,0.444,0.126,0.9445807706281588
0,0.5,closest,log,FSlin,Gauss-Newton,0.07,False,True,False,LT,-7.078,0.244,0.211,0.177,0.274,0.146,0.9445807706281588
1,0.5,closest,log,FSlin,Gauss-Newton,0.07,False,True,False,ID,-10.271,0.288,0.258,0.19,0.948,0.039,0.9445807706281588
2,0.5,closest,log,FSlin,Gauss-Newton,0.07,False,True,False,LS,-7.748,0.249,0.211,0.184,0.444,0.126,0.9445807706281588
0,0.5,closest,log,FSlin,Gauss-Newton,0.07,False,False,True,LT,-7.306,0.248,0.214,0.174,0.291,0.144,0.942205151839032
1,0.5,closest,log,FSlin,Gauss-Newton,0.07,False,False,True,ID,-10.381,0.291,0.261,0.188,0.94,0.042,0.942205151839032
2,0.5,closest,log,FSlin,Gauss-Newton,0.07,False,False,True,LS,-7.895,0.251,0.215,0.182,0.452,0.127,0.942205151839032
0,0.5,closest,log,FSlin,Gauss-Newton,0.07,False,False,False,LT,-7.306,0.248,0.214,0.174,0.291,0.144,0.942205151839032
1,0.5,closest,log,FSlin,Gauss-Newton,0.07,False,False,False,ID,-10.381,0.291,0.261,0.188,0.94,0.042,0.942205151839032
2,0.5,closest,log,FSlin,Gauss-Newton,0.07,False,False,False,LS,-7.895,0.251,0.215,0.182,0.452,0.127,0.942205151839032
0,0.5,closest,log,FSlin,Gauss-Newton,0.2,True,True,True,LT,-7.55,0.255,0.216,0.168,0.016,0.172,0.9728914977410577
1,0.5,closest,log,FSlin,Gauss-Newton,0.2,True,True,True,ID,-9.666,0.288,0.251,0.162,0.875,0.059,0.9728914977410577
2,0.5,closest,log,FSlin,Gauss-Newton,0.2,True,True,True,LS,-7.455,0.254,0.212,0.17,0.311,0.142,0.9728914977410577
0,0.5,closest,log,FSlin,Gauss-Newton,0.2,True,True,False,LT,-7.55,0.255,0.216,0.168,0.016,0.172,0.9728914977410577
1,0.5,closest,log,FSlin,Gauss-Newton,0.2,True,True,False,ID,-9.666,0.288,0.251,0.162,0.875,0.059,0.9728914977410577
2,0.5,closest,log,FSlin,Gauss-Newton,0.2,True,True,False,LS,-7.455,0.254,0.212,0.17,0.311,0.142,0.9728914977410577
0,0.5,closest,log,FSlin,Gauss-Newton,0.2,True,False,True,LT,-7.576,0.256,0.217,0.168,0.012,0.172,0.973136560334262
1,0.5,closest,log,FSlin,Gauss-Newton,0.2,True,False,True,ID,-9.666,0.288,0.251,0.161,0.874,0.059,0.973136560334262
2,0.5,closest,log,FSlin,Gauss-Newton,0.2,True,False,True,LS,-7.482,0.254,0.212,0.169,0.306,0.142,0.973136560334262
0,0.5,closest,log,FSlin,Gauss-Newton,0.2,True,False,False,LT,-7.576,0.256,0.217,0.168,0.012,0.172,0.973136560334262
1,0.5,closest,log,FSlin,Gauss-Newton,0.2,True,False,False,ID,-9.666,0.288,0.251,0.161,0.874,0.059,0.973136560334262
2,0.5,closest,log,FSlin,Gauss-Newton,0.2,True,False,False,LS,-7.482,0.254,0.212,0.169,0.306,0.142,0.973136560334262
0,0.5,closest,log,FSlin,Gauss-Newton,0.2,False,True,True,LT,-6.73,0.241,0.204,0.166,0.188,0.156,0.9296034886958836
1,0.5,closest,log,FSlin,Gauss-Newton,0.2,False,True,True,ID,-9.564,0.281,0.245,0.166,0.982,0.024,0.9296034886958836
2,0.5,closest,log,FSlin,Gauss-Newton,0.2,False,True,True,LS,-6.88,0.24,0.199,0.17,0.442,0.13,0.9296034886958836
0,0.5,closest,log,FSlin,Gauss-Newton,0.2,False,True,False,LT,-6.73,0.241,0.204,0.166,0.188,0.156,0.9296034886958836
1,0.5,closest,log,FSlin,Gauss-Newton,0.2,False,True,False,ID,-9.564,0.281,0.245,0.166,0.982,0.024,0.9296034886958836
2,0.5,closest,log,FSlin,Gauss-Newton,0.2,False,True,False,LS,-6.88,0.24,0.199,0.17,0.442,0.13,0.9296034886958836
0,0.5,closest,log,FSlin,Gauss-Newton,0.2,False,False,True,LT,-6.902,0.244,0.208,0.164,0.188,0.155,0.927618744964695
1,0.5,closest,log,FSlin,Gauss-Newton,0.2,False,False,True,ID,-9.647,0.284,0.248,0.164,0.976,0.027,0.927618744964695
2,0.5,closest,log,FSlin,Gauss-Newton,0.2,False,False,True,LS,-6.998,0.243,0.204,0.168,0.436,0.13,0.927618744964695
0,0.5,closest,log,FSlin,Gauss-Newton,0.2,False,False,False,LT,-6.902,0.244,0.208,0.164,0.188,0.155,0.927618744964695
1,0.5,closest,log,FSlin,Gauss-Newton,0.2,False,False,False,ID,-9.647,0.284,0.248,0.164,0.976,0.027,0.927618744964695
2,0.5,closest,log,FSlin,Gauss-Newton,0.2,False,False,False,LS,-6.998,0.243,0.204,0.168,0.436,0.13,0.927618744964695
0,0.5,closest,log,FSlin,ROPE,0.01,True,True,True,LT,,,,,,,
1,0.5,closest,log,FSlin,ROPE,0.01,True,True,True,ID,,,,,,,
2,0.5,closest,log,FSlin,ROPE,0.01,True,True,True,LS,,,,,,,
0,0.5,closest,log,FSlin,ROPE,0.01,True,True,False,LT,,,,,,,
1,0.5,closest,log,FSlin,ROPE,0.01,True,True,False,ID,,,,,,,
2,0.5,closest,log,FSlin,ROPE,0.01,True,True,False,LS,,,,,,,
0,0.5,closest,log,FSlin,ROPE,0.01,True,False,True,LT,,,,,,,
1,0.5,closest,log,FSlin,ROPE,0.01,True,False,True,ID,,,,,,,
2,0.5,closest,log,FSlin,ROPE,0.01,True,False,True,LS,,,,,,,
0,0.5,closest,log,FSlin,ROPE,0.01,True,False,False,LT,,,,,,,
1,0.5,closest,log,FSlin,ROPE,0.01,True,False,False,ID,,,,,,,
2,0.5,closest,log,FSlin,ROPE,0.01,True,False,False,LS,,,,,,,
0,0.5,closest,log,FSlin,ROPE,0.01,False,True,True,LT,,,,,,,
1,0.5,closest,log,FSlin,ROPE,0.01,False,True,True,ID,,,,,,,
2,0.5,closest,log,FSlin,ROPE,0.01,False,True,True,LS,,,,,,,
0,0.5,closest,log,FSlin,ROPE,0.01,False,True,False,LT,,,,,,,
1,0.5,closest,log,FSlin,ROPE,0.01,False,True,False,ID,,,,,,,
2,0.5,closest,log,FSlin,ROPE,0.01,False,True,False,LS,,,,,,,
0,0.5,closest,log,FSlin,ROPE,0.01,False,False,True,LT,,,,,,,
1,0.5,closest,log,FSlin,ROPE,0.01,False,False,True,ID,,,,,,,
2,0.5,closest,log,FSlin,ROPE,0.01,False,False,True,LS,,,,,,,
0,0.5,closest,log,FSlin,ROPE,0.01,False,False,False,LT,,,,,,,
1,0.5,closest,log,FSlin,ROPE,0.01,False,False,False,ID,,,,,,,
2,0.5,closest,log,FSlin,ROPE,0.01,False,False,False,LS,,,,,,,
0,0.5,closest,log,FSlin,ROPE,0.07,True,True,True,LT,,,,,,,
1,0.5,closest,log,FSlin,ROPE,0.07,True,True,True,ID,,,,,,,
2,0.5,closest,log,FSlin,ROPE,0.07,True,True,True,LS,,,,,,,
0,0.5,closest,log,FSlin,ROPE,0.07,True,True,False,LT,,,,,,,
1,0.5,closest,log,FSlin,ROPE,0.07,True,True,False,ID,,,,,,,
2,0.5,closest,log,FSlin,ROPE,0.07,True,True,False,LS,,,,,,,
0,0.5,closest,log,FSlin,ROPE,0.07,True,False,True,LT,,,,,,,
1,0.5,closest,log,FSlin,ROPE,0.07,True,False,True,ID,,,,,,,
2,0.5,closest,log,FSlin,ROPE,0.07,True,False,True,LS,,,,,,,
0,0.5,closest,log,FSlin,ROPE,0.07,True,False,False,LT,,,,,,,
1,0.5,closest,log,FSlin,ROPE,0.07,True,False,False,ID,,,,,,,
2,0.5,closest,log,FSlin,ROPE,0.07,True,False,False,LS,,,,,,,
0,0.5,closest,log,FSlin,ROPE,0.07,False,True,True,LT,,,,,,,
1,0.5,closest,log,FSlin,ROPE,0.07,False,True,True,ID,,,,,,,
2,0.5,closest,log,FSlin,ROPE,0.07,False,True,True,LS,,,,,,,
0,0.5,closest,log,FSlin,ROPE,0.07,False,True,False,LT,,,,,,,
1,0.5,closest,log,FSlin,ROPE,0.07,False,True,False,ID,,,,,,,
2,0.5,closest,log,FSlin,ROPE,0.07,False,True,False,LS,,,,,,,
0,0.5,closest,log,FSlin,ROPE,0.07,False,False,True,LT,,,,,,,
1,0.5,closest,log,FSlin,ROPE,0.07,False,False,True,ID,,,,,,,
2,0.5,closest,log,FSlin,ROPE,0.07,False,False,True,LS,,,,,,,
0,0.5,closest,log,FSlin,ROPE,0.07,False,False,False,LT,,,,,,,
1,0.5,closest,log,FSlin,ROPE,0.07,False,False,False,ID,,,,,,,
2,0.5,closest,log,FSlin,ROPE,0.07,False,False,False,LS,,,,,,,
0,0.5,closest,log,FSlin,ROPE,0.2,True,True,True,LT,,,,,,,
1,0.5,closest,log,FSlin,ROPE,0.2,True,True,True,ID,,,,,,,
2,0.5,closest,log,FSlin,ROPE,0.2,True,True,True,LS,,,,,,,
0,0.5,closest,log,FSlin,ROPE,0.2,True,True,False,LT,,,,,,,
1,0.5,closest,log,FSlin,ROPE,0.2,True,True,False,ID,,,,,,,
2,0.5,closest,log,FSlin,ROPE,0.2,True,True,False,LS,,,,,,,
0,0.5,closest,log,FSlin,ROPE,0.2,True,False,True,LT,,,,,,,
1,0.5,closest,log,FSlin,ROPE,0.2,True,False,True,ID,,,,,,,
2,0.5,closest,log,FSlin,ROPE,0.2,True,False,True,LS,,,,,,,
0,0.5,closest,log,FSlin,ROPE,0.2,True,False,False,LT,,,,,,,
1,0.5,closest,log,FSlin,ROPE,0.2,True,False,False,ID,,,,,,,
2,0.5,closest,log,FSlin,ROPE,0.2,True,False,False,LS,,,,,,,
0,0.5,closest,log,FSlin,ROPE,0.2,False,True,True,LT,,,,,,,
1,0.5,closest,log,FSlin,ROPE,0.2,False,True,True,ID,,,,,,,
2,0.5,closest,log,FSlin,ROPE,0.2,False,True,True,LS,,,,,,,
0,0.5,closest,log,FSlin,ROPE,0.2,False,True,False,LT,,,,,,,
1,0.5,closest,log,FSlin,ROPE,0.2,False,True,False,ID,,,,,,,
2,0.5,closest,log,FSlin,ROPE,0.2,False,True,False,LS,,,,,,,
0,0.5,closest,log,FSlin,ROPE,0.2,False,False,True,LT,,,,,,,
1,0.5,closest,log,FSlin,ROPE,0.2,False,False,True,ID,,,,,,,
2,0.5,closest,log,FSlin,ROPE,0.2,False,False,True,LS,,,,,,,
0,0.5,closest,log,FSlin,ROPE,0.2,False,False,False,LT,,,,,,,
1,0.5,closest,log,FSlin,ROPE,0.2,False,False,False,ID,,,,,,,
2,0.5,closest,log,FSlin,ROPE,0.2,False,False,False,LS,,,,,,,
0,2.5,mean,observed,FSeq,Gauss-Newton,0.01,True,True,True,LT,-7.319,0.248,0.212,0.162,0.043,0.17,0.9801400613830872
1,2.5,mean,observed,FSeq,Gauss-Newton,0.01,True,True,True,ID,-9.56,0.286,0.256,0.168,0.927,0.046,0.9801400613830872
2,2.5,mean,observed,FSeq,Gauss-Newton,0.01,True,True,True,LS,-7.444,0.252,0.216,0.167,0.334,0.142,0.9801400613830872
0,2.5,mean,observed,FSeq,Gauss-Newton,0.01,True,True,False,LT,-7.319,0.248,0.212,0.162,0.043,0.17,0.9801400613830872
1,2.5,mean,observed,FSeq,Gauss-Newton,0.01,True,True,False,ID,-9.56,0.286,0.256,0.168,0.927,0.046,0.9801400613830872
2,2.5,mean,observed,FSeq,Gauss-Newton,0.01,True,True,False,LS,-7.444,0.252,0.216,0.167,0.334,0.142,0.9801400613830872
0,2.5,mean,observed,FSeq,Gauss-Newton,0.01,True,False,True,LT,-7.347,0.248,0.212,0.16,0.03,0.17,0.9803309173669906
1,2.5,mean,observed,FSeq,Gauss-Newton,0.01,True,False,True,ID,-9.51,0.286,0.256,0.166,0.924,0.048,0.9803309173669906
2,2.5,mean,observed,FSeq,Gauss-Newton,0.01,True,False,True,LS,-7.456,0.252,0.216,0.166,0.332,0.142,0.9803309173669906
0,2.5,mean,observed,FSeq,Gauss-Newton,0.01,True,False,False,LT,-7.347,0.248,0.212,0.16,0.03,0.17,0.9803309173669906
1,2.5,mean,observed,FSeq,Gauss-Newton,0.01,True,False,False,ID,-9.51,0.286,0.256,0.166,0.924,0.048,0.9803309173669906
2,2.5,mean,observed,FSeq,Gauss-Newton,0.01,True,False,False,LS,-7.456,0.252,0.216,0.166,0.332,0.142,0.9803309173669906
0,2.5,mean,observed,FSeq,Gauss-Newton,0.01,False,True,True,LT,-6.994,0.243,0.208,0.206,0.217,0.15,0.9207279713558248
1,2.5,mean,observed,FSeq,Gauss-Newton,0.01,False,True,True,ID,-12.092,0.305,0.282,0.25,0.274,0.142,0.9207279713558248
2,2.5,mean,observed,FSeq,Gauss-Newton,0.01,False,True,True,LS,-8.739,0.266,0.235,0.228,0.126,0.162,0.9207279713558248
0,2.5,mean,observed,FSeq,Gauss-Newton,0.01,False,True,False,LT,-6.994,0.243,0.208,0.206,0.217,0.15,0.9207279713558248
1,2.5,mean,observed,FSeq,Gauss-Newton,0.01,False,True,False,ID,-12.092,0.305,0.282,0.25,0.274,0.142,0.9207279713558248
2,2.5,mean,observed,FSeq,Gauss-Newton,0.01,False,True,False,LS,-8.739,0.266,0.235,0.228,0.126,0.162,0.9207279713558248
0,2.5,mean,observed,FSeq,Gauss-Newton,0.01,False,False,True,LT,-7.242,0.244,0.211,0.207,0.231,0.149,0.9191273390104652
1,2.5,mean,observed,FSeq,Gauss-Newton,0.01,False,False,True,ID,-12.33,0.307,0.284,0.252,0.263,0.143,0.9191273390104652
2,2.5,mean,observed,FSeq,Gauss-Newton,0.01,False,False,True,LS,-8.91,0.268,0.236,0.229,0.126,0.162,0.9191273390104652
0,2.5,mean,observed,FSeq,Gauss-Newton,0.01,False,False,False,LT,-7.242,0.244,0.211,0.207,0.231,0.149,0.9191273390104652
1,2.5,mean,observed,FSeq,Gauss-Newton,0.01,False,False,False,ID,-12.33,0.307,0.284,0.252,0.263,0.143,0.9191273390104652
2,2.5,mean,observed,FSeq,Gauss-Newton,0.01,False,False,False,LS,-8.91,0.268,0.236,0.229,0.126,0.162,0.9191273390104652
0,2.5,mean,observed,FSeq,Gauss-Newton,0.07,True,True,True,LT,-7.346,0.252,0.211,0.156,0.056,0.17,0.9740734942224684
1,2.5,mean,observed,FSeq,Gauss-Newton,0.07,True,True,True,ID,-9.7,0.285,0.25,0.155,0.901,0.052,0.9740734942224684
2,2.5,mean,observed,FSeq,Gauss-Newton,0.07,True,True,True,LS,-7.148,0.248,0.206,0.156,0.354,0.14,0.9740734942224684
0,2.5,mean,observed,FSeq,Gauss-Newton,0.07,True,True,False,LT,-7.346,0.252,0.211,0.156,0.056,0.17,0.9740734942224684
1,2.5,mean,observed,FSeq,Gauss-Newton,0.07,True,True,False,ID,-9.7,0.285,0.25,0.155,0.901,0.052,0.9740734942224684
2,2.5,mean,observed,FSeq,Gauss-Newton,0.07,True,True,False,LS,-7.148,0.248,0.206,0.156,0.354,0.14,0.9740734942224684
0,2.5,mean,observed,FSeq,Gauss-Newton,0.07,True,False,True,LT,-7.366,0.252,0.211,0.156,0.05,0.17,0.9745560661225582
1,2.5,mean,observed,FSeq,Gauss-Newton,0.07,True,False,True,ID,-9.712,0.285,0.251,0.154,0.9,0.054,0.9745560661225582
2,2.5,mean,observed,FSeq,Gauss-Newton,0.07,True,False,True,LS,-7.171,0.249,0.206,0.156,0.348,0.14,0.9745560661225582
0,2.5,mean,observed,FSeq,Gauss-Newton,0.07,True,False,False,LT,-7.366,0.252,0.211,0.156,0.05,0.17,0.9745560661225582
1,2.5,mean,observed,FSeq,Gauss-Newton,0.07,True,False,False,ID,-9.712,0.285,0.251,0.154,0.9,0.054,0.9745560661225582
2,2.5,mean,observed,FSeq,Gauss-Newton,0.07,True,False,False,LS,-7.171,0.249,0.206,0.156,0.348,0.14,0.9745560661225582
0,2.5,mean,observed,FSeq,Gauss-Newton,0.07,False,True,True,LT,-5.436,0.222,0.181,0.154,0.307,0.145,0.8997708634543113
1,2.5,mean,observed,FSeq,Gauss-Newton,0.07,False,True,True,ID,-8.932,0.27,0.242,0.169,0.985,0.021,0.8997708634543113
2,2.5,mean,observed,FSeq,Gauss-Newton,0.07,False,True,True,LS,-6.24,0.233,0.188,0.163,0.517,0.124,0.8997708634543113
0,2.5,mean,observed,FSeq,Gauss-Newton,0.07,False,True,False,LT,-5.436,0.222,0.181,0.154,0.307,0.145,0.8997708634543113
1,2.5,mean,observed,FSeq,Gauss-Newton,0.07,False,True,False,ID,-8.932,0.27,0.242,0.169,0.985,0.021,0.8997708634543113
2,2.5,mean,observed,FSeq,Gauss-Newton,0.07,False,True,False,LS,-6.24,0.233,0.188,0.163,0.517,0.124,0.8997708634543113
0,2.5,mean,observed,FSeq,Gauss-Newton,0.07,False,False,True,LT,-5.66,0.226,0.186,0.154,0.32,0.146,0.8976710699916519
1,2.5,mean,observed,FSeq,Gauss-Newton,0.07,False,False,True,ID,-9.151,0.274,0.246,0.168,0.983,0.022,0.8976710699916519
2,2.5,mean,observed,FSeq,Gauss-Newton,0.07,False,False,True,LS,-6.384,0.235,0.192,0.162,0.512,0.126,0.8976710699916519
0,2.5,mean,observed,FSeq,Gauss-Newton,0.07,False,False,False,LT,-5.66,0.226,0.186,0.154,0.32,0.146,0.8976710699916519
1,2.5,mean,observed,FSeq,Gauss-Newton,0.07,False,False,False,ID,-9.151,0.274,0.246,0.168,0.983,0.022,0.8976710699916519
2,2.5,mean,observed,FSeq,Gauss-Newton,0.07,False,False,False,LS,-6.384,0.235,0.192,0.162,0.512,0.126,0.8976710699916519
0,2.5,mean,observed,FSeq,Gauss-Newton,0.2,True,True,True,LT,-7.34,0.249,0.204,0.156,0.108,0.166,0.9586983010346518
1,2.5,mean,observed,FSeq,Gauss-Newton,0.2,True,True,True,ID,-9.494,0.282,0.243,0.154,0.895,0.055,0.9586983010346518
2,2.5,mean,observed,FSeq,Gauss-Newton,0.2,True,True,True,LS,-7.086,0.248,0.202,0.156,0.414,0.133,0.9586983010346518
0,2.5,mean,observed,FSeq,Gauss-Newton,0.2,True,True,False,LT,-7.34,0.249,0.204,0.156,0.108,0.166,0.9586983010346518
1,2.5,mean,observed,FSeq,Gauss-Newton,0.2,True,True,False,ID,-9.494,0.282,0.243,0.154,0.895,0.055,0.9586983010346518
2,2.5,mean,observed,FSeq,Gauss-Newton,0.2,True,True,False,LS,-7.086,0.248,0.202,0.156,0.414,0.133,0.9586983010346518
0,2.5,mean,observed,FSeq,Gauss-Newton,0.2,True,False,True,LT,-7.394,0.25,0.205,0.156,0.1,0.166,0.959993670317089
1,2.5,mean,observed,FSeq,Gauss-Newton,0.2,True,False,True,ID,-9.518,0.282,0.244,0.154,0.894,0.055,0.959993670317089
2,2.5,mean,observed,FSeq,Gauss-Newton,0.2,True,False,True,LS,-7.111,0.248,0.203,0.156,0.406,0.134,0.959993670317089
0,2.5,mean,observed,FSeq,Gauss-Newton,0.2,True,False,False,LT,-7.394,0.25,0.205,0.156,0.1,0.166,0.959993670317089
1,2.5,mean,observed,FSeq,Gauss-Newton,0.2,True,False,False,ID,-9.518,0.282,0.244,0.154,0.894,0.055,0.959993670317089
2,2.5,mean,observed,FSeq,Gauss-Newton,0.2,True,False,False,LS,-7.111,0.248,0.203,0.156,0.406,0.134,0.959993670317089
0,2.5,mean,observed,FSeq,Gauss-Newton,0.2,False,True,True,LT,-5.498,0.223,0.182,0.148,0.22,0.155,0.8862616628976665
1,2.5,mean,observed,FSeq,Gauss-Newton,0.2,False,True,True,ID,-8.794,0.264,0.233,0.156,0.961,0.034,0.8862616628976665
2,2.5,mean,observed,FSeq,Gauss-Newton,0.2,False,True,True,LS,-5.988,0.232,0.182,0.155,0.498,0.126,0.8862616628976665
0,2.5,mean,observed,FSeq,Gauss-Newton,0.2,False,True,False,LT,-5.498,0.223,0.182,0.148,0.22,0.155,0.8862616628976665
1,2.5,mean,observed,FSeq,Gauss-Newton,0.2,False,True,False,ID,-8.794,0.264,0.233,0.156,0.961,0.034,0.8862616628976665
2,2.5,mean,observed,FSeq,Gauss-Newton,0.2,False,True,False,LS,-5.988,0.232,0.182,0.155,0.498,0.126,0.8862616628976665
0,2.5,mean,observed,FSeq,Gauss-Newton,0.2,False,False,True,LT,-5.682,0.226,0.185,0.147,0.216,0.156,0.8852258385895297
1,2.5,mean,observed,FSeq,Gauss-Newton,0.2,False,False,True,ID,-9.006,0.268,0.236,0.156,0.959,0.035,0.8852258385895297
