x,y,z,t,HCPHQP,PRPHQP,HCP1QP,PRP1QP,HCP2QP,PRP2QP,HCPHIP,PRPHIP,HCP1IP,PRP1IP,HCP2IP,PRP2IP
107776.2922,183252.411,28.559375,40405.6,86.3,43.6,135.2,87.1,143,130.6,1.03,0.96,1.14,0.27,2.01,-3.36
107776.2922,183252.4109,28.559375,40405.7,86.4,43.6,135.2,87.1,143,130.6,1.03,0.96,1.14,0.27,2.01,-3.36
107776.2922,183252.4108,28.559375,40405.8,86.4,43.6,135.2,87.1,143,130.6,1.03,0.96,1.14,0.27,2.01,-3.36
107776.2921,183252.4105,28.559375,40405.91,86.3,43.6,135.2,87.1,143,130.6,1.03,0.96,1.14,0.27,2.01,-3.36
107776.2921,183252.4101,28.559375,40406.04,86.1,43.6,135.2,87.1,143,130.6,1.03,0.96,1.14,0.27,2.01,-3.36
107776.292,183252.4098,28.559375,40406.15,86.1,43.6,135.2,87.1,143,130.6,1.03,0.96,1.14,0.27,2.01,-3.36
107776.292,183252.4094,28.559375,40406.25,86.3,43.6,135.2,87.1,143,130.6,1.03,0.96,1.14,0.27,2.01,-3.36
107776.2919,183252.4091,28.559375,40406.34,86.4,43.6,135.2,87.1,143,130.6,1.03,0.96,1.14,0.27,2.01,-3.36
107776.2919,183252.4088,28.559375,40406.45,86.4,43.6,135.2,87.1,143,130.6,1.03,0.96,1.14,0.27,2.01,-3.36
107776.2919,183252.4085,28.559375,40406.54,86.3,43.6,135.2,87.1,143,130.6,1.03,0.96,1.14,0.27,2.01,-3.36
107776.2918,183252.4083,28.559375,40406.64,86.2,43.6,135.2,87.1,143,130.6,1.03,0.96,1.14,0.27,2.01,-3.36
107776.2918,183252.4081,28.559375,40406.74,86.2,43.6,135.2,87.1,143,130.6,1.03,0.96,1.14,0.27,2.01,-3.36
107776.2918,183252.4078,28.559375,40406.85,86.2,43.6,135.2,87.1,143,130.6,1.03,0.96,1.14,0.27,2.01,-3.36
107776.2917,183252.4076,28.559375,40406.94,86.3,43.6,135.2,87.1,143,130.6,1.03,0.96,1.14,0.27,2.01,-3.36
107776.2917,183252.4074,28.559375,40407.04,86.3,43.6,135.2,87.1,143,130.6,1.03,0.96,1.14,0.27,2.01,-3.36
107776.2917,183252.4071,28.559375,40407.14,86.3,43.6,135.2,87.1,143,130.6,1.03,0.96,1.14,0.27,2.01,-3.36
107776.2916,183252.407,28.559375,40407.23,86.3,43.6,135.2,87.1,143,130.6,1.03,0.96,1.14,0.27,2.01,-3.36
107776.2916,183252.4068,28.559375,40407.34,86.2,43.6,135.2,87.1,143,130.6,1.03,0.96,1.14,0.27,2.01,-3.36
107776.2916,183252.4067,28.559375,40407.43,86.2,43.6,135.2,87.1,143,130.6,1.03,0.96,1.14,0.27,2.01,-3.36
107776.2916,183252.4066,28.559375,40407.54,86.3,43.6,135.2,87.1,143,130.6,1.03,0.96,1.14,0.27,2.01,-3.36
107776.2916,183252.4066,28.559375,40407.63,86.4,43.6,135.2,87.1,143,130.6,1.03,0.96,1.14,0.27,2.01,-3.36
107776.2916,183252.4066,28.559375,40410.03,86.3,43.6,135.2,87.1,143,130.6,1.03,0.96,1.14,0.27,2.01,-3.36
107776.2916,183252.4066,28.559375,40410.13,86.3,43.6,135.2,87.1,143,130.6,1.03,0.96,1.14,0.27,2.01,-3.36
107776.2916,183252.4066,28.559375,40410.22,86.4,43.6,135.2,87.1,143,130.6,1.03,0.96,1.14,0.27,2.01,-3.36
107776.2916,183252.4066,28.559375,40410.31,86.4,43.6,135.2,87.1,143,130.6,1.03,0.96,1.14,0.27,2.01,-3.36
107776.2916,183252.4066,28.559375,40410.41,86.4,43.6,135.2,87.1,143,130.6,1.03,0.96,1.14,0.27,2.01,-3.36
107776.2916,183252.4066,28.559375,40410.51,86.3,43.6,135.2,87.1,143,130.6,1.03,0.96,1.14,0.27,2.01,-3.36
107776.2916,183252.4065,28.559375,40410.61,86.2,43.6,135.2,87.1,143,130.6,1.03,0.96,1.14,0.27,2.01,-3.36
107776.2915,183252.4058,28.559375,40410.71,86.1,43.6,135.2,87.1,143,130.6,1.03,0.96,1.14,0.27,2.01,-3.36
107776.2913,183252.404,28.559375,40410.81,86,43.6,135.2,87.1,143,130.6,1.03,0.96,1.14,0.27,2.01,-3.36
107776.2909,183252.4015,28.559375,40410.91,86.2,43.6,135.2,87.1,143,130.6,1.03,0.96,1.14,0.27,2.01,-3.36
107776.2904,183252.397,28.559375,40411.05,86.3,43.6,135.2,87.1,143,130.6,1.03,0.96,1.14,0.27,2.01,-3.36
107776.2899,183252.3936,28.559375,40411.15,86.4,43.6,135.2,87.1,143,130.8,1.03,0.96,1.14,0.27,2.01,-3.38
107776.2895,183252.3904,28.559375,40411.25,86.4,43.6,135.2,87.1,143,130.8,1.03,0.96,1.14,0.27,2.01,-3.38
107776.2891,183252.3875,28.559375,40411.35,86.4,43.6,135.2,87.1,143,130.8,1.03,0.96,1.14,0.27,2.01,-3.38
107776.2888,183252.3852,28.559375,40411.45,86.2,43.6,135.2,87.1,143,130.8,1.03,0.96,1.14,0.27,2.01,-3.38
107776.2887,183252.384,28.559375,40411.55,86.2,43.6,135.2,87.1,143,130.8,1.03,0.96,1.14,0.27,2.01,-3.38
107776.2886,183252.3835,28.559375,40411.65,86.2,43.6,135.2,87.1,143,130.8,1.03,0.96,1.14,0.27,2.01,-3.38
107776.2886,183252.3833,28.559375,40411.75,86.2,43.6,135.2,87.1,143,130.8,1.03,0.96,1.14,0.27,2.01,-3.38
107776.2886,183252.3831,28.559375,40411.85,86.1,43.6,135.2,87.1,143,130.8,1.03,0.96,1.14,0.27,2.01,-3.38
107776.2885,183252.3829,28.559375,40411.95,86.1,43.6,135.2,87.1,143,130.8,1.03,0.96,1.14,0.27,2.01,-3.38
107776.2885,183252.3828,28.559375,40412.01,86.3,43.6,135.2,87.1,143,130.8,1.03,0.96,1.14,0.27,2.01,-3.38
107776.2885,183252.3825,28.559375,40412.12,86.3,43.6,135.2,87.1,143,130.8,1.03,0.96,1.14,0.27,2.01,-3.38
107776.2885,183252.3823,28.559375,40412.22,86.3,43.6,135.2,87.1,143,130.8,1.03,0.96,1.14,0.27,2.01,-3.38
107776.2884,183252.3822,28.559375,40412.32,86.2,43.6,135.2,87.1,143,130.8,1.03,0.96,1.14,0.27,2.01,-3.38
107776.2884,183252.3821,28.559375,40412.42,86.1,43.6,135.2,87.1,143,130.8,1.03,0.96,1.14,0.27,2.01,-3.38
107776.2884,183252.382,28.559375,40412.52,86,43.6,135.2,87.1,143,130.8,1.03,0.96,1.14,0.27,2.01,-3.38
107776.2884,183252.382,28.559375,40412.62,86,43.6,135.2,87.1,143,130.8,1.03,0.96,1.14,0.27,2.01,-3.38
107776.2873,183252.3735,28.559375,40414.08,86.5,43.6,135.2,87.1,143,130.8,1.03,0.96,1.14,0.27,2.01,-3.38
107776.2854,183252.3586,28.559375,40417.09,86.3,43.7,135.5,87.3,143,130.8,1.03,0.96,1.14,0.25,2.01,-3.38
107776.2853,183252.3585,28.559375,40417.14,86.3,43.7,135.5,87.3,143,130.8,1.03,0.96,1.14,0.25,2.01,-3.38
107776.2853,183252.3583,28.559375,40417.24,86.3,43.7,135.5,87.3,143,130.8,1.03,0.96,1.14,0.25,2.01,-3.38
107776.2853,183252.3581,28.559375,40417.34,86.3,43.7,135.5,87.3,143,130.8,1.03,0.96,1.14,0.25,2.01,-3.38
107776.2852,183252.3578,28.559375,40417.44,86.2,43.7,135.5,87.3,143,130.8,1.03,0.96,1.14,0.25,2.01,-3.38
107776.2852,183252.3575,28.559375,40417.54,86.2,43.7,135.5,87.3,143,130.8,1.03,0.96,1.14,0.25,2.01,-3.38
107776.2852,183252.3572,28.559375,40417.64,86.3,43.7,135.5,87.3,143,130.8,1.03,0.96,1.14,0.25,2.01,-3.38
107776.2844,183252.3514,28.559375,40417.74,86.4,43.7,135.5,87.3,143,130.8,1.03,0.96,1.14,0.25,2.01,-3.38
107776.2821,183252.3338,28.559375,40417.84,86.4,43.7,135.5,87.3,143.1,130.8,1.03,0.96,1.14,0.25,2.02,-3.38
107776.2787,183252.3084,28.559375,40417.94,86.4,43.8,135.9,87.5,143.1,130.8,1.03,0.96,1.13,0.22,2.02,-3.38
107776.2753,183252.2833,28.56755833,40418.02,86.3,43.8,135.9,87.5,143.1,130.8,1.03,0.96,1.13,0.22,2.02,-3.44
107776.2704,183252.2468,28.56755833,40418.12,86.2,43.9,136.2,87.3,143.1,130.8,1.03,0.96,1.13,0.2,2.02,-3.44
107776.2654,183252.2099,28.56755833,40418.21,86.3,43.9,136.2,87.3,143.3,130.8,1.03,0.96,1.13,0.2,2.01,-3.44
107776.2592,183252.1654,28.56755833,40418.31,86.7,43.9,136.5,86.8,143.3,130.8,1.03,0.96,1.14,0.2,2.01,-3.47
107776.2527,183252.1183,28.56755833,40418.41,86.9,43.7,136.9,86.8,143.3,130.8,1.03,0.96,1.14,0.2,2.01,-3.47
107776.2461,183252.0706,28.56755833,40418.51,87,43.4,136.9,86.2,143.9,130.8,1.03,0.96,1.14,0.19,2.02,-3.47
107776.2362,183251.9999,28.56755833,40418.63,87,42.8,137.3,86.2,143.9,131.1,1.03,0.96,1.13,0.19,2.02,-3.45
107776.229,183251.9446,28.577675,40418.74,87,42.1,137.6,85.6,144.6,131.1,1.03,0.96,1.13,0.19,2.03,-3.45
107776.2222,183251.8932,28.577675,40418.81,86.8,41.3,137.6,84.6,145.5,131.5,1.03,0.96,1.13,0.18,2.01,-3.36
107776.2104,183251.806,28.55,40418.91,86.5,41.3,137.7,83.2,145.5,131.9,1.03,0.96,1.12,0.18,2.01,-3.21
107776.1953,183251.6964,28.55,40419.04,85.9,40.5,137.7,82,146.7,132.1,1.03,0.96,1.12,0.18,2,-3.07
107776.1808,183251.592,28.5515471,40419.14,85.3,39.6,137.6,81.1,148,132,1.03,0.96,1.12,0.19,2,-2.94
107776.1661,183251.4847,28.5515471,40419.24,84.5,38.6,137.3,80.1,148.9,132,1.03,0.96,1.12,0.22,2.01,-2.94
107776.1511,183251.3732,28.5515471,40419.34,83.8,37.6,136.9,79.1,149.6,131.8,1.03,0.96,1.13,0.25,2.01,-2.8
107776.1385,183251.278,28.5536456,40419.44,83.3,37.1,136.7,79.1,149.6,131.4,1.03,0.97,1.13,0.25,2.01,-2.65
107776.1238,183251.1644,28.5536456,40419.54,82.8,36.8,136.9,78.4,150.2,130.7,1.03,0.97,1.13,0.28,2,-2.51
107776.1083,183251.0421,28.5601376,40419.64,82.2,36.6,136.8,78,150.9,129.7,1.03,0.97,1.13,0.31,1.98,-2.4
107776.0961,183250.9435,28.5601376,40419.74,81.9,36.4,136.3,77.8,151.3,129.7,1.03,0.97,1.13,0.34,1.99,-2.4
107776.0801,183250.8107,28.5601376,40419.84,81.9,36.3,136.3,77.6,151.2,128.6,1.02,0.98,1.13,0.36,2.01,-2.32
107776.0685,183250.7122,28.5691896,40419.94,82,36.3,135.8,77.5,150.4,128.6,1.02,0.98,1.13,0.37,2,-2.32
107776.0474,183250.5242,28.5691896,40420.08,82,36.5,135.3,77.5,149.4,128.3,1.02,0.98,1.12,0.38,1.98,-2.4
107776.0363,183250.4208,28.65492083,40420.16,82,36.5,134.8,77.8,148.3,128.3,1.02,0.98,1.12,0.37,1.98,-2.4
107776.0252,183250.3104,28.65492083,40420.26,82.1,36.7,134.8,78.4,147.4,127.6,1.02,0.97,1.12,0.36,2,-2.54
107776.0109,183250.1591,28.6643625,40420.36,82.3,36.9,133.4,79.4,146.6,126.8,1.02,0.97,1.12,0.35,2.03,-2.79
107775.9993,183250.023,28.6643625,40420.45,82.6,41.5,134.7,80.4,141.4,126.1,1.02,0.98,1.11,0.34,1.98,-3.07
107775.9883,183249.8788,28.5925736,40420.56,83,38.4,134.1,81.2,145.7,125.9,1.02,0.97,1.11,0.31,2.03,-3.28
107775.9801,183249.7579,28.6057056,40420.65,83.5,39.2,134.6,81.6,144.9,125.9,1.02,0.96,1.12,0.27,1.99,-3.31
107775.9702,183249.5888,28.6057056,40420.76,83.9,39.8,134.4,81.5,144.2,125.9,1.02,0.96,1.12,0.22,1.96,-3.31
107775.9627,183249.4337,28.6189976,40420.85,83.9,39.8,134.1,80.9,143.5,125.9,1.02,0.96,1.12,0.2,1.97,-3.24
107775.956,183249.2544,28.65,40420.95,83.5,38.3,133.2,80.2,142.9,125.8,1.03,0.96,1.12,0.2,1.99,-3.15
107775.9531,183249.13,28.65,40421.03,82.9,38.3,133.2,79.4,142.8,125.5,1.03,0.96,1.12,0.22,2.01,-3.12
107775.9512,183248.9579,28.65,40421.13,82.2,37.6,132.9,79.4,143.1,125.2,1.03,0.96,1.13,0.22,2,-3.13
107775.9523,183248.7897,28.65,40421.23,81.5,36.9,132.2,78.4,143.1,124.8,1.03,0.96,1.13,0.24,2,-3.1
107775.9574,183248.6042,28.65,40421.33,80.6,36.3,131.3,77.1,143.7,124.8,1.03,0.96,1.12,0.25,1.99,-3.1
107775.9657,183248.4248,28.6405262,40421.43,79.6,35.7,130.4,75.6,144.7,124.6,1.03,0.96,1.12,0.25,2,-2.98
107775.9804,183248.2107,28.6405262,40421.53,78.7,35,129.5,74.2,146,124.9,1.03,0.96,1.12,0.26,2.02,-2.81
107775.9994,183247.9971,28.65,40421.63,77.9,34.3,128.8,73,147.3,124.4,1.03,0.96,1.13,0.27,2.02,-2.69
107776.0176,183247.8248,28.65,40421.73,77.3,33.7,128.4,72.1,147.7,122.8,1.03,0.96,1.13,0.29,2.01,-2.66
107776.0433,183247.611,28.65,40421.83,76.8,33.4,128.2,71.1,147.4,121.4,1.03,0.96,1.13,0.3,1.99,-3.53
107776.0704,183247.4098,28.65,40421.93,76.4,33.3,127.6,70.3,146.8,119,1.03,0.96,1.13,0.3,1.98,-2.52
107776.1083,183247.1589,28.65,40422.03,76.4,33.6,126.8,70.2,145.9,117.9,1.03,0.96,1.13,0.31,2.01,-2.54
107776.1372,183246.9866,28.7038002,40422.12,76.8,34.5,126.2,71.2,144.2,117.9,1.03,0.96,1.13,0.33,2.05,-2.54
107776.1699,183246.8052,28.7428182,40422.19,77.5,35.9,126.1,73,142.1,117,1.03,0.96,1.13,0.34,2.06,-2.67
107776.2137,183246.5778,28.7428182,40422.29,78.2,37.3,126,74.6,140.4,116.9,1.03,0.96,1.14,0.34,2.05,-2.86
107776.2536,183246.383,28.7865162,40422.39,77.3,37.8,125.6,75.3,139.2,117.7,1.04,0.95,1.17,0.32,2.04,-3
107776.3063,183246.1348,28.7865162,40422.49,74.9,37.6,125.3,75.6,138.4,119,1.05,0.95,1.19,0.3,2.05,-3
107776.3557,183245.9062,28.8312942,40422.59,74.9,38.1,125.5,75.9,138.4,120.4,1.06,0.94,1.19,0.27,2.05,-2.86
107776.3971,183245.7134,28.6667648,40422.69,77.7,38.7,126.1,76.3,138.5,120.4,1.04,0.94,1.18,0.27,2.05,-2.86
107776.4408,183245.5018,28.6795488,40422.79,79.1,38.1,127.1,76.5,139.3,121.6,1.03,0.94,1.16,0.29,2.02,-2.64
107776.492,183245.2357,28.7810024,40422.89,78.9,37.1,128.2,76.5,140.4,122.5,1.03,0.95,1.15,0.33,2,-2.43
107776.5516,183244.8876,28.7942944,40423.04,78.7,36.6,129,76.3,144.1,124.2,1.03,0.96,1.15,0.36,1.99,-2.25
107776.5873,183244.6542,28.8074264,40423.13,78.6,36.1,129.4,75.9,143.4,125.2,1.02,0.95,1.15,0.38,2,-2.29
107776.6162,183244.4439,28.749275,40423.23,78.6,35.7,129.7,75.6,141.4,126.1,1.02,0.95,1.14,0.37,2.03,-2.37
107776.6502,183244.1636,28.75,40423.34,78.7,35.6,130.3,75.8,145.2,126.6,1.02,0.95,1.15,0.36,2.05,-2.47
107776.6753,183243.9273,28.75,40423.43,79.2,35.8,131.2,76.4,145.8,126.5,1.02,0.94,1.15,0.34,2.04,-2.58
107776.6955,183243.7046,28.75,40423.53,79.9,36.1,132.2,77,145.4,126.2,1.02,0.94,1.15,0.32,2.04,-2.63
107776.7142,183243.4661,28.8103756,40423.63,80.7,36.5,132.8,77.3,144,125.6,1.02,0.94,1.15,0.31,2.03,-2.61
107776.7244,183243.3105,28.8103756,40423.73,81.3,37,132.3,77.5,142.1,124.6,1.02,0.94,1.15,0.3,2.03,-2.54
107776.7376,183243.0655,28.781,40423.83,81.8,37.5,131.3,77.9,140.1,123.6,1.02,0.94,1.16,0.3,2.03,-2.44
107776.7451,183242.8657,28.781,40423.93,82.1,38.1,130,78.6,137.9,122.8,1.02,0.94,1.16,0.31,2.04,-2.42
107776.7486,183242.6226,28.791,40424.04,81.9,38.5,128.9,79.2,135.2,122,1.02,0.94,1.15,0.32,2.05,-2.54
107776.7453,183242.3794,28.801,40424.14,81.6,39.2,128.1,79.5,132.2,123.9,1.02,0.94,1.15,0.32,2.05,-3.25
107776.7347,183242.1602,28.7502646,40424.24,81.3,38.7,127.3,79.2,129.1,119.3,1.02,0.93,1.15,0.3,2.03,-2.98
107776.7185,183241.9608,28.7502646,40424.34,80.6,38.1,125.9,78.1,125.9,116.9,1.02,0.93,1.16,0.26,2.02,-3.16
107776.6931,183241.7407,28.7594582,40424.44,79.3,36.9,123.4,76,123.2,114,1.03,0.92,1.16,0.21,2.01,-3.25
107776.6605,183241.5266,28.8398624,40424.54,76.9,35.2,119.7,72.8,121.1,111.2,1.03,0.92,1.16,0.18,2,-3.25
107776.6248,183241.3358,28.861,40424.64,73.5,33.1,115.5,69.3,120,108.8,1.03,0.92,1.16,0.17,2.01,-3.14
107776.5704,183241.0936,28.861,40424.74,69.9,30.9,111.3,65.6,120,106.5,1.03,0.92,1.16,0.18,2.02,-2.93
107776.5074,183240.8579,28.8487712,40424.84,66.5,28.9,107.7,62.1,121,104.3,1.03,0.92,1.17,0.22,2.03,-2.68
107776.4491,183240.6673,28.8487712,40424.94,63.5,27.1,104.9,58.6,122.8,102,1.03,0.92,1.17,0.26,2.03,-2.43
107776.3738,183240.4486,28.8487712,40425.02,60.8,25.3,102.8,54.9,125.1,100,1.03,0.93,1.17,0.31,2.03,-2.25
107776.2985,183240.2516,28.8386222,40425.11,58.6,23.7,101.5,51.4,127.7,98.2,1.03,0.93,1.17,0.36,2.03,-2.17
107776.2124,183240.048,28.85,40425.21,57.2,22,101,48.6,132.9,95,1.02,0.93,1.17,0.38,2.01,-2.24
107776.1195,183239.8483,28.85,40425.31,56.2,20.4,101.1,46.5,135.9,92.7,1.01,0.93,1.17,0.38,2.01,-2.4
107776.0204,183239.6542,28.85,40425.41,55.6,19.1,101.3,43.8,137.7,91.1,1.01,0.93,1.16,0.33,2.01,-2.53
107775.9475,183239.5216,28.85,40425.51,55.1,18.4,101.4,43.1,138,89.9,1.01,0.92,1.16,0.31,2,-2.7
107775.8936,183239.429,28.85,40425.61,54.8,18.2,101.7,42.7,138,89.1,1.01,0.92,1.15,0.3,2,-2.78
107775.8374,183239.337,28.85,40425.71,54.7,18.4,101.7,42.6,138.1,88.4,1.01,0.92,1.15,0.29,1.99,-2.81
107775.7798,183239.2474,28.7504128,40425.81,54.9,18.8,101.4,42.6,138.1,88.4,1.01,0.91,1.16,0.28,1.98,-2.81
107775.7025,183239.1348,28.7504128,40425.91,55.5,19.1,101.1,43.7,137.6,88.1,1.01,0.91,1.17,0.26,1.97,-2.79
107775.6288,183239.0363,28.75,40426.04,56.1,20.1,101,44.5,136.5,88.3,1.02,0.91,1.17,0.24,1.98,-2.74
107775.5729,183238.9676,28.75,40426.13,56.4,20.1,100.9,44.5,135.2,88.3,1.02,0.91,1.17,0.24,1.99,-2.74
107775.5028,183238.8877,28.75,40426.23,56.7,20.8,101.2,45.6,133.8,88.4,1.02,0.91,1.17,0.23,1.99,-2.69
107775.4295,183238.8107,28.75,40426.33,57,21.6,101.6,47,132.1,88.5,1.02,0.91,1.16,0.23,2,-2.69
107775.345,183238.7289,28.75,40426.43,57.6,23.6,101.9,48.6,130.3,89.1,1.02,0.91,1.16,0.25,2.01,-2.72
107775.2501,183238.6449,28.8118976,40426.53,58.5,24.7,101.9,50,128.6,91,1.02,0.91,1.15,0.27,2.01,-2.73
107775.154,183238.5669,28.8118976,40426.63,59.4,25.6,102,51.6,125.9,92,1.02,0.92,1.16,0.28,1.99,-2.71
107775.0657,183238.5006,28.7992096,40426.73,60.2,25.6,102.3,53,125,93.1,1.02,0.92,1.16,0.29,1.98,-2.67
107774.9827,183238.4425,28.7992096,40426.83,60.8,26.4,102.7,54.3,125,94.2,1.02,0.92,1.16,0.29,1.98,-2.65
107774.8948,183238.3852,28.7992096,40426.93,61.2,27,103.2,55.8,124.1,94.2,1.03,0.92,1.16,0.29,1.98,-2.65
107774.8039,183238.3295,28.78574827,40427.03,61.6,27.7,103.8,57.1,123.6,95.3,1.03,0.92,1.16,0.29,1.97,-2.66
107774.7057,183238.274,28.78574827,40427.11,62.3,28.4,104.3,59.1,123.6,96.6,1.03,0.92,1.16,0.29,1.96,-2.69
107774.6028,183238.2208,28.7719136,40427.22,63,29,104.9,59.1,123.6,98.1,1.03,0.92,1.16,0.29,1.96,-2.75
107774.5084,183238.1767,28.7719136,40427.3,63.6,29.5,105.4,59.9,123.6,98.1,1.02,0.92,1.16,0.29,1.96,-2.75
107774.379,183238.1231,28.7581056,40427.4,64.2,29.9,106,60.3,123.9,99.5,1.02,0.92,1.16,0.28,1.96,-2.84
107774.275,183238.0855,28.7581056,40427.5,64.3,29.9,106.5,60.8,123.9,100.9,1.03,0.92,1.16,0.27,1.96,-2.92
107774.1477,183238.0461,28.7354944,40427.6,64.1,29.8,107.2,61.2,124.8,102.4,1.03,0.92,1.16,0.26,1.97,-2.96
107774.0096,183238.0104,28.7354944,40427.7,64,29.7,108.2,61.2,126.3,102.4,1.03,0.92,1.16,0.25,1.98,-2.96
107773.8727,183237.9818,28.7144624,40427.8,64.2,29.7,108.2,60.9,127.8,103.9,1.03,0.92,1.16,0.24,2,-2.94
107773.7268,183237.9577,28.7144624,40427.9,64.5,29.6,109,60.9,129.5,105.1,1.03,0.92,1.16,0.24,1.99,-2.86
107773.5156,183237.9337,28.68980373,40428.05,64.9,29.3,109.9,60.3,129.5,105.1,1.02,0.92,1.16,0.26,1.99,-2.86
107773.377,183237.9242,28.68980373,40428.15,65,29.1,109.9,60.1,129.5,105.1,1.02,0.92,1.16,0.28,1.99,-2.86
107773.2253,183237.9204,28.6631184,40428.25,65,28.8,110.3,60.1,134.3,106.7,1.02,0.92,1.15,0.28,1.97,-2.6
