    P+   P-        C+   C-  Normalised_Error  Observed_Rho_a  Calculated_Rho_a  Original_Weight  Final_Weight    C
   89  118       102  105       -0.75624            1.80176        1.72126         0.16544E+02    0.16544E+02    0
   87  120       102  105       -1.04073            1.76383        1.62267         0.12477E+02    0.12477E+02    0
   97  111       103  105       -1.78828            2.45056        2.28578         0.33232E+02    0.25691E+02    1
   95  113       103  105       -1.53460            2.17904        2.03167         0.28738E+02    0.21914E+02    1
   93  115       103  105       -1.16670            2.05177        1.93116         0.21770E+02    0.19258E+02    1
  103  106       104  105        0.98886           10.08822       10.21078         0.81885E+02    0.81885E+02    0
  101  108       104  105       -2.25403            4.56096        4.33007         0.45035E+02    0.43388E+02    1
   99  110       104  105       -0.30170            2.59501        2.57064         0.31981E+02    0.31981E+02    0
   60  118        86   92       -0.16281            1.37853        1.34352         0.63288E+01    0.63288E+01    0
   58  120        86   92       -0.32843            1.39282        1.31333         0.55884E+01    0.55884E+01    0
   66  113        87   92       -0.09080            1.39630        1.38082         0.81402E+01    0.81402E+01    0
   64  115        87   92       -0.01661            1.38225        1.37889         0.68320E+01    0.68320E+01    0
   62  117        87   92       -0.01840            1.37905        1.37472         0.58529E+01    0.58529E+01    0
   70  110        88   92       -0.31345            1.43830        1.39037         0.92490E+01    0.92490E+01    0
   68  112        88   92       -0.22189            1.42707        1.38585         0.75708E+01    0.75708E+01    0
   76  105        89   92       -1.13694            1.63499        1.49234         0.15013E+02    0.12454E+02    1
   74  107        89   92       -0.71135            1.57262        1.47520         0.11124E+02    0.11124E+02    0
   82  100        90   92       -1.89910            1.73559        1.55232         0.27265E+02    0.17018E+02    1
   80  102        90   92       -1.46384            1.71495        1.53587         0.18196E+02    0.13273E+02    1
   86   97        91   92        2.43698            1.75450        1.90714         0.29214E+02    0.29214E+02    0
   92   97        71  118       -0.16765            1.34277        1.31432         0.78282E+01    0.78282E+01    0
  116  119       117  118       -0.06759           12.82282       12.81281         0.86555E+02    0.86555E+02    0
   43  105        71   77        0.00140            1.45003        1.45038         0.58180E+01    0.58180E+01    0
   41  107        71   77       -0.04912            1.46539        1.45157         0.51828E+01    0.51828E+01    0
   51   98        72   77       -0.56234            1.40789        1.31466         0.82078E+01    0.82078E+01    0
   49  100        72   77       -0.30359            1.39341        1.33332         0.68872E+01    0.68872E+01    0
   47  102        72   77       -0.24054            1.40997        1.35442         0.59841E+01    0.59841E+01    0
   57   93        73   77       -0.66680            1.43080        1.34941         0.11386E+02    0.11386E+02    0
   55   95        73   77       -0.57578            1.40354        1.31679         0.90255E+01    0.90255E+01    0
   53   97        73   77       -0.41358            1.38778        1.31197         0.73624E+01    0.73624E+01    0
   61   90        74   77       -1.10032            1.44858        1.33357         0.13301E+02    0.13301E+02    0
   59   92        74   77       -0.74038            1.40520        1.30433         0.99398E+01    0.99398E+01    0
   69   83        75   77        0.82127            1.73824        1.78537         0.30695E+02    0.30695E+02    0
   67   85        75   77       -1.25176            1.57692        1.48935         0.25097E+02    0.21908E+02    1
   65   87        75   77       -1.15573            1.43074        1.32586         0.15181E+02    0.15181E+02    0
   75   78        76   77       -1.85420           12.07675       11.78512         0.85363E+02    0.75854E+02    1
   48  106        74   80        0.25810            1.33811        1.39552         0.61433E+01    0.61433E+01    0
   46  108        74   80        0.11587            1.37322        1.40240         0.55098E+01    0.55098E+01    0
   44  110        74   80        0.07616            1.39072        1.41242         0.49187E+01    0.49187E+01    0
   54  101        75   80       -0.26290            1.46540        1.42099         0.85431E+01    0.85431E+01    0
   52  103        75   80       -0.01350            1.41780        1.41507         0.70077E+01    0.70077E+01    0
   50  105        75   80        0.24532            1.34269        1.40175         0.56985E+01    0.56985E+01    0
   60   96        76   80       -0.55218            1.45438        1.38662         0.11574E+02    0.11574E+02    0
   58   98        76   80       -0.53002            1.49083        1.41065         0.95868E+01    0.95868E+01    0
   66   91        77   80       -1.28943            1.73328        1.59734         0.21496E+02    0.15787E+02    1
   64   93        77   80       -0.97766            1.61751        1.50408         0.14852E+02    0.13447E+02    1
   62   95        77   80       -0.87221            1.61439        1.49567         0.11419E+02    0.11419E+02    0
   72   86        78   80       -1.52826            2.15593        2.01992         0.32262E+02    0.23452E+02    1
   70   88        78   80       -1.99925            1.87991        1.67089         0.27774E+02    0.16962E+02    1
   68   90        78   80       -1.78811            1.83537        1.60302         0.19474E+02    0.13211E+02    1
   78   81        79   80       -1.98697           23.11880       22.42213         0.99194E+02    0.64939E+02    1
   74   85        79   80        1.93767            2.70113        2.86824         0.32279E+02    0.32279E+02    0
   53  111        79   85       -0.06280            1.32133        1.30772         0.60662E+01    0.60662E+01    0
   51  113        79   85       -0.01161            1.30956        1.30667         0.52544E+01    0.52544E+01    0
   49  115        79   85        0.08646            1.29792        1.32259         0.45904E+01    0.45904E+01    0
   59  106        80   85       -0.20058            1.30205        1.26810         0.75908E+01    0.75908E+01    0
   57  108        80   85       -0.10670            1.28221        1.26080         0.63376E+01    0.63376E+01    0
   55  110        80   85       -0.03311            1.25176        1.24399         0.53126E+01    0.53126E+01    0
   65  101        81   85       -0.64995            1.37299        1.29370         0.10926E+02    0.10926E+02    0
   63  103        81   85       -0.36312            1.37226        1.31694         0.88243E+01    0.88243E+01    0
   61  105        81   85       -0.18087            1.35640        1.32273         0.71959E+01    0.71959E+01    0
   71   96        82   85       -1.04425            1.33656        1.24279         0.16576E+02    0.14356E+02    1
   69   98        82   85       -1.04146            1.35022        1.23985         0.12398E+02    0.12212E+02    1
   67  100        82   85       -0.78409            1.33021        1.22386         0.94093E+01    0.94093E+01    0
   77   91        83   85        0.60351            1.55433        1.58601         0.29911E+02    0.29911E+02    0
   75   93        83   85       -1.12707            1.47679        1.38982         0.23504E+02    0.18570E+02    1
   73   95        83   85       -0.78538            1.40082        1.32485         0.14863E+02    0.14085E+02    1
   83   86        84   85       -1.40171           14.94486       14.68468         0.89675E+02    0.79810E+02    1
   79   90        84   85        2.93536            1.82344        2.01438         0.29475E+02    0.29475E+02    0
   69  116        90   95       -0.10651            1.46391        1.44575         0.85344E+01    0.85344E+01    0
   67  118        90   95       -0.20732            1.44792        1.40657         0.71566E+01    0.71566E+01    0
   65  120        90   95       -0.34812            1.42677        1.34706         0.60554E+01    0.60554E+01    0
   75  111        91   95       -0.35538            1.46453        1.42055         0.11654E+02    0.11654E+02    0
   73  113        91   95       -0.07909            1.43283        1.42058         0.92138E+01    0.92138E+01    0
   71  115        91   95        0.00405            1.41425        1.41501         0.75028E+01    0.75028E+01    0
   81  106        92   95       -1.34529            1.61907        1.47806         0.20079E+02    0.14764E+02    1
   79  108        92   95       -0.96355            1.56501        1.45511         0.14370E+02    0.13234E+02    1
   77  110        92   95       -0.47416            1.50059        1.43503         0.10615E+02    0.10615E+02    0
   87  101        93   95       -1.95780            1.79060        1.62989         0.30906E+02    0.20820E+02    1
   85  103        93   95       -2.08274            1.70945        1.50510         0.27170E+02    0.16359E+02    1
   83  105        93   95       -1.54132            1.60809        1.42306         0.17062E+02    0.12609E+02    1
   93   96        94   95       -1.12165           16.03260       15.74995         0.91144E+02    0.63061E+02    1
   91   98        94   95        1.13337            4.46648        4.58087         0.44817E+02    0.44817E+02    0
   89  100        94   95        0.75921            2.28152        2.33800         0.31043E+02    0.31043E+02    0
   69  120        92   97       -0.38459            1.34598        1.27038         0.66528E+01    0.66528E+01    0
   77  113        93   97       -0.40299            1.30925        1.25958         0.10419E+02    0.10419E+02    0
   75  115        93   97       -0.22294            1.31872        1.28450         0.84800E+01    0.84800E+01    0
   73  117        93   97       -0.13422            1.29899        1.27393         0.68913E+01    0.68913E+01    0
   83  108        94   97       -1.01791            1.47337        1.37351         0.18272E+02    0.14504E+02    1
   81  110        94   97       -0.56568            1.41006        1.34978         0.12947E+02    0.12947E+02    0
   79  112        94   97       -0.31116            1.37432        1.33102         0.97213E+01    0.97213E+01    0
   89  103        95   97       -0.66606            1.55509        1.51475         0.29915E+02    0.25343E+02    1
   87  105        95   97       -1.00412            1.40024        1.32075         0.22286E+02    0.17180E+02    1
   85  107        95   97       -0.76628            1.29722        1.22440         0.13764E+02    0.13263E+02    1
   95   98        96   97       -3.00974           13.46633       12.73378         0.87541E+02    0.53809E+02    1
   93  100        96   97        3.15603            3.07236        3.45053         0.41103E+02    0.27188E+02    1
   91  102        96   97        0.65734            1.87997        1.92206         0.29684E+02    0.29684E+02    0
   84  120       100  104       -1.12650            1.60029        1.46481         0.12735E+02    0.12735E+02    0
   90  115       101  104       -0.74393            1.74045        1.68148         0.21584E+02    0.21584E+02    0
   88  117       101  104       -0.49994            1.68273        1.62915         0.15451E+02    0.15451E+02    0
   86  119       101  104       -1.05557            1.66144        1.51871         0.11752E+02    0.11752E+02    0
   96  110       102  104       -1.04084            2.53777        2.44544         0.33502E+02    0.28086E+02    1
   94  112       102  104       -1.06723            2.10966        2.02272         0.28524E+02    0.25361E+02    1
   92  114       102  104       -0.75318            1.96844        1.89872         0.20886E+02    0.20886E+02    0
  102  105       103  104       -1.86586           13.61679       13.19093         0.87766E+02    0.58724E+02    1
  100  107       103  104        1.31419            5.07135        5.21784         0.46153E+02    0.46153E+02    0
   98  109       103  104       -1.98812            3.46074        3.20298         0.34183E+02    0.25686E+02    1
   99  102        88  113       -0.55791            1.40753        1.36325         0.17456E+02    0.17456E+02    0
  105  119       111  113       -2.01956            2.51200        2.36470         0.33423E+02    0.33423E+02    0
  111  114       112  113        0.59472           11.80222       11.88518         0.84911E+02    0.84911E+02    0
  109  116       112  113        1.16730            5.08501        5.24256         0.46182E+02    0.38256E+02    1
   82  118        98  102       -0.62217            1.40078        1.32473         0.11147E+02    0.11147E+02    0
   80  120        98  102       -0.72923            1.37890        1.27004         0.88670E+01    0.88670E+01    0
   86  115        99  102       -0.31712            1.37918        1.34507         0.12664E+02    0.12664E+02    0
   84  117        99  102       -0.30420            1.35791        1.31558         0.96053E+01    0.96053E+01    0
   94  108       100  102       -1.36329            1.82934        1.73224         0.31059E+02    0.24995E+02    1
   90  112       100  102       -0.78835            1.45701        1.38458         0.15459E+02    0.15459E+02    0
  100  103       101  102       -2.47583           11.27251       10.93429         0.84014E+02    0.81272E+02    1
   98  105       101  102        3.05029            3.07650        3.38609         0.41116E+02    0.31812E+02    1
   96  107       101  102       -0.59371            1.90325        1.86567         0.29769E+02    0.29769E+02    0
  106  120       112  114       -1.10951            2.55233        2.46930         0.33546E+02    0.33546E+02    0
  110  117       113  114        0.84296            5.42447        5.52290         0.46877E+02    0.46877E+02    0
  108  119       113  114       -2.10866            3.23116        3.03487         0.33645E+02    0.33645E+02    0
   93  118       104  107       -1.12910            1.94291        1.82751         0.24095E+02    0.18439E+02    1
   91  120       104  107       -1.35193            1.86242        1.68982         0.17101E+02    0.13901E+02    1
   99  113       105  107       -0.36096            2.39312        2.36676         0.33050E+02    0.32584E+02    1
   97  115       105  107       -1.17472            2.16531        2.06347         0.28696E+02    0.24382E+02    1
   95  117       105  107       -0.91390            2.08196        1.98350         0.22090E+02    0.18863E+02    1
  103  110       106  107       -2.07874            5.65445        5.33519         0.47329E+02    0.35767E+02    1
  101  112       106  107       -0.16181            3.00038        2.98500         0.33073E+02    0.31485E+02    1
  115  118       116  117       -0.31923           17.50677       17.44679         0.93017E+02    0.93017E+02    0
  113  120       116  117        1.88040            5.76385        6.03140         0.47540E+02    0.41442E+02    1
