,cl,percent,Samples location,Forward_Model,Minimization_Method,Alpha,remove_coil,start_avg,constrain,Det,R2,RMSE,0R2,0RMSE
2,0.4,10,closest,CS,ROPE,0.2,False,True,False,LS,-5.097,0.218,0.428,0.13
0,0.4,10,closest,CS,ROPE,0.2,False,False,True,LT,-2.609,0.164,-0.761,0.229
1,0.4,10,closest,CS,ROPE,0.2,False,False,True,ID,-5.01,0.212,-0.028,0.175
2,0.4,10,closest,CS,ROPE,0.2,False,False,True,LS,-1.782,0.146,-0.069,0.178
0,0.4,10,closest,CS,ROPE,0.2,False,False,False,LT,-3.895,0.194,0.165,0.16
1,0.4,10,closest,CS,ROPE,0.2,False,False,False,ID,-7.384,0.248,0.802,0.078
2,0.4,10,closest,CS,ROPE,0.2,False,False,False,LS,-5.067,0.216,0.5,0.121
0,0.4,10,closest,FSlin,Gauss-Newton,0.01,True,True,True,LT,-6.71,0.242,0.053,0.169
1,0.4,10,closest,FSlin,Gauss-Newton,0.01,True,True,True,ID,-8.964,0.28,0.939,0.042
2,0.4,10,closest,FSlin,Gauss-Newton,0.01,True,True,True,LS,-6.928,0.243,0.344,0.139
0,0.4,10,closest,FSlin,Gauss-Newton,0.01,True,True,False,LT,-6.71,0.242,0.053,0.169
1,0.4,10,closest,FSlin,Gauss-Newton,0.01,True,True,False,ID,-8.964,0.28,0.939,0.042
2,0.4,10,closest,FSlin,Gauss-Newton,0.01,True,True,False,LS,-6.928,0.243,0.344,0.139
0,0.4,10,closest,FSlin,Gauss-Newton,0.01,True,False,True,LT,-6.71,0.242,0.053,0.169
1,0.4,10,closest,FSlin,Gauss-Newton,0.01,True,False,True,ID,-8.964,0.28,0.939,0.042
2,0.4,10,closest,FSlin,Gauss-Newton,0.01,True,False,True,LS,-6.928,0.243,0.344,0.139
0,0.4,10,closest,FSlin,Gauss-Newton,0.01,True,False,False,LT,-6.71,0.242,0.053,0.169
1,0.4,10,closest,FSlin,Gauss-Newton,0.01,True,False,False,ID,-8.964,0.28,0.939,0.042
2,0.4,10,closest,FSlin,Gauss-Newton,0.01,True,False,False,LS,-6.928,0.243,0.344,0.139
0,0.4,10,closest,FSlin,Gauss-Newton,0.01,False,True,True,LT,-6.844,0.238,0.332,0.14
1,0.4,10,closest,FSlin,Gauss-Newton,0.01,False,True,True,ID,-11.244,0.298,0.534,0.115
2,0.4,10,closest,FSlin,Gauss-Newton,0.01,False,True,True,LS,-8.188,0.258,0.249,0.149
0,0.4,10,closest,FSlin,Gauss-Newton,0.01,False,True,False,LT,-6.844,0.238,0.332,0.14
1,0.4,10,closest,FSlin,Gauss-Newton,0.01,False,True,False,ID,-11.244,0.298,0.534,0.115
2,0.4,10,closest,FSlin,Gauss-Newton,0.01,False,True,False,LS,-8.188,0.258,0.249,0.149
0,0.4,10,closest,FSlin,Gauss-Newton,0.01,False,False,True,LT,-6.844,0.238,0.332,0.14
1,0.4,10,closest,FSlin,Gauss-Newton,0.01,False,False,True,ID,-11.244,0.298,0.534,0.115
2,0.4,10,closest,FSlin,Gauss-Newton,0.01,False,False,True,LS,-8.188,0.258,0.249,0.149
0,0.4,10,closest,FSlin,Gauss-Newton,0.01,False,False,False,LT,-6.844,0.238,0.332,0.14
1,0.4,10,closest,FSlin,Gauss-Newton,0.01,False,False,False,ID,-11.244,0.298,0.534,0.115
2,0.4,10,closest,FSlin,Gauss-Newton,0.01,False,False,False,LS,-8.188,0.258,0.249,0.149
0,0.4,10,closest,FSlin,Gauss-Newton,0.07,True,True,True,LT,-7.083,0.246,0.03,0.171
1,0.4,10,closest,FSlin,Gauss-Newton,0.07,True,True,True,ID,-9.218,0.282,0.879,0.057
2,0.4,10,closest,FSlin,Gauss-Newton,0.07,True,True,True,LS,-6.976,0.246,0.349,0.138
0,0.4,10,closest,FSlin,Gauss-Newton,0.07,True,True,False,LT,-7.083,0.246,0.03,0.171
1,0.4,10,closest,FSlin,Gauss-Newton,0.07,True,True,False,ID,-9.218,0.282,0.879,0.057
2,0.4,10,closest,FSlin,Gauss-Newton,0.07,True,True,False,LS,-6.976,0.246,0.349,0.138
0,0.4,10,closest,FSlin,Gauss-Newton,0.07,True,False,True,LT,-7.083,0.246,0.03,0.171
1,0.4,10,closest,FSlin,Gauss-Newton,0.07,True,False,True,ID,-9.218,0.282,0.879,0.057
2,0.4,10,closest,FSlin,Gauss-Newton,0.07,True,False,True,LS,-6.976,0.246,0.349,0.138
0,0.4,10,closest,FSlin,Gauss-Newton,0.07,True,False,False,LT,-7.083,0.246,0.03,0.171
1,0.4,10,closest,FSlin,Gauss-Newton,0.07,True,False,False,ID,-9.218,0.282,0.879,0.057
2,0.4,10,closest,FSlin,Gauss-Newton,0.07,True,False,False,LS,-6.976,0.246,0.349,0.138
0,0.4,10,closest,FSlin,Gauss-Newton,0.07,False,True,True,LT,-6.035,0.23,0.265,0.15
1,0.4,10,closest,FSlin,Gauss-Newton,0.07,False,True,True,ID,-9.061,0.272,0.994,0.013
2,0.4,10,closest,FSlin,Gauss-Newton,0.07,False,True,True,LS,-6.318,0.234,0.492,0.122
0,0.4,10,closest,FSlin,Gauss-Newton,0.07,False,True,False,LT,-6.035,0.23,0.265,0.15
1,0.4,10,closest,FSlin,Gauss-Newton,0.07,False,True,False,ID,-9.061,0.272,0.994,0.013
2,0.4,10,closest,FSlin,Gauss-Newton,0.07,False,True,False,LS,-6.318,0.234,0.492,0.122
0,0.4,10,closest,FSlin,Gauss-Newton,0.07,False,False,True,LT,-6.035,0.23,0.265,0.15
1,0.4,10,closest,FSlin,Gauss-Newton,0.07,False,False,True,ID,-9.061,0.272,0.994,0.013
2,0.4,10,closest,FSlin,Gauss-Newton,0.07,False,False,True,LS,-6.318,0.234,0.492,0.122
0,0.4,10,closest,FSlin,Gauss-Newton,0.07,False,False,False,LT,-6.035,0.23,0.265,0.15
1,0.4,10,closest,FSlin,Gauss-Newton,0.07,False,False,False,ID,-9.061,0.272,0.994,0.013
2,0.4,10,closest,FSlin,Gauss-Newton,0.07,False,False,False,LS,-6.318,0.234,0.492,0.122
0,0.4,10,closest,FSlin,Gauss-Newton,0.2,True,True,True,LT,-7.358,0.25,0.082,0.167
1,0.4,10,closest,FSlin,Gauss-Newton,0.2,True,True,True,ID,-9.455,0.282,0.859,0.063
2,0.4,10,closest,FSlin,Gauss-Newton,0.2,True,True,True,LS,-7.262,0.25,0.384,0.134
0,0.4,10,closest,FSlin,Gauss-Newton,0.2,True,True,False,LT,-7.358,0.25,0.082,0.167
1,0.4,10,closest,FSlin,Gauss-Newton,0.2,True,True,False,ID,-9.455,0.282,0.859,0.063
2,0.4,10,closest,FSlin,Gauss-Newton,0.2,True,True,False,LS,-7.262,0.25,0.384,0.134
0,0.4,10,closest,FSlin,Gauss-Newton,0.2,True,False,True,LT,-7.358,0.25,0.082,0.167
1,0.4,10,closest,FSlin,Gauss-Newton,0.2,True,False,True,ID,-9.455,0.282,0.859,0.063
2,0.4,10,closest,FSlin,Gauss-Newton,0.2,True,False,True,LS,-7.262,0.25,0.384,0.134
0,0.4,10,closest,FSlin,Gauss-Newton,0.2,True,False,False,LT,-7.358,0.25,0.082,0.167
1,0.4,10,closest,FSlin,Gauss-Newton,0.2,True,False,False,ID,-9.455,0.282,0.859,0.063
2,0.4,10,closest,FSlin,Gauss-Newton,0.2,True,False,False,LS,-7.262,0.25,0.384,0.134
0,0.4,10,closest,FSlin,Gauss-Newton,0.2,False,True,True,LT,-6.277,0.23,0.178,0.159
1,0.4,10,closest,FSlin,Gauss-Newton,0.2,False,True,True,ID,-8.828,0.268,0.944,0.04
2,0.4,10,closest,FSlin,Gauss-Newton,0.2,False,True,True,LS,-6.464,0.236,0.46,0.125
0,0.4,10,closest,FSlin,Gauss-Newton,0.2,False,True,False,LT,-6.277,0.23,0.178,0.159
1,0.4,10,closest,FSlin,Gauss-Newton,0.2,False,True,False,ID,-8.828,0.268,0.944,0.04
2,0.4,10,closest,FSlin,Gauss-Newton,0.2,False,True,False,LS,-6.464,0.236,0.46,0.125
0,0.4,10,closest,FSlin,Gauss-Newton,0.2,False,False,True,LT,-6.277,0.23,0.178,0.159
1,0.4,10,closest,FSlin,Gauss-Newton,0.2,False,False,True,ID,-8.828,0.268,0.944,0.04
2,0.4,10,closest,FSlin,Gauss-Newton,0.2,False,False,True,LS,-6.464,0.236,0.46,0.125
0,0.4,10,closest,FSlin,Gauss-Newton,0.2,False,False,False,LT,-6.277,0.23,0.178,0.159
1,0.4,10,closest,FSlin,Gauss-Newton,0.2,False,False,False,ID,-8.828,0.268,0.944,0.04
2,0.4,10,closest,FSlin,Gauss-Newton,0.2,False,False,False,LS,-6.464,0.236,0.46,0.125
0,0.4,10,closest,FSlin,ROPE,0.01,True,True,True,LT,-2.821,0.174,-0.952,0.238
1,0.4,10,closest,FSlin,ROPE,0.01,True,True,True,ID,-5.0,0.214,-0.074,0.176
2,0.4,10,closest,FSlin,ROPE,0.01,True,True,True,LS,-1.978,0.15,-0.211,0.187
0,0.4,10,closest,FSlin,ROPE,0.01,True,True,False,LT,-4.544,0.206,0.118,0.162
1,0.4,10,closest,FSlin,ROPE,0.01,True,True,False,ID,-7.892,0.259,0.771,0.083
2,0.4,10,closest,FSlin,ROPE,0.01,True,True,False,LS,-6.015,0.229,0.44,0.131
0,0.4,10,closest,FSlin,ROPE,0.01,True,False,True,LT,-2.248,0.156,-0.908,0.236
1,0.4,10,closest,FSlin,ROPE,0.01,True,False,True,ID,-4.371,0.207,-0.032,0.175
2,0.4,10,closest,FSlin,ROPE,0.01,True,False,True,LS,-1.577,0.14,-0.202,0.186
0,0.4,10,closest,FSlin,ROPE,0.01,True,False,False,LT,-5.538,0.224,0.171,0.158
1,0.4,10,closest,FSlin,ROPE,0.01,True,False,False,ID,-8.892,0.274,0.798,0.076
2,0.4,10,closest,FSlin,ROPE,0.01,True,False,False,LS,-6.798,0.246,0.48,0.125
0,0.4,10,closest,FSlin,ROPE,0.01,False,True,True,LT,-2.532,0.166,-1.111,0.248
1,0.4,10,closest,FSlin,ROPE,0.01,False,True,True,ID,-4.806,0.21,-0.123,0.18
2,0.4,10,closest,FSlin,ROPE,0.01,False,True,True,LS,-1.676,0.146,-0.357,0.2
0,0.4,10,closest,FSlin,ROPE,0.01,False,True,False,LT,-5.004,0.212,0.036,0.168
1,0.4,10,closest,FSlin,ROPE,0.01,False,True,False,ID,-7.828,0.26,0.777,0.081
2,0.4,10,closest,FSlin,ROPE,0.01,False,True,False,LS,-6.272,0.229,0.358,0.137
0,0.4,10,closest,FSlin,ROPE,0.01,False,False,True,LT,-2.026,0.154,-0.885,0.237
1,0.4,10,closest,FSlin,ROPE,0.01,False,False,True,ID,-3.704,0.194,-0.065,0.176
2,0.4,10,closest,FSlin,ROPE,0.01,False,False,True,LS,-1.372,0.135,-0.256,0.192
0,0.4,10,closest,FSlin,ROPE,0.01,False,False,False,LT,-4.712,0.21,0.066,0.163
1,0.4,10,closest,FSlin,ROPE,0.01,False,False,False,ID,-7.85,0.26,0.762,0.082
2,0.4,10,closest,FSlin,ROPE,0.01,False,False,False,LS,-6.492,0.236,0.34,0.139
0,0.4,10,closest,FSlin,ROPE,0.07,True,True,True,LT,-2.995,0.176,-0.99,0.238
1,0.4,10,closest,FSlin,ROPE,0.07,True,True,True,ID,-5.467,0.225,-0.158,0.184
2,0.4,10,closest,FSlin,ROPE,0.07,True,True,True,LS,-2.24,0.16,-0.245,0.19
0,0.4,10,closest,FSlin,ROPE,0.07,True,True,False,LT,-5.156,0.218,0.07,0.168
1,0.4,10,closest,FSlin,ROPE,0.07,True,True,False,ID,-8.293,0.27,0.708,0.09
2,0.4,10,closest,FSlin,ROPE,0.07,True,True,False,LS,-6.636,0.238,0.403,0.134
0,0.4,10,closest,FSlin,ROPE,0.07,True,False,True,LT,-3.674,0.196,-1.114,0.247
1,0.4,10,closest,FSlin,ROPE,0.07,True,False,True,ID,-6.152,0.236,-0.294,0.199
2,0.4,10,closest,FSlin,ROPE,0.07,True,False,True,LS,-2.51,0.168,-0.274,0.193
0,0.4,10,closest,FSlin,ROPE,0.07,True,False,False,LT,-4.543,0.207,0.141,0.159
1,0.4,10,closest,FSlin,ROPE,0.07,True,False,False,ID,-8.016,0.262,0.718,0.092
2,0.4,10,closest,FSlin,ROPE,0.07,True,False,False,LS,-5.868,0.231,0.439,0.129
0,0.4,10,closest,FSlin,ROPE,0.07,False,True,True,LT,-3.232,0.178,-0.816,0.232
1,0.4,10,closest,FSlin,ROPE,0.07,False,True,True,ID,-5.368,0.224,0.046,0.169
2,0.4,10,closest,FSlin,ROPE,0.07,False,True,True,LS,-2.464,0.164,-0.122,0.182
0,0.4,10,closest,FSlin,ROPE,0.07,False,True,False,LT,-4.306,0.199,0.177,0.155
1,0.4,10,closest,FSlin,ROPE,0.07,False,True,False,ID,-7.346,0.25,0.852,0.065
2,0.4,10,closest,FSlin,ROPE,0.07,False,True,False,LS,-5.816,0.222,0.48,0.127
0,0.4,10,closest,FSlin,ROPE,0.07,False,False,True,LT,-2.665,0.167,-0.908,0.238
1,0.4,10,closest,FSlin,ROPE,0.07,False,False,True,ID,-4.536,0.207,0.062,0.168
2,0.4,10,closest,FSlin,ROPE,0.07,False,False,True,LS,-2.001,0.151,-0.234,0.19
0,0.4,10,closest,FSlin,ROPE,0.07,False,False,False,LT,-4.167,0.204,0.233,0.147
1,0.4,10,closest,FSlin,ROPE,0.07,False,False,False,ID,-8.165,0.263,0.837,0.068
2,0.4,10,closest,FSlin,ROPE,0.07,False,False,False,LS,-5.72,0.23,0.538,0.114
0,0.4,10,closest,FSlin,ROPE,0.2,True,True,True,LT,-2.811,0.169,-0.758,0.231
1,0.4,10,closest,FSlin,ROPE,0.2,True,True,True,ID,-4.979,0.213,0.042,0.169
2,0.4,10,closest,FSlin,ROPE,0.2,True,True,True,LS,-2.08,0.151,-0.071,0.18
0,0.4,10,closest,FSlin,ROPE,0.2,True,True,False,LT,-4.122,0.194,0.09,0.164
1,0.4,10,closest,FSlin,ROPE,0.2,True,True,False,ID,-7.575,0.257,0.728,0.091
2,0.4,10,closest,FSlin,ROPE,0.2,True,True,False,LS,-5.424,0.22,0.42,0.129
0,0.4,10,closest,FSlin,ROPE,0.2,True,False,True,LT,-2.806,0.175,-0.724,0.224
1,0.4,10,closest,FSlin,ROPE,0.2,True,False,True,ID,-5.934,0.235,-0.152,0.183
2,0.4,10,closest,FSlin,ROPE,0.2,True,False,True,LS,-2.164,0.156,-0.012,0.173
0,0.4,10,closest,FSlin,ROPE,0.2,True,False,False,LT,-4.304,0.204,0.3,0.147
1,0.4,10,closest,FSlin,ROPE,0.2,True,False,False,ID,-8.22,0.262,0.758,0.084
2,0.4,10,closest,FSlin,ROPE,0.2,True,False,False,LS,-5.917,0.23,0.549,0.114
0,0.4,10,closest,FSlin,ROPE,0.2,False,True,True,LT,-2.534,0.164,-0.725,0.224
1,0.4,10,closest,FSlin,ROPE,0.2,False,True,True,ID,-5.093,0.216,0.008,0.172
2,0.4,10,closest,FSlin,ROPE,0.2,False,True,True,LS,-1.968,0.15,-0.04,0.175
0,0.4,10,closest,FSlin,ROPE,0.2,False,True,False,LT,-4.167,0.194,0.388,0.137
1,0.4,10,closest,FSlin,ROPE,0.2,False,True,False,ID,-8.065,0.256,0.826,0.075
2,0.4,10,closest,FSlin,ROPE,0.2,False,True,False,LS,-5.802,0.223,0.608,0.108
0,0.4,10,closest,FSlin,ROPE,0.2,False,False,True,LT,-2.724,0.167,-0.772,0.225
1,0.4,10,closest,FSlin,ROPE,0.2,False,False,True,ID,-5.61,0.228,0.037,0.166
2,0.4,10,closest,FSlin,ROPE,0.2,False,False,True,LS,-2.221,0.158,-0.08,0.177
0,0.4,10,closest,FSlin,ROPE,0.2,False,False,False,LT,-3.97,0.195,0.156,0.159
1,0.4,10,closest,FSlin,ROPE,0.2,False,False,False,ID,-7.178,0.249,0.786,0.078
2,0.4,10,closest,FSlin,ROPE,0.2,False,False,False,LS,-5.308,0.218,0.479,0.126
0,0.4,20,mean,FSeq,Gauss-Newton,0.01,True,True,True,LT,-7.228,0.248,-1.588,0.302
1,0.4,20,mean,FSeq,Gauss-Newton,0.01,True,True,True,ID,-9.293,0.282,-2.054,0.326
2,0.4,20,mean,FSeq,Gauss-Newton,0.01,True,True,True,LS,-7.32,0.249,-1.668,0.306
0,0.4,20,mean,FSeq,Gauss-Newton,0.01,True,True,False,LT,-7.228,0.248,-1.588,0.302
1,0.4,20,mean,FSeq,Gauss-Newton,0.01,True,True,False,ID,-9.293,0.282,-2.054,0.326
2,0.4,20,mean,FSeq,Gauss-Newton,0.01,True,True,False,LS,-7.32,0.249,-1.668,0.306
0,0.4,20,mean,FSeq,Gauss-Newton,0.01,True,False,True,LT,-7.228,0.248,-1.588,0.302
1,0.4,20,mean,FSeq,Gauss-Newton,0.01,True,False,True,ID,-9.293,0.282,-2.054,0.326
2,0.4,20,mean,FSeq,Gauss-Newton,0.01,True,False,True,LS,-7.32,0.249,-1.668,0.306
0,0.4,20,mean,FSeq,Gauss-Newton,0.01,True,False,False,LT,-7.228,0.248,-1.588,0.302
1,0.4,20,mean,FSeq,Gauss-Newton,0.01,True,False,False,ID,-9.293,0.282,-2.054,0.326
2,0.4,20,mean,FSeq,Gauss-Newton,0.01,True,False,False,LS,-7.32,0.249,-1.668,0.306
0,0.4,20,mean,FSeq,Gauss-Newton,0.01,False,True,True,LT,-6.916,0.24,-2.12,0.322
1,0.4,20,mean,FSeq,Gauss-Newton,0.01,False,True,True,ID,-11.458,0.301,-2.72,0.368
2,0.4,20,mean,FSeq,Gauss-Newton,0.01,False,True,True,LS,-8.358,0.262,-2.338,0.338
0,0.4,20,mean,FSeq,Gauss-Newton,0.01,False,True,False,LT,-6.916,0.24,-2.12,0.322
1,0.4,20,mean,FSeq,Gauss-Newton,0.01,False,True,False,ID,-11.458,0.301,-2.72,0.368
2,0.4,20,mean,FSeq,Gauss-Newton,0.01,False,True,False,LS,-8.358,0.262,-2.338,0.338
0,0.4,20,mean,FSeq,Gauss-Newton,0.01,False,False,True,LT,-6.916,0.24,-2.12,0.322
1,0.4,20,mean,FSeq,Gauss-Newton,0.01,False,False,True,ID,-11.458,0.301,-2.72,0.368
2,0.4,20,mean,FSeq,Gauss-Newton,0.01,False,False,True,LS,-8.358,0.262,-2.338,0.338
0,0.4,20,mean,FSeq,Gauss-Newton,0.01,False,False,False,LT,-6.916,0.24,-2.12,0.322
1,0.4,20,mean,FSeq,Gauss-Newton,0.01,False,False,False,ID,-11.458,0.301,-2.72,0.368
2,0.4,20,mean,FSeq,Gauss-Newton,0.01,False,False,False,LS,-8.358,0.262,-2.338,0.338
0,0.4,20,mean,FSeq,Gauss-Newton,0.07,True,True,True,LT,-7.467,0.251,-1.517,0.298
1,0.4,20,mean,FSeq,Gauss-Newton,0.07,True,True,True,ID,-9.403,0.28,-1.838,0.328
2,0.4,20,mean,FSeq,Gauss-Newton,0.07,True,True,True,LS,-7.113,0.248,-1.57,0.302
0,0.4,20,mean,FSeq,Gauss-Newton,0.07,True,True,False,LT,-7.467,0.251,-1.517,0.298
1,0.4,20,mean,FSeq,Gauss-Newton,0.07,True,True,False,ID,-9.403,0.28,-1.838,0.328
2,0.4,20,mean,FSeq,Gauss-Newton,0.07,True,True,False,LS,-7.113,0.248,-1.57,0.302
0,0.4,20,mean,FSeq,Gauss-Newton,0.07,True,False,True,LT,-7.467,0.251,-1.517,0.298
1,0.4,20,mean,FSeq,Gauss-Newton,0.07,True,False,True,ID,-9.403,0.28,-1.838,0.328
2,0.4,20,mean,FSeq,Gauss-Newton,0.07,True,False,True,LS,-7.113,0.248,-1.57,0.302
0,0.4,20,mean,FSeq,Gauss-Newton,0.07,True,False,False,LT,-7.467,0.251,-1.517,0.298
1,0.4,20,mean,FSeq,Gauss-Newton,0.07,True,False,False,ID,-9.403,0.28,-1.838,0.328
2,0.4,20,mean,FSeq,Gauss-Newton,0.07,True,False,False,LS,-7.113,0.248,-1.57,0.302
0,0.4,20,mean,FSeq,Gauss-Newton,0.07,False,True,True,LT,-5.666,0.225,-1.43,0.29
1,0.4,20,mean,FSeq,Gauss-Newton,0.07,False,True,True,ID,-8.74,0.268,-1.95,0.324
2,0.4,20,mean,FSeq,Gauss-Newton,0.07,False,True,True,LS,-6.197,0.232,-1.596,0.3
0,0.4,20,mean,FSeq,Gauss-Newton,0.07,False,True,False,LT,-5.666,0.225,-1.43,0.29
1,0.4,20,mean,FSeq,Gauss-Newton,0.07,False,True,False,ID,-8.74,0.268,-1.95,0.324
2,0.4,20,mean,FSeq,Gauss-Newton,0.07,False,True,False,LS,-6.197,0.232,-1.596,0.3
0,0.4,20,mean,FSeq,Gauss-Newton,0.07,False,False,True,LT,-5.666,0.225,-1.43,0.29
1,0.4,20,mean,FSeq,Gauss-Newton,0.07,False,False,True,ID,-8.74,0.268,-1.95,0.324
2,0.4,20,mean,FSeq,Gauss-Newton,0.07,False,False,True,LS,-6.197,0.232,-1.596,0.3
0,0.4,20,mean,FSeq,Gauss-Newton,0.07,False,False,False,LT,-5.666,0.225,-1.43,0.29
1,0.4,20,mean,FSeq,Gauss-Newton,0.07,False,False,False,ID,-8.74,0.268,-1.95,0.324
2,0.4,20,mean,FSeq,Gauss-Newton,0.07,False,False,False,LS,-6.197,0.232,-1.596,0.3
0,0.4,20,mean,FSeq,Gauss-Newton,0.2,True,True,True,LT,-7.377,0.25,-1.446,0.3
1,0.4,20,mean,FSeq,Gauss-Newton,0.2,True,True,True,ID,-9.366,0.278,-1.789,0.326
2,0.4,20,mean,FSeq,Gauss-Newton,0.2,True,True,True,LS,-7.105,0.248,-1.539,0.304
0,0.4,20,mean,FSeq,Gauss-Newton,0.2,True,True,False,LT,-7.377,0.25,-1.446,0.3
1,0.4,20,mean,FSeq,Gauss-Newton,0.2,True,True,False,ID,-9.366,0.278,-1.789,0.326
2,0.4,20,mean,FSeq,Gauss-Newton,0.2,True,True,False,LS,-7.105,0.248,-1.539,0.304
0,0.4,20,mean,FSeq,Gauss-Newton,0.2,True,False,True,LT,-7.377,0.25,-1.446,0.3
1,0.4,20,mean,FSeq,Gauss-Newton,0.2,True,False,True,ID,-9.366,0.278,-1.789,0.326
2,0.4,20,mean,FSeq,Gauss-Newton,0.2,True,False,True,LS,-7.105,0.248,-1.539,0.304
0,0.4,20,mean,FSeq,Gauss-Newton,0.2,True,False,False,LT,-7.377,0.25,-1.446,0.3
1,0.4,20,mean,FSeq,Gauss-Newton,0.2,True,False,False,ID,-9.366,0.278,-1.789,0.326
2,0.4,20,mean,FSeq,Gauss-Newton,0.2,True,False,False,LS,-7.105,0.248,-1.539,0.304
0,0.4,20,mean,FSeq,Gauss-Newton,0.2,False,True,True,LT,-5.7,0.225,-1.34,0.285
1,0.4,20,mean,FSeq,Gauss-Newton,0.2,False,True,True,ID,-8.635,0.264,-1.786,0.318
2,0.4,20,mean,FSeq,Gauss-Newton,0.2,False,True,True,LS,-6.082,0.232,-1.473,0.294
0,0.4,20,mean,FSeq,Gauss-Newton,0.2,False,True,False,LT,-5.7,0.225,-1.34,0.285
1,0.4,20,mean,FSeq,Gauss-Newton,0.2,False,True,False,ID,-8.635,0.264,-1.786,0.318
2,0.4,20,mean,FSeq,Gauss-Newton,0.2,False,True,False,LS,-6.082,0.232,-1.473,0.294
0,0.4,20,mean,FSeq,Gauss-Newton,0.2,False,False,True,LT,-5.7,0.225,-1.34,0.285
1,0.4,20,mean,FSeq,Gauss-Newton,0.2,False,False,True,ID,-8.635,0.264,-1.786,0.318
2,0.4,20,mean,FSeq,Gauss-Newton,0.2,False,False,True,LS,-6.082,0.232,-1.473,0.294
0,0.4,20,mean,FSeq,Gauss-Newton,0.2,False,False,False,LT,-5.7,0.225,-1.34,0.285
1,0.4,20,mean,FSeq,Gauss-Newton,0.2,False,False,False,ID,-8.635,0.264,-1.786,0.318
2,0.4,20,mean,FSeq,Gauss-Newton,0.2,False,False,False,LS,-6.082,0.232,-1.473,0.294
0,0.4,20,mean,FSeq,ROPE,0.01,True,True,True,LT,-2.859,0.173,-0.662,0.245
1,0.4,20,mean,FSeq,ROPE,0.01,True,True,True,ID,-4.358,0.208,-0.818,0.262
2,0.4,20,mean,FSeq,ROPE,0.01,True,True,True,LS,-1.756,0.146,-0.543,0.235
0,0.4,20,mean,FSeq,ROPE,0.01,True,True,False,LT,-4.86,0.212,-1.292,0.285
1,0.4,20,mean,FSeq,ROPE,0.01,True,True,False,ID,-8.667,0.268,-1.876,0.333
2,0.4,20,mean,FSeq,ROPE,0.01,True,True,False,LS,-6.002,0.232,-1.582,0.301
0,0.4,20,mean,FSeq,ROPE,0.01,True,False,True,LT,-3.057,0.171,-0.724,0.254
1,0.4,20,mean,FSeq,ROPE,0.01,True,False,True,ID,-4.908,0.214,-0.941,0.272
2,0.4,20,mean,FSeq,ROPE,0.01,True,False,True,LS,-2.114,0.148,-0.581,0.24
0,0.4,20,mean,FSeq,ROPE,0.01,True,False,False,LT,-4.38,0.208,-1.318,0.28
1,0.4,20,mean,FSeq,ROPE,0.01,True,False,False,ID,-8.258,0.266,-1.819,0.318
2,0.4,20,mean,FSeq,ROPE,0.01,True,False,False,LS,-5.858,0.23,-1.581,0.294
0,0.4,20,mean,FSeq,ROPE,0.01,False,True,True,LT,-1.724,0.146,-0.442,0.232
1,0.4,20,mean,FSeq,ROPE,0.01,False,True,True,ID,-4.193,0.192,-0.742,0.258
2,0.4,20,mean,FSeq,ROPE,0.01,False,True,True,LS,-1.234,0.134,-0.464,0.234
0,0.4,20,mean,FSeq,ROPE,0.01,False,True,False,LT,-4.468,0.202,-1.414,0.284
1,0.4,20,mean,FSeq,ROPE,0.01,False,True,False,ID,-7.486,0.25,-1.816,0.316
2,0.4,20,mean,FSeq,ROPE,0.01,False,True,False,LS,-6.097,0.228,-1.744,0.307
0,0.4,20,mean,FSeq,ROPE,0.01,False,False,True,LT,-2.276,0.158,-0.598,0.244
1,0.4,20,mean,FSeq,ROPE,0.01,False,False,True,ID,-3.807,0.19,-0.792,0.259
2,0.4,20,mean,FSeq,ROPE,0.01,False,False,True,LS,-1.622,0.138,-0.527,0.236
0,0.4,20,mean,FSeq,ROPE,0.01,False,False,False,LT,-3.822,0.19,-1.296,0.27
1,0.4,20,mean,FSeq,ROPE,0.01,False,False,False,ID,-6.754,0.236,-1.637,0.314
2,0.4,20,mean,FSeq,ROPE,0.01,False,False,False,LS,-5.475,0.216,-1.592,0.295
0,0.4,20,mean,FSeq,ROPE,0.07,True,True,True,LT,-3.397,0.188,-0.708,0.253
1,0.4,20,mean,FSeq,ROPE,0.07,True,True,True,ID,-5.513,0.229,-0.948,0.268
2,0.4,20,mean,FSeq,ROPE,0.07,True,True,True,LS,-2.298,0.162,-0.559,0.241
0,0.4,20,mean,FSeq,ROPE,0.07,True,True,False,LT,-4.332,0.198,-1.195,0.282
1,0.4,20,mean,FSeq,ROPE,0.07,True,True,False,ID,-7.6,0.26,-1.822,0.314
2,0.4,20,mean,FSeq,ROPE,0.07,True,True,False,LS,-5.768,0.223,-1.453,0.298
0,0.4,20,mean,FSeq,ROPE,0.07,True,False,True,LT,-2.641,0.166,-0.788,0.26
1,0.4,20,mean,FSeq,ROPE,0.07,True,False,True,ID,-4.768,0.21,-1.072,0.275
2,0.4,20,mean,FSeq,ROPE,0.07,True,False,True,LS,-1.819,0.148,-0.71,0.25
0,0.4,20,mean,FSeq,ROPE,0.07,True,False,False,LT,-4.476,0.199,-1.294,0.282
1,0.4,20,mean,FSeq,ROPE,0.07,True,False,False,ID,-7.632,0.251,-1.762,0.318
2,0.4,20,mean,FSeq,ROPE,0.07,True,False,False,LS,-5.656,0.222,-1.58,0.294
