,cl,percent,Forward_Model,Minimization_Method,Alpha,remove_coil,start_avg,constrain,Det,R2,RMSE,0R2,0RMSE
2,0.3,20,FSeq,Gauss-Newton,0.2,False,False,False,LS,-6.416,0.236,0.499,0.123
0,0.3,20,FSeq,ROPE,0.01,True,True,True,LT,-2.863,0.172,-0.781,0.231
1,0.3,20,FSeq,ROPE,0.01,True,True,True,ID,-5.108,0.218,-0.005,0.17
2,0.3,20,FSeq,ROPE,0.01,True,True,True,LS,-2.092,0.155,-0.134,0.182
0,0.3,20,FSeq,ROPE,0.01,True,True,False,LT,-5.35,0.224,0.14,0.164
1,0.3,20,FSeq,ROPE,0.01,True,True,False,ID,-8.683,0.268,0.766,0.083
2,0.3,20,FSeq,ROPE,0.01,True,True,False,LS,-6.59,0.244,0.439,0.132
0,0.3,20,FSeq,ROPE,0.01,True,False,True,LT,-2.608,0.166,-0.986,0.238
1,0.3,20,FSeq,ROPE,0.01,True,False,True,ID,-4.597,0.21,-0.067,0.18
2,0.3,20,FSeq,ROPE,0.01,True,False,True,LS,-1.83,0.147,-0.244,0.192
0,0.3,20,FSeq,ROPE,0.01,True,False,False,LT,-5.946,0.228,0.12,0.163
1,0.3,20,FSeq,ROPE,0.01,True,False,False,ID,-9.36,0.278,0.587,0.113
2,0.3,20,FSeq,ROPE,0.01,True,False,False,LS,-7.428,0.25,0.364,0.138
0,0.3,20,FSeq,ROPE,0.01,False,True,True,LT,-1.356,0.135,-0.852,0.232
1,0.3,20,FSeq,ROPE,0.01,False,True,True,ID,-3.39,0.186,0.055,0.166
2,0.3,20,FSeq,ROPE,0.01,False,True,True,LS,-1.25,0.13,-0.264,0.192
0,0.3,20,FSeq,ROPE,0.01,False,True,False,LT,-4.546,0.205,0.169,0.16
1,0.3,20,FSeq,ROPE,0.01,False,True,False,ID,-8.108,0.256,0.812,0.076
2,0.3,20,FSeq,ROPE,0.01,False,True,False,LS,-6.498,0.235,0.426,0.137
0,0.3,20,FSeq,ROPE,0.01,False,False,True,LT,-1.512,0.138,-0.837,0.232
1,0.3,20,FSeq,ROPE,0.01,False,False,True,ID,-3.634,0.19,0.056,0.169
2,0.3,20,FSeq,ROPE,0.01,False,False,True,LS,-1.012,0.122,-0.192,0.188
0,0.3,20,FSeq,ROPE,0.01,False,False,False,LT,-4.599,0.202,0.21,0.154
1,0.3,20,FSeq,ROPE,0.01,False,False,False,ID,-8.068,0.256,0.832,0.07
2,0.3,20,FSeq,ROPE,0.01,False,False,False,LS,-6.312,0.231,0.46,0.128
0,0.3,20,FSeq,ROPE,0.07,True,True,True,LT,-2.765,0.17,-1.007,0.24
1,0.3,20,FSeq,ROPE,0.07,True,True,True,ID,-4.773,0.212,-0.056,0.174
2,0.3,20,FSeq,ROPE,0.07,True,True,True,LS,-1.996,0.151,-0.235,0.187
0,0.3,20,FSeq,ROPE,0.07,True,True,False,LT,-4.8,0.216,0.136,0.163
1,0.3,20,FSeq,ROPE,0.07,True,True,False,ID,-8.214,0.262,0.791,0.078
2,0.3,20,FSeq,ROPE,0.07,True,True,False,LS,-6.173,0.238,0.472,0.128
0,0.3,20,FSeq,ROPE,0.07,True,False,True,LT,-2.99,0.17,-0.764,0.224
1,0.3,20,FSeq,ROPE,0.07,True,False,True,ID,-5.143,0.22,0.012,0.171
2,0.3,20,FSeq,ROPE,0.07,True,False,True,LS,-2.249,0.159,-0.078,0.181
0,0.3,20,FSeq,ROPE,0.07,True,False,False,LT,-4.453,0.208,0.106,0.16
1,0.3,20,FSeq,ROPE,0.07,True,False,False,ID,-7.754,0.262,0.706,0.097
2,0.3,20,FSeq,ROPE,0.07,True,False,False,LS,-5.773,0.23,0.458,0.126
0,0.3,20,FSeq,ROPE,0.07,False,True,True,LT,-2.388,0.161,-0.799,0.232
1,0.3,20,FSeq,ROPE,0.07,False,True,True,ID,-4.69,0.206,0.071,0.166
2,0.3,20,FSeq,ROPE,0.07,False,True,True,LS,-1.788,0.145,-0.107,0.182
0,0.3,20,FSeq,ROPE,0.07,False,True,False,LT,-3.902,0.192,0.08,0.164
1,0.3,20,FSeq,ROPE,0.07,False,True,False,ID,-6.987,0.246,0.774,0.081
2,0.3,20,FSeq,ROPE,0.07,False,True,False,LS,-5.24,0.216,0.424,0.131
0,0.3,20,FSeq,ROPE,0.07,False,False,True,LT,-2.9,0.171,-0.946,0.242
1,0.3,20,FSeq,ROPE,0.07,False,False,True,ID,-5.288,0.224,-0.088,0.18
2,0.3,20,FSeq,ROPE,0.07,False,False,True,LS,-2.183,0.156,-0.252,0.194
0,0.3,20,FSeq,ROPE,0.07,False,False,False,LT,-4.23,0.203,0.292,0.142
1,0.3,20,FSeq,ROPE,0.07,False,False,False,ID,-7.883,0.256,0.816,0.076
2,0.3,20,FSeq,ROPE,0.07,False,False,False,LS,-5.838,0.226,0.542,0.114
0,0.3,20,FSeq,ROPE,0.2,True,True,True,LT,-2.726,0.17,-1.108,0.249
1,0.3,20,FSeq,ROPE,0.2,True,True,True,ID,-4.862,0.212,-0.239,0.191
2,0.3,20,FSeq,ROPE,0.2,True,True,True,LS,-1.7,0.142,-0.333,0.2
0,0.3,20,FSeq,ROPE,0.2,True,True,False,LT,-4.086,0.199,0.249,0.149
1,0.3,20,FSeq,ROPE,0.2,True,True,False,ID,-7.827,0.26,0.723,0.086
2,0.3,20,FSeq,ROPE,0.2,True,True,False,LS,-5.562,0.222,0.542,0.114
0,0.3,20,FSeq,ROPE,0.2,True,False,True,LT,-2.422,0.158,-0.819,0.231
1,0.3,20,FSeq,ROPE,0.2,True,False,True,ID,-5.256,0.213,-0.214,0.186
2,0.3,20,FSeq,ROPE,0.2,True,False,True,LS,-1.541,0.142,-0.136,0.185
0,0.3,20,FSeq,ROPE,0.2,True,False,False,LT,-4.384,0.207,0.144,0.158
1,0.3,20,FSeq,ROPE,0.2,True,False,False,ID,-8.199,0.259,0.748,0.085
2,0.3,20,FSeq,ROPE,0.2,True,False,False,LS,-5.74,0.228,0.484,0.124
0,0.3,20,FSeq,ROPE,0.2,False,True,True,LT,-2.837,0.174,-0.863,0.231
1,0.3,20,FSeq,ROPE,0.2,False,True,True,ID,-5.274,0.222,-0.117,0.182
2,0.3,20,FSeq,ROPE,0.2,False,True,True,LS,-2.058,0.154,-0.148,0.18
0,0.3,20,FSeq,ROPE,0.2,False,True,False,LT,-3.816,0.194,0.283,0.144
1,0.3,20,FSeq,ROPE,0.2,False,True,False,ID,-7.587,0.258,0.814,0.072
2,0.3,20,FSeq,ROPE,0.2,False,True,False,LS,-5.414,0.22,0.571,0.112
0,0.3,20,FSeq,ROPE,0.2,False,False,True,LT,-3.001,0.172,-1.049,0.243
1,0.3,20,FSeq,ROPE,0.2,False,False,True,ID,-5.412,0.222,-0.207,0.19
2,0.3,20,FSeq,ROPE,0.2,False,False,True,LS,-2.011,0.152,-0.282,0.193
0,0.3,20,FSeq,ROPE,0.2,False,False,False,LT,-4.032,0.194,0.201,0.151
1,0.3,20,FSeq,ROPE,0.2,False,False,False,ID,-7.572,0.252,0.785,0.078
2,0.3,20,FSeq,ROPE,0.2,False,False,False,LS,-4.956,0.218,0.569,0.112
0,0.3,20,CS,Gauss-Newton,0.01,True,True,True,LT,-7.1,0.244,0.128,0.162
1,0.3,20,CS,Gauss-Newton,0.01,True,True,True,ID,-9.272,0.282,0.929,0.046
2,0.3,20,CS,Gauss-Newton,0.01,True,True,True,LS,-7.762,0.252,0.318,0.144
0,0.3,20,CS,Gauss-Newton,0.01,True,True,False,LT,-7.1,0.244,0.128,0.162
1,0.3,20,CS,Gauss-Newton,0.01,True,True,False,ID,-9.272,0.282,0.929,0.046
2,0.3,20,CS,Gauss-Newton,0.01,True,True,False,LS,-7.762,0.252,0.318,0.144
0,0.3,20,CS,Gauss-Newton,0.01,True,False,True,LT,-7.1,0.244,0.128,0.162
1,0.3,20,CS,Gauss-Newton,0.01,True,False,True,ID,-9.272,0.282,0.929,0.046
2,0.3,20,CS,Gauss-Newton,0.01,True,False,True,LS,-7.762,0.252,0.318,0.144
0,0.3,20,CS,Gauss-Newton,0.01,True,False,False,LT,-7.1,0.244,0.128,0.162
1,0.3,20,CS,Gauss-Newton,0.01,True,False,False,ID,-9.272,0.282,0.929,0.046
2,0.3,20,CS,Gauss-Newton,0.01,True,False,False,LS,-7.762,0.252,0.318,0.144
0,0.3,20,CS,Gauss-Newton,0.01,False,True,True,LT,-5.177,0.21,-0.027,0.176
1,0.3,20,CS,Gauss-Newton,0.01,False,True,True,ID,-7.844,0.252,0.653,0.098
2,0.3,20,CS,Gauss-Newton,0.01,False,True,True,LS,-6.693,0.233,0.132,0.161
0,0.3,20,CS,Gauss-Newton,0.01,False,True,False,LT,-5.177,0.21,-0.027,0.176
1,0.3,20,CS,Gauss-Newton,0.01,False,True,False,ID,-7.844,0.252,0.653,0.098
2,0.3,20,CS,Gauss-Newton,0.01,False,True,False,LS,-6.693,0.233,0.132,0.161
0,0.3,20,CS,Gauss-Newton,0.01,False,False,True,LT,-5.177,0.21,-0.027,0.176
1,0.3,20,CS,Gauss-Newton,0.01,False,False,True,ID,-7.844,0.252,0.653,0.098
2,0.3,20,CS,Gauss-Newton,0.01,False,False,True,LS,-6.693,0.233,0.132,0.161
0,0.3,20,CS,Gauss-Newton,0.01,False,False,False,LT,-5.177,0.21,-0.027,0.176
1,0.3,20,CS,Gauss-Newton,0.01,False,False,False,ID,-7.844,0.252,0.653,0.098
2,0.3,20,CS,Gauss-Newton,0.01,False,False,False,LS,-6.693,0.233,0.132,0.161
0,0.3,20,CS,Gauss-Newton,0.07,True,True,True,LT,-7.212,0.248,0.116,0.163
1,0.3,20,CS,Gauss-Newton,0.07,True,True,True,ID,-9.186,0.279,0.91,0.052
2,0.3,20,CS,Gauss-Newton,0.07,True,True,True,LS,-7.079,0.248,0.406,0.132
0,0.3,20,CS,Gauss-Newton,0.07,True,True,False,LT,-7.212,0.248,0.116,0.163
1,0.3,20,CS,Gauss-Newton,0.07,True,True,False,ID,-9.186,0.279,0.91,0.052
2,0.3,20,CS,Gauss-Newton,0.07,True,True,False,LS,-7.079,0.248,0.406,0.132
0,0.3,20,CS,Gauss-Newton,0.07,True,False,True,LT,-7.212,0.248,0.116,0.163
1,0.3,20,CS,Gauss-Newton,0.07,True,False,True,ID,-9.186,0.279,0.91,0.052
2,0.3,20,CS,Gauss-Newton,0.07,True,False,True,LS,-7.079,0.248,0.406,0.132
0,0.3,20,CS,Gauss-Newton,0.07,True,False,False,LT,-7.212,0.248,0.116,0.163
1,0.3,20,CS,Gauss-Newton,0.07,True,False,False,ID,-9.186,0.279,0.91,0.052
2,0.3,20,CS,Gauss-Newton,0.07,True,False,False,LS,-7.079,0.248,0.406,0.132
0,0.3,20,CS,Gauss-Newton,0.07,False,True,True,LT,-5.304,0.214,0.166,0.161
1,0.3,20,CS,Gauss-Newton,0.07,False,True,True,ID,-7.792,0.253,0.956,0.034
2,0.3,20,CS,Gauss-Newton,0.07,False,True,True,LS,-5.994,0.23,0.432,0.132
0,0.3,20,CS,Gauss-Newton,0.07,False,True,False,LT,-5.304,0.214,0.166,0.161
1,0.3,20,CS,Gauss-Newton,0.07,False,True,False,ID,-7.792,0.253,0.956,0.034
2,0.3,20,CS,Gauss-Newton,0.07,False,True,False,LS,-5.994,0.23,0.432,0.132
0,0.3,20,CS,Gauss-Newton,0.07,False,False,True,LT,-5.304,0.214,0.166,0.161
1,0.3,20,CS,Gauss-Newton,0.07,False,False,True,ID,-7.792,0.253,0.956,0.034
2,0.3,20,CS,Gauss-Newton,0.07,False,False,True,LS,-5.994,0.23,0.432,0.132
0,0.3,20,CS,Gauss-Newton,0.07,False,False,False,LT,-5.304,0.214,0.166,0.161
1,0.3,20,CS,Gauss-Newton,0.07,False,False,False,ID,-7.792,0.253,0.956,0.034
2,0.3,20,CS,Gauss-Newton,0.07,False,False,False,LS,-5.994,0.23,0.432,0.132
0,0.3,20,CS,Gauss-Newton,0.2,True,True,True,LT,-7.082,0.242,0.126,0.163
1,0.3,20,CS,Gauss-Newton,0.2,True,True,True,ID,-9.281,0.279,0.88,0.06
2,0.3,20,CS,Gauss-Newton,0.2,True,True,True,LS,-7.138,0.249,0.428,0.13
0,0.3,20,CS,Gauss-Newton,0.2,True,True,False,LT,-7.082,0.242,0.126,0.163
1,0.3,20,CS,Gauss-Newton,0.2,True,True,False,ID,-9.281,0.279,0.88,0.06
2,0.3,20,CS,Gauss-Newton,0.2,True,True,False,LS,-7.138,0.249,0.428,0.13
0,0.3,20,CS,Gauss-Newton,0.2,True,False,True,LT,-7.082,0.242,0.126,0.163
1,0.3,20,CS,Gauss-Newton,0.2,True,False,True,ID,-9.281,0.279,0.88,0.06
2,0.3,20,CS,Gauss-Newton,0.2,True,False,True,LS,-7.138,0.249,0.428,0.13
0,0.3,20,CS,Gauss-Newton,0.2,True,False,False,LT,-7.082,0.242,0.126,0.163
1,0.3,20,CS,Gauss-Newton,0.2,True,False,False,ID,-9.281,0.279,0.88,0.06
2,0.3,20,CS,Gauss-Newton,0.2,True,False,False,LS,-7.138,0.249,0.428,0.13
0,0.3,20,CS,Gauss-Newton,0.2,False,True,True,LT,-5.496,0.216,0.162,0.162
1,0.3,20,CS,Gauss-Newton,0.2,False,True,True,ID,-7.97,0.255,0.92,0.048
2,0.3,20,CS,Gauss-Newton,0.2,False,True,True,LS,-5.908,0.231,0.464,0.128
0,0.3,20,CS,Gauss-Newton,0.2,False,True,False,LT,-5.496,0.216,0.162,0.162
1,0.3,20,CS,Gauss-Newton,0.2,False,True,False,ID,-7.97,0.255,0.92,0.048
2,0.3,20,CS,Gauss-Newton,0.2,False,True,False,LS,-5.908,0.231,0.464,0.128
0,0.3,20,CS,Gauss-Newton,0.2,False,False,True,LT,-5.496,0.216,0.162,0.162
1,0.3,20,CS,Gauss-Newton,0.2,False,False,True,ID,-7.97,0.255,0.92,0.048
2,0.3,20,CS,Gauss-Newton,0.2,False,False,True,LS,-5.908,0.231,0.464,0.128
0,0.3,20,CS,Gauss-Newton,0.2,False,False,False,LT,-5.496,0.216,0.162,0.162
1,0.3,20,CS,Gauss-Newton,0.2,False,False,False,ID,-7.97,0.255,0.92,0.048
2,0.3,20,CS,Gauss-Newton,0.2,False,False,False,LS,-5.908,0.231,0.464,0.128
0,0.3,20,CS,ROPE,0.01,True,True,True,LT,-2.858,0.17,-1.162,0.247
1,0.3,20,CS,ROPE,0.01,True,True,True,ID,-4.8,0.21,-0.131,0.183
2,0.3,20,CS,ROPE,0.01,True,True,True,LS,-1.89,0.151,-0.414,0.2
0,0.3,20,CS,ROPE,0.01,True,True,False,LT,-4.524,0.21,0.476,0.124
1,0.3,20,CS,ROPE,0.01,True,True,False,ID,-8.578,0.272,0.85,0.067
2,0.3,20,CS,ROPE,0.01,True,True,False,LS,-6.376,0.233,0.71,0.095
0,0.3,20,CS,ROPE,0.01,True,False,True,LT,-3.05,0.174,-0.826,0.235
1,0.3,20,CS,ROPE,0.01,True,False,True,ID,-5.538,0.222,-0.048,0.178
2,0.3,20,CS,ROPE,0.01,True,False,True,LS,-2.288,0.156,-0.11,0.184
0,0.3,20,CS,ROPE,0.01,True,False,False,LT,-4.974,0.217,0.23,0.152
1,0.3,20,CS,ROPE,0.01,True,False,False,ID,-8.262,0.267,0.849,0.065
2,0.3,20,CS,ROPE,0.01,True,False,False,LS,-6.413,0.238,0.492,0.123
0,0.3,20,CS,ROPE,0.01,False,True,True,LT,-1.789,0.144,-0.694,0.224
1,0.3,20,CS,ROPE,0.01,False,True,True,ID,-4.194,0.201,0.145,0.158
2,0.3,20,CS,ROPE,0.01,False,True,True,LS,-1.502,0.138,-0.053,0.178
0,0.3,20,CS,ROPE,0.01,False,True,False,LT,-4.398,0.203,0.372,0.126
1,0.3,20,CS,ROPE,0.01,False,True,False,ID,-8.084,0.258,0.806,0.076
2,0.3,20,CS,ROPE,0.01,False,True,False,LS,-5.988,0.228,0.621,0.1
0,0.3,20,CS,ROPE,0.01,False,False,True,LT,-2.034,0.154,-0.951,0.236
1,0.3,20,CS,ROPE,0.01,False,False,True,ID,-4.572,0.2,-0.134,0.182
2,0.3,20,CS,ROPE,0.01,False,False,True,LS,-1.535,0.137,-0.276,0.191
0,0.3,20,CS,ROPE,0.01,False,False,False,LT,-4.838,0.21,0.048,0.169
1,0.3,20,CS,ROPE,0.01,False,False,False,ID,-7.8,0.253,0.806,0.076
2,0.3,20,CS,ROPE,0.01,False,False,False,LS,-6.246,0.232,0.31,0.14
0,0.3,20,CS,ROPE,0.07,True,True,True,LT,-3.67,0.186,-1.173,0.251
1,0.3,20,CS,ROPE,0.07,True,True,True,ID,-5.868,0.236,-0.391,0.203
2,0.3,20,CS,ROPE,0.07,True,True,True,LS,-2.314,0.161,-0.336,0.197
0,0.3,20,CS,ROPE,0.07,True,True,False,LT,-4.542,0.21,0.205,0.148
1,0.3,20,CS,ROPE,0.07,True,True,False,ID,-8.132,0.262,0.782,0.08
2,0.3,20,CS,ROPE,0.07,True,True,False,LS,-5.998,0.232,0.528,0.116
0,0.3,20,CS,ROPE,0.07,True,False,True,LT,-3.652,0.19,-1.166,0.259
1,0.3,20,CS,ROPE,0.07,True,False,True,ID,-6.24,0.234,-0.49,0.207
2,0.3,20,CS,ROPE,0.07,True,False,True,LS,-2.641,0.164,-0.428,0.208
0,0.3,20,CS,ROPE,0.07,True,False,False,LT,-4.373,0.204,0.281,0.146
1,0.3,20,CS,ROPE,0.07,True,False,False,ID,-8.122,0.262,0.799,0.075
2,0.3,20,CS,ROPE,0.07,True,False,False,LS,-5.736,0.229,0.577,0.111
0,0.3,20,CS,ROPE,0.07,False,True,True,LT,-3.158,0.18,-1.043,0.24
1,0.3,20,CS,ROPE,0.07,False,True,True,ID,-5.508,0.226,-0.241,0.188
2,0.3,20,CS,ROPE,0.07,False,True,True,LS,-2.268,0.156,-0.283,0.192
0,0.3,20,CS,ROPE,0.07,False,True,False,LT,-4.273,0.199,0.18,0.156
1,0.3,20,CS,ROPE,0.07,False,True,False,ID,-7.243,0.25,0.872,0.062
2,0.3,20,CS,ROPE,0.07,False,True,False,LS,-5.75,0.223,0.47,0.126
0,0.3,20,CS,ROPE,0.07,False,False,True,LT,-2.674,0.17,-0.81,0.232
1,0.3,20,CS,ROPE,0.07,False,False,True,ID,-4.65,0.21,0.015,0.17
2,0.3,20,CS,ROPE,0.07,False,False,True,LS,-2.12,0.153,-0.136,0.183
0,0.3,20,CS,ROPE,0.07,False,False,False,LT,-3.918,0.192,0.14,0.158
1,0.3,20,CS,ROPE,0.07,False,False,False,ID,-6.942,0.246,0.782,0.082
2,0.3,20,CS,ROPE,0.07,False,False,False,LS,-5.504,0.218,0.397,0.133
0,0.3,20,CS,ROPE,0.2,True,True,True,LT,-2.76,0.169,-0.796,0.228
1,0.3,20,CS,ROPE,0.2,True,True,True,ID,-5.531,0.224,-0.125,0.18
2,0.3,20,CS,ROPE,0.2,True,True,True,LS,-2.056,0.153,-0.124,0.181
0,0.3,20,CS,ROPE,0.2,True,True,False,LT,-4.342,0.204,0.252,0.152
1,0.3,20,CS,ROPE,0.2,True,True,False,ID,-8.179,0.263,0.748,0.085
2,0.3,20,CS,ROPE,0.2,True,True,False,LS,-5.655,0.226,0.548,0.116
0,0.3,20,CS,ROPE,0.2,True,False,True,LT,-2.708,0.17,-0.894,0.237
1,0.3,20,CS,ROPE,0.2,True,False,True,ID,-5.874,0.228,-0.192,0.187
2,0.3,20,CS,ROPE,0.2,True,False,True,LS,-1.926,0.15,-0.155,0.187
0,0.3,20,CS,ROPE,0.2,True,False,False,LT,-4.784,0.203,0.184,0.158
1,0.3,20,CS,ROPE,0.2,True,False,False,ID,-7.964,0.258,0.758,0.081
2,0.3,20,CS,ROPE,0.2,True,False,False,LS,-5.95,0.23,0.494,0.123
0,0.3,20,CS,ROPE,0.2,False,True,True,LT,-2.498,0.164,-0.81,0.23
1,0.3,20,CS,ROPE,0.2,False,True,True,ID,-5.674,0.228,-0.264,0.196
2,0.3,20,CS,ROPE,0.2,False,True,True,LS,-1.83,0.148,-0.164,0.183
0,0.3,20,CS,ROPE,0.2,False,True,False,LT,-3.925,0.192,0.187,0.154
1,0.3,20,CS,ROPE,0.2,False,True,False,ID,-7.329,0.25,0.848,0.07
2,0.3,20,CS,ROPE,0.2,False,True,False,LS,-5.38,0.22,0.49,0.122
0,0.3,20,CS,ROPE,0.2,False,False,True,LT,-2.0,0.154,-0.814,0.234
1,0.3,20,CS,ROPE,0.2,False,False,True,ID,-4.327,0.198,-0.008,0.17
2,0.3,20,CS,ROPE,0.2,False,False,True,LS,-1.486,0.134,-0.162,0.188
0,0.3,20,CS,ROPE,0.2,False,False,False,LT,-3.851,0.194,0.2,0.152
1,0.3,20,CS,ROPE,0.2,False,False,False,ID,-7.634,0.255,0.736,0.087
2,0.3,20,CS,ROPE,0.2,False,False,False,LS,-5.317,0.22,0.482,0.122
0,0.3,20,FSlin,Gauss-Newton,0.01,True,True,True,LT,-6.794,0.244,0.048,0.169
1,0.3,20,FSlin,Gauss-Newton,0.01,True,True,True,ID,-9.008,0.28,0.937,0.043
2,0.3,20,FSlin,Gauss-Newton,0.01,True,True,True,LS,-7.014,0.244,0.34,0.14
0,0.3,20,FSlin,Gauss-Newton,0.01,True,True,False,LT,-6.794,0.244,0.048,0.169
1,0.3,20,FSlin,Gauss-Newton,0.01,True,True,False,ID,-9.008,0.28,0.937,0.043
2,0.3,20,FSlin,Gauss-Newton,0.01,True,True,False,LS,-7.014,0.244,0.34,0.14
0,0.3,20,FSlin,Gauss-Newton,0.01,True,False,True,LT,-6.794,0.244,0.048,0.169
1,0.3,20,FSlin,Gauss-Newton,0.01,True,False,True,ID,-9.008,0.28,0.937,0.043
2,0.3,20,FSlin,Gauss-Newton,0.01,True,False,True,LS,-7.014,0.244,0.34,0.14
0,0.3,20,FSlin,Gauss-Newton,0.01,True,False,False,LT,-6.794,0.244,0.048,0.169
1,0.3,20,FSlin,Gauss-Newton,0.01,True,False,False,ID,-9.008,0.28,0.937,0.043
2,0.3,20,FSlin,Gauss-Newton,0.01,True,False,False,LS,-7.014,0.244,0.34,0.14
0,0.3,20,FSlin,Gauss-Newton,0.01,False,True,True,LT,-6.936,0.239,0.333,0.139
1,0.3,20,FSlin,Gauss-Newton,0.01,False,True,True,ID,-11.292,0.299,0.526,0.116
2,0.3,20,FSlin,Gauss-Newton,0.01,False,True,True,LS,-8.251,0.258,0.242,0.15
0,0.3,20,FSlin,Gauss-Newton,0.01,False,True,False,LT,-6.936,0.239,0.333,0.139
1,0.3,20,FSlin,Gauss-Newton,0.01,False,True,False,ID,-11.292,0.299,0.526,0.116
2,0.3,20,FSlin,Gauss-Newton,0.01,False,True,False,LS,-8.251,0.258,0.242,0.15
0,0.3,20,FSlin,Gauss-Newton,0.01,False,False,True,LT,-6.936,0.239,0.333,0.139
1,0.3,20,FSlin,Gauss-Newton,0.01,False,False,True,ID,-11.292,0.299,0.526,0.116
2,0.3,20,FSlin,Gauss-Newton,0.01,False,False,True,LS,-8.251,0.258,0.242,0.15
0,0.3,20,FSlin,Gauss-Newton,0.01,False,False,False,LT,-6.936,0.239,0.333,0.139
1,0.3,20,FSlin,Gauss-Newton,0.01,False,False,False,ID,-11.292,0.299,0.526,0.116
2,0.3,20,FSlin,Gauss-Newton,0.01,False,False,False,LS,-8.251,0.258,0.242,0.15
0,0.3,20,FSlin,Gauss-Newton,0.07,True,True,True,LT,-7.114,0.248,0.032,0.171
1,0.3,20,FSlin,Gauss-Newton,0.07,True,True,True,ID,-9.258,0.282,0.879,0.058
2,0.3,20,FSlin,Gauss-Newton,0.07,True,True,True,LS,-7.01,0.246,0.342,0.14
0,0.3,20,FSlin,Gauss-Newton,0.07,True,True,False,LT,-7.114,0.248,0.032,0.171
1,0.3,20,FSlin,Gauss-Newton,0.07,True,True,False,ID,-9.258,0.282,0.879,0.058
2,0.3,20,FSlin,Gauss-Newton,0.07,True,True,False,LS,-7.01,0.246,0.342,0.14
0,0.3,20,FSlin,Gauss-Newton,0.07,True,False,True,LT,-7.114,0.248,0.032,0.171
1,0.3,20,FSlin,Gauss-Newton,0.07,True,False,True,ID,-9.258,0.282,0.879,0.058
2,0.3,20,FSlin,Gauss-Newton,0.07,True,False,True,LS,-7.01,0.246,0.342,0.14
0,0.3,20,FSlin,Gauss-Newton,0.07,True,False,False,LT,-7.114,0.248,0.032,0.171
1,0.3,20,FSlin,Gauss-Newton,0.07,True,False,False,ID,-9.258,0.282,0.879,0.058
2,0.3,20,FSlin,Gauss-Newton,0.07,True,False,False,LS,-7.01,0.246,0.342,0.14
0,0.3,20,FSlin,Gauss-Newton,0.07,False,True,True,LT,-6.087,0.23,0.27,0.15
1,0.3,20,FSlin,Gauss-Newton,0.07,False,True,True,ID,-9.12,0.273,0.993,0.014
2,0.3,20,FSlin,Gauss-Newton,0.07,False,True,True,LS,-6.407,0.234,0.492,0.122
0,0.3,20,FSlin,Gauss-Newton,0.07,False,True,False,LT,-6.087,0.23,0.27,0.15
1,0.3,20,FSlin,Gauss-Newton,0.07,False,True,False,ID,-9.12,0.273,0.993,0.014
2,0.3,20,FSlin,Gauss-Newton,0.07,False,True,False,LS,-6.407,0.234,0.492,0.122
0,0.3,20,FSlin,Gauss-Newton,0.07,False,False,True,LT,-6.087,0.23,0.27,0.15
1,0.3,20,FSlin,Gauss-Newton,0.07,False,False,True,ID,-9.12,0.273,0.993,0.014
2,0.3,20,FSlin,Gauss-Newton,0.07,False,False,True,LS,-6.407,0.234,0.492,0.122
0,0.3,20,FSlin,Gauss-Newton,0.07,False,False,False,LT,-6.087,0.23,0.27,0.15
1,0.3,20,FSlin,Gauss-Newton,0.07,False,False,False,ID,-9.12,0.273,0.993,0.014
2,0.3,20,FSlin,Gauss-Newton,0.07,False,False,False,LS,-6.407,0.234,0.492,0.122
0,0.3,20,FSlin,Gauss-Newton,0.2,True,True,True,LT,-7.395,0.251,0.079,0.167
1,0.3,20,FSlin,Gauss-Newton,0.2,True,True,True,ID,-9.479,0.284,0.858,0.063
2,0.3,20,FSlin,Gauss-Newton,0.2,True,True,True,LS,-7.292,0.25,0.382,0.136
0,0.3,20,FSlin,Gauss-Newton,0.2,True,True,False,LT,-7.395,0.251,0.079,0.167
1,0.3,20,FSlin,Gauss-Newton,0.2,True,True,False,ID,-9.479,0.284,0.858,0.063
2,0.3,20,FSlin,Gauss-Newton,0.2,True,True,False,LS,-7.292,0.25,0.382,0.136
0,0.3,20,FSlin,Gauss-Newton,0.2,True,False,True,LT,-7.395,0.251,0.079,0.167
1,0.3,20,FSlin,Gauss-Newton,0.2,True,False,True,ID,-9.479,0.284,0.858,0.063
2,0.3,20,FSlin,Gauss-Newton,0.2,True,False,True,LS,-7.292,0.25,0.382,0.136
0,0.3,20,FSlin,Gauss-Newton,0.2,True,False,False,LT,-7.395,0.251,0.079,0.167
1,0.3,20,FSlin,Gauss-Newton,0.2,True,False,False,ID,-9.479,0.284,0.858,0.063
2,0.3,20,FSlin,Gauss-Newton,0.2,True,False,False,LS,-7.292,0.25,0.382,0.136
0,0.3,20,FSlin,Gauss-Newton,0.2,False,True,True,LT,-6.334,0.231,0.182,0.158
1,0.3,20,FSlin,Gauss-Newton,0.2,False,True,True,ID,-8.875,0.27,0.946,0.04
2,0.3,20,FSlin,Gauss-Newton,0.2,False,True,True,LS,-6.525,0.236,0.46,0.125
0,0.3,20,FSlin,Gauss-Newton,0.2,False,True,False,LT,-6.334,0.231,0.182,0.158
1,0.3,20,FSlin,Gauss-Newton,0.2,False,True,False,ID,-8.875,0.27,0.946,0.04
2,0.3,20,FSlin,Gauss-Newton,0.2,False,True,False,LS,-6.525,0.236,0.46,0.125
