,cl,percent,Forward_Model,Minimization_Method,Alpha,remove_coil,start_avg,constrain,Det,R2,RMSE,0R2,0RMSE
1,0.2,10,FSeq,Gauss-Newton,0.07,True,False,True,ID,-9.894,0.293,0.851,0.066
2,0.2,10,FSeq,Gauss-Newton,0.07,True,False,True,LS,-7.942,0.258,0.288,0.144
0,0.2,10,FSeq,Gauss-Newton,0.07,True,False,False,LT,-8.18,0.264,0.006,0.173
1,0.2,10,FSeq,Gauss-Newton,0.07,True,False,False,ID,-9.894,0.293,0.851,0.066
2,0.2,10,FSeq,Gauss-Newton,0.07,True,False,False,LS,-7.942,0.258,0.288,0.144
0,0.2,10,FSeq,Gauss-Newton,0.07,False,True,True,LT,-6.702,0.242,0.262,0.145
1,0.2,10,FSeq,Gauss-Newton,0.07,False,True,True,ID,-9.566,0.281,0.989,0.018
2,0.2,10,FSeq,Gauss-Newton,0.07,False,True,True,LS,-6.956,0.242,0.49,0.122
0,0.2,10,FSeq,Gauss-Newton,0.07,False,True,False,LT,-6.702,0.242,0.262,0.145
1,0.2,10,FSeq,Gauss-Newton,0.07,False,True,False,ID,-9.566,0.281,0.989,0.018
2,0.2,10,FSeq,Gauss-Newton,0.07,False,True,False,LS,-6.956,0.242,0.49,0.122
0,0.2,10,FSeq,Gauss-Newton,0.07,False,False,True,LT,-6.702,0.242,0.262,0.145
1,0.2,10,FSeq,Gauss-Newton,0.07,False,False,True,ID,-9.566,0.281,0.989,0.018
2,0.2,10,FSeq,Gauss-Newton,0.07,False,False,True,LS,-6.956,0.242,0.49,0.122
0,0.2,10,FSeq,Gauss-Newton,0.07,False,False,False,LT,-6.702,0.242,0.262,0.145
1,0.2,10,FSeq,Gauss-Newton,0.07,False,False,False,ID,-9.566,0.281,0.989,0.018
2,0.2,10,FSeq,Gauss-Newton,0.07,False,False,False,LS,-6.956,0.242,0.49,0.122
0,0.2,10,FSeq,Gauss-Newton,0.2,True,True,True,LT,-8.2,0.262,0.057,0.169
1,0.2,10,FSeq,Gauss-Newton,0.2,True,True,True,ID,-9.987,0.292,0.848,0.067
2,0.2,10,FSeq,Gauss-Newton,0.2,True,True,True,LS,-7.924,0.256,0.34,0.139
0,0.2,10,FSeq,Gauss-Newton,0.2,True,True,False,LT,-8.2,0.262,0.057,0.169
1,0.2,10,FSeq,Gauss-Newton,0.2,True,True,False,ID,-9.987,0.292,0.848,0.067
2,0.2,10,FSeq,Gauss-Newton,0.2,True,True,False,LS,-7.924,0.256,0.34,0.139
0,0.2,10,FSeq,Gauss-Newton,0.2,True,False,True,LT,-8.2,0.262,0.057,0.169
1,0.2,10,FSeq,Gauss-Newton,0.2,True,False,True,ID,-9.987,0.292,0.848,0.067
2,0.2,10,FSeq,Gauss-Newton,0.2,True,False,True,LS,-7.924,0.256,0.34,0.139
0,0.2,10,FSeq,Gauss-Newton,0.2,True,False,False,LT,-8.2,0.262,0.057,0.169
1,0.2,10,FSeq,Gauss-Newton,0.2,True,False,False,ID,-9.987,0.292,0.848,0.067
2,0.2,10,FSeq,Gauss-Newton,0.2,True,False,False,LS,-7.924,0.256,0.34,0.139
0,0.2,10,FSeq,Gauss-Newton,0.2,False,True,True,LT,-7.018,0.246,0.157,0.158
1,0.2,10,FSeq,Gauss-Newton,0.2,False,True,True,ID,-9.512,0.28,0.952,0.037
2,0.2,10,FSeq,Gauss-Newton,0.2,False,True,True,LS,-6.88,0.242,0.434,0.13
0,0.2,10,FSeq,Gauss-Newton,0.2,False,True,False,LT,-7.018,0.246,0.157,0.158
1,0.2,10,FSeq,Gauss-Newton,0.2,False,True,False,ID,-9.512,0.28,0.952,0.037
2,0.2,10,FSeq,Gauss-Newton,0.2,False,True,False,LS,-6.88,0.242,0.434,0.13
0,0.2,10,FSeq,Gauss-Newton,0.2,False,False,True,LT,-7.018,0.246,0.157,0.158
1,0.2,10,FSeq,Gauss-Newton,0.2,False,False,True,ID,-9.512,0.28,0.952,0.037
2,0.2,10,FSeq,Gauss-Newton,0.2,False,False,True,LS,-6.88,0.242,0.434,0.13
0,0.2,10,FSeq,Gauss-Newton,0.2,False,False,False,LT,-7.018,0.246,0.157,0.158
1,0.2,10,FSeq,Gauss-Newton,0.2,False,False,False,ID,-9.512,0.28,0.952,0.037
2,0.2,10,FSeq,Gauss-Newton,0.2,False,False,False,LS,-6.88,0.242,0.434,0.13
0,0.2,10,FSeq,ROPE,0.01,True,True,True,LT,-2.34,0.16,-0.758,0.228
1,0.2,10,FSeq,ROPE,0.01,True,True,True,ID,-5.576,0.225,-0.199,0.187
2,0.2,10,FSeq,ROPE,0.01,True,True,True,LS,-1.805,0.148,-0.102,0.18
0,0.2,10,FSeq,ROPE,0.01,True,True,False,LT,-5.206,0.222,0.202,0.15
1,0.2,10,FSeq,ROPE,0.01,True,True,False,ID,-8.841,0.274,0.719,0.092
2,0.2,10,FSeq,ROPE,0.01,True,True,False,LS,-6.545,0.238,0.524,0.117
0,0.2,10,FSeq,ROPE,0.01,True,False,True,LT,-2.768,0.174,-1.112,0.25
1,0.2,10,FSeq,ROPE,0.01,True,False,True,ID,-4.945,0.214,-0.223,0.194
2,0.2,10,FSeq,ROPE,0.01,True,False,True,LS,-1.946,0.148,-0.372,0.198
0,0.2,10,FSeq,ROPE,0.01,True,False,False,LT,-4.584,0.208,0.17,0.156
1,0.2,10,FSeq,ROPE,0.01,True,False,False,ID,-7.893,0.259,0.813,0.076
2,0.2,10,FSeq,ROPE,0.01,True,False,False,LS,-6.001,0.232,0.457,0.128
0,0.2,10,FSeq,ROPE,0.01,False,True,True,LT,-2.57,0.17,-1.044,0.238
1,0.2,10,FSeq,ROPE,0.01,False,True,True,ID,-4.622,0.206,-0.124,0.178
2,0.2,10,FSeq,ROPE,0.01,False,True,True,LS,-1.832,0.148,-0.292,0.19
0,0.2,10,FSeq,ROPE,0.01,False,True,False,LT,-4.685,0.21,0.096,0.164
1,0.2,10,FSeq,ROPE,0.01,False,True,False,ID,-7.884,0.258,0.762,0.085
2,0.2,10,FSeq,ROPE,0.01,False,True,False,LS,-6.347,0.23,0.383,0.137
0,0.2,10,FSeq,ROPE,0.01,False,False,True,LT,-2.341,0.154,-0.928,0.24
1,0.2,10,FSeq,ROPE,0.01,False,False,True,ID,-4.942,0.211,-0.3,0.194
2,0.2,10,FSeq,ROPE,0.01,False,False,True,LS,-1.626,0.14,-0.268,0.196
0,0.2,10,FSeq,ROPE,0.01,False,False,False,LT,-5.02,0.211,0.186,0.155
1,0.2,10,FSeq,ROPE,0.01,False,False,False,ID,-8.283,0.262,0.724,0.09
2,0.2,10,FSeq,ROPE,0.01,False,False,False,LS,-6.352,0.244,0.431,0.128
0,0.2,10,FSeq,ROPE,0.07,True,True,True,LT,-3.077,0.174,-0.829,0.235
1,0.2,10,FSeq,ROPE,0.07,True,True,True,ID,-5.641,0.226,-0.079,0.18
2,0.2,10,FSeq,ROPE,0.07,True,True,True,LS,-2.264,0.157,-0.083,0.181
0,0.2,10,FSeq,ROPE,0.07,True,True,False,LT,-4.754,0.213,0.334,0.136
1,0.2,10,FSeq,ROPE,0.07,True,True,False,ID,-8.418,0.269,0.811,0.075
2,0.2,10,FSeq,ROPE,0.07,True,True,False,LS,-6.422,0.24,0.548,0.111
0,0.2,10,FSeq,ROPE,0.07,True,False,True,LT,-3.069,0.174,-0.935,0.241
1,0.2,10,FSeq,ROPE,0.07,True,False,True,ID,-5.424,0.22,-0.097,0.179
2,0.2,10,FSeq,ROPE,0.07,True,False,True,LS,-2.039,0.155,-0.158,0.186
0,0.2,10,FSeq,ROPE,0.07,True,False,False,LT,-4.435,0.205,0.17,0.156
1,0.2,10,FSeq,ROPE,0.07,True,False,False,ID,-7.629,0.256,0.746,0.086
2,0.2,10,FSeq,ROPE,0.07,True,False,False,LS,-5.838,0.225,0.477,0.123
0,0.2,10,FSeq,ROPE,0.07,False,True,True,LT,-2.382,0.162,-0.948,0.241
1,0.2,10,FSeq,ROPE,0.07,False,True,True,ID,-4.291,0.198,-0.041,0.175
2,0.2,10,FSeq,ROPE,0.07,False,True,True,LS,-1.62,0.14,-0.26,0.194
0,0.2,10,FSeq,ROPE,0.07,False,True,False,LT,-4.026,0.195,0.136,0.156
1,0.2,10,FSeq,ROPE,0.07,False,True,False,ID,-7.15,0.248,0.805,0.078
2,0.2,10,FSeq,ROPE,0.07,False,True,False,LS,-5.6,0.222,0.444,0.13
0,0.2,10,FSeq,ROPE,0.07,False,False,True,LT,-2.535,0.165,-0.676,0.222
1,0.2,10,FSeq,ROPE,0.07,False,False,True,ID,-5.702,0.225,-0.086,0.177
2,0.2,10,FSeq,ROPE,0.07,False,False,True,LS,-2.034,0.152,-0.028,0.172
0,0.2,10,FSeq,ROPE,0.07,False,False,False,LT,-4.194,0.198,0.182,0.152
1,0.2,10,FSeq,ROPE,0.07,False,False,False,ID,-7.363,0.253,0.827,0.072
2,0.2,10,FSeq,ROPE,0.07,False,False,False,LS,-5.848,0.224,0.468,0.128
0,0.2,10,FSeq,ROPE,0.2,True,True,True,LT,-2.834,0.175,-0.827,0.232
1,0.2,10,FSeq,ROPE,0.2,True,True,True,ID,-5.309,0.222,-0.042,0.176
2,0.2,10,FSeq,ROPE,0.2,True,True,True,LS,-2.14,0.156,-0.118,0.183
0,0.2,10,FSeq,ROPE,0.2,True,True,False,LT,-4.993,0.212,0.26,0.154
1,0.2,10,FSeq,ROPE,0.2,True,True,False,ID,-8.356,0.266,0.811,0.074
2,0.2,10,FSeq,ROPE,0.2,True,True,False,LS,-6.296,0.236,0.542,0.12
0,0.2,10,FSeq,ROPE,0.2,True,False,True,LT,-3.33,0.182,-0.966,0.242
1,0.2,10,FSeq,ROPE,0.2,True,False,True,ID,-5.875,0.228,-0.302,0.195
2,0.2,10,FSeq,ROPE,0.2,True,False,True,LS,-2.247,0.159,-0.227,0.191
0,0.2,10,FSeq,ROPE,0.2,True,False,False,LT,-4.358,0.205,0.256,0.152
1,0.2,10,FSeq,ROPE,0.2,True,False,False,ID,-8.234,0.26,0.829,0.07
2,0.2,10,FSeq,ROPE,0.2,True,False,False,LS,-5.986,0.229,0.536,0.124
0,0.2,10,FSeq,ROPE,0.2,False,True,True,LT,-2.983,0.176,-0.785,0.23
1,0.2,10,FSeq,ROPE,0.2,False,True,True,ID,-5.001,0.219,0.0,0.172
2,0.2,10,FSeq,ROPE,0.2,False,True,True,LS,-2.295,0.16,-0.138,0.184
0,0.2,10,FSeq,ROPE,0.2,False,True,False,LT,-4.408,0.207,0.081,0.165
1,0.2,10,FSeq,ROPE,0.2,False,True,False,ID,-7.693,0.252,0.766,0.085
2,0.2,10,FSeq,ROPE,0.2,False,True,False,LS,-5.595,0.224,0.448,0.13
0,0.2,10,FSeq,ROPE,0.2,False,False,True,LT,-2.336,0.161,-0.861,0.23
1,0.2,10,FSeq,ROPE,0.2,False,False,True,ID,-5.142,0.214,-0.113,0.181
2,0.2,10,FSeq,ROPE,0.2,False,False,True,LS,-1.594,0.142,-0.142,0.184
0,0.2,10,FSeq,ROPE,0.2,False,False,False,LT,-4.69,0.206,0.198,0.154
1,0.2,10,FSeq,ROPE,0.2,False,False,False,ID,-7.835,0.26,0.8,0.078
2,0.2,10,FSeq,ROPE,0.2,False,False,False,LS,-6.156,0.232,0.474,0.125
0,0.2,10,CS,Gauss-Newton,0.01,True,True,True,LT,-7.831,0.258,0.095,0.166
1,0.2,10,CS,Gauss-Newton,0.01,True,True,True,ID,-9.824,0.291,0.906,0.052
2,0.2,10,CS,Gauss-Newton,0.01,True,True,True,LS,-7.98,0.258,0.268,0.148
0,0.2,10,CS,Gauss-Newton,0.01,True,True,False,LT,-7.831,0.258,0.095,0.166
1,0.2,10,CS,Gauss-Newton,0.01,True,True,False,ID,-9.824,0.291,0.906,0.052
2,0.2,10,CS,Gauss-Newton,0.01,True,True,False,LS,-7.98,0.258,0.268,0.148
0,0.2,10,CS,Gauss-Newton,0.01,True,False,True,LT,-7.831,0.258,0.095,0.166
1,0.2,10,CS,Gauss-Newton,0.01,True,False,True,ID,-9.824,0.291,0.906,0.052
2,0.2,10,CS,Gauss-Newton,0.01,True,False,True,LS,-7.98,0.258,0.268,0.148
0,0.2,10,CS,Gauss-Newton,0.01,True,False,False,LT,-7.831,0.258,0.095,0.166
1,0.2,10,CS,Gauss-Newton,0.01,True,False,False,ID,-9.824,0.291,0.906,0.052
2,0.2,10,CS,Gauss-Newton,0.01,True,False,False,LS,-7.98,0.258,0.268,0.148
0,0.2,10,CS,Gauss-Newton,0.01,False,True,True,LT,-6.24,0.228,0.01,0.174
1,0.2,10,CS,Gauss-Newton,0.01,False,True,True,ID,-8.787,0.264,0.7,0.092
2,0.2,10,CS,Gauss-Newton,0.01,False,True,True,LS,-6.953,0.238,0.152,0.158
0,0.2,10,CS,Gauss-Newton,0.01,False,True,False,LT,-6.24,0.228,0.01,0.174
1,0.2,10,CS,Gauss-Newton,0.01,False,True,False,ID,-8.787,0.264,0.7,0.092
2,0.2,10,CS,Gauss-Newton,0.01,False,True,False,LS,-6.953,0.238,0.152,0.158
0,0.2,10,CS,Gauss-Newton,0.01,False,False,True,LT,-6.24,0.228,0.01,0.174
1,0.2,10,CS,Gauss-Newton,0.01,False,False,True,ID,-8.787,0.264,0.7,0.092
2,0.2,10,CS,Gauss-Newton,0.01,False,False,True,LS,-6.953,0.238,0.152,0.158
0,0.2,10,CS,Gauss-Newton,0.01,False,False,False,LT,-6.24,0.228,0.01,0.174
1,0.2,10,CS,Gauss-Newton,0.01,False,False,False,ID,-8.787,0.264,0.7,0.092
2,0.2,10,CS,Gauss-Newton,0.01,False,False,False,LS,-6.953,0.238,0.152,0.158
0,0.2,10,CS,Gauss-Newton,0.07,True,True,True,LT,-7.896,0.26,0.066,0.166
1,0.2,10,CS,Gauss-Newton,0.07,True,True,True,ID,-9.596,0.286,0.903,0.054
2,0.2,10,CS,Gauss-Newton,0.07,True,True,True,LS,-7.645,0.254,0.335,0.138
0,0.2,10,CS,Gauss-Newton,0.07,True,True,False,LT,-7.896,0.26,0.066,0.166
1,0.2,10,CS,Gauss-Newton,0.07,True,True,False,ID,-9.596,0.286,0.903,0.054
2,0.2,10,CS,Gauss-Newton,0.07,True,True,False,LS,-7.645,0.254,0.335,0.138
0,0.2,10,CS,Gauss-Newton,0.07,True,False,True,LT,-7.896,0.26,0.066,0.166
1,0.2,10,CS,Gauss-Newton,0.07,True,False,True,ID,-9.596,0.286,0.903,0.054
2,0.2,10,CS,Gauss-Newton,0.07,True,False,True,LS,-7.645,0.254,0.335,0.138
0,0.2,10,CS,Gauss-Newton,0.07,True,False,False,LT,-7.896,0.26,0.066,0.166
1,0.2,10,CS,Gauss-Newton,0.07,True,False,False,ID,-9.596,0.286,0.903,0.054
2,0.2,10,CS,Gauss-Newton,0.07,True,False,False,LS,-7.645,0.254,0.335,0.138
0,0.2,10,CS,Gauss-Newton,0.07,False,True,True,LT,-6.371,0.234,0.122,0.162
1,0.2,10,CS,Gauss-Newton,0.07,False,True,True,ID,-8.439,0.267,0.964,0.032
2,0.2,10,CS,Gauss-Newton,0.07,False,True,True,LS,-6.638,0.239,0.373,0.138
0,0.2,10,CS,Gauss-Newton,0.07,False,True,False,LT,-6.371,0.234,0.122,0.162
1,0.2,10,CS,Gauss-Newton,0.07,False,True,False,ID,-8.439,0.267,0.964,0.032
2,0.2,10,CS,Gauss-Newton,0.07,False,True,False,LS,-6.638,0.239,0.373,0.138
0,0.2,10,CS,Gauss-Newton,0.07,False,False,True,LT,-6.371,0.234,0.122,0.162
1,0.2,10,CS,Gauss-Newton,0.07,False,False,True,ID,-8.439,0.267,0.964,0.032
2,0.2,10,CS,Gauss-Newton,0.07,False,False,True,LS,-6.638,0.239,0.373,0.138
0,0.2,10,CS,Gauss-Newton,0.07,False,False,False,LT,-6.371,0.234,0.122,0.162
1,0.2,10,CS,Gauss-Newton,0.07,False,False,False,ID,-8.439,0.267,0.964,0.032
2,0.2,10,CS,Gauss-Newton,0.07,False,False,False,LS,-6.638,0.239,0.373,0.138
0,0.2,10,CS,Gauss-Newton,0.2,True,True,True,LT,-7.803,0.253,0.078,0.166
1,0.2,10,CS,Gauss-Newton,0.2,True,True,True,ID,-9.636,0.284,0.869,0.062
2,0.2,10,CS,Gauss-Newton,0.2,True,True,True,LS,-7.618,0.254,0.364,0.136
0,0.2,10,CS,Gauss-Newton,0.2,True,True,False,LT,-7.803,0.253,0.078,0.166
1,0.2,10,CS,Gauss-Newton,0.2,True,True,False,ID,-9.636,0.284,0.869,0.062
2,0.2,10,CS,Gauss-Newton,0.2,True,True,False,LS,-7.618,0.254,0.364,0.136
0,0.2,10,CS,Gauss-Newton,0.2,True,False,True,LT,-7.803,0.253,0.078,0.166
1,0.2,10,CS,Gauss-Newton,0.2,True,False,True,ID,-9.636,0.284,0.869,0.062
2,0.2,10,CS,Gauss-Newton,0.2,True,False,True,LS,-7.618,0.254,0.364,0.136
0,0.2,10,CS,Gauss-Newton,0.2,True,False,False,LT,-7.803,0.253,0.078,0.166
1,0.2,10,CS,Gauss-Newton,0.2,True,False,False,ID,-9.636,0.284,0.869,0.062
2,0.2,10,CS,Gauss-Newton,0.2,True,False,False,LS,-7.618,0.254,0.364,0.136
0,0.2,10,CS,Gauss-Newton,0.2,False,True,True,LT,-6.388,0.236,0.1,0.164
1,0.2,10,CS,Gauss-Newton,0.2,False,True,True,ID,-8.457,0.266,0.928,0.044
2,0.2,10,CS,Gauss-Newton,0.2,False,True,True,LS,-6.748,0.24,0.398,0.134
0,0.2,10,CS,Gauss-Newton,0.2,False,True,False,LT,-6.388,0.236,0.1,0.164
1,0.2,10,CS,Gauss-Newton,0.2,False,True,False,ID,-8.457,0.266,0.928,0.044
2,0.2,10,CS,Gauss-Newton,0.2,False,True,False,LS,-6.748,0.24,0.398,0.134
0,0.2,10,CS,Gauss-Newton,0.2,False,False,True,LT,-6.388,0.236,0.1,0.164
1,0.2,10,CS,Gauss-Newton,0.2,False,False,True,ID,-8.457,0.266,0.928,0.044
2,0.2,10,CS,Gauss-Newton,0.2,False,False,True,LS,-6.748,0.24,0.398,0.134
0,0.2,10,CS,Gauss-Newton,0.2,False,False,False,LT,-6.388,0.236,0.1,0.164
1,0.2,10,CS,Gauss-Newton,0.2,False,False,False,ID,-8.457,0.266,0.928,0.044
2,0.2,10,CS,Gauss-Newton,0.2,False,False,False,LS,-6.748,0.24,0.398,0.134
0,0.2,10,CS,ROPE,0.01,True,True,True,LT,-2.764,0.17,-0.894,0.238
1,0.2,10,CS,ROPE,0.01,True,True,True,ID,-5.151,0.218,-0.061,0.179
2,0.2,10,CS,ROPE,0.01,True,True,True,LS,-2.104,0.151,-0.193,0.188
0,0.2,10,CS,ROPE,0.01,True,True,False,LT,-4.868,0.216,0.099,0.16
1,0.2,10,CS,ROPE,0.01,True,True,False,ID,-8.542,0.266,0.774,0.078
2,0.2,10,CS,ROPE,0.01,True,True,False,LS,-6.363,0.239,0.456,0.128
0,0.2,10,CS,ROPE,0.01,True,False,True,LT,-3.567,0.188,-0.929,0.238
1,0.2,10,CS,ROPE,0.01,True,False,True,ID,-5.469,0.22,-0.062,0.178
2,0.2,10,CS,ROPE,0.01,True,False,True,LS,-2.698,0.167,-0.212,0.186
0,0.2,10,CS,ROPE,0.01,True,False,False,LT,-5.108,0.222,0.224,0.148
1,0.2,10,CS,ROPE,0.01,True,False,False,ID,-8.567,0.272,0.786,0.076
2,0.2,10,CS,ROPE,0.01,True,False,False,LS,-6.469,0.239,0.53,0.118
0,0.2,10,CS,ROPE,0.01,False,True,True,LT,-2.173,0.154,-1.01,0.239
1,0.2,10,CS,ROPE,0.01,False,True,True,ID,-4.335,0.202,-0.08,0.181
2,0.2,10,CS,ROPE,0.01,False,True,True,LS,-1.578,0.135,-0.318,0.193
0,0.2,10,CS,ROPE,0.01,False,True,False,LT,-4.774,0.21,0.318,0.144
1,0.2,10,CS,ROPE,0.01,False,True,False,ID,-8.744,0.265,0.772,0.083
2,0.2,10,CS,ROPE,0.01,False,True,False,LS,-6.494,0.235,0.531,0.117
0,0.2,10,CS,ROPE,0.01,False,False,True,LT,-1.971,0.141,-0.85,0.234
1,0.2,10,CS,ROPE,0.01,False,False,True,ID,-4.242,0.194,-0.003,0.174
2,0.2,10,CS,ROPE,0.01,False,False,True,LS,-1.444,0.132,-0.188,0.19
0,0.2,10,CS,ROPE,0.01,False,False,False,LT,-4.998,0.21,0.073,0.163
1,0.2,10,CS,ROPE,0.01,False,False,False,ID,-7.76,0.26,0.761,0.084
2,0.2,10,CS,ROPE,0.01,False,False,False,LS,-6.14,0.236,0.345,0.14
0,0.2,10,CS,ROPE,0.07,True,True,True,LT,-3.963,0.196,-1.27,0.256
1,0.2,10,CS,ROPE,0.07,True,True,True,ID,-6.552,0.244,-0.565,0.212
2,0.2,10,CS,ROPE,0.07,True,True,True,LS,-2.678,0.168,-0.417,0.202
0,0.2,10,CS,ROPE,0.07,True,True,False,LT,-4.454,0.204,0.065,0.161
1,0.2,10,CS,ROPE,0.07,True,True,False,ID,-7.434,0.257,0.764,0.081
2,0.2,10,CS,ROPE,0.07,True,True,False,LS,-5.534,0.222,0.43,0.128
0,0.2,10,CS,ROPE,0.07,True,False,True,LT,-3.46,0.188,-1.169,0.249
1,0.2,10,CS,ROPE,0.07,True,False,True,ID,-5.14,0.221,-0.2,0.188
2,0.2,10,CS,ROPE,0.07,True,False,True,LS,-2.436,0.163,-0.368,0.198
0,0.2,10,CS,ROPE,0.07,True,False,False,LT,-4.714,0.211,-0.014,0.169
1,0.2,10,CS,ROPE,0.07,True,False,False,ID,-8.321,0.266,0.595,0.106
2,0.2,10,CS,ROPE,0.07,True,False,False,LS,-5.884,0.232,0.38,0.132
0,0.2,10,CS,ROPE,0.07,False,True,True,LT,-2.88,0.176,-1.259,0.258
1,0.2,10,CS,ROPE,0.07,False,True,True,ID,-4.811,0.214,-0.285,0.192
2,0.2,10,CS,ROPE,0.07,False,True,True,LS,-1.794,0.148,-0.438,0.208
0,0.2,10,CS,ROPE,0.07,False,True,False,LT,-4.427,0.204,-0.041,0.172
1,0.2,10,CS,ROPE,0.07,False,True,False,ID,-7.33,0.254,0.698,0.098
2,0.2,10,CS,ROPE,0.07,False,True,False,LS,-6.206,0.23,0.24,0.153
0,0.2,10,CS,ROPE,0.07,False,False,True,LT,-3.053,0.186,-0.962,0.24
1,0.2,10,CS,ROPE,0.07,False,False,True,ID,-5.249,0.22,-0.022,0.175
2,0.2,10,CS,ROPE,0.07,False,False,True,LS,-2.211,0.162,-0.187,0.188
0,0.2,10,CS,ROPE,0.07,False,False,False,LT,-4.844,0.208,0.22,0.153
1,0.2,10,CS,ROPE,0.07,False,False,False,ID,-8.183,0.266,0.768,0.082
2,0.2,10,CS,ROPE,0.07,False,False,False,LS,-6.334,0.236,0.474,0.123
0,0.2,10,CS,ROPE,0.2,True,True,True,LT,-2.732,0.167,-0.978,0.24
1,0.2,10,CS,ROPE,0.2,True,True,True,ID,-5.207,0.222,-0.204,0.19
2,0.2,10,CS,ROPE,0.2,True,True,True,LS,-1.756,0.148,-0.218,0.192
0,0.2,10,CS,ROPE,0.2,True,True,False,LT,-4.264,0.201,0.177,0.162
1,0.2,10,CS,ROPE,0.2,True,True,False,ID,-7.478,0.252,0.836,0.068
2,0.2,10,CS,ROPE,0.2,True,True,False,LS,-5.662,0.226,0.448,0.127
0,0.2,10,CS,ROPE,0.2,True,False,True,LT,-2.967,0.18,-0.888,0.238
1,0.2,10,CS,ROPE,0.2,True,False,True,ID,-5.529,0.222,-0.096,0.18
2,0.2,10,CS,ROPE,0.2,True,False,True,LS,-2.146,0.156,-0.166,0.187
0,0.2,10,CS,ROPE,0.2,True,False,False,LT,-4.209,0.202,0.286,0.146
1,0.2,10,CS,ROPE,0.2,True,False,False,ID,-7.953,0.259,0.762,0.083
2,0.2,10,CS,ROPE,0.2,True,False,False,LS,-5.623,0.225,0.556,0.113
0,0.2,10,CS,ROPE,0.2,False,True,True,LT,-2.374,0.158,-0.821,0.235
1,0.2,10,CS,ROPE,0.2,False,True,True,ID,-5.183,0.218,-0.112,0.181
2,0.2,10,CS,ROPE,0.2,False,True,True,LS,-1.656,0.142,-0.068,0.182
0,0.2,10,CS,ROPE,0.2,False,True,False,LT,-4.124,0.2,0.096,0.162
1,0.2,10,CS,ROPE,0.2,False,True,False,ID,-7.53,0.251,0.741,0.086
