    P+   P-        C+   C-  Normalised_Error  Observed_Rho_a  Calculated_Rho_a  Original_Weight  Final_Weight    C
   55  117        83   89        0.01657            1.28597        1.29010         0.51597E+01    0.51597E+01    0
   53  119        83   89       -0.18273            1.29683        1.24618         0.45866E+01    0.45866E+01    0
   63  110        84   89       -0.09262            1.31326        1.29747         0.76561E+01    0.76561E+01    0
   61  112        84   89       -0.07124            1.32105        1.30671         0.65296E+01    0.65296E+01    0
   59  114        84   89       -0.02254            1.31392        1.30861         0.55764E+01    0.55764E+01    0
   69  105        85   89       -0.49113            1.43579        1.37538         0.11426E+02    0.11426E+02    0
   67  107        85   89       -0.39089            1.39325        1.33377         0.89593E+01    0.89593E+01    0
   65  109        85   89       -0.23830            1.35203        1.30785         0.71728E+01    0.71728E+01    0
   75  100        86   89       -1.01826            1.46944        1.36537         0.18224E+02    0.13861E+02    1
   73  102        86   89       -0.62875            1.45457        1.38258         0.13356E+02    0.12387E+02    1
   71  104        86   89       -0.33316            1.39032        1.34401         0.98345E+01    0.98345E+01    0
   81   95        87   89       -0.99657            1.51826        1.45063         0.29749E+02    0.21870E+02    1
   79   97        87   89       -1.38269            1.46366        1.34271         0.23295E+02    0.16030E+02    1
   77   99        87   89       -1.02517            1.40489        1.29642         0.14906E+02    0.12758E+02    1
   87   90        88   89       -0.39646           12.55940       12.50173         0.86141E+02    0.86141E+02    0
   85   92        88   89        3.79134            2.56274        2.97844         0.39415E+02    0.25221E+02    1
   83   94        88   89        0.55963            1.60304        1.63471         0.28610E+02    0.28610E+02    0
   18   76        44   50       -0.18073            1.43919        1.40035         0.66073E+01    0.66073E+01    0
   16   78        44   50       -0.27788            1.48813        1.42046         0.59708E+01    0.59708E+01    0
   14   80        44   50       -0.12915            1.45453        1.41847         0.51444E+01    0.51444E+01    0
   28   68        46   50       -0.22165            1.42119        1.38714         0.91390E+01    0.91390E+01    0
   30   66        46   50       -0.34381            1.49313        1.45055         0.11882E+02    0.11882E+02    0
   26   70        46   50       -0.20279            1.42635        1.38863         0.75670E+01    0.75670E+01    0
   42   56        48   50       -0.52122            2.49725        2.45441         0.33377E+02    0.30123E+02    1
   38   60        48   50       -0.55738            1.76266        1.70532         0.18702E+02    0.16855E+02    1
   40   58        48   50       -0.44146            2.01038        1.97136         0.28208E+02    0.22524E+02    1
   24   71        45   50        1.45989            1.07539        1.35736         0.62694E+01    0.62694E+01    0
   22   73        45   50        2.04752            0.80827        1.34940         0.39951E+01    0.39951E+01    0
   20   75        45   50        0.34013            1.26761        1.35033         0.53799E+01    0.53799E+01    0
   34   63        47   50       -0.49937            1.65317        1.59967         0.15179E+02    0.15179E+02    0
   36   61        47   50       -0.40009            1.72981        1.69349         0.21453E+02    0.18849E+02    1
   32   65        47   50       -0.33952            1.59191        1.54463         0.11260E+02    0.11260E+02    0
   46   53        49   50       -0.27661            6.91101        6.87256         0.49577E+02    0.49577E+02    0
   48   51        49   50       -0.60712           20.43889       20.29111         0.96408E+02    0.83660E+02    1
   44   55        49   50        1.75108            3.31051        3.48636         0.33834E+02    0.33834E+02    0
   92  117       103  106       -0.67227            1.96066        1.89344         0.24315E+02    0.19270E+02    1
   90  119       103  106       -1.15479            1.90762        1.76049         0.17516E+02    0.14387E+02    1
   98  112       104  106       -0.59759            2.15523        2.11276         0.32260E+02    0.30029E+02    1
   96  114       104  106       -0.75361            1.93106        1.87091         0.27947E+02    0.23814E+02    1
   94  116       104  106       -0.49730            1.86901        1.82022         0.19831E+02    0.18802E+02    1
  104  107       105  106       -1.33916           12.23257       12.02705         0.85617E+02    0.79035E+02    1
  102  109       105  106       -0.24961            4.85552        4.82906         0.45691E+02    0.45691E+02    0
  100  111       105  106       -0.23108            2.82776        2.80780         0.32623E+02    0.32623E+02    0
   20   78        46   52       -0.48582            1.49299        1.39083         0.68543E+01    0.68543E+01    0
   18   80        46   52       -0.48031            1.48958        1.37456         0.59767E+01    0.59767E+01    0
   16   82        46   52       -0.17412            1.44451        1.39611         0.51089E+01    0.51089E+01    0
   32   68        48   52       -0.30886            1.51772        1.47940         0.12078E+02    0.12078E+02    0
   30   70        48   52       -0.27928            1.50894        1.46613         0.97033E+01    0.97033E+01    0
   28   72        48   52       -0.31933            1.45202        1.39305         0.77032E+01    0.77032E+01    0
   42   60        50   52       -0.52324            2.18730        2.13650         0.28764E+02    0.22268E+02    1
   44   58        50   52        0.17756            2.62773        2.64230         0.33773E+02    0.32114E+02    1
   40   62        50   52       -0.30018            1.90235        1.87020         0.20185E+02    0.17613E+02    1
   26   73        47   52       -0.47605            1.51825        1.43874         0.88511E+01    0.88511E+01    0
   24   75        47   52       -0.42749            1.49061        1.40658         0.73676E+01    0.73676E+01    0
   22   77        47   52       -0.46285            1.52991        1.42465         0.64931E+01    0.64931E+01    0
   38   63        49   52       -0.45312            1.77082        1.72760         0.21961E+02    0.18340E+02    1
   34   67        49   52       -0.26306            1.60113        1.56437         0.11326E+02    0.11326E+02    0
   36   65        49   52       -0.29535            1.70182        1.66995         0.15626E+02    0.15626E+02    0
   50   53        51   52       -1.11673           22.36868       22.08668         0.98440E+02    0.88022E+02    1
   46   57        51   52        0.55478            3.80943        3.87038         0.34950E+02    0.34950E+02    0
   48   55        51   52       -0.27397            8.67365        8.62542         0.52251E+02    0.49127E+02    1
   89   92        78  103       -0.99776            1.68307        1.57320         0.20873E+02    0.14780E+02    1
   83  119        99  103       -0.54774            1.40931        1.34213         0.11215E+02    0.11215E+02    0
   89  114       100  103       -0.16460            1.45530        1.44209         0.18048E+02    0.18048E+02    0
   87  116       100  103        0.01904            1.45768        1.45975         0.13384E+02    0.13384E+02    0
   85  118       100  103       -0.19887            1.43501        1.40717         0.10151E+02    0.10151E+02    0
   95  109       101  103       -0.44436            1.95255        1.92500         0.31531E+02    0.31268E+02    1
   93  111       101  103       -0.56814            1.64900        1.61369         0.26245E+02    0.26245E+02    0
   91  113       101  103       -0.10654            1.51839        1.50838         0.16111E+02    0.16111E+02    0
  101  104       102  103       -0.94780           13.83089       13.63117         0.88083E+02    0.65160E+02    1
   97  108       102  103        1.21107            2.48084        2.57761         0.31650E+02    0.31650E+02    0
   29   76        50   55       -0.59041            1.56967        1.47159         0.91509E+01    0.91509E+01    0
   27   78        50   55       -0.66993            1.60375        1.47378         0.79269E+01    0.79269E+01    0
   25   80        50   55       -0.47347            1.55745        1.44979         0.66100E+01    0.66100E+01    0
   39   68        52   55       -0.44897            1.77664        1.72378         0.16313E+02    0.14864E+02    1
   41   66        52   55       -0.82166            1.89928        1.81040         0.23554E+02    0.17145E+02    1
   37   70        52   55       -0.31842            1.73539        1.69095         0.12275E+02    0.12275E+02    0
   53   56        54   55        0.98893           10.32675       10.45154         0.82329E+02    0.82329E+02    0
   49   60        54   55       -1.98538            2.79154        2.56439         0.32526E+02    0.23392E+02    1
   23   81        49   55       -0.52348            1.54790        1.43797         0.71064E+01    0.71064E+01    0
   21   83        49   55       -0.43573            1.54580        1.44093         0.62022E+01    0.62022E+01    0
   19   85        49   55       -0.33332            1.55750        1.46605         0.55085E+01    0.55085E+01    0
   35   71        51   55       -0.40098            1.69761        1.64796         0.13509E+02    0.13509E+02    0
   33   73        51   55       -0.40406            1.64921        1.58755         0.10605E+02    0.10605E+02    0
   31   75        51   55       -0.47857            1.65458        1.56678         0.87778E+01    0.87778E+01    0
   45   63        53   55       -0.02488            2.25119        2.24869         0.28956E+02    0.22351E+02    1
   47   61        53   55       -1.36521            2.69534        2.55548         0.33972E+02    0.25622E+02    1
   43   65        53   55       -0.89901            2.16558        2.05585         0.22977E+02    0.17290E+02    1
   31   78        52   57       -0.38672            1.63284        1.56784         0.95192E+01    0.95192E+01    0
   29   80        52   57       -0.34993            1.59671        1.52746         0.78921E+01    0.78921E+01    0
   27   82        52   57       -0.28942            1.60226        1.53550         0.68002E+01    0.68002E+01    0
   43   68        54   57       -0.65250            1.81858        1.75233         0.22553E+02    0.17585E+02    1
   41   70        54   57       -0.35209            1.75176        1.71099         0.16085E+02    0.14952E+02    1
   39   72        54   57       -0.19836            1.64512        1.61731         0.11637E+02    0.11637E+02    0
   25   83        51   57       -0.36278            1.63603        1.55888         0.75110E+01    0.75110E+01    0
   23   85        51   57       -0.39496            1.66679        1.57120         0.66877E+01    0.66877E+01    0
   21   87        51   57       -0.44050            1.69741        1.57732         0.60034E+01    0.60034E+01    0
   37   73        53   57       -0.15072            1.79502        1.77618         0.14284E+02    0.14284E+02    0
   35   75        53   57       -0.19283            1.69905        1.66933         0.10926E+02    0.10926E+02    0
   33   77        53   57       -0.17467            1.68538        1.65277         0.89412E+01    0.89412E+01    0
   49   63        55   57       -1.08788            2.91925        2.79691         0.34604E+02    0.25411E+02    1
   45   67        55   57        3.57301            1.70723        2.07948         0.18114E+02    0.18114E+02    0
   47   65        55   57       -1.19334            2.39145        2.26038         0.29363E+02    0.21171E+02    1
   55   58        56   57       -0.89374           14.14548       14.00342         0.88542E+02    0.88542E+02    0
   51   62        56   57       -0.14887            2.95634        2.94302         0.32960E+02    0.32960E+02    0
   73  120        94   99       -0.23094            1.33761        1.29857         0.77980E+01    0.77980E+01    0
   79  115        95   99       -0.02178            1.28140        1.27866         0.10197E+02    0.10197E+02    0
   77  117        95   99        0.04198            1.25869        1.26523         0.80940E+01    0.80940E+01    0
   75  119        95   99       -0.04155            1.23732        1.22951         0.65642E+01    0.65642E+01    0
   85  110        96   99       -0.60771            1.38316        1.33502         0.17154E+02    0.17154E+02    0
   83  112        96   99       -0.45415            1.34350        1.29494         0.12336E+02    0.12336E+02    0
   81  114        96   99       -0.24480            1.31507        1.28092         0.93022E+01    0.93022E+01    0
   91  105        97   99        0.09156            1.80800        1.81409         0.30975E+02    0.27233E+02    1
   89  107        97   99       -0.47518            1.53173        1.49557         0.24378E+02    0.19893E+02    1
   87  109        97   99       -0.54242            1.48558        1.43461         0.15762E+02    0.15537E+02    1
   97  100        98   99        0.30316           11.75497       11.79706         0.84832E+02    0.84832E+02    0
   93  104        98   99        0.09332            2.16756        2.17416         0.30678E+02    0.30678E+02    0
   28   86        54   60       -0.37147            1.48882        1.41007         0.68352E+01    0.68352E+01    0
   26   88        54   60       -0.28429            1.49443        1.42523         0.59961E+01    0.59961E+01    0
   24   90        54   60       -0.20243            1.48252        1.42637         0.52433E+01    0.52433E+01    0
   34   81        55   60       -0.26122            1.54485        1.50069         0.90063E+01    0.90063E+01    0
   32   83        55   60       -0.24107            1.52891        1.48091         0.75570E+01    0.75570E+01    0
   30   85        55   60       -0.16811            1.53261        1.49351         0.65046E+01    0.65046E+01    0
   46   71        57   60       -0.69987            1.69743        1.63106         0.21051E+02    0.17548E+02    1
   44   73        57   60        0.00709            1.56295        1.56372         0.14351E+02    0.14351E+02    0
   42   75        57   60        0.09294            1.50166        1.51486         0.10622E+02    0.10622E+02    0
   58   61        59   60        0.76982           10.29118       10.38794         0.82263E+02    0.82263E+02    0
   54   65        59   60       -0.34749            2.81563        2.78428         0.32591E+02    0.31032E+02    1
   40   76        56   60        0.15728            1.46986        1.48976         0.11697E+02    0.11697E+02    0
   38   78        56   60       -0.17285            1.47190        1.44526         0.94650E+01    0.94650E+01    0
   36   80        56   60       -0.12029            1.42959        1.40710         0.75842E+01    0.75842E+01    0
   50   68        58   60       -1.33431            1.94192        1.82126         0.27983E+02    0.20800E+02    1
   52   66        58   60       -0.73722            2.43925        2.37220         0.33196E+02    0.26449E+02    1
   48   70        58   60       -0.45788            1.70740        1.66222         0.18116E+02    0.17074E+02    1
  106  108        98  116       -0.34596            1.93226        1.90636         0.27951E+02    0.25634E+02    1
  108  110       102  116        1.16922            2.21759        2.29889         0.32473E+02    0.32473E+02    0
  114  117       115  116        0.06379           15.68726       15.69829         0.90686E+02    0.90686E+02    0
  112  119       115  116        1.51550            4.83886        5.04186         0.45655E+02    0.36878E+02    1
   62  120        88   94       -0.31535            1.37574        1.30874         0.63160E+01    0.63160E+01    0
   68  115        89   94       -0.09548            1.44357        1.42729         0.84158E+01    0.84158E+01    0
   66  117        89   94       -0.07963            1.42596        1.40994         0.70481E+01    0.70481E+01    0
   64  119        89   94       -0.26819            1.41538        1.35358         0.60070E+01    0.60070E+01    0
   74  110        90   94       -0.16007            1.45550        1.43552         0.11582E+02    0.11582E+02    0
   72  112        90   94       -0.05918            1.42927        1.42010         0.91910E+01    0.91910E+01    0
   70  114        90   94       -0.03105            1.39799        1.39215         0.74166E+01    0.74166E+01    0
   80  105        91   94       -1.02318            1.52031        1.41388         0.18854E+02    0.14098E+02    1
   78  107        91   94       -0.64697            1.42343        1.35265         0.13070E+02    0.12685E+02    1
   76  109        91   94       -0.47409            1.41573        1.35027         0.10014E+02    0.10014E+02    0
   86  100        92   94       -0.80436            1.68348        1.62190         0.30468E+02    0.21585E+02    1
   84  102        92   94       -1.22505            1.61686        1.50454         0.25733E+02    0.17016E+02    1
   82  104        92   94       -0.94745            1.55895        1.45165         0.16541E+02    0.13285E+02    1
   92   95        93   94        0.54561            9.58457        9.64942         0.80921E+02    0.80921E+02    0
   90   97        93   94        2.23178            2.71773        2.87386         0.39954E+02    0.39954E+02    0
   88   99        93   94       -0.32532            1.58778        1.56971         0.28547E+02    0.28425E+02    1
  103  117       109  111        2.32103            2.16121        2.32233         0.32280E+02    0.32280E+02    0
  101  119       109  111       -0.93117            1.91921        1.84471         0.27907E+02    0.23522E+02    1
  109  112       110  111       -0.97448           13.14813       12.99070         0.87058E+02    0.80897E+02    1
  107  114       110  111        1.49488            5.15738        5.32649         0.46333E+02    0.46333E+02    0
  105  116       110  111        2.24080            2.90316        3.10828         0.32822E+02    0.32822E+02    0
   88   92        72  108       -0.22883            1.47261        1.44414         0.11719E+02    0.11719E+02    0
   94  119       105  108       -1.46276            1.85550        1.69649         0.23011E+02    0.16326E+02    1
  100  114       106  108        0.00506            2.11327        2.11360         0.32113E+02    0.32113E+02    0
   96  118       106  108       -0.82419            1.87986        1.79054         0.19946E+02    0.16931E+02    1
  106  109       107  108       -0.55080            9.85567        9.78924         0.81445E+02    0.81445E+02    0
  104  111       107  108       -0.05743            4.39585        4.39020         0.44652E+02    0.44652E+02    0
  102  113       107  108        1.84137            2.10526        2.23640         0.30471E+02    0.30471E+02    0
   65   67        57   75        0.14413            2.11904        2.13251         0.28553E+02    0.22744E+02    1
   43  101        69   75        0.09068            1.52081        1.54069         0.69821E+01    0.69821E+01    0
   41  103        69   75        0.20669            1.50666        1.55906         0.60452E+01    0.60452E+01    0
   39  105        69   75        0.12036            1.51130        1.54572         0.53451E+01    0.53451E+01    0
   49   96        70   75        0.08472            1.50801        1.52262         0.87915E+01    0.87915E+01    0
   47   98        70   75        0.00456            1.54242        1.54334         0.76237E+01    0.76237E+01    0
   55   91        71   75       -0.39387            1.60792        1.55917         0.12795E+02    0.12795E+02    0
   53   93        71   75       -0.29325            1.56242        1.51747         0.10047E+02    0.10047E+02    0
   51   95        71   75       -0.33062            1.55948        1.49839         0.82733E+01    0.82733E+01    0
   61   86        72   75       -1.30790            1.71114        1.57042         0.21221E+02    0.15240E+02    1
   59   88        72   75       -0.89980            1.64208        1.53573         0.15078E+02    0.13438E+02    1
   57   90        72   75       -0.64665            1.60411        1.51525         0.11347E+02    0.11347E+02    0
   67   81        73   75       -0.57211            2.17442        2.13102         0.32326E+02    0.28381E+02    1
   65   83        73   75       -1.46680            1.82761        1.69269         0.27593E+02    0.19126E+02    1
   63   85        73   75       -1.03293            1.72463        1.60833         0.18299E+02    0.14796E+02    1
   73   76        74   75       -1.03159           12.32113       12.15294         0.85760E+02    0.75053E+02    1
   71   78        74   75        1.44144            4.16341        4.30175         0.44095E+02    0.44095E+02    0
   69   80        74   75        0.71772            2.28301        2.33640         0.31048E+02    0.31048E+02    0
   36   83        57   62       -0.13334            1.45556        1.43286         0.84857E+01    0.84857E+01    0
   34   85        57   62       -0.23944            1.46530        1.41764         0.72425E+01    0.72425E+01    0
   32   87        57   62       -0.47967            1.51361        1.40470         0.64239E+01    0.64239E+01    0
   48   73        59   62       -0.75207            1.60064        1.53109         0.19851E+02    0.16930E+02    1
   46   75        59   62       -0.32598            1.49160        1.45652         0.13696E+02    0.13696E+02    0
   44   77        59   62       -0.01395            1.45686        1.45489         0.10305E+02    0.10305E+02    0
   60   63        61   62       -0.35448           11.92618       11.87662         0.85116E+02    0.85116E+02    0
   56   67        61   62       -0.49765            2.74348        2.70166         0.32395E+02    0.32395E+02    0
   58   65        61   62        1.31686            4.68936        4.82761         0.45325E+02    0.45325E+02    0
   30   88        56   62       -0.26623            1.46497        1.40811         0.67257E+01    0.67257E+01    0
   28   90        56   62       -0.24482            1.45795        1.39819         0.58497E+01    0.58497E+01    0
   26   92        56   62       -0.16763            1.45474        1.40811         0.51451E+01    0.51451E+01    0
   42   78        58   62        0.06420            1.48610        1.49419         0.11826E+02    0.11826E+02    0
   40   80        58   62        0.07533            1.44088        1.45264         0.92656E+01    0.92656E+01    0
   38   82        58   62        0.10054            1.39923        1.41831         0.74231E+01    0.74231E+01    0
   54   68        60   62       -0.95195            2.76481        2.66762         0.34172E+02    0.26602E+02    1
   52   70        60   62       -1.32844            2.20179        2.06093         0.28807E+02    0.20094E+02    1
   50   72        60   62       -1.11327            1.84038        1.71894         0.19527E+02    0.16309E+02    1
   82   87        57  112       -0.10803            1.31040        1.28520         0.55615E+01    0.55615E+01    0
  104  118       110  112        0.92670            2.54693        2.61830         0.33530E+02    0.33530E+02    0
  102  120       110  112       -0.99140            1.95579        1.88271         0.28029E+02    0.26036E+02    1
  110  113       111  112       -0.25161           13.30795       13.26964         0.87301E+02    0.87301E+02    0
  108  115       111  112       -0.52143            5.34621        5.28687         0.46720E+02    0.46720E+02    0
  106  117       111  112        0.64193            3.13124        3.19200         0.33401E+02    0.33401E+02    0
   33   91        59   65       -0.21376            1.33807        1.29231         0.61431E+01    0.61431E+01    0
   31   93        59   65        0.04404            1.28710        1.29812         0.51642E+01    0.51642E+01    0
   29   95        59   65       -0.38794            1.39787        1.29238         0.49440E+01    0.49440E+01    0
   43   83        61   65       -0.06786            1.29757        1.28706         0.83440E+01    0.83440E+01    0
   41   85        61   65        0.03897            1.28279        1.29015         0.68054E+01    0.68054E+01    0
   57   71        63   65       -0.69971            2.32676        2.26818         0.32836E+02    0.27444E+02    1
   55   73        63   65       -1.04232            1.83427        1.74455         0.27616E+02    0.20783E+02    1
   53   75        63   65       -0.88957            1.59395        1.50633         0.16912E+02    0.15734E+02    1
   39   86        60   65       -0.26254            1.42256        1.37823         0.82933E+01    0.82933E+01    0
   37   88        60   65       -0.17668            1.40918        1.37389         0.69652E+01    0.69652E+01    0
   35   90        60   65       -0.19545            1.38660        1.34131         0.58849E+01    0.58849E+01    0
   51   76        62   65       -0.54580            1.44328        1.39994         0.17899E+02    0.17899E+02    0
   49   78        62   65       -0.39196            1.39552        1.35348         0.12814E+02    0.12814E+02    0
   47   80        62   65       -0.18695            1.32144        1.29527         0.93473E+01    0.93473E+01    0
   61   68        64   65        0.05555            4.93129        4.93727         0.45855E+02    0.45855E+02    0
   63   66        64   65       -0.90836           13.16585       13.02924         0.87085E+02    0.87085E+02    0
   59   70        64   65        0.64030            2.66402        2.71757         0.32176E+02    0.32176E+02    0
   35   93        61   67       -0.13514            1.37847        1.34935         0.63286E+01    0.63286E+01    0
   33   95        61   67       -0.21092            1.39901        1.34742         0.56133E+01    0.56133E+01    0
   31   97        61   67       -0.16901            1.41729        1.37030         0.50126E+01    0.50126E+01    0
   47   83        63   67       -0.17722            1.48387        1.46177         0.11808E+02    0.11808E+02    0
   43   87        63   67       -0.22927            1.52090        1.47829         0.80686E+01    0.80686E+01    0
   59   73        65   67        0.41890            2.58463        2.61975         0.33644E+02    0.31041E+02    1
   55   77        65   67       -0.44791            1.96089        1.91067         0.20806E+02    0.17265E+02    1
   41   88        62   67       -0.11287            1.45935        1.44011         0.85078E+01    0.85078E+01    0
   39   90        62   67       -0.15719            1.46479        1.43333         0.72400E+01    0.72400E+01    0
   37   92        62   67       -0.10910            1.44912        1.42364         0.61503E+01    0.61503E+01    0
   53   78        64   67       -0.61010            1.68599        1.62651         0.20909E+02    0.16988E+02    1
   51   80        64   67       -0.45518            1.55923        1.51044         0.14317E+02    0.14317E+02    0
   49   82        64   67       -0.22600            1.52046        1.48884         0.10755E+02    0.10755E+02    0
   65   68        66   67        0.22993           13.57711       13.61275         0.87707E+02    0.87707E+02    0
   61   72        66   67        0.08292            2.80158        2.80873         0.32553E+02    0.32553E+02    0
   58  116        84   90       -0.06156            1.36407        1.35073         0.62625E+01    0.62625E+01    0
   56  118        84   90       -0.06373            1.34912        1.33332         0.54131E+01    0.54131E+01    0
   54  120        84   90       -0.21305            1.35272        1.29380         0.47843E+01    0.47843E+01    0
   64  111        85   90       -0.23599            1.38531        1.34541         0.80761E+01    0.80761E+01    0
   62  113        85   90       -0.08406            1.37124        1.35434         0.67776E+01    0.67776E+01    0
   60  115        85   90       -0.02719            1.36547        1.35908         0.57952E+01    0.57952E+01    0
   70  106        86   90       -0.46612            1.44123        1.38383         0.11469E+02    0.11469E+02    0
   68  108        86   90       -0.36111            1.42670        1.37163         0.91744E+01    0.91744E+01    0
   66  110        86   90       -0.06879            1.36018        1.34727         0.72160E+01    0.72160E+01    0
   76  101        87   90       -1.21295            1.53984        1.41160         0.19097E+02    0.13949E+02    1
   74  103        87   90       -0.66825            1.52127        1.44214         0.13968E+02    0.12511E+02    1
   72  105        87   90       -0.38547            1.46942        1.41592         0.10394E+02    0.10394E+02    0
   78  100        88   90       -1.26930            1.54898        1.40341         0.16435E+02    0.12861E+02    1
   88   91        89   90       -1.04630           15.04896       14.79067         0.89819E+02    0.60438E+02    1
   86   93        89   90        2.98538            3.16181        3.44925         0.41377E+02    0.34309E+02    1
   84   95        89   90        0.37873            1.95954        1.98446         0.29970E+02    0.29970E+02    0
   44   91        65   70       -0.01631            1.54826        1.54547         0.90261E+01    0.90261E+01    0
   42   93        65   70       -0.02813            1.54484        1.53916         0.76357E+01    0.76357E+01    0
   40   95        65   70       -0.07659            1.55106        1.53312         0.65829E+01    0.65829E+01    0
   38   96        64   70       -0.18981            1.51041        1.46963         0.69343E+01    0.69343E+01    0
   36   98        64   70       -0.17969            1.52398        1.47985         0.61147E+01    0.61147E+01    0
   34  100        64   70       -0.23444            1.54492        1.48003         0.54640E+01    0.54640E+01    0
   50   86        66   70       -0.42482            1.51058        1.45812         0.12021E+02    0.12021E+02    0
   48   88        66   70       -0.14352            1.48310        1.46094         0.95371E+01    0.95371E+01    0
   46   90        66   70       -0.04230            1.48053        1.47258         0.78545E+01    0.78545E+01    0
   56   81        67   70       -0.66936            1.71453        1.65037         0.21263E+02    0.17551E+02    1
   54   83        67   70       -0.67370            1.64283        1.56947         0.15084E+02    0.14748E+02    1
   52   85        67   70       -0.39092            1.55917        1.50487         0.11029E+02    0.11029E+02    0
   62   76        68   70       -0.30230            2.06371        2.04427         0.31937E+02    0.31937E+02    0
   58   80        68   70       -0.58957            1.64372        1.58602         0.17440E+02    0.16500E+02    1
   68   71        69   70       -0.94469           14.37939       14.22737         0.88879E+02    0.88879E+02    0
   64   75        69   70        0.56297            2.33204        2.37450         0.31201E+02    0.31201E+02    0
   76   80        56  100       -0.01282            1.44804        1.44563         0.76821E+01    0.76821E+01    0
   80  116        96  100       -0.11668            1.34575        1.33117         0.10709E+02    0.10709E+02    0
   78  118        96  100       -0.14603            1.31516        1.29264         0.84571E+01    0.84571E+01    0
   76  120        96  100       -0.35384            1.31036        1.24533         0.69517E+01    0.69517E+01    0
   86  111        97  100       -0.51786            1.42854        1.38738         0.17716E+02    0.17716E+02    0
   84  113        97  100       -0.23328            1.37661        1.35144         0.12640E+02    0.12640E+02    0
   82  115        97  100       -0.18277            1.38713        1.36153         0.98119E+01    0.98119E+01    0
   92  106        98  100       -0.40592            1.84728        1.81882         0.31130E+02    0.26149E+02    1
   90  108        98  100       -0.76247            1.65812        1.59721         0.26390E+02    0.20370E+02    1
   88  110        98  100       -0.45723            1.51514        1.47266         0.16076E+02    0.16076E+02    0
   98  101        99  100       -1.99722           13.10776       12.70582         0.86996E+02    0.64129E+02    1
   96  103        99  100        1.84273            3.87090        4.03896         0.43358E+02    0.43358E+02    0
   94  105        99  100        0.87056            2.06515        2.12528         0.30336E+02    0.30336E+02    0
   55  113        81   87        0.03309            1.31789        1.32512         0.60504E+01    0.60504E+01    0
   53  115        81   87        0.01477            1.31770        1.32138         0.52870E+01    0.52870E+01    0
   51  117        81   87        0.01078            1.31056        1.31361         0.46351E+01    0.46351E+01    0
   61  108        82   87       -0.13444            1.32596        1.30310         0.77301E+01    0.77301E+01    0
   59  110        82   87       -0.10799            1.31574        1.29407         0.65033E+01    0.65033E+01    0
   67  103        83   87       -0.54477            1.45048        1.38362         0.11543E+02    0.11543E+02    0
   65  105        83   87       -0.29166            1.38278        1.33816         0.88920E+01    0.88920E+01    0
   63  107        83   87       -0.15699            1.35026        1.32099         0.71634E+01    0.71634E+01    0
   71  100        84   87       -0.69427            1.48676        1.40667         0.13651E+02    0.12538E+02    1
   69  102        84   87       -0.62967            1.50727        1.42083         0.10662E+02    0.10662E+02    0
   79   93        85   87       -0.91363            1.73500        1.65963         0.30682E+02    0.20571E+02    1
   77   95        85   87       -1.16993            1.58763        1.47941         0.25268E+02    0.16572E+02    1
   75   97        85   87       -1.04429            1.61370        1.48827         0.17122E+02    0.12906E+02    1
   85   88        86   87       -1.81910           14.27873       13.87574         0.88734E+02    0.63540E+02    1
   83   90        86   87        2.40544            3.39644        3.64431         0.42067E+02    0.34149E+02    1
   81   92        86   87        0.16864            1.95459        1.96563         0.29953E+02    0.29953E+02    0
  113  116       114  115       -2.71730           14.27677       13.71057         0.88732E+02    0.67149E+02    1
  111  118       114  115        2.81737            4.27000        4.75735         0.44354E+02    0.26068E+02    1
  109  120       114  115        1.37062            2.40966        2.51704         0.31438E+02    0.31438E+02    0
   95  120       106  109       -1.43961            1.85622        1.70519         0.23020E+02    0.16963E+02    1
  101  115       107  109        0.98341            2.08708        2.15217         0.32021E+02    0.32021E+02    0
   99  117       107  109       -0.03431            1.83419        1.83191         0.27616E+02    0.27616E+02    0
   97  119       107  109       -1.46473            1.75978        1.61117         0.18672E+02    0.16601E+02    1
  107  110       108  109       -4.51032           15.57031       14.10276         0.90529E+02    0.45561E+02    1
  105  112       108  109        1.62998            4.83822        5.01409         0.45654E+02    0.45654E+02    0
  103  114       108  109        2.84666            2.58916        2.83819         0.31965E+02    0.30998E+02    1
  100  102        92  110       -0.87141            1.59597        1.53225         0.25401E+02    0.21388E+02    1
  100  118       108  110       -0.57168            1.99470        1.95461         0.28157E+02    0.28157E+02    0
   98  120       108  110       -1.32102            1.83587        1.69976         0.19479E+02    0.17149E+02    1
  108  111       109  110       -3.00096           11.89181       11.28974         0.85059E+02    0.57760E+02    1
  106  113       109  110        1.43501            4.75042        4.90276         0.45461E+02    0.45461E+02    0
  104  115       109  110        0.70257            2.92318        2.98633         0.32874E+02    0.32874E+02    0
   40   98        66   72        0.06181            1.54767        1.56119         0.71054E+01    0.71054E+01    0
   38  100        66   72       -0.07540            1.57449        1.55581         0.63173E+01    0.63173E+01    0
   36  102        66   72       -0.03657            1.58017        1.56987         0.55887E+01    0.55887E+01    0
   46   93        67   72        0.10574            1.53727        1.55551         0.89620E+01    0.89620E+01    0
   44   95        67   72        0.03033            1.55826        1.56441         0.77020E+01    0.77020E+01    0
   42   97        67   72        0.07037            1.56475        1.58142         0.66410E+01    0.66410E+01    0
   52   88        68   72       -0.11696            1.58053        1.56590         0.12577E+02    0.12577E+02    0
   50   90        68   72       -0.03746            1.55445        1.54864         0.99959E+01    0.99959E+01    0
