x,y,z,t,HCPHQP,PRPHQP,HCP1QP,PRP1QP,HCP2QP,PRP2QP,HCPHIP,PRPHIP,HCP1IP,PRP1IP,HCP2IP,PRP2IP
553905.3577280609,5645531.573863508,26.55,43470.009999999995,20.2,7.3,37.4,14.5,52.9,24.7,0.96,0.97,1.04,0.45,1.44,-3.11
553905.3577280182,5645531.573863281,26.55,43470.100000000006,20.2,7.3,37.2,14.5,52.9,24.7,0.96,0.97,1.04,0.45,1.44,-3.11
553905.3577279828,5645531.57386302,26.55,43470.2,20.2,7.3,37.1,14.5,52.9,24.7,0.96,0.97,1.04,0.45,1.44,-3.11
553905.3577279584,5645531.573862749,26.55,43470.3,20.2,7.3,36.9,14.5,52.9,24.7,0.96,0.97,1.04,0.45,1.44,-3.11
553905.357727943,5645531.573862469,26.55,43470.399999999994,20.2,7.3,37.0,14.5,52.9,24.7,0.96,0.97,1.03,0.45,1.44,-3.11
553905.3577279348,5645531.57386218,26.55,43470.5,20.2,7.3,37.2,14.5,52.9,24.7,0.96,0.97,1.03,0.45,1.44,-3.11
553905.3577279323,5645531.57386185,26.55,43470.61,20.2,7.3,37.3,14.5,52.9,24.7,0.96,0.97,1.03,0.45,1.44,-3.11
553905.3577354617,5645531.573138201,26.55,43470.71000000001,20.2,7.3,37.1,14.5,52.9,24.7,0.96,0.97,1.03,0.45,1.44,-3.11
553905.3577540966,5645531.571347212,26.55,43470.81,20.2,7.3,36.9,14.4,52.9,24.7,0.96,0.97,1.04,0.45,1.44,-3.11
553905.3577807351,5645531.568786989,26.55,43470.91,20.2,7.3,36.7,14.4,52.9,24.7,0.96,0.97,1.04,0.45,1.44,-3.11
553905.3578193826,5645531.565072622,26.55,43471.03,20.2,7.3,36.7,14.4,52.9,24.7,0.96,0.97,1.04,0.45,1.44,-3.11
553905.3578469987,5645531.562418457,26.55,43471.11,20.2,7.3,37.0,14.4,52.9,24.7,0.96,0.97,1.04,0.45,1.44,-3.11
553905.3578811317,5645531.559137955,26.55,43471.21000000001,20.2,7.3,37.2,14.4,52.9,24.7,0.96,0.97,1.04,0.45,1.44,-3.11
553905.3579121723,5645531.556154657,26.55,43471.31,20.2,7.3,37.3,14.5,52.9,24.7,0.96,0.97,1.04,0.45,1.44,-3.11
553905.3579373815,5645531.55373181,26.55,43471.41,20.2,7.3,37.2,14.5,52.9,24.7,0.96,0.97,1.04,0.45,1.44,-3.11
553905.3579507127,5645531.552450558,26.55,43471.479999999996,20.2,7.3,37.2,14.5,52.3,24.7,0.96,0.97,1.04,0.45,1.44,-3.11
553905.3579576794,5645531.551780992,26.55,43471.58,20.2,7.3,37.4,14.5,52.3,24.7,0.96,0.97,1.04,0.45,1.44,-3.11
553905.3579551517,5645531.55202392,26.55,43471.67999999999,20.2,7.3,37.4,14.5,52.3,24.7,0.96,0.97,1.04,0.45,1.44,-3.11
553905.3579394057,5645531.55353726,26.55,43471.78,20.2,7.3,37.2,14.5,52.9,24.7,0.96,0.97,1.04,0.45,1.44,-3.11
553905.3579121203,5645531.556159647,26.55,43471.89,20.2,7.3,37.0,14.5,52.9,24.7,0.96,0.97,1.04,0.45,1.44,-3.11
553905.357829874,5645531.564064289,26.55,43477.509999999995,20.2,7.3,36.6,14.4,52.9,24.7,0.96,0.97,1.03,0.45,1.44,-3.11
553905.3578588997,5645531.5612746505,26.55,43478.39,20.2,7.3,37.4,14.4,52.9,24.7,0.96,0.97,1.04,0.45,1.44,-3.11
553905.3578776484,5645531.559472723,26.55,43478.78999999999,20.2,7.3,37.0,14.4,52.9,24.7,0.96,0.97,1.04,0.45,1.44,-3.11
553905.357880009,5645531.559245848,26.55,43478.880000000005,20.2,7.3,37.2,14.4,52.9,24.7,0.96,0.97,1.04,0.45,1.44,-3.11
553905.357879567,5645531.559288323,26.55,43479.020000000004,20.2,7.3,37.2,14.4,52.9,24.7,0.96,0.97,1.04,0.45,1.44,-3.11
553905.3577290975,5645531.573749859,26.55,43479.58,20.2,7.3,36.9,14.5,52.9,24.7,0.96,0.97,1.04,0.45,1.44,-3.11
553905.3578315971,5645531.563898689,26.55,43480.03999999999,20.2,7.3,37.1,14.4,52.9,24.7,0.96,0.97,1.04,0.45,1.44,-3.11
553905.3579592465,5645531.551630378,26.55,43481.020000000004,20.2,7.3,37.1,14.5,52.3,24.7,0.96,0.97,1.04,0.45,1.44,-3.11
553905.3579592326,5645531.551631715,26.55,43481.100000000006,20.2,7.3,37.1,14.5,52.3,24.7,0.96,0.97,1.04,0.45,1.44,-3.11
553905.3579592084,5645531.551634044,26.55,43481.2,20.2,7.3,37.0,14.5,52.3,24.7,0.96,0.97,1.05,0.45,1.44,-3.11
553905.3579591752,5645531.551637223,26.55,43481.3,20.2,7.3,37.1,14.5,52.3,24.7,0.96,0.97,1.05,0.45,1.44,-3.11
553905.3579591321,5645531.551641382,26.55,43481.399999999994,20.2,7.3,37.1,14.5,52.3,24.7,0.96,0.97,1.05,0.45,1.44,-3.11
553905.3579590772,5645531.551646651,26.55,43481.5,20.2,7.3,37.1,14.5,52.3,24.7,0.96,0.97,1.04,0.45,1.44,-3.11
553905.3579590019,5645531.551653883,26.55,43481.61,20.2,7.3,37.1,14.5,52.3,24.7,0.96,0.97,1.04,0.45,1.44,-3.11
553905.3579516255,5645531.552362836,26.55,43481.71000000001,20.2,7.3,37.0,14.5,52.3,24.7,0.96,0.97,1.03,0.45,1.44,-3.11
553905.357933035,5645531.554149554,26.55,43481.81,20.2,7.3,36.9,14.5,52.9,24.7,0.96,0.97,1.03,0.45,1.44,-3.11
553905.3577321818,5645531.57345352,26.55,43483.020000000004,20.2,7.3,36.7,14.5,52.9,24.7,0.96,0.97,1.04,0.45,1.44,-3.11
553905.3577309242,5645531.573574403,26.55,43483.11,20.2,7.3,36.8,14.5,52.9,24.7,0.96,0.97,1.04,0.45,1.44,-3.11
553905.3577299356,5645531.573669422,26.55,43483.2,20.2,7.3,36.7,14.5,52.9,24.7,0.96,0.97,1.04,0.45,1.44,-3.11
553905.3577290558,5645531.573753975,26.55,43483.31,20.2,7.3,36.9,14.5,52.9,24.7,0.96,0.97,1.04,0.45,1.44,-3.11
553905.3577285333,5645531.573804197,26.55,43483.41,20.2,7.3,37.2,14.5,52.9,24.7,0.96,0.97,1.05,0.45,1.44,-3.11
553905.3577282389,5645531.573832488,26.55,43483.509999999995,20.2,7.3,37.4,14.5,52.9,24.7,0.96,0.97,1.05,0.45,1.44,-3.11
553905.35772815,5645531.57384103,26.55,43483.58,20.2,7.3,37.4,14.5,52.9,24.7,0.96,0.97,1.04,0.45,1.44,-3.11
553905.3577321775,5645531.573455594,26.55,43483.67999999999,20.2,7.3,37.3,14.5,52.9,24.7,0.96,0.97,1.04,0.45,1.44,-3.11
553905.3577476942,5645531.571970275,26.55,43483.78,20.2,7.3,37.3,14.5,52.9,24.7,0.96,0.97,1.04,0.44,1.44,-3.11
553905.3577722133,5645531.569622448,26.55,43483.880000000005,20.2,7.3,37.4,14.4,52.9,24.7,0.96,0.97,1.05,0.45,1.44,-3.11
553905.3578126635,5645531.565747183,26.55,43484.009999999995,20.2,7.3,37.2,14.4,52.9,24.7,0.96,0.97,1.05,0.45,1.44,-3.11
553905.3578435875,5645531.562782603,26.55,43484.100000000006,20.2,7.3,37.0,14.4,52.9,24.7,0.96,0.97,1.04,0.45,1.44,-3.11
553905.3578777735,5645531.559502476,26.55,43484.2,20.2,7.3,36.7,14.4,52.9,24.7,0.96,0.97,1.04,0.45,1.44,-3.11
553905.3579092344,5645531.556479675,26.55,43484.3,20.2,7.3,36.3,14.5,52.9,24.7,0.96,0.97,1.04,0.45,1.44,-3.11
553905.3579444423,5645531.553142131,26.55,43484.44,20.2,7.3,36.3,14.5,52.9,24.7,0.96,0.97,1.04,0.45,1.44,-3.11
553905.3579524735,5645531.5521369055,26.55,43484.520000000004,20.2,7.3,36.7,14.5,52.3,24.7,0.96,0.97,1.04,0.45,1.44,-3.11
553905.3579550826,5645531.551625399,26.55,43484.61,20.2,7.3,37.1,14.5,52.3,24.7,0.96,0.97,1.04,0.45,1.44,-3.11
553905.3574980535,5645531.5515980795,26.55,43484.71000000001,20.2,7.3,37.2,14.5,52.3,24.7,0.96,0.97,1.04,0.45,1.44,-3.11
553905.3563669856,5645531.551573605,26.55,43484.81,20.2,7.3,37.0,14.5,52.3,24.7,0.96,0.97,1.04,0.45,1.44,-3.11
553905.3547496734,5645531.551552033,26.55,43484.91,20.2,7.3,37.1,14.3,52.3,24.7,0.96,0.97,1.04,0.43,1.44,-3.11
553905.3523975797,5645531.551529906,26.55,43485.03,20.2,7.3,37.2,14.3,52.3,24.7,0.96,0.97,1.04,0.43,1.44,-3.11
553905.3505150743,5645531.551516041,26.55,43485.119999999995,20.2,7.3,37.1,14.3,52.3,24.7,0.96,0.97,1.04,0.43,1.44,-3.11
553905.3484587076,5645531.551503431,26.55,43485.22,20.2,7.3,36.9,14.3,52.3,24.7,0.96,0.97,1.04,0.43,1.44,-3.11
553905.3471208852,5645531.551496286,26.55,43485.28999999999,20.2,7.3,37.1,14.3,52.3,24.7,0.96,0.97,1.04,0.43,1.44,-3.11
553905.345644449,5645531.551489245,26.55,43485.380000000005,20.2,7.3,37.3,14.3,52.3,24.7,0.96,0.97,1.04,0.43,1.44,-3.11
553905.3444326089,5645531.551483902,26.55,43485.479999999996,20.2,7.3,37.3,14.3,52.3,24.7,0.96,0.97,1.04,0.43,1.44,-3.11
553905.3440091732,5645531.551503207,26.55,43485.58,20.2,7.3,37.4,14.3,52.3,24.7,0.96,0.97,1.04,0.43,1.44,-3.11
553905.3441547152,5645531.551883003,26.55,43485.67999999999,20.2,7.3,37.5,14.3,52.3,24.7,0.96,0.97,1.05,0.43,1.44,-3.11
553905.3450944362,5645531.553396314,26.55,43485.78,20.2,7.3,37.4,14.3,52.3,24.7,0.96,0.97,1.04,0.43,1.44,-3.11
553905.346556211,5645531.555765084,26.55,43485.880000000005,20.2,7.3,37.2,14.3,52.3,24.7,0.96,0.97,1.04,0.43,1.44,-3.11
553905.3577068562,5645531.5738537405,26.55,43489.009999999995,20.2,7.3,36.8,14.5,52.9,24.7,0.96,0.97,1.04,0.45,1.44,-3.11
553905.357710324,5645531.573857283,26.55,43489.100000000006,20.2,7.3,36.8,14.5,52.9,24.7,0.96,0.97,1.05,0.45,1.44,-3.11
553905.3577139027,5645531.573860233,26.55,43489.2,20.2,7.3,37.1,14.5,52.9,24.7,0.96,0.97,1.05,0.45,1.44,-3.11
553905.3577173003,5645531.5738622835,26.55,43489.3,20.2,7.3,37.3,14.5,52.9,24.7,0.96,0.97,1.05,0.45,1.44,-3.11
553905.3577206285,5645531.573863581,26.55,43489.399999999994,20.2,7.3,37.3,14.5,52.9,24.7,0.96,0.97,1.05,0.45,1.44,-3.11
553905.3577239986,5645531.573864265,26.55,43489.5,20.2,7.3,37.2,14.5,52.9,24.7,0.96,0.97,1.04,0.45,1.44,-3.11
553905.3577287301,5645531.573806263,26.55,43489.64,20.2,7.3,37.1,14.5,52.9,24.7,0.96,0.97,1.04,0.45,1.44,-3.11
553905.3577306451,5645531.573418209,26.55,43489.71000000001,20.2,7.3,37.0,14.5,52.9,24.7,0.96,0.97,1.04,0.45,1.44,-3.11
553905.3577381967,5645531.572271483,26.55,43489.81,20.2,7.3,36.9,14.5,52.9,24.7,0.96,0.97,1.04,0.44,1.44,-3.11
553905.3577504007,5645531.5705503505,26.55,43489.91,20.2,7.3,37.0,14.4,52.9,24.7,0.96,0.97,1.03,0.45,1.44,-3.11
553905.35777113,5645531.567877444,26.55,43490.03,20.2,7.3,37.2,14.4,52.9,24.7,0.96,0.97,1.04,0.45,1.44,-3.11
553905.3577886857,5645531.565808441,26.55,43490.11,20.2,7.3,37.4,14.4,52.9,24.7,0.96,0.97,1.04,0.45,1.44,-3.11
553905.3578148216,5645531.562994909,26.55,43490.21000000001,20.2,7.3,37.3,14.4,52.9,24.7,0.96,0.97,1.04,0.45,1.44,-3.11
553905.3578452378,5645531.560045886,26.55,43490.31,20.2,7.3,37.3,14.4,52.9,24.7,0.96,0.97,1.05,0.45,1.44,-3.11
553905.3578803049,5645531.557049959,26.55,43490.41,20.2,7.3,37.3,14.5,52.9,24.7,0.96,0.97,1.04,0.45,1.44,-3.11
553905.3579056513,5645531.554985704,26.55,43490.479999999996,20.2,7.3,37.3,14.5,52.9,24.7,0.96,0.97,1.04,0.45,1.44,-3.11
553905.3579649144,5645531.5522070825,26.55,43490.58,20.2,7.3,37.4,14.5,52.3,24.7,0.96,0.97,1.04,0.45,1.44,-3.11
553905.3583797431,5645531.549214039,26.55,43490.67999999999,20.2,7.3,37.5,14.6,52.3,24.7,0.96,0.97,1.04,0.45,1.44,-3.11
553905.3598529467,5645531.545566605,26.55,43490.78,20.2,7.3,37.3,14.8,52.3,24.7,0.96,0.97,1.04,0.45,1.44,-3.11
553905.3623896044,5645531.540988417,26.55,43490.89,20.2,7.3,37.1,14.7,52.3,24.7,0.96,0.97,1.04,0.45,1.44,-3.11
553905.365872759,5645531.535684561,26.55,43491.009999999995,20.2,7.3,37.0,14.7,52.3,24.7,0.96,0.97,1.05,0.45,1.44,-3.11
553905.3687224115,5645531.531734264,26.55,43491.100000000006,20.2,7.3,36.9,14.7,52.3,24.7,0.96,0.97,1.05,0.45,1.44,-3.11
553905.3718770375,5645531.527601922,26.55,43491.2,20.2,7.3,36.8,14.7,52.3,24.7,0.96,0.97,1.05,0.45,1.44,-3.11
553905.3747745706,5645531.523973437,26.55,43491.3,20.2,7.3,36.7,14.7,52.3,24.7,0.96,0.97,1.05,0.45,1.44,-3.11
553905.3773653943,5645531.520841806,26.55,43491.41,20.2,7.3,36.7,14.7,52.3,24.7,0.96,0.97,1.04,0.45,1.44,-3.11
553905.3788330429,5645531.519114672,26.55,43491.509999999995,20.2,7.3,36.8,14.7,52.3,24.7,0.96,0.97,1.04,0.45,1.44,-3.11
553905.3793542807,5645531.51851352,26.55,43491.61,20.2,7.3,36.9,14.7,52.3,24.7,0.96,0.97,1.05,0.45,1.44,-3.11
553905.3770390174,5645531.521384335,26.55,43491.71000000001,20.2,7.3,37.1,14.7,52.3,24.7,0.96,0.97,1.05,0.45,1.44,-3.11
553905.3713089472,5645531.5284893485,26.55,43491.81,20.2,7.3,37.2,14.7,52.3,24.7,0.96,0.97,1.05,0.45,1.44,-3.11
553905.3631171532,5645531.538646781,26.55,43491.91,20.2,7.3,37.0,14.7,52.3,24.7,0.96,0.97,1.05,0.45,1.44,-3.11
553905.3512394448,5645531.553374572,26.55,43492.03,20.2,7.3,36.9,14.3,52.3,24.7,0.96,0.97,1.05,0.43,1.44,-3.11
553905.3416740143,5645531.565235249,26.55,43492.119999999995,20.2,7.3,37.1,14.3,52.3,24.7,0.96,0.97,1.05,0.43,1.44,-3.11
553905.3342787052,5645531.574405078,26.55,43492.19,20.2,7.3,37.4,14.3,52.3,24.7,0.96,0.97,1.05,0.43,1.44,-3.11
553905.3263337947,5645531.584256387,26.55,43492.270000000004,20.1,7.3,37.5,14.3,52.9,24.7,0.96,0.97,1.04,0.43,1.44,-3.11
553905.3177432987,5645531.594908191,26.55,43492.369999999995,19.9,7.4,37.2,14.3,52.9,24.7,0.96,0.97,1.04,0.43,1.44,-3.11
553905.3113357107,5645531.602830584,26.55,43492.47,19.9,7.3,36.9,14.3,52.9,24.7,0.96,0.97,1.04,0.44,1.44,-3.11
553905.3087069058,5645531.606222885,26.55,43492.58,19.8,7.3,36.9,14.3,52.9,24.7,0.96,0.97,1.04,0.44,1.44,-3.11
553905.309455844,5645531.606148113,26.55,43492.67999999999,19.8,7.3,37.0,14.3,52.9,24.7,0.96,0.97,1.04,0.44,1.44,-3.11
553905.3142622572,5645531.603935124,26.55,43492.78,19.9,7.3,37.0,14.3,52.9,24.7,0.96,0.97,1.04,0.44,1.44,-3.11
553905.3217111898,5645531.600504298,26.55,43492.880000000005,20.0,7.4,36.9,14.3,52.9,24.7,0.96,0.97,1.04,0.44,1.44,-3.11
553905.335108781,5645531.594330306,26.55,43493.020000000004,20.1,7.3,37.1,14.3,52.9,24.7,0.96,0.97,1.04,0.44,1.44,-3.11
553905.343493256,5645531.590463793,26.55,43493.100000000006,20.2,7.3,37.4,14.3,52.9,24.7,0.96,0.97,1.03,0.44,1.44,-3.11
553905.3539403189,5645531.585642164,26.55,43493.2,20.2,7.3,37.5,14.3,52.9,24.7,0.96,0.97,1.04,0.44,1.44,-3.11
553905.3644240648,5645531.580796276,26.55,43493.31,20.2,7.3,37.3,14.5,52.9,24.7,0.96,0.97,1.05,0.45,1.44,-3.11
553905.3714587281,5645531.577536571,26.55,43493.399999999994,20.2,7.3,37.1,14.4,52.9,24.7,0.96,0.97,1.05,0.45,1.44,-3.11
553905.3768871707,5645531.57499824,26.55,43493.509999999995,20.2,7.3,37.0,14.4,52.9,24.7,0.96,0.97,1.05,0.45,1.44,-3.11
553905.3787518055,5645531.574095227,26.55,43493.61,20.2,7.3,36.9,14.4,52.9,24.7,0.96,0.97,1.05,0.45,1.44,-3.11
553905.3781011355,5645531.574042394,26.55,43493.71000000001,20.2,7.3,36.8,14.4,52.9,24.7,0.96,0.97,1.04,0.45,1.44,-3.11
553905.3764082952,5645531.574005695,26.55,43493.81,20.2,7.3,37.0,14.4,52.9,24.7,0.96,0.97,1.04,0.45,1.44,-3.11
553905.3739780883,5645531.573973281,26.55,43493.91,20.2,7.3,37.4,14.4,52.9,24.7,0.96,0.97,1.04,0.45,1.44,-3.11
553905.3579196244,5645531.5738561265,26.55,43496.020000000004,20.2,7.3,37.0,14.5,52.9,24.7,0.96,0.97,1.04,0.45,1.44,-3.11
553905.3579086876,5645531.573855244,26.55,43496.09,20.2,7.3,36.9,14.5,52.9,24.7,0.96,0.97,1.04,0.45,1.44,-3.11
553905.3578950423,5645531.573854199,26.55,43496.16,20.2,7.3,36.7,14.5,52.9,24.7,0.96,0.97,1.04,0.45,1.44,-3.11
553905.357890594,5645531.573853867,26.55,43496.17999999999,20.2,7.3,36.6,14.5,52.9,24.7,0.96,0.97,1.04,0.45,1.44,-3.11
553905.3578834311,5645531.573853341,26.55,43496.21000000001,20.2,7.3,36.8,14.5,52.9,24.7,0.96,0.97,1.04,0.45,1.44,-3.11
553905.3578756533,5645531.57385278,26.55,43496.240000000005,20.2,7.3,37.1,14.5,52.9,24.7,0.96,0.97,1.04,0.45,1.44,-3.11
553905.3578642759,5645531.573851975,26.55,43496.28,20.2,7.3,37.2,14.5,52.9,24.7,0.96,0.97,1.04,0.45,1.44,-3.11
553905.3578341298,5645531.573849902,26.55,43496.369999999995,20.2,7.3,36.7,14.5,52.9,24.7,0.96,0.97,1.04,0.45,1.44,-3.11
553905.3578144334,5645531.573848583,26.55,43496.42,20.2,7.3,36.5,14.5,52.9,24.7,0.96,0.97,1.04,0.45,1.44,-3.11
553905.3577924585,5645531.573847137,26.55,43496.47,20.2,7.3,36.4,14.5,52.9,24.7,0.96,0.97,1.04,0.45,1.44,-3.11
553905.3577628903,5645531.573845225,26.55,43496.53,20.2,7.3,36.4,14.5,52.9,24.7,0.96,0.97,1.04,0.45,1.44,-3.11
553905.3577296113,5645531.573843109,26.55,43496.59,20.2,7.3,36.5,14.5,52.9,24.7,0.96,0.97,1.04,0.45,1.44,-3.11
553905.357528303,5645531.573549038,26.55,43496.67,20.2,7.3,36.7,14.5,52.9,24.7,0.96,0.97,1.05,0.45,1.44,-3.11
553905.3567800666,5645531.572332596,26.55,43496.759999999995,20.2,7.3,36.9,14.5,52.9,24.7,0.96,0.97,1.04,0.45,1.44,-3.11
553905.3552510549,5645531.569854869,26.55,43496.869999999995,20.2,7.3,37.0,14.5,52.9,24.7,0.96,0.97,1.04,0.44,1.44,-3.11
553905.3506127821,5645531.562338659,26.55,43497.11,20.2,7.3,37.3,14.3,52.9,24.7,0.96,0.97,1.05,0.43,1.44,-3.11
553905.3487771439,5645531.5593640525,26.55,43497.2,20.2,7.3,37.0,14.3,52.3,24.7,0.96,0.97,1.05,0.43,1.44,-3.11
553905.3467213827,5645531.55603274,26.55,43497.31,20.2,7.3,36.8,14.3,52.3,24.7,0.96,0.97,1.05,0.43,1.44,-3.11
553905.3445528973,5645531.552518764,26.55,43497.47,20.2,7.3,37.0,14.3,52.3,24.7,0.96,0.97,1.04,0.43,1.44,-3.11
553905.344434399,5645531.55232674,26.55,43497.57000000001,20.2,7.3,37.1,14.3,52.3,24.7,0.96,0.97,1.04,0.43,1.44,-3.11
553905.3443822573,5645531.552242245,26.55,43497.67,20.2,7.3,37.1,14.3,52.3,24.7,0.96,0.97,1.04,0.43,1.44,-3.11
553905.3449284858,5645531.553127395,26.55,43497.770000000004,20.2,7.3,37.0,14.3,52.3,24.7,0.96,0.97,1.04,0.43,1.44,-3.11
553905.3463929212,5645531.555500478,26.55,43497.869999999995,20.2,7.3,37.0,14.3,52.3,24.7,0.96,0.97,1.04,0.43,1.44,-3.11
553905.3491847388,5645531.560024551,26.55,43498.020000000004,20.2,7.3,36.9,14.3,52.3,24.7,0.96,0.97,1.04,0.43,1.44,-3.11
553905.3506073711,5645531.562329892,26.55,43498.09,20.2,7.3,36.8,14.3,52.9,24.7,0.96,0.97,1.04,0.43,1.44,-3.11
553905.3526628523,5645531.56566075,26.55,43498.19,20.2,7.3,37.0,14.3,52.9,24.7,0.96,0.97,1.04,0.43,1.44,-3.11
553905.3545652523,5645531.568743544,26.55,43498.28999999999,20.2,7.3,37.1,14.4,52.9,24.7,0.96,0.97,1.04,0.45,1.44,-3.11
553905.3561598688,5645531.571326332,26.55,43498.39,20.2,7.3,36.9,14.5,52.9,24.7,0.96,0.97,1.04,0.44,1.44,-3.11
553905.3571993753,5645531.5730203185,26.55,43498.490000000005,20.2,7.3,36.7,14.5,52.9,24.7,0.96,0.97,1.04,0.45,1.44,-3.11
553905.357590689,5645531.573692079,26.55,43498.59,20.2,7.3,36.8,14.5,52.9,24.7,0.96,0.97,1.04,0.45,1.44,-3.11
553905.3551085509,5645531.570803536,26.55,43498.7,20.2,7.3,37.0,14.5,52.9,24.7,0.96,0.97,1.04,0.45,1.44,-3.11
553905.3474242778,5645531.561824929,26.55,43498.8,20.2,7.3,37.0,14.3,52.3,24.7,0.96,0.97,1.04,0.43,1.44,-3.11
553905.3351910403,5645531.5475563295,26.55,43498.899999999994,20.2,7.3,36.9,14.3,52.3,24.7,0.96,0.97,1.04,0.43,1.44,-3.11
553905.3053508588,5645531.512848504,26.55,43499.07000000001,20.2,7.3,36.7,14.2,52.3,24.5,0.96,0.97,1.04,0.39,1.44,-3.04
553905.2947448895,5645531.500541812,26.55,43499.119999999995,20.2,7.3,36.6,14.0,52.3,24.5,0.96,0.97,1.05,0.37,1.44,-3.04
553905.2761758601,5645531.479031357,26.55,43499.2,20.1,7.3,36.7,14.0,52.3,24.5,0.96,0.97,1.05,0.37,1.44,-3.04
553905.2506622884,5645531.449550131,26.55,43499.3,19.9,7.4,36.5,13.9,51.8,24.5,0.96,0.97,1.04,0.35,1.41,-3.04
553905.2230434194,5645531.417736264,26.55,43499.399999999994,19.8,7.4,36.3,13.7,51.8,24.4,0.96,0.97,1.04,0.34,1.41,-2.94
553905.190734876,5645531.3806763245,26.55,43499.509999999995,19.8,7.1,36.1,13.5,51.3,24.4,0.96,0.97,1.03,0.33,1.36,-2.94
553905.1596498234,5645531.345321135,26.55,43499.61,19.8,7.1,35.8,13.3,51.3,24.2,0.96,0.97,1.03,0.33,1.36,-2.85
553905.121133227,5645531.302855199,26.55,43499.71000000001,19.4,6.9,35.4,13.2,51.1,24.2,0.97,0.97,1.04,0.33,1.33,-2.85
553905.0693251184,5645531.247629311,26.55,43499.81,18.8,6.7,34.9,13.0,51.1,24.0,0.96,0.97,1.04,0.34,1.33,-2.73
553905.0067036729,5645531.181653025,26.55,43499.91,18.6,6.7,34.6,13.0,50.8,24.0,0.96,0.96,1.05,0.34,1.34,-2.73
553904.9118714624,5645531.081875056,26.55,43500.03999999999,18.6,6.5,34.2,12.6,50.3,23.8,0.96,0.96,1.06,0.38,1.35,-2.55
553904.8557828659,5645531.02257888,26.55,43500.11,18.5,6.5,33.8,12.6,50.3,23.6,0.96,0.96,1.06,0.38,1.35,-2.31
553904.7710731077,5645530.932260028,26.55,43500.21000000001,18.4,6.4,33.6,12.5,49.6,23.3,0.96,0.97,1.05,0.42,1.34,-2.06
553904.6825249601,5645530.836544434,26.55,43500.31,18.1,6.3,33.6,12.5,49.1,23.4,0.97,0.98,1.04,0.46,1.33,-1.86
553904.5918959198,5645530.736785898,26.55,43500.41,18.0,6.3,33.7,12.4,48.8,23.7,0.97,0.99,1.04,0.52,1.33,-1.75
