,x,y,EC_0.30,EC_0.60,EC_1.00,EC_1.60,EC_2.40,EC_3.20,EC_end,pos
18,107768.900347679,183298.815642995,52.477437532554084,46.947259004513626,171.0654706149013,155.53026980745022,217.17183288362799,43.03734350515937,30.899401121171255,29.0
19,107769.054144,183298.592548005,53.97292945613249,47.560971083042205,96.27935772622617,299.0217439527225,118.67337982498458,70.5176919097648,35.60563739850285,30.0
20,107769.329926647,183298.193780093,53.2412567450685,51.49092544317949,128.4259133492244,163.07083393977376,260.3634581327012,80.0969145214127,31.07094092514281,31.0
21,107769.652227533,183297.729321073,53.518548439690576,45.900747848226345,196.84758004558174,63.28038418230126,276.6466910944186,118.51277719653736,35.00945700254837,32.0
22,107769.973631241,183297.267208399,52.47699535840336,59.72067014985414,153.8847358617998,119.82800214279852,263.49899189597346,28.569073342589704,32.725143812784815,33.0
23,107770.247213055,183296.874179699,46.67935702921591,45.044614667611356,190.3882907881095,111.08194560252821,248.47942444213697,17.042059331743754,28.88335306088206,34.0
24,107770.577163847,183296.401402106,53.71890647743314,52.16646433150322,122.22363718495149,222.41434398100176,125.35489885093769,93.25320364324725,32.26976553332557,35.0
25,107770.860115891,183295.997739715,46.56605230706402,50.83547865501848,175.2455491958061,220.47265420381478,92.78606772497886,70.59085372922175,31.060940292981247,36.0
26,107771.023651063,183295.764657444,53.86680940325546,55.17312656283865,161.39859238862147,186.21701844355513,102.0517594667492,139.63141357413915,27.759168982527157,37.0
27,107771.317653548,183295.345047732,53.43612988663879,53.47760687824175,149.40466649809656,186.9052174194851,149.2205337524166,94.2128341969152,19.3236995695986,38.0
28,107771.633169874,183294.892482512,53.22874470776996,46.63479027690184,153.03920341461858,166.8170172477461,138.50480149707997,120.6339698424784,31.045634546659944,39.0
29,107771.956526987,183294.425265583,49.36601227719241,47.33558941876919,188.12119539284316,57.86474021373254,290.3127478869328,33.97231818984247,33.64318288301406,40.0
30,107772.241052212,183294.012834531,48.5382766981348,44.66245246986645,105.89651708383099,187.95333951239576,203.51492361345294,101.20556266619323,32.29221403152246,41.0
31,107772.56132671,183293.546786699,43.22795354331163,46.23283932758125,88.30461293496515,182.1233189051375,273.15984457897616,61.69031799137946,21.87391997499453,42.0
32,107772.852897262,183293.120103048,35.85794989487662,49.37211440097042,125.88063753466008,114.67071274398694,260.152076212069,134.97769393923488,33.97345809398172,43.0
33,107773.118407389,183292.728909676,35.52906984903568,47.491984136538406,104.46149685393311,161.5882853320967,231.42919664898704,116.19828685483418,34.783460605276076,44.0
34,107773.446260349,183292.241114626,42.169389187025594,45.05600682517685,90.11456356682918,136.02161711397034,278.3291979041967,87.33387980851515,34.07963990862639,45.0
35,107773.595339141,183292.016766185,46.35410553866441,47.36366903996635,110.07023545680514,100.3141207308854,301.3011810616048,124.26763781849377,7.252555457947243,46.0
36,107773.980663386,183291.430524535,48.77358958132854,50.78428029536728,110.17772959635448,116.73916046301576,234.4101654505734,104.49076491698693,31.44674287426673,47.0
37,107774.130678126,183291.200827292,52.20949619253443,48.12742352122349,104.29806501972655,92.45901197253832,272.2572637785554,113.96935115571044,27.600578549233298,48.0
38,107774.436793881,183290.731809642,43.252232627534596,48.86428289975884,87.71493320823315,118.03400225440186,275.6091493514735,141.44298495131721,17.584097595839737,49.0
39,107774.779304324,183290.210190485,42.783759303808566,53.350391134975965,86.388820917551,120.36904133243175,286.9171640765734,122.9213208286292,24.83890874376585,50.0
