ID,easting,northing,z,Resistivity(ohm.m)
58,41676.022,204293.694,-4.4,1.48338
58,41676.022,204293.694,-4.2,1.50127
58,41676.022,204293.694,-4.1,1.502715
58,41676.022,204293.694,-3.9,1.524315
58,41676.022,204293.694,-3.8,1.5441375
58,41676.022,204293.694,-3.6,1.55038
58,41676.022,204293.694,-3.5,1.573083333
58,41676.022,204293.694,-3.4,1.60508
58,41676.022,204293.694,-3.3,1.59644
58,41676.022,204293.694,-3.2,1.61917
58,41676.022,204293.694,-3.1,1.62771
58,41676.022,204293.694,-3,1.64471
58,41676.022,204293.694,-2.9,1.6666675
58,41676.022,204293.694,-2.8,1.68164
58,41676.022,204293.694,-2.7,1.710875
58,41676.022,204293.694,-2.6,1.727115
58,41676.022,204293.694,-2.5,1.74046
58,41676.022,204293.694,-2.4,1.79946
58,41676.022,204293.694,-2.3,1.8162175
58,41676.022,204293.694,-2.2,1.84049
58,41676.022,204293.694,-2.1,1.91789
58,41676.022,204293.694,-2,1.93435
58,41676.022,204293.694,-1.9,2.02954
58,41676.022,204293.694,-1.8,2.08977
58,41676.022,204293.694,-1.7,2.194456667
58,41676.022,204293.694,-1.6,2.286943333
58,41676.022,204293.694,-1.5,2.407265
58,41676.022,204293.694,-1.4,2.6155025
58,41676.022,204293.694,-1.3,2.816725
58,41676.022,204293.694,-1.2,3.06027
58,41676.022,204293.694,-1.1,3.56134
58,41676.022,204293.694,-1,3.977415
58,41676.022,204293.694,-0.9,4.65226
58,41676.022,204293.694,-0.8,6.143796667
58,41676.022,204293.694,-0.7,6.62232
58,41676.022,204293.694,-0.6,10.38582
58,41676.022,204293.694,-0.5,9.3659375
58,41676.022,204293.694,-0.4,15.387275
58,41676.022,204293.694,-0.3,17.88634667
58,41676.022,204293.694,-0.2,22.08074
58,41676.022,204293.694,-0.1,27.30003833
59,41676.213,204293.232,-4.9,1.42793
59,41676.213,204293.232,-4.8,1.437896667
59,41676.213,204293.232,-4.6,1.45164
59,41676.213,204293.232,-4.5,1.458395
59,41676.213,204293.232,-4.4,1.46396
59,41676.213,204293.232,-4.2,1.48196
59,41676.213,204293.232,-4.1,1.49698
59,41676.213,204293.232,-4,1.49938
59,41676.213,204293.232,-3.9,1.51376
59,41676.213,204293.232,-3.8,1.528515
59,41676.213,204293.232,-3.7,1.53725
59,41676.213,204293.232,-3.6,1.55038
59,41676.213,204293.232,-3.5,1.55794
59,41676.213,204293.232,-3.3,1.590533333
59,41676.213,204293.232,-3.2,1.606875
59,41676.213,204293.232,-3.1,1.63924
59,41676.213,204293.232,-3,1.642215
59,41676.213,204293.232,-2.9,1.665003333
59,41676.213,204293.232,-2.7,1.7198075
59,41676.213,204293.232,-2.6,1.74014
59,41676.213,204293.232,-2.5,1.8104
59,41676.213,204293.232,-2.4,1.819076667
59,41676.213,204293.232,-2.3,1.837655
59,41676.213,204293.232,-2.2,1.93793
59,41676.213,204293.232,-2.1,1.941276667
59,41676.213,204293.232,-2,1.975525
59,41676.213,204293.232,-1.9,2.069153333
59,41676.213,204293.232,-1.8,2.13747
59,41676.213,204293.232,-1.7,2.195435
59,41676.213,204293.232,-1.6,2.2914775
59,41676.213,204293.232,-1.5,2.43353
59,41676.213,204293.232,-1.4,2.4988325
59,41676.213,204293.232,-1.3,2.63943
59,41676.213,204293.232,-1.2,2.854846667
59,41676.213,204293.232,-1.1,3.039345
59,41676.213,204293.232,-1,3.325145
59,41676.213,204293.232,-0.9,4.100215
59,41676.213,204293.232,-0.8,4.18277
59,41676.213,204293.232,-0.7,5.3280575
59,41676.213,204293.232,-0.6,7.364675
59,41676.213,204293.232,-0.5,9.212526667
59,41676.213,204293.232,-0.3,17.226395
59,41676.213,204293.232,-0.2,24.49677667
59,41676.213,204293.232,-0.1,29.2585425
60,41676.405,204292.77,-4.9,1.42827
60,41676.405,204292.77,-4.8,1.435175
60,41676.405,204292.77,-4.6,1.453813333
60,41676.405,204292.77,-4.4,1.462483333
60,41676.405,204292.77,-4.3,1.47777
60,41676.405,204292.77,-4.2,1.47782
60,41676.405,204292.77,-4.1,1.496645
60,41676.405,204292.77,-4,1.50467
60,41676.405,204292.77,-3.9,1.511815
60,41676.405,204292.77,-3.7,1.53596
60,41676.405,204292.77,-3.6,1.549875
60,41676.405,204292.77,-3.5,1.55359
60,41676.405,204292.77,-3.4,1.58049
60,41676.405,204292.77,-3.3,1.594083333
60,41676.405,204292.77,-3.2,1.60261
60,41676.405,204292.77,-3.1,1.641405
60,41676.405,204292.77,-3,1.659926667
60,41676.405,204292.77,-2.9,1.66261
60,41676.405,204292.77,-2.8,1.715535
60,41676.405,204292.77,-2.7,1.73376
60,41676.405,204292.77,-2.6,1.74202
60,41676.405,204292.77,-2.5,1.806745
60,41676.405,204292.77,-2.4,1.8329975
60,41676.405,204292.77,-2.3,1.89529
60,41676.405,204292.77,-2.2,1.93229
60,41676.405,204292.77,-2.1,1.971825
60,41676.405,204292.77,-2,2.016955
60,41676.405,204292.77,-1.9,2.07653
60,41676.405,204292.77,-1.8,2.121715
60,41676.405,204292.77,-1.7,2.209033333
60,41676.405,204292.77,-1.6,2.28512
60,41676.405,204292.77,-1.5,2.34264
60,41676.405,204292.77,-1.4,2.42751
60,41676.405,204292.77,-1.3,2.58001
60,41676.405,204292.77,-1.2,2.752135
60,41676.405,204292.77,-1.1,2.86987
60,41676.405,204292.77,-1,3.1676575
60,41676.405,204292.77,-0.9,3.5551
60,41676.405,204292.77,-0.8,4.0107
60,41676.405,204292.77,-0.7,5.045706667
60,41676.405,204292.77,-0.6,6.410863333
60,41676.405,204292.77,-0.5,8.56156
60,41676.405,204292.77,-0.4,12.035315
60,41676.405,204292.77,-0.3,18.574005
60,41676.405,204292.77,-0.2,28.5141925
60,41676.405,204292.77,-0.1,36.37182
61,41676.597,204292.308,-4.9,1.437073333
61,41676.597,204292.308,-4.8,1.443125
61,41676.597,204292.308,-4.7,1.45967
61,41676.597,204292.308,-4.6,1.4549
61,41676.597,204292.308,-4.5,1.47905
61,41676.597,204292.308,-4.4,1.477006667
61,41676.597,204292.308,-4.3,1.48168
61,41676.597,204292.308,-4.1,1.50255
61,41676.597,204292.308,-4,1.51542
61,41676.597,204292.308,-3.8,1.542615
61,41676.597,204292.308,-3.7,1.5451
61,41676.597,204292.308,-3.6,1.549875
61,41676.597,204292.308,-3.5,1.58347
61,41676.597,204292.308,-3.4,1.5898525
61,41676.597,204292.308,-3.3,1.6001
61,41676.597,204292.308,-3.2,1.62987
61,41676.597,204292.308,-3.1,1.64357
61,41676.597,204292.308,-3,1.669726667
61,41676.597,204292.308,-2.9,1.70676
61,41676.597,204292.308,-2.8,1.717016667
61,41676.597,204292.308,-2.7,1.739725
61,41676.597,204292.308,-2.6,1.7734
61,41676.597,204292.308,-2.5,1.801315
61,41676.597,204292.308,-2.4,1.83711
61,41676.597,204292.308,-2.3,1.87373
61,41676.597,204292.308,-2.2,1.895973333
61,41676.597,204292.308,-2.1,1.9556
61,41676.597,204292.308,-2,1.97218
61,41676.597,204292.308,-1.9,2.01181
61,41676.597,204292.308,-1.8,2.122
61,41676.597,204292.308,-1.7,2.132713333
61,41676.597,204292.308,-1.6,2.237135
61,41676.597,204292.308,-1.5,2.286535
61,41676.597,204292.308,-1.4,2.356416667
61,41676.597,204292.308,-1.3,2.50668
61,41676.597,204292.308,-1.2,2.49388
61,41676.597,204292.308,-1.1,2.78274
61,41676.597,204292.308,-1,3.00743
61,41676.597,204292.308,-0.9,3.351185
61,41676.597,204292.308,-0.8,3.940876667
61,41676.597,204292.308,-0.7,5.251755
61,41676.597,204292.308,-0.6,6.298505
61,41676.597,204292.308,-0.5,8.90817
61,41676.597,204292.308,-0.4,12.9982275
61,41676.597,204292.308,-0.3,16.87295333
61,41676.597,204292.308,-0.2,28.94810667
61,41676.597,204292.308,-0.1,39.44266
62,41676.789,204291.846,-4.9,1.457665
62,41676.789,204291.846,-4.8,1.45865
62,41676.789,204291.846,-4.7,1.45967
62,41676.789,204291.846,-4.5,1.484
62,41676.789,204291.846,-4.4,1.491376667
62,41676.789,204291.846,-4.3,1.48559
62,41676.789,204291.846,-4.2,1.52312
62,41676.789,204291.846,-4.1,1.520485
62,41676.789,204291.846,-4,1.51815
62,41676.789,204291.846,-3.9,1.55927
62,41676.789,204291.846,-3.8,1.554896667
62,41676.789,204291.846,-3.7,1.560615
62,41676.789,204291.846,-3.6,1.60581
62,41676.789,204291.846,-3.5,1.58805
62,41676.789,204291.846,-3.4,1.604006667
62,41676.789,204291.846,-3.3,1.64402
62,41676.789,204291.846,-3.2,1.62987
62,41676.789,204291.846,-3.1,1.661265
62,41676.789,204291.846,-3,1.67682
62,41676.789,204291.846,-2.9,1.700225
62,41676.789,204291.846,-2.8,1.71165
62,41676.789,204291.846,-2.7,1.736015
62,41676.789,204291.846,-2.6,1.762493333
62,41676.789,204291.846,-2.5,1.783565
62,41676.789,204291.846,-2.4,1.76532
62,41676.789,204291.846,-2.3,1.81929
62,41676.789,204291.846,-2.2,1.880635
62,41676.789,204291.846,-2.1,1.83104
62,41676.789,204291.846,-2,1.8938075
62,41676.789,204291.846,-1.9,1.96854
62,41676.789,204291.846,-1.8,1.889495
62,41676.789,204291.846,-1.7,2.0244975
62,41676.789,204291.846,-1.6,2.12999
62,41676.789,204291.846,-1.5,2.1015
62,41676.789,204291.846,-1.4,2.154715
62,41676.789,204291.846,-1.3,2.314965
62,41676.789,204291.846,-1.2,2.437736667
62,41676.789,204291.846,-1.1,2.6541
62,41676.789,204291.846,-1,2.793355
62,41676.789,204291.846,-0.9,3.237745
62,41676.789,204291.846,-0.8,3.72233
62,41676.789,204291.846,-0.7,4.761754
62,41676.789,204291.846,-0.6,6.430975
62,41676.789,204291.846,-0.5,8.6210325
62,41676.789,204291.846,-0.4,12.74505333
62,41676.789,204291.846,-0.3,17.24989333
62,41676.789,204291.846,-0.2,25.90934
62,41676.789,204291.846,-0.1,25.703605
63,41676.98,204291.385,-4.9,1.469875
63,41676.98,204291.385,-4.8,1.480763333
63,41676.98,204291.385,-4.6,1.51747
63,41676.98,204291.385,-4.5,1.49585
63,41676.98,204291.385,-4.4,1.514215
63,41676.98,204291.385,-4.2,1.538805
63,41676.98,204291.385,-4.1,1.54209
63,41676.98,204291.385,-4,1.5891
63,41676.98,204291.385,-3.9,1.56673
63,41676.98,204291.385,-3.8,1.58688
63,41676.98,204291.385,-3.7,1.5657
63,41676.98,204291.385,-3.6,1.61277
63,41676.98,204291.385,-3.5,1.619036667
63,41676.98,204291.385,-3.4,1.61359
63,41676.98,204291.385,-3.3,1.6473
63,41676.98,204291.385,-3.2,1.663145
63,41676.98,204291.385,-3.1,1.661265
63,41676.98,204291.385,-3,1.68391
63,41676.98,204291.385,-2.9,1.69865
63,41676.98,204291.385,-2.8,1.70332
63,41676.98,204291.385,-2.7,1.723463333
63,41676.98,204291.385,-2.6,1.73185
63,41676.98,204291.385,-2.5,1.76759
63,41676.98,204291.385,-2.4,1.75069
63,41676.98,204291.385,-2.3,1.77316
63,41676.98,204291.385,-2.2,1.73834
63,41676.98,204291.385,-2.1,1.803635
63,41676.98,204291.385,-2,1.821046667
63,41676.98,204291.385,-1.9,1.78879
63,41676.98,204291.385,-1.8,1.8508175
63,41676.98,204291.385,-1.7,1.96177
63,41676.98,204291.385,-1.6,1.879615
63,41676.98,204291.385,-1.5,2.00032
63,41676.98,204291.385,-1.4,2.08733
63,41676.98,204291.385,-1.3,2.1849025
63,41676.98,204291.385,-1.2,2.296425
63,41676.98,204291.385,-1.1,2.559725
63,41676.98,204291.385,-1,2.831025
63,41676.98,204291.385,-0.9,3.069185
63,41676.98,204291.385,-0.8,4.128345
63,41676.98,204291.385,-0.7,4.735832
63,41676.98,204291.385,-0.6,7.81636
63,41676.98,204291.385,-0.5,8.839564
63,41676.98,204291.385,-0.4,13.13387
63,41676.98,204291.385,-0.3,17.18319429
63,41676.98,204291.385,-0.1,25.20181714
64,41677.172,204290.923,-4.9,1.482415
64,41677.172,204290.923,-4.8,1.494483333
64,41677.172,204290.923,-4.6,1.51747
64,41677.172,204290.923,-4.5,1.525626667
64,41677.172,204290.923,-4.4,1.542365
64,41677.172,204290.923,-4.3,1.5588
64,41677.172,204290.923,-4.2,1.56113
64,41677.172,204290.923,-4.1,1.54944
64,41677.172,204290.923,-4,1.603143333
64,41677.172,204290.923,-3.9,1.59126
64,41677.172,204290.923,-3.8,1.5943
64,41677.172,204290.923,-3.7,1.63402
64,41677.172,204290.923,-3.6,1.63613
64,41677.172,204290.923,-3.5,1.63224
64,41677.172,204290.923,-3.4,1.67512
64,41677.172,204290.923,-3.3,1.663896667
64,41677.172,204290.923,-3.2,1.663145
64,41677.172,204290.923,-3.1,1.69566
64,41677.172,204290.923,-3,1.69806
64,41677.172,204290.923,-2.9,1.700286667
64,41677.172,204290.923,-2.8,1.70902
64,41677.172,204290.923,-2.7,1.715336667
64,41677.172,204290.923,-2.6,1.718115
64,41677.172,204290.923,-2.5,1.71672
64,41677.172,204290.923,-2.4,1.725715
64,41677.172,204290.923,-2.3,1.74347
64,41677.172,204290.923,-2.2,1.72865
64,41677.172,204290.923,-2.1,1.741656667
64,41677.172,204290.923,-2,1.76303
64,41677.172,204290.923,-1.9,1.758726667
64,41677.172,204290.923,-1.8,1.793686667
64,41677.172,204290.923,-1.7,1.82143
64,41677.172,204290.923,-1.6,1.878066667
64,41677.172,204290.923,-1.5,1.939016667
64,41677.172,204290.923,-1.4,2.059525
64,41677.172,204290.923,-1.3,2.171685
64,41677.172,204290.923,-1.2,2.2674
64,41677.172,204290.923,-1.1,2.73829
64,41677.172,204290.923,-1,2.909443333
64,41677.172,204290.923,-0.9,3.685573333
64,41677.172,204290.923,-0.8,4.5293275
64,41677.172,204290.923,-0.7,5.00444
64,41677.172,204290.923,-0.6,7.739106667
64,41677.172,204290.923,-0.5,9.890733333
64,41677.172,204290.923,-0.4,16.627275
64,41677.172,204290.923,-0.3,19.431582
64,41677.172,204290.923,-0.1,23.97290444
65,41677.364,204290.461,-4.9,1.500803333
65,41677.364,204290.461,-4.8,1.50888
65,41677.364,204290.461,-4.7,1.52511
65,41677.364,204290.461,-4.5,1.545136667
65,41677.364,204290.461,-4.4,1.571245
65,41677.364,204290.461,-4.3,1.56846
65,41677.364,204290.461,-4.2,1.57441
65,41677.364,204290.461,-4.1,1.6086
65,41677.364,204290.461,-4,1.61546
65,41677.364,204290.461,-3.9,1.60833
65,41677.364,204290.461,-3.8,1.65504
65,41677.364,204290.461,-3.7,1.640165
65,41677.364,204290.461,-3.6,1.658105
65,41677.364,204290.461,-3.4,1.68092
65,41677.364,204290.461,-3.3,1.683045
65,41677.364,204290.461,-3.1,1.70636
65,41677.364,204290.461,-3,1.711195
65,41677.364,204290.461,-2.9,1.6986
65,41677.364,204290.461,-2.8,1.715676667
65,41677.364,204290.461,-2.7,1.715705
65,41677.364,204290.461,-2.6,1.71321
65,41677.364,204290.461,-2.5,1.719605
65,41677.364,204290.461,-2.4,1.715295
65,41677.364,204290.461,-2.3,1.72751
65,41677.364,204290.461,-2.2,1.720113333
65,41677.364,204290.461,-2.1,1.72437
65,41677.364,204290.461,-2,1.74496
65,41677.364,204290.461,-1.9,1.7553025
65,41677.364,204290.461,-1.8,1.75678
65,41677.364,204290.461,-1.7,1.82579
65,41677.364,204290.461,-1.6,1.908003333
65,41677.364,204290.461,-1.5,1.88984
65,41677.364,204290.461,-1.4,2.0725225
65,41677.364,204290.461,-1.3,2.196713333
65,41677.364,204290.461,-1.2,2.583865
65,41677.364,204290.461,-1.1,2.805716667
65,41677.364,204290.461,-1,2.99094
65,41677.364,204290.461,-0.9,4.06222
65,41677.364,204290.461,-0.8,4.826753333
65,41677.364,204290.461,-0.7,6.77632
65,41677.364,204290.461,-0.6,8.34855
65,41677.364,204290.461,-0.5,10.01544
65,41677.364,204290.461,-0.4,15.4751475
65,41677.364,204290.461,-0.3,20.281285
65,41677.364,204290.461,-0.2,30.40714
65,41677.364,204290.461,-0.1,27.17722143
66,41677.556,204289.999,-4.9,1.509313333
66,41677.556,204289.999,-4.8,1.53
66,41677.556,204289.999,-4.7,1.52511
66,41677.556,204289.999,-4.5,1.56227
66,41677.556,204289.999,-4.4,1.579205
66,41677.556,204289.999,-4.3,1.57812
66,41677.556,204289.999,-4.2,1.61256
66,41677.556,204289.999,-4.1,1.610475
66,41677.556,204289.999,-4,1.627475
66,41677.556,204289.999,-3.8,1.65712
66,41677.556,204289.999,-3.7,1.663583333
66,41677.556,204289.999,-3.6,1.66368
66,41677.556,204289.999,-3.5,1.69749
66,41677.556,204289.999,-3.4,1.69743
66,41677.556,204289.999,-3.3,1.695535
66,41677.556,204289.999,-3.2,1.72562
66,41677.556,204289.999,-3.1,1.7213175
66,41677.556,204289.999,-3,1.71666
66,41677.556,204289.999,-2.9,1.73485
66,41677.556,204289.999,-2.8,1.7273775
66,41677.556,204289.999,-2.7,1.71941
66,41677.556,204289.999,-2.6,1.737545
66,41677.556,204289.999,-2.5,1.727386667
66,41677.556,204289.999,-2.4,1.71522
66,41677.556,204289.999,-2.3,1.734245
66,41677.556,204289.999,-2.2,1.73274
66,41677.556,204289.999,-2,1.760806667
66,41677.556,204289.999,-1.9,1.774866667
66,41677.556,204289.999,-1.8,1.86856
66,41677.556,204289.999,-1.7,1.871073333
66,41677.556,204289.999,-1.6,1.92452
66,41677.556,204289.999,-1.5,2.11754
66,41677.556,204289.999,-1.4,2.1721825
66,41677.556,204289.999,-1.3,2.197645
66,41677.556,204289.999,-1.2,2.629335
66,41677.556,204289.999,-1.1,2.91853
66,41677.556,204289.999,-1,3.843885
66,41677.556,204289.999,-0.9,4.3487525
66,41677.556,204289.999,-0.8,5.672825
66,41677.556,204289.999,-0.7,7.0066375
66,41677.556,204289.999,-0.6,8.620603333
66,41677.556,204289.999,-0.5,12.68139333
66,41677.556,204289.999,-0.4,14.86696667
66,41677.556,204289.999,-0.3,20.415254
66,41677.556,204289.999,-0.2,29.32187
66,41677.556,204289.999,-0.1,28.91302
67,41677.747,204289.538,-4.9,1.510615
67,41677.747,204289.538,-4.8,1.524886667
67,41677.747,204289.538,-4.6,1.55118
67,41677.747,204289.538,-4.5,1.561815
67,41677.747,204289.538,-4.4,1.57632
67,41677.747,204289.538,-4.2,1.610205
67,41677.747,204289.538,-4.1,1.61997
67,41677.747,204289.538,-4,1.6289
67,41677.747,204289.538,-3.9,1.65345
67,41677.747,204289.538,-3.8,1.66317
67,41677.747,204289.538,-3.7,1.67222
67,41677.747,204289.538,-3.6,1.69948
67,41677.747,204289.538,-3.5,1.701773333
67,41677.747,204289.538,-3.4,1.709705
67,41677.747,204289.538,-3.3,1.73219
67,41677.747,204289.538,-3.2,1.72819
67,41677.747,204289.538,-3.1,1.73364
67,41677.747,204289.538,-2.9,1.743186667
67,41677.747,204289.538,-2.8,1.740416667
67,41677.747,204289.538,-2.6,1.74569
67,41677.747,204289.538,-2.5,1.742505
67,41677.747,204289.538,-2.4,1.75669
67,41677.747,204289.538,-2.3,1.749996667
67,41677.747,204289.538,-2.2,1.74479
67,41677.747,204289.538,-2.1,1.77776
67,41677.747,204289.538,-2,1.7818475
67,41677.747,204289.538,-1.9,1.79078
67,41677.747,204289.538,-1.8,1.865366667
67,41677.747,204289.538,-1.7,1.911355
67,41677.747,204289.538,-1.5,2.136205
67,41677.747,204289.538,-1.4,2.26244
67,41677.747,204289.538,-1.3,2.69578
67,41677.747,204289.538,-1.2,2.83176
67,41677.747,204289.538,-1.1,2.94181
67,41677.747,204289.538,-1,3.875405
67,41677.747,204289.538,-0.9,4.59533
67,41677.747,204289.538,-0.8,6.662305
67,41677.747,204289.538,-0.7,7.5348075
67,41677.747,204289.538,-0.6,9.351085
67,41677.747,204289.538,-0.5,12.943035
67,41677.747,204289.538,-0.3,19.653815
67,41677.747,204289.538,-0.2,22.9438
67,41677.747,204289.538,-0.1,21.929725
68,41677.939,204289.076,-4.9,1.50038
68,41677.939,204289.076,-4.8,1.51535
68,41677.939,204289.076,-4.6,1.54365
68,41677.939,204289.076,-4.5,1.56037
68,41677.939,204289.076,-4.4,1.567745
68,41677.939,204289.076,-4.2,1.602815
68,41677.939,204289.076,-4.1,1.619033333
68,41677.939,204289.076,-3.9,1.648595
68,41677.939,204289.076,-3.8,1.66515
68,41677.939,204289.076,-3.6,1.697285
68,41677.939,204289.076,-3.5,1.707695
68,41677.939,204289.076,-3.4,1.71127
68,41677.939,204289.076,-3.3,1.731385
68,41677.939,204289.076,-3.2,1.735755
68,41677.939,204289.076,-3.1,1.73907
68,41677.939,204289.076,-3,1.75541
68,41677.939,204289.076,-2.9,1.7535075
68,41677.939,204289.076,-2.8,1.74975
68,41677.939,204289.076,-2.7,1.7642
68,41677.939,204289.076,-2.6,1.756806667
68,41677.939,204289.076,-2.5,1.74783
68,41677.939,204289.076,-2.4,1.75936
68,41677.939,204289.076,-2.3,1.7585875
68,41677.939,204289.076,-2.1,1.772803333
68,41677.939,204289.076,-2,1.788953333
68,41677.939,204289.076,-1.8,1.8449475
68,41677.939,204289.076,-1.7,1.913696667
68,41677.939,204289.076,-1.6,1.979505
68,41677.939,204289.076,-1.5,2.1247725
68,41677.939,204289.076,-1.4,2.26963
68,41677.939,204289.076,-1.3,2.542963333
68,41677.939,204289.076,-1.2,2.79008
68,41677.939,204289.076,-1.1,3.256385
68,41677.939,204289.076,-1,3.936235
68,41677.939,204289.076,-0.9,4.62017
68,41677.939,204289.076,-0.8,5.8878825
68,41677.939,204289.076,-0.7,7.41237
68,41677.939,204289.076,-0.6,9.824483333
68,41677.939,204289.076,-0.5,12.56397
68,41677.939,204289.076,-0.4,16.379595
68,41677.939,204289.076,-0.3,17.74929667
68,41677.939,204289.076,-0.2,20.2974
68,41677.939,204289.076,-0.1,20.8346875
69,41678.131,204288.614,-4.9,1.48427
69,41678.131,204288.614,-4.8,1.491095
69,41678.131,204288.614,-4.6,1.525145
69,41678.131,204288.614,-4.5,1.51818
69,41678.131,204288.614,-4.4,1.553615
69,41678.131,204288.614,-4.2,1.59173
69,41678.131,204288.614,-4.1,1.599243333
69,41678.131,204288.614,-3.9,1.637605
69,41678.131,204288.614,-3.8,1.652463333
69,41678.131,204288.614,-3.7,1.66933
69,41678.131,204288.614,-3.6,1.690295
69,41678.131,204288.614,-3.5,1.69952
69,41678.131,204288.614,-3.3,1.728676667
69,41678.131,204288.614,-3.2,1.74069
69,41678.131,204288.614,-3,1.759115
69,41678.131,204288.614,-2.9,1.7697725
69,41678.131,204288.614,-2.7,1.771276667
69,41678.131,204288.614,-2.6,1.7794
69,41678.131,204288.614,-2.5,1.80547
69,41678.131,204288.614,-2.4,1.775646667
69,41678.131,204288.614,-2.3,1.76267
69,41678.131,204288.614,-2.2,1.78904
69,41678.131,204288.614,-2.1,1.782905
69,41678.131,204288.614,-2,1.77693
69,41678.131,204288.614,-1.9,1.815725
69,41678.131,204288.614,-1.8,1.825996667
69,41678.131,204288.614,-1.7,1.87874
69,41678.131,204288.614,-1.6,1.95181
69,41678.131,204288.614,-1.5,1.998516667
69,41678.131,204288.614,-1.4,2.11356
69,41678.131,204288.614,-1.3,2.3587075
69,41678.131,204288.614,-1.2,2.591445
69,41678.131,204288.614,-1.1,3.09591
69,41678.131,204288.614,-1,3.5639125
69,41678.131,204288.614,-0.8,5.1928
69,41678.131,204288.614,-0.7,6.57179
69,41678.131,204288.614,-0.6,9.25364
69,41678.131,204288.614,-0.5,11.66314
69,41678.131,204288.614,-0.4,16.62894
69,41678.131,204288.614,-0.3,18.883595
69,41678.131,204288.614,-0.1,19.6873025
70,41678.323,204288.152,-4.9,1.454816667
70,41678.323,204288.152,-4.8,1.470495
70,41678.323,204288.152,-4.6,1.50344
70,41678.323,204288.152,-4.5,1.51818
70,41678.323,204288.152,-4.4,1.523545
70,41678.323,204288.152,-4.3,1.543945
70,41678.323,204288.152,-4.2,1.58568
70,41678.323,204288.152,-4.1,1.586513333
70,41678.323,204288.152,-4,1.61105
70,41678.323,204288.152,-3.9,1.62029
70,41678.323,204288.152,-3.8,1.646125
70,41678.323,204288.152,-3.7,1.65647
70,41678.323,204288.152,-3.6,1.669363333
70,41678.323,204288.152,-3.5,1.69399
70,41678.323,204288.152,-3.4,1.698795
70,41678.323,204288.152,-3.3,1.725176667
70,41678.323,204288.152,-3.2,1.74063
70,41678.323,204288.152,-3.1,1.758315
70,41678.323,204288.152,-3,1.777535
70,41678.323,204288.152,-2.9,1.779885
70,41678.323,204288.152,-2.8,1.812695
70,41678.323,204288.152,-2.7,1.80578
70,41678.323,204288.152,-2.6,1.787725
70,41678.323,204288.152,-2.5,1.826015
70,41678.323,204288.152,-2.4,1.820175
70,41678.323,204288.152,-2.2,1.848533333
70,41678.323,204288.152,-2.1,1.82892
70,41678.323,204288.152,-1.9,1.854446667
70,41678.323,204288.152,-1.8,1.8757
70,41678.323,204288.152,-1.6,1.9678775
70,41678.323,204288.152,-1.5,1.971193333
70,41678.323,204288.152,-1.4,2.141506667
70,41678.323,204288.152,-1.3,2.2428275
70,41678.323,204288.152,-1.1,2.6800325
70,41678.323,204288.152,-1,3.05144
70,41678.323,204288.152,-0.9,3.575345
70,41678.323,204288.152,-0.8,4.630164
70,41678.323,204288.152,-0.6,7.66519
70,41678.323,204288.152,-0.5,11.1807775
70,41678.323,204288.152,-0.4,16.13507
70,41678.323,204288.152,-0.3,18.97805833
70,41678.323,204288.152,-0.2,27.54057
70,41678.323,204288.152,-0.1,22.4486025
71,41678.515,204287.691,-4.9,1.43588
71,41678.515,204287.691,-4.8,1.451155
71,41678.515,204287.691,-4.6,1.49271
71,41678.515,204287.691,-4.5,1.47441
71,41678.515,204287.691,-4.4,1.492745
71,41678.515,204287.691,-4.3,1.543945
71,41678.515,204287.691,-4.1,1.548225
71,41678.515,204287.691,-4,1.56941
71,41678.515,204287.691,-3.9,1.60911
71,41678.515,204287.691,-3.8,1.588275
71,41678.515,204287.691,-3.7,1.62739
71,41678.515,204287.691,-3.6,1.661295
71,41678.515,204287.691,-3.5,1.65581
71,41678.515,204287.691,-3.4,1.698795
71,41678.515,204287.691,-3.3,1.709675
71,41678.515,204287.691,-3.1,1.7559575
71,41678.515,204287.691,-3,1.792775
71,41678.515,204287.691,-2.9,1.80871
71,41678.515,204287.691,-2.8,1.8261825
71,41678.515,204287.691,-2.7,1.83712
71,41678.515,204287.691,-2.6,1.89895
71,41678.515,204287.691,-2.5,1.86567
71,41678.515,204287.691,-2.4,1.87935
71,41678.515,204287.691,-2.3,1.96998
71,41678.515,204287.691,-2.2,1.924913333
71,41678.515,204287.691,-2.1,1.934375
71,41678.515,204287.691,-2,2.0512
71,41678.515,204287.691,-1.9,2.013253333
71,41678.515,204287.691,-1.8,1.90068
71,41678.515,204287.691,-1.7,2.12535
71,41678.515,204287.691,-1.6,2.0401925
71,41678.515,204287.691,-1.5,1.98984
71,41678.515,204287.691,-1.4,2.2753575
71,41678.515,204287.691,-1.3,2.274083333
71,41678.515,204287.691,-1.2,2.675735
71,41678.515,204287.691,-1.1,2.7097975
71,41678.515,204287.691,-1,2.82976
71,41678.515,204287.691,-0.9,3.63521
71,41678.515,204287.691,-0.8,4.29109
71,41678.515,204287.691,-0.7,5.201725
71,41678.515,204287.691,-0.6,6.770005
71,41678.515,204287.691,-0.5,10.183505
71,41678.515,204287.691,-0.4,12.59114333
71,41678.515,204287.691,-0.3,17.954822
71,41678.515,204287.691,-0.2,30.423775
71,41678.515,204287.691,-0.1,33.836584
72,41678.706,204287.229,-4.9,1.409185
72,41678.706,204287.229,-4.8,1.4327
72,41678.706,204287.229,-4.7,1.40335
72,41678.706,204287.229,-4.5,1.453336667
72,41678.706,204287.229,-4.4,1.471355
