Z,Resistivity(ohm.m),easting,northing,nb_electrode
-0.6,23.69308666666667,41665.475,204319.091,3.0
-0.5,25.23943,41665.475,204319.091,3.0
-0.4,27.697445000000002,41665.475,204319.091,3.0
-0.3,27.342218000000003,41665.475,204319.091,3.0
-0.1,29.393225714285713,41665.475,204319.091,3.0
-4.9,3.235345,41665.667,204318.629,4.0
-4.7,3.2136050000000003,41665.667,204318.629,4.0
-4.5,3.59627,41665.667,204318.629,4.0
-4.4,3.36481,41665.667,204318.629,4.0
-4.3,3.740335,41665.667,204318.629,4.0
-4.1,4.041885,41665.667,204318.629,4.0
-4.0,4.08302,41665.667,204318.629,4.0
-3.7,4.4576,41665.667,204318.629,4.0
-3.6,4.674243333333333,41665.667,204318.629,4.0
-3.4,5.16851,41665.667,204318.629,4.0
-3.3,5.254985,41665.667,204318.629,4.0
-3.2,5.36031,41665.667,204318.629,4.0
-3.1,6.10723,41665.667,204318.629,4.0
-3.0,6.185885,41665.667,204318.629,4.0
-2.8,6.71819,41665.667,204318.629,4.0
-2.7,7.008970000000001,41665.667,204318.629,4.0
-2.5,7.804593333333333,41665.667,204318.629,4.0
-2.3,8.274725,41665.667,204318.629,4.0
-2.1,9.33644,41665.667,204318.629,4.0
-2.0,9.901626666666667,41665.667,204318.629,4.0
-1.8,11.242189999999999,41665.667,204318.629,4.0
-1.7,12.342666666666666,41665.667,204318.629,4.0
-1.6,12.455475,41665.667,204318.629,4.0
-1.5,13.300546666666667,41665.667,204318.629,4.0
-1.4,15.09962,41665.667,204318.629,4.0
-1.3,14.55122,41665.667,204318.629,4.0
-1.2,15.174676666666665,41665.667,204318.629,4.0
-1.1,17.132645,41665.667,204318.629,4.0
-1.0,17.2780125,41665.667,204318.629,4.0
-0.8,19.843486666666667,41665.667,204318.629,4.0
-0.7,20.20873333333333,41665.667,204318.629,4.0
-0.6,24.051935,41665.667,204318.629,4.0
-0.5,24.1287975,41665.667,204318.629,4.0
-0.4,28.08265,41665.667,204318.629,4.0
-0.3,28.2572325,41665.667,204318.629,4.0
-0.2,23.975115000000002,41665.667,204318.629,4.0
-0.1,23.866502857142855,41665.667,204318.629,4.0
-0.0,10.4701,41665.667,204318.629,4.0
-4.9,3.09954,41665.858,204318.167,5.0
-4.8,2.83371,41665.858,204318.167,5.0
-4.7,2.93794,41665.858,204318.167,5.0
-4.4,3.36481,41665.858,204318.167,5.0
-4.3,3.446543333333333,41665.858,204318.167,5.0
-4.1,3.693233333333333,41665.858,204318.167,5.0
-4.0,3.96102,41665.858,204318.167,5.0
-3.9,3.72251,41665.858,204318.167,5.0
-3.7,4.185145,41665.858,204318.167,5.0
-3.6,4.23163,41665.858,204318.167,5.0
-3.3,4.70247,41665.858,204318.167,5.0
-3.2,5.36031,41665.858,204318.167,5.0
-3.1,5.06692,41665.858,204318.167,5.0
-3.0,6.04207,41665.858,204318.167,5.0
-2.8,6.049406666666667,41665.858,204318.167,5.0
-2.7,6.590323333333334,41665.858,204318.167,5.0
-2.5,7.59653,41665.858,204318.167,5.0
-2.4,6.908,41665.858,204318.167,5.0
-2.3,7.5860433333333335,41665.858,204318.167,5.0
-2.1,8.560836666666667,41665.858,204318.167,5.0
-2.0,9.092265,41665.858,204318.167,5.0
-1.8,10.277395,41665.858,204318.167,5.0
-1.7,11.494205000000001,41665.858,204318.167,5.0
-1.6,11.95219,41665.858,204318.167,5.0
-1.5,12.48407,41665.858,204318.167,5.0
-1.4,12.550485,41665.858,204318.167,5.0
-1.3,13.78783,41665.858,204318.167,5.0
-1.2,14.577513333333334,41665.858,204318.167,5.0
-1.1,16.77378,41665.858,204318.167,5.0
-1.0,15.802163333333333,41665.858,204318.167,5.0
-0.9,15.319625,41665.858,204318.167,5.0
-0.8,17.04287666666667,41665.858,204318.167,5.0
-0.7,18.453523333333333,41665.858,204318.167,5.0
-0.6,20.58558,41665.858,204318.167,5.0
-0.5,20.8488075,41665.858,204318.167,5.0
-0.3,24.913426,41665.858,204318.167,5.0
-0.2,23.975115000000002,41665.858,204318.167,5.0
-0.1,28.6956475,41665.858,204318.167,5.0
-0.0,10.4701,41665.858,204318.167,5.0
-4.9,2.58025,41666.05,204317.705,6.0
-4.8,2.83371,41666.05,204317.705,6.0
-4.7,2.79155,41666.05,204317.705,6.0
-4.5,2.99596,41666.05,204317.705,6.0
-4.3,3.2269466666666666,41666.05,204317.705,6.0
-4.1,3.4493833333333335,41666.05,204317.705,6.0
-4.0,3.44408,41666.05,204317.705,6.0
-3.9,3.72251,41666.05,204317.705,6.0
-3.7,3.88398,41666.05,204317.705,6.0
-3.6,3.896525,41666.05,204317.705,6.0
-3.4,4.09842,41666.05,204317.705,6.0
-3.3,4.432785,41666.05,204317.705,6.0
-3.1,4.980473333333333,41666.05,204317.705,6.0
-3.0,5.0226299999999995,41666.05,204317.705,6.0
-2.8,5.695710000000001,41666.05,204317.705,6.0
-2.7,6.01236,41666.05,204317.705,6.0
-2.4,6.743005,41666.05,204317.705,6.0
-2.3,7.1816466666666665,41666.05,204317.705,6.0
-2.1,8.089106666666666,41666.05,204317.705,6.0
-2.0,8.568919999999999,41666.05,204317.705,6.0
-1.8,9.634415,41666.05,204317.705,6.0
-1.7,10.273693333333334,41666.05,204317.705,6.0
-1.5,11.442136666666665,41666.05,204317.705,6.0
-1.4,12.312689999999998,41666.05,204317.705,6.0
-1.3,13.39537,41666.05,204317.705,6.0
-1.2,13.932076666666667,41666.05,204317.705,6.0
-1.0,15.12903,41666.05,204317.705,6.0
-0.9,16.0819575,41666.05,204317.705,6.0
-0.8,16.52405333333333,41666.05,204317.705,6.0
-0.7,18.11499,41666.05,204317.705,6.0
-0.6,17.451965,41666.05,204317.705,6.0
-0.5,20.723452,41666.05,204317.705,6.0
-0.4,22.28284,41666.05,204317.705,6.0
-0.3,23.628271666666667,41666.05,204317.705,6.0
-0.1,33.141571428571424,41666.05,204317.705,6.0
-4.9,2.46942,41666.242,204317.244,7.0
-4.8,2.54341,41666.242,204317.244,7.0
-4.5,2.85954,41666.242,204317.244,7.0
-4.3,2.8337399999999997,41666.242,204317.244,7.0
-4.1,3.06149,41666.242,204317.244,7.0
-4.0,3.44408,41666.242,204317.244,7.0
-3.9,3.1819,41666.242,204317.244,7.0
-3.7,3.5974,41666.242,204317.244,7.0
-3.6,3.6347300000000002,41666.242,204317.244,7.0
-3.4,3.99125,41666.242,204317.244,7.0
-3.3,4.3035,41666.242,204317.244,7.0
-3.1,4.7059750000000005,41666.242,204317.244,7.0
-3.0,4.937893333333333,41666.242,204317.244,7.0
-2.8,5.46858,41666.242,204317.244,7.0
-2.7,5.590845,41666.242,204317.244,7.0
-2.6,5.6114,41666.242,204317.244,7.0
-2.4,6.3671,41666.242,204317.244,7.0
-2.3,6.7317350000000005,41666.242,204317.244,7.0
-2.1,7.559215,41666.242,204317.244,7.0
-2.0,8.07058,41666.242,204317.244,7.0
-1.8,9.10895,41666.242,204317.244,7.0
-1.7,9.864626666666666,41666.242,204317.244,7.0
-1.5,11.110633333333332,41666.242,204317.244,7.0
-1.4,11.81756,41666.242,204317.244,7.0
-1.3,13.269095,41666.242,204317.244,7.0
-1.2,14.24793,41666.242,204317.244,7.0
-1.0,16.291925,41666.242,204317.244,7.0
-0.9,17.59689333333333,41666.242,204317.244,7.0
-0.8,17.18185,41666.242,204317.244,7.0
-0.7,20.133078,41666.242,204317.244,7.0
-0.6,20.704704999999997,41666.242,204317.244,7.0
-0.5,23.243391666666668,41666.242,204317.244,7.0
-0.4,22.28284,41666.242,204317.244,7.0
-0.3,25.428962857142857,41666.242,204317.244,7.0
-0.2,28.09422,41666.242,204317.244,7.0
-0.1,34.11311857142857,41666.242,204317.244,7.0
-4.9,2.267775,41666.434,204316.782,8.0
-4.8,2.54341,41666.434,204316.782,8.0
-4.7,2.341,41666.434,204316.782,8.0
-4.5,2.6206750000000003,41666.434,204316.782,8.0
-4.3,2.62424,41666.434,204316.782,8.0
-4.1,2.8536099999999998,41666.434,204316.782,8.0
-3.9,3.0794550000000003,41666.434,204316.782,8.0
-3.7,3.36824,41666.434,204316.782,8.0
-3.6,3.439885,41666.434,204316.782,8.0
-3.4,3.812825,41666.434,204316.782,8.0
-3.3,4.09328,41666.434,204316.782,8.0
-3.1,4.53423,41666.434,204316.782,8.0
-3.0,4.727634999999999,41666.434,204316.782,8.0
-2.7,5.260585,41666.434,204316.782,8.0
-2.6,5.5775033333333335,41666.434,204316.782,8.0
-2.4,6.215976666666666,41666.434,204316.782,8.0
-2.3,6.56457,41666.434,204316.782,8.0
-2.1,7.36285,41666.434,204316.782,8.0
-2.0,7.854043333333333,41666.434,204316.782,8.0
-1.8,8.884689999999999,41666.434,204316.782,8.0
-1.7,9.53808,41666.434,204316.782,8.0
-1.5,10.973315,41666.434,204316.782,8.0
-1.4,11.93305,41666.434,204316.782,8.0
-1.3,13.4009,41666.434,204316.782,8.0
-1.2,14.09517,41666.434,204316.782,8.0
-1.1,14.58169,41666.434,204316.782,8.0
-1.0,17.137876666666667,41666.434,204316.782,8.0
-0.9,18.463350000000002,41666.434,204316.782,8.0
-0.7,21.5298075,41666.434,204316.782,8.0
-0.6,23.204495,41666.434,204316.782,8.0
-0.5,24.5411025,41666.434,204316.782,8.0
-0.4,25.279,41666.434,204316.782,8.0
-0.3,24.95573285714286,41666.434,204316.782,8.0
-0.2,27.13812,41666.434,204316.782,8.0
-0.1,31.618565714285715,41666.434,204316.782,8.0
-4.9,2.10086,41666.625,204316.32,9.0
-4.7,2.258175,41666.625,204316.32,9.0
-4.5,2.4364850000000002,41666.625,204316.32,9.0
-4.3,2.460305,41666.625,204316.32,9.0
-4.1,2.691455,41666.625,204316.32,9.0
-3.9,2.89736,41666.625,204316.32,9.0
-3.7,3.1929600000000002,41666.625,204316.32,9.0
-3.6,3.35688,41666.625,204316.32,9.0
-3.5,3.22166,41666.625,204316.32,9.0
-3.4,3.74157,41666.625,204316.32,9.0
-3.3,3.8145350000000002,41666.625,204316.32,9.0
-3.2,3.91088,41666.625,204316.32,9.0
-3.1,4.450865,41666.625,204316.32,9.0
-3.0,4.68685,41666.625,204316.32,9.0
-2.9,4.765645,41666.625,204316.32,9.0
-2.7,5.220020000000001,41666.625,204316.32,9.0
-2.6,5.499935000000001,41666.625,204316.32,9.0
-2.4,6.10813,41666.625,204316.32,9.0
-2.3,6.445446666666666,41666.625,204316.32,9.0
-2.1,7.219146666666667,41666.625,204316.32,9.0
-2.0,7.646715,41666.625,204316.32,9.0
-1.8,8.637699999999999,41666.625,204316.32,9.0
-1.7,9.230903333333332,41666.625,204316.32,9.0
-1.5,10.591866666666666,41666.625,204316.32,9.0
-1.4,11.691936666666665,41666.625,204316.32,9.0
-1.2,13.153453333333333,41666.625,204316.32,9.0
-1.1,13.658946666666667,41666.625,204316.32,9.0
-1.0,15.589173333333333,41666.625,204316.32,9.0
-0.9,17.355406666666667,41666.625,204316.32,9.0
-0.7,19.773796666666666,41666.625,204316.32,9.0
-0.6,20.085513333333335,41666.625,204316.32,9.0
-0.5,22.379424999999998,41666.625,204316.32,9.0
-0.4,23.156399999999998,41666.625,204316.32,9.0
-0.3,22.525177499999998,41666.625,204316.32,9.0
-0.2,25.730919999999998,41666.625,204316.32,9.0
-0.1,25.091820000000002,41666.625,204316.32,9.0
-4.9,2.02476,41666.817,204315.858,10.0
-4.8,1.86213,41666.817,204315.858,10.0
-4.7,2.099775,41666.817,204315.858,10.0
-4.5,2.35474,41666.817,204315.858,10.0
-4.4,2.2266,41666.817,204315.858,10.0
-4.3,2.346945,41666.817,204315.858,10.0
-4.1,2.62033,41666.817,204315.858,10.0
-4.0,2.51629,41666.817,204315.858,10.0
-3.9,2.6967433333333335,41666.817,204315.858,10.0
-3.7,2.9889266666666665,41666.817,204315.858,10.0
-3.5,3.15616,41666.817,204315.858,10.0
-3.3,3.5473749999999997,41666.817,204315.858,10.0
-3.2,3.7635466666666666,41666.817,204315.858,10.0
-3.1,4.43764,41666.817,204315.858,10.0
-3.0,4.180275,41666.817,204315.858,10.0
-2.9,4.652353333333333,41666.817,204315.858,10.0
-2.7,5.140763333333333,41666.817,204315.858,10.0
-2.6,5.430445000000001,41666.817,204315.858,10.0
-2.4,6.05012,41666.817,204315.858,10.0
-2.3,6.37188,41666.817,204315.858,10.0
-2.1,7.14843,41666.817,204315.858,10.0
-2.0,7.55985,41666.817,204315.858,10.0
-1.8,8.515035000000001,41666.817,204315.858,10.0
-1.7,9.036143333333333,41666.817,204315.858,10.0
-1.5,10.277663333333335,41666.817,204315.858,10.0
-1.4,10.773026666666667,41666.817,204315.858,10.0
-1.2,11.991186666666666,41666.817,204315.858,10.0
-1.1,12.723347500000001,41666.817,204315.858,10.0
-1.0,14.974035,41666.817,204315.858,10.0
-0.9,14.68472,41666.817,204315.858,10.0
-0.8,14.89236,41666.817,204315.858,10.0
-0.7,17.89567333333333,41666.817,204315.858,10.0
-0.6,19.322447500000003,41666.817,204315.858,10.0
-0.5,20.22713,41666.817,204315.858,10.0
-0.4,22.6310225,41666.817,204315.858,10.0
-0.3,23.286379999999998,41666.817,204315.858,10.0
-0.2,24.052676666666667,41666.817,204315.858,10.0
-0.1,23.634055,41666.817,204315.858,10.0
-4.9,1.71649,41667.009,204315.397,11.0
-4.8,1.86213,41667.009,204315.397,11.0
-4.7,1.9315250000000002,41667.009,204315.397,11.0
-4.5,1.96345,41667.009,204315.397,11.0
-4.4,2.2266,41667.009,204315.397,11.0
-4.3,2.25678,41667.009,204315.397,11.0
-4.0,2.456175,41667.009,204315.397,11.0
-3.9,2.5683599999999998,41667.009,204315.397,11.0
-3.7,2.8577833333333333,41667.009,204315.397,11.0
-3.5,3.02244,41667.009,204315.397,11.0
-3.3,3.40144,41667.009,204315.397,11.0
-3.2,3.61345,41667.009,204315.397,11.0
-3.0,4.0713,41667.009,204315.397,11.0
-2.9,4.31698,41667.009,204315.397,11.0
-2.7,4.873125,41667.009,204315.397,11.0
-2.6,5.15813,41667.009,204315.397,11.0
-2.4,5.82567,41667.009,204315.397,11.0
-2.3,6.19072,41667.009,204315.397,11.0
-2.1,6.995375,41667.009,204315.397,11.0
-2.0,7.363486666666667,41667.009,204315.397,11.0
-1.8,8.46597,41667.009,204315.397,11.0
-1.7,8.443710000000001,41667.009,204315.397,11.0
-1.6,8.66301,41667.009,204315.397,11.0
-1.5,10.05781,41667.009,204315.397,11.0
-1.4,10.235925,41667.009,204315.397,11.0
-1.3,10.5528,41667.009,204315.397,11.0
-1.2,11.46362,41667.009,204315.397,11.0
-1.1,12.02973,41667.009,204315.397,11.0
-0.9,13.9882425,41667.009,204315.397,11.0
-0.8,14.153439999999998,41667.009,204315.397,11.0
-0.7,17.1516675,41667.009,204315.397,11.0
-0.6,18.887853333333336,41667.009,204315.397,11.0
-0.4,22.651242,41667.009,204315.397,11.0
-0.3,23.742824,41667.009,204315.397,11.0
-0.2,21.14729,41667.009,204315.397,11.0
-0.1,21.01873857142857,41667.009,204315.397,11.0
-4.9,1.71649,41667.201,204314.935,12.0
-4.7,1.780375,41667.201,204314.935,12.0
-4.5,1.924585,41667.201,204314.935,12.0
-4.3,2.10487,41667.201,204314.935,12.0
-4.0,2.3109849999999996,41667.201,204314.935,12.0
-3.9,2.35529,41667.201,204314.935,12.0
-3.7,2.72284,41667.201,204314.935,12.0
-3.6,2.55416,41667.201,204314.935,12.0
-3.5,2.88658,41667.201,204314.935,12.0
-3.3,3.28484,41667.201,204314.935,12.0
-3.2,3.46059,41667.201,204314.935,12.0
-3.1,3.42673,41667.201,204314.935,12.0
-3.0,3.85335,41667.201,204314.935,12.0
-2.9,4.064225,41667.201,204314.935,12.0
-2.7,4.6199650000000005,41667.201,204314.935,12.0
-2.6,4.901893333333334,41667.201,204314.935,12.0
-2.4,5.57462,41667.201,204314.935,12.0
-2.3,5.946384999999999,41667.201,204314.935,12.0
-2.1,6.539840000000001,41667.201,204314.935,12.0
-2.0,7.104926666666667,41667.201,204314.935,12.0
-1.7,8.021226666666667,41667.201,204314.935,12.0
-1.6,8.216966666666666,41667.201,204314.935,12.0
-1.4,9.3475125,41667.201,204314.935,12.0
-1.3,9.9162,41667.201,204314.935,12.0
-1.2,10.85122,41667.201,204314.935,12.0
-1.1,11.069086666666665,41667.201,204314.935,12.0
-0.9,12.552489999999999,41667.201,204314.935,12.0
-0.8,13.577399999999999,41667.201,204314.935,12.0
-0.7,16.30509,41667.201,204314.935,12.0
-0.6,17.07301,41667.201,204314.935,12.0
-0.4,21.48864,41667.201,204314.935,12.0
-0.3,23.70787,41667.201,204314.935,12.0
-0.1,27.265573749999998,41667.201,204314.935,12.0
-4.8,1.59475,41667.392,204314.473,13.0
-4.7,1.658695,41667.392,204314.473,13.0
-4.5,1.88572,41667.392,204314.473,13.0
-4.4,1.74036,41667.392,204314.473,13.0
-4.3,2.00219,41667.392,204314.473,13.0
-4.2,1.93439,41667.392,204314.473,13.0
-4.0,2.15969,41667.392,204314.473,13.0
-3.9,2.1878650000000004,41667.392,204314.473,13.0
-3.6,2.44879,41667.392,204314.473,13.0
-3.5,2.71321,41667.392,204314.473,13.0
-3.3,3.11218,41667.392,204314.473,13.0
-3.1,3.2941633333333336,41667.392,204314.473,13.0
-2.9,3.6772233333333335,41667.392,204314.473,13.0
-2.7,4.132013333333333,41667.392,204314.473,13.0
-2.6,4.40748,41667.392,204314.473,13.0
-2.4,5.0133399999999995,41667.392,204314.473,13.0
-2.3,5.301403333333333,41667.392,204314.473,13.0
-2.1,6.35319,41667.392,204314.473,13.0
-2.0,6.074555,41667.392,204314.473,13.0
-1.9,6.16916,41667.392,204314.473,13.0
-1.7,7.382020000000001,41667.392,204314.473,13.0
-1.6,7.773533333333333,41667.392,204314.473,13.0
-1.4,8.648986666666667,41667.392,204314.473,13.0
-1.3,8.784283333333333,41667.392,204314.473,13.0
-1.2,10.0731,41667.392,204314.473,13.0
-1.1,10.3254825,41667.392,204314.473,13.0
-0.9,12.279146666666668,41667.392,204314.473,13.0
-0.8,13.250903333333333,41667.392,204314.473,13.0
-0.6,17.025817999999997,41667.392,204314.473,13.0
-0.5,18.93266,41667.392,204314.473,13.0
-0.4,23.044563333333333,41667.392,204314.473,13.0
-0.3,26.1141825,41667.392,204314.473,13.0
-0.1,26.621614444444443,41667.392,204314.473,13.0
-4.9,1.48376,41667.584,204314.011,14.0
-4.8,1.59475,41667.584,204314.011,14.0
-4.7,1.5382600000000002,41667.584,204314.011,14.0
-4.4,1.66527,41667.584,204314.011,14.0
-4.3,1.73181,41667.584,204314.011,14.0
-4.2,1.93439,41667.584,204314.011,14.0
-4.0,1.99545,41667.584,204314.011,14.0
-3.9,2.000125,41667.584,204314.011,14.0
-3.6,2.23126,41667.584,204314.011,14.0
-3.5,2.48853,41667.584,204314.011,14.0
-3.3,2.98191,41667.584,204314.011,14.0
-3.2,2.69789,41667.584,204314.011,14.0
-3.1,3.02903,41667.584,204314.011,14.0
-3.0,2.7446,41667.584,204314.011,14.0
-2.9,3.5557049999999997,41667.584,204314.011,14.0
-2.8,3.16973,41667.584,204314.011,14.0
-2.7,3.95994,41667.584,204314.011,14.0
-2.6,3.6842366666666666,41667.584,204314.011,14.0
-2.4,4.16364,41667.584,204314.011,14.0
-2.3,4.732483333333334,41667.584,204314.011,14.0
-2.0,5.0067450000000004,41667.584,204314.011,14.0
-1.9,5.332443333333333,41667.584,204314.011,14.0
-1.7,6.56808,41667.584,204314.011,14.0
-1.6,6.736883333333334,41667.584,204314.011,14.0
-1.4,7.508636666666667,41667.584,204314.011,14.0
-1.3,8.241603333333332,41667.584,204314.011,14.0
-1.2,9.84652,41667.584,204314.011,14.0
-1.1,9.529553333333334,41667.584,204314.011,14.0
-1.0,9.62348,41667.584,204314.011,14.0
-0.9,12.09458,41667.584,204314.011,14.0
-0.8,12.798366,41667.584,204314.011,14.0
-0.6,16.6990925,41667.584,204314.011,14.0
-0.5,18.76661,41667.584,204314.011,14.0
-0.4,23.578676666666667,41667.584,204314.011,14.0
-0.3,24.607802,41667.584,204314.011,14.0
-0.1,21.865514444444443,41667.584,204314.011,14.0
-4.9,1.438885,41667.776,204313.55,15.0
-4.7,1.4384100000000002,41667.776,204313.55,15.0
-4.4,1.5358749999999999,41667.776,204313.55,15.0
-4.3,1.66131,41667.776,204313.55,15.0
-4.0,1.81321,41667.776,204313.55,15.0
-3.9,1.817605,41667.776,204313.55,15.0
-3.6,2.00943,41667.776,204313.55,15.0
-3.5,2.36958,41667.776,204313.55,15.0
-3.4,2.13313,41667.776,204313.55,15.0
-3.2,2.564835,41667.776,204313.55,15.0
-3.1,2.26149,41667.776,204313.55,15.0
-3.0,2.61091,41667.776,204313.55,15.0
-2.8,3.16973,41667.776,204313.55,15.0
-2.7,2.78341,41667.776,204313.55,15.0
-2.6,3.2048133333333335,41667.776,204313.55,15.0
-2.4,3.5971933333333332,41667.776,204313.55,15.0
-2.3,3.797005,41667.776,204313.55,15.0
-2.0,4.27299,41667.776,204313.55,15.0
-1.9,4.57411,41667.776,204313.55,15.0
-1.7,5.206503333333333,41667.776,204313.55,15.0
-1.6,6.01343,41667.776,204313.55,15.0
-1.4,6.4782275,41667.776,204313.55,15.0
-1.3,6.96324,41667.776,204313.55,15.0
-1.1,8.356376666666668,41667.776,204313.55,15.0
-1.0,9.289295,41667.776,204313.55,15.0
-0.9,12.01683,41667.776,204313.55,15.0
-0.8,12.126581999999999,41667.776,204313.55,15.0
-0.7,13.05763,41667.776,204313.55,15.0
-0.6,16.452316666666665,41667.776,204313.55,15.0
-0.5,18.5801775,41667.776,204313.55,15.0
-0.4,22.358573333333336,41667.776,204313.55,15.0
-0.3,23.149874,41667.776,204313.55,15.0
-0.1,26.15502,41667.776,204313.55,15.0
-4.9,1.363775,41667.968,204313.088,16.0
-4.7,1.368745,41667.968,204313.088,16.0
-4.4,1.449305,41667.968,204313.088,16.0
-4.3,1.5412050000000002,41667.968,204313.088,16.0
-4.0,1.6651,41667.968,204313.088,16.0
-3.9,1.73267,41667.968,204313.088,16.0
-3.8,1.614,41667.968,204313.088,16.0
-3.6,1.81902,41667.968,204313.088,16.0
-3.4,1.9240766666666669,41667.968,204313.088,16.0
-3.2,2.1023775000000002,41667.968,204313.088,16.0
-3.1,2.26149,41667.968,204313.088,16.0
-3.0,2.3071099999999998,41667.968,204313.088,16.0
-2.9,2.2050549999999998,41667.968,204313.088,16.0
-2.7,2.5110366666666666,41667.968,204313.088,16.0
-2.6,2.622935,41667.968,204313.088,16.0
-2.4,2.87491,41667.968,204313.088,16.0
-2.3,3.26173,41667.968,204313.088,16.0
-2.2,2.62875,41667.968,204313.088,16.0
-2.0,3.36788,41667.968,204313.088,16.0
-1.9,3.55659,41667.968,204313.088,16.0
-1.8,3.51818,41667.968,204313.088,16.0
-1.7,4.349706666666667,41667.968,204313.088,16.0
-1.6,4.4253975,41667.968,204313.088,16.0
-1.5,4.3024,41667.968,204313.088,16.0
-1.4,5.76386,41667.968,204313.088,16.0
-1.3,6.134913333333333,41667.968,204313.088,16.0
