,El-array,xA (m),xB (m),xM (m),xN (m),Rho (Ohm.m),Dev. Rho (%),SP (mV),VMN (mV),IAB (mA),Time (ms),Coef. k (m),Metal factor,yA (m),yB (m),yM (m),yN (m),zA (m),zB (m),zM (m),zN (m),N° electrode A,N° electrode B,N° electrode M,N° electrode N,Depth A (m),Depth B (m),Depth M (m),Depth N (m),Stack,Rs-Check,Vab (V),Pab (W),Rab (kOhm),Latitude,Longitude,UTM (WSG84),Name,Channel,Overload,Tx-Bat (V),Tx Temp. (°C),Rx-Bat (V),Rx Temp. (°C),Date,Gapfiller,Synch
,Mixed / non conventional,19.00,29.00,23.50,24.50,9.78,0.049,-153.38,15.432,122.627,500,78,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,39,59,48,50,0,0,0,0,3,0.000,106,13,0.867,00.000000,00.000000,,23082201,1,0,12.64,0.0,12.57,44.6,22/08/2023 16:49:55,0,0
,Mixed / non conventional,19.50,21.00,20.00,20.50,30.94,0.14,89.44,16.392,1.665,500,3.1,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,40,43,41,42,0,0,0,0,3,0.000,1,0,0.571,00.000000,00.000000,,23082201,1,0,12.75,0.0,12.55,44.6,22/08/2023 16:49:59,0,0
,Mixed / non conventional,19.50,22.00,20.50,21.00,15.77,0.56,-30.92,15.772,9.426,500,9.4,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,40,45,42,43,0,0,0,0,3,0.000,8,0,0.893,00.000000,00.000000,,23082201,1,0,12.75,0.0,12.55,44.6,22/08/2023 16:50:02,0,0
,Mixed / non conventional,19.50,23.00,21.00,21.50,8.95,0.026,33.21,15.327,32.281,500,19,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,40,47,43,44,0,0,0,0,3,0.000,30,1,0.916,00.000000,00.000000,,23082201,1,0,12.75,0.0,12.55,45.1,22/08/2023 16:50:05,0,0
,Mixed / non conventional,19.50,24.00,21.50,22.00,7.89,0.42,90.25,14.624,58.195,500,31,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,40,49,44,45,0,0,0,0,3,0.000,49,3,0.849,00.000000,00.000000,,23082201,1,0,12.72,0.0,12.55,44.6,22/08/2023 16:50:09,0,0
,Mixed / non conventional,19.50,25.00,22.00,22.50,8.10,0.11,-52.59,15.953,92.817,500,47,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,40,51,45,46,0,0,0,0,3,0.000,69,6,0.747,00.000000,00.000000,,23082201,1,0,12.69,0.0,12.57,44.6,22/08/2023 16:50:12,0,0
,Mixed / non conventional,19.50,26.00,22.50,23.00,8.51,0.28,172.91,14.672,113.808,500,66,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,40,53,46,47,0,0,0,0,3,0.000,84,10,0.739,00.000000,00.000000,,23082201,1,0,12.69,0.0,12.55,44.6,22/08/2023 16:50:15,0,0
,Mixed / non conventional,19.50,26.50,22.50,23.50,8.46,0.027,204.64,15.546,69.253,500,38,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,40,54,46,48,0,0,0,0,3,0.000,63,4,0.909,00.000000,00.000000,,23082201,1,0,12.72,0.0,12.55,44.6,22/08/2023 16:50:19,0,0
,Mixed / non conventional,19.50,27.50,23.00,24.00,8.29,0.045,93.17,15.756,94.082,500,49,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,40,56,47,49,0,0,0,0,3,0.000,84,8,0.894,00.000000,00.000000,,23082201,1,0,12.69,0.0,12.57,44.6,22/08/2023 16:50:22,0,0
,Mixed / non conventional,19.50,28.50,23.50,24.50,9.12,0,-181.05,15.569,107.296,500,63,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,40,58,48,50,0,0,0,0,3,0.000,92,10,0.861,00.000000,00.000000,,23082201,1,0,12.66,0.0,12.57,44.6,22/08/2023 16:50:25,0,0
,Mixed / non conventional,19.50,29.50,24.00,25.00,10.96,0,86.69,15.887,112.686,500,78,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,40,60,49,51,0,0,0,0,3,0.000,99,11,0.883,00.000000,00.000000,,23082201,1,0,12.66,0.0,12.57,44.1,22/08/2023 16:50:29,0,0
,Mixed / non conventional,20.00,21.50,20.50,21.00,28.90,0.18,-39.94,15.833,1.721,500,3.1,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,41,44,42,43,0,0,0,0,3,0.000,1,0,0.760,00.000000,00.000000,,23082201,1,0,12.75,0.0,12.57,44.6,22/08/2023 16:50:32,0,0
,Mixed / non conventional,20.00,22.50,21.00,21.50,13.91,0.74,40.44,15.365,10.414,500,9.4,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,41,46,43,44,0,0,0,0,3,0.000,10,0,0.920,00.000000,00.000000,,23082201,1,0,12.75,0.0,12.57,44.6,22/08/2023 16:50:36,0,0
,Mixed / non conventional,20.00,23.50,21.50,22.00,8.89,0.052,31.67,15.362,32.557,500,19,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,41,48,44,45,0,0,0,0,3,0.000,26,1,0.810,00.000000,00.000000,,23082201,1,0,12.75,0.0,12.57,44.6,22/08/2023 16:50:39,0,0
,Mixed / non conventional,20.00,24.50,22.00,22.50,8.16,0.56,55.19,14.491,55.791,500,31,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,41,50,45,46,0,0,0,0,3,0.000,46,3,0.819,00.000000,00.000000,,23082201,1,0,12.72,0.0,12.57,44.1,22/08/2023 16:50:42,0,0
,Mixed / non conventional,20.00,25.50,22.50,23.00,8.15,0.17,39.32,16.160,93.415,500,47,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,41,52,46,47,0,0,0,0,3,0.000,70,7,0.749,00.000000,00.000000,,23082201,1,0,12.69,0.0,12.57,44.6,22/08/2023 16:50:46,0,0
,Mixed / non conventional,20.00,26.50,23.00,23.50,7.88,0.19,189.61,15.050,125.990,500,66,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,41,54,47,48,0,0,0,0,3,0.000,118,15,0.938,00.000000,00.000000,,23082201,1,0,12.64,0.0,12.55,45.1,22/08/2023 16:50:49,0,0
,Mixed / non conventional,20.00,27.00,23.00,24.00,7.79,0.059,109.49,15.724,76.142,500,38,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,41,55,47,49,0,0,0,0,3,0.000,85,6,1.111,00.000000,00.000000,,23082201,1,0,12.69,0.0,12.53,44.6,22/08/2023 16:50:52,0,0
,Mixed / non conventional,20.00,28.00,23.50,24.50,8.46,0.1,-154.76,15.248,89.219,500,49,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,41,57,48,50,0,0,0,0,3,0.000,89,8,1.002,00.000000,00.000000,,23082201,1,0,12.69,0.0,12.55,45.1,22/08/2023 16:50:56,0,0
,Mixed / non conventional,20.00,29.00,24.00,25.00,10.29,0.065,102.54,15.718,95.995,500,63,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,41,59,49,51,0,0,0,0,3,0.000,92,9,0.954,00.000000,00.000000,,23082201,1,0,12.66,0.0,12.55,44.6,22/08/2023 16:50:59,0,0
,Mixed / non conventional,20.50,22.00,21.00,21.50,27.02,0.064,28.59,15.893,1.848,500,3.1,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,42,45,43,44,0,0,0,0,3,0.000,1,0,0.673,00.000000,00.000000,,23082201,1,0,12.75,0.0,12.55,44.6,22/08/2023 16:51:02,0,0
,Mixed / non conventional,20.50,23.00,21.50,22.00,14.52,0.69,44.82,15.845,10.286,500,9.4,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,42,47,44,45,0,0,0,0,3,0.000,8,0,0.757,00.000000,00.000000,,23082201,1,0,12.75,0.0,12.55,44.6,22/08/2023 16:51:06,0,0
,Mixed / non conventional,20.50,24.00,22.00,22.50,9.45,0.12,-15.87,15.375,30.671,500,19,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,42,49,45,46,0,0,0,0,3,0.000,23,1,0.740,00.000000,00.000000,,23082201,1,0,12.75,0.0,12.57,45.1,22/08/2023 16:51:09,0,0
,Mixed / non conventional,20.50,25.00,22.50,23.00,8.49,0.39,132.83,14.758,54.621,500,31,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,42,51,46,47,0,0,0,0,3,0.000,37,2,0.678,00.000000,00.000000,,23082201,1,0,12.72,0.0,12.55,44.6,22/08/2023 16:51:12,0,0
,Mixed / non conventional,20.50,26.00,23.00,23.50,7.52,0.14,120.68,16.093,100.898,500,47,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,42,53,47,48,0,0,0,0,3,0.000,68,7,0.670,00.000000,00.000000,,23082201,1,0,12.69,0.0,12.53,44.6,22/08/2023 16:51:16,0,0
,Mixed / non conventional,20.50,27.00,23.50,24.00,7.26,0.25,37.08,14.621,132.843,500,66,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,42,55,48,49,0,0,0,0,3,0.000,129,17,0.974,00.000000,00.000000,,23082201,1,0,12.64,0.0,12.55,44.6,22/08/2023 16:51:19,0,0
,Mixed / non conventional,20.50,27.50,23.50,24.50,7.99,0,-185.31,15.429,72.814,500,38,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,42,56,48,50,0,0,0,0,3,0.000,60,4,0.828,00.000000,00.000000,,23082201,1,0,12.69,0.0,12.55,44.1,22/08/2023 16:51:23,0,0
,Mixed / non conventional,20.50,28.50,24.00,25.00,9.60,0.044,94.29,15.693,80.860,500,49,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,42,58,49,51,0,0,0,0,3,0.000,64,5,0.790,00.000000,00.000000,,23082201,1,0,12.69,0.0,12.53,44.6,22/08/2023 16:51:26,0,0
,Mixed / non conventional,20.50,29.50,24.50,25.50,10.71,0,268.50,15.696,92.115,500,63,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,42,60,50,52,0,0,0,0,3,0.000,75,7,0.813,00.000000,00.000000,,23082201,1,0,12.69,0.0,12.55,44.6,22/08/2023 16:51:29,0,0
,Mixed / non conventional,21.00,22.50,21.50,22.00,28.46,0.091,28.76,15.858,1.750,500,3.1,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,43,46,44,45,0,0,0,0,3,0.000,1,0,0.743,00.000000,00.000000,,23082201,1,0,12.75,0.0,12.53,44.6,22/08/2023 16:51:33,0,0
,Mixed / non conventional,21.00,23.50,22.00,22.50,14.84,0.68,-3.02,15.836,10.058,500,9.4,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,43,48,45,46,0,0,0,0,3,0.000,7,0,0.667,00.000000,00.000000,,23082201,1,0,12.75,0.0,12.57,44.1,22/08/2023 16:51:36,0,0
,Mixed / non conventional,21.00,24.50,22.50,23.00,10.04,0.079,72.97,15.327,28.764,500,19,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,43,50,46,47,0,0,0,0,3,0.000,22,1,0.763,00.000000,00.000000,,23082201,1,0,12.75,0.0,12.57,44.1,22/08/2023 16:51:39,0,0
,Mixed / non conventional,21.00,25.50,23.00,23.50,7.85,0.23,188.45,15.003,60.015,500,31,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,43,52,47,48,0,0,0,0,3,0.000,43,3,0.713,00.000000,00.000000,,23082201,1,0,12.72,0.0,12.55,44.6,22/08/2023 16:51:43,0,0
,Mixed / non conventional,21.00,26.50,23.50,24.00,6.97,0.029,-32.50,15.782,106.695,500,47,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,43,54,48,49,0,0,0,0,3,0.000,96,10,0.902,00.000000,00.000000,,23082201,1,0,12.66,0.0,12.53,44.1,22/08/2023 16:51:46,0,0
,Mixed / non conventional,21.00,27.50,24.00,24.50,8.44,0.27,-107.59,14.669,114.674,500,66,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,43,56,49,50,0,0,0,0,3,0.000,102,12,0.891,00.000000,00.000000,,23082201,1,0,12.66,0.0,12.55,44.1,22/08/2023 16:51:49,0,0
,Mixed / non conventional,21.00,28.00,24.00,25.00,9.02,0.036,109.73,15.572,65.054,500,38,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,43,57,49,51,0,0,0,0,3,0.000,63,4,0.969,00.000000,00.000000,,23082201,1,0,12.72,0.0,12.55,44.6,22/08/2023 16:51:53,0,0
,Mixed / non conventional,21.00,29.00,24.50,25.50,10.15,0.042,281.55,15.744,76.728,500,49,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,43,59,50,52,0,0,0,0,3,0.000,71,5,0.922,00.000000,00.000000,,23082201,1,0,12.69,0.0,12.55,44.1,22/08/2023 16:51:56,0,0
,Mixed / non conventional,21.50,23.00,22.00,22.50,27.64,0.22,-13.54,15.950,1.813,500,3.1,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,44,47,45,46,0,0,0,0,3,0.000,1,0,0.707,00.000000,00.000000,,23082201,1,0,12.75,0.0,12.55,44.6,22/08/2023 16:51:59,0,0
,Mixed / non conventional,21.50,24.00,22.50,23.00,13.83,0.65,77.84,15.476,10.545,500,9.4,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,44,49,46,47,0,0,0,0,3,0.000,9,0,0.831,00.000000,00.000000,,23082201,1,0,12.75,0.0,12.55,44.6,22/08/2023 16:52:03,0,0
,Mixed / non conventional,21.50,25.00,23.00,23.50,8.94,0.051,173.25,15.375,32.424,500,19,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,44,51,47,48,0,0,0,0,3,0.000,26,1,0.801,00.000000,00.000000,,23082201,1,0,12.75,0.0,12.55,44.6,22/08/2023 16:52:06,0,0
,Mixed / non conventional,21.50,26.00,23.50,24.00,6.95,0.42,19.22,14.939,67.512,500,31,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,44,53,48,49,0,0,0,0,3,0.000,54,4,0.807,00.000000,00.000000,,23082201,1,0,12.72,0.0,12.55,44.6,22/08/2023 16:52:10,0,0
,Mixed / non conventional,21.50,27.00,24.00,24.50,8.13,0.1,-191.06,16.100,93.342,500,47,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,44,55,49,50,0,0,0,0,3,0.000,104,10,1.113,00.000000,00.000000,,23082201,1,0,12.69,0.0,12.55,44.6,22/08/2023 16:52:13,0,0
,Mixed / non conventional,21.50,28.00,24.50,25.00,9.17,0.076,321.83,15.470,111.280,500,66,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,44,57,50,51,0,0,0,0,3,0.000,112,12,1.007,00.000000,00.000000,,23082201,1,0,12.66,0.0,12.55,44.6,22/08/2023 16:52:16,0,0
,Mixed / non conventional,21.50,28.50,24.50,25.50,9.42,0.042,298.76,15.648,62.615,500,38,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,44,58,50,52,0,0,0,0,3,0.000,59,4,0.936,00.000000,00.000000,,23082201,1,0,12.72,0.0,12.57,44.1,22/08/2023 16:52:20,0,0
,Mixed / non conventional,21.50,29.50,25.00,26.00,9.91,0.053,14.50,15.569,77.720,500,49,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,44,60,51,53,0,0,0,0,3,0.000,74,6,0.958,00.000000,00.000000,,23082201,1,0,12.69,0.0,12.55,44.1,22/08/2023 16:52:23,0,0
,Mixed / non conventional,22.00,23.50,22.50,23.00,27.09,0.15,59.20,16.243,1.884,500,3.1,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,45,48,46,47,0,0,0,0,3,0.000,1,0,0.505,00.000000,00.000000,,23082201,1,0,12.75,0.0,12.55,44.6,22/08/2023 16:52:26,0,0
,Mixed / non conventional,22.00,24.50,23.00,23.50,12.72,0.2,151.54,15.817,11.716,500,9.4,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,45,50,47,48,0,0,0,0,3,0.000,9,0,0.768,00.000000,00.000000,,23082201,1,0,12.75,0.0,12.55,44.1,22/08/2023 16:52:30,0,0
,Mixed / non conventional,22.00,25.50,23.50,24.00,8.07,0.23,2.13,15.168,35.433,500,19,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,45,52,48,49,0,0,0,0,3,0.000,27,1,0.755,00.000000,00.000000,,23082201,1,0,12.75,0.0,12.55,44.6,22/08/2023 16:52:33,0,0
,Mixed / non conventional,22.00,26.50,24.00,24.50,8.06,0.44,-131.73,14.860,57.889,500,31,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,45,54,49,50,0,0,0,0,3,0.000,56,3,0.970,00.000000,00.000000,,23082201,1,0,12.72,0.0,12.55,44.6,22/08/2023 16:52:36,0,0
,Mixed / non conventional,22.00,27.50,24.50,25.00,8.76,0.11,279.59,16.096,86.557,500,47,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,45,56,50,51,0,0,0,0,3,0.000,83,7,0.955,00.000000,00.000000,,23082201,1,0,12.69,0.0,12.55,44.6,22/08/2023 16:52:40,0,0
,Mixed / non conventional,22.00,28.50,25.00,25.50,9.15,0.13,42.97,15.340,110.586,500,66,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,45,58,51,52,0,0,0,0,3,0.000,101,11,0.913,00.000000,00.000000,,23082201,1,0,12.66,0.0,12.57,44.1,22/08/2023 16:52:43,0,0
,Mixed / non conventional,22.00,29.00,25.00,26.00,9.39,0.042,7.50,15.537,62.405,500,38,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,45,59,51,53,0,0,0,0,3,0.000,61,4,0.980,00.000000,00.000000,,23082201,1,0,12.72,0.0,12.55,44.6,22/08/2023 16:52:47,0,0
,Mixed / non conventional,22.50,24.00,23.00,23.50,24.46,0.34,182.77,15.801,2.030,500,3.1,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,46,49,47,48,0,0,0,0,3,0.000,1,0,0.599,00.000000,00.000000,,23082201,1,0,12.75,0.0,12.55,44.1,22/08/2023 16:52:50,0,0
,Mixed / non conventional,22.50,25.00,23.50,24.00,11.84,0.29,-39.46,15.559,12.386,500,9.4,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,46,51,48,49,0,0,0,0,3,0.000,9,0,0.699,00.000000,00.000000,,23082201,1,0,12.75,0.0,12.55,44.6,22/08/2023 16:52:53,0,0
,Mixed / non conventional,22.50,26.00,24.00,24.50,8.84,0.14,-157.29,15.187,32.383,500,19,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,46,53,49,50,0,0,0,0,3,0.000,25,1,0.765,00.000000,00.000000,,23082201,1,0,12.75,0.0,12.55,44.6,22/08/2023 16:52:57,0,0
,Mixed / non conventional,22.50,27.00,24.50,25.00,8.93,0.28,335.13,15.248,53.622,500,31,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,46,55,50,51,0,0,0,0,3,0.000,58,3,1.083,00.000000,00.000000,,23082201,1,0,12.72,0.0,12.55,44.1,22/08/2023 16:53:00,0,0
,Mixed / non conventional,22.50,28.00,25.00,25.50,8.79,0.057,2.94,15.833,84.873,500,47,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,46,57,51,52,0,0,0,0,3,0.000,81,7,0.960,00.000000,00.000000,,23082201,1,0,12.69,0.0,12.55,44.6,22/08/2023 16:53:03,0,0
,Mixed / non conventional,22.50,29.00,25.50,26.00,9.07,0.13,26.88,15.333,111.552,500,66,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,46,59,52,53,0,0,0,0,3,0.000,102,11,0.914,00.000000,00.000000,,23082201,1,0,12.66,0.0,12.57,44.6,22/08/2023 16:53:07,0,0
,Mixed / non conventional,22.50,29.50,25.50,26.50,8.56,0.038,-154.02,15.422,67.942,500,38,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,46,60,52,54,0,0,0,0,3,0.000,62,4,0.910,00.000000,00.000000,,23082201,1,0,12.72,0.0,12.53,44.1,22/08/2023 16:53:10,0,0
,Mixed / non conventional,23.00,24.50,23.50,24.00,23.98,0.051,-32.10,15.788,2.068,500,3.1,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,47,50,48,49,0,0,0,0,3,0.000,1,0,0.409,00.000000,00.000000,,23082201,1,0,12.75,0.0,12.55,44.1,22/08/2023 16:53:13,0,0
,Mixed / non conventional,23.00,25.50,24.00,24.50,12.04,0.53,-162.53,15.829,12.394,500,9.4,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,47,52,49,50,0,0,0,0,3,0.000,7,0,0.605,00.000000,00.000000,,23082201,1,0,12.75,0.0,12.55,44.1,22/08/2023 16:53:17,0,0
,Mixed / non conventional,23.00,26.50,24.50,25.00,9.68,0.067,321.74,15.391,29.961,500,19,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,47,54,50,51,0,0,0,0,3,0.000,27,1,0.895,00.000000,00.000000,,23082201,1,0,12.75,0.0,12.55,44.1,22/08/2023 16:53:20,0,0
,Mixed / non conventional,23.00,27.50,25.00,25.50,9.04,0.31,33.50,14.949,51.948,500,31,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,47,56,51,52,0,0,0,0,3,0.000,46,2,0.886,00.000000,00.000000,,23082201,1,0,12.72,0.0,12.55,44.1,22/08/2023 16:53:23,0,0
,Mixed / non conventional,23.00,28.50,25.50,26.00,8.69,0.074,-9.88,15.794,85.679,500,47,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,47,58,52,53,0,0,0,0,3,0.000,73,6,0.851,00.000000,00.000000,,23082201,1,0,12.72,0.0,12.55,44.1,22/08/2023 16:53:27,0,0
,Mixed / non conventional,23.00,29.50,26.00,26.50,7.71,0.31,-78.93,14.348,122.730,500,66,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,47,60,53,54,0,0,0,0,3,0.000,107,13,0.868,00.000000,00.000000,,23082201,1,0,12.66,0.0,12.55,44.6,22/08/2023 16:53:30,0,0
,Mixed / non conventional,23.50,25.00,24.00,24.50,21.85,0.19,-174.11,18.109,2.604,500,3.1,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,48,51,49,50,0,0,0,0,3,0.000,1,0,0.400,00.000000,00.000000,,23082201,1,0,12.75,0.0,12.55,44.6,22/08/2023 16:53:34,0,0
,Mixed / non conventional,23.50,26.00,24.50,25.00,11.82,0.32,272.00,16.030,12.777,500,9.4,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,48,53,50,51,0,0,0,0,3,0.000,6,0,0.490,00.000000,00.000000,,23082201,1,0,12.75,0.0,12.55,44.1,22/08/2023 16:53:37,0,0
,Mixed / non conventional,23.50,27.00,25.00,25.50,10.31,0.37,58.58,15.162,27.712,500,19,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,48,55,51,52,0,0,0,0,3,0.000,24,1,0.882,00.000000,00.000000,,23082201,1,0,12.75,0.0,12.57,44.1,22/08/2023 16:53:40,0,0
,Mixed / non conventional,23.50,28.00,25.50,26.00,8.67,0.28,17.98,14.949,54.149,500,31,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,48,57,52,53,0,0,0,0,3,0.000,43,2,0.793,00.000000,00.000000,,23082201,1,0,12.75,0.0,12.55,44.1,22/08/2023 16:53:44,0,0
,Mixed / non conventional,23.50,29.00,26.00,26.50,7.38,0,-155.66,15.483,98.921,500,47,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,48,59,53,54,0,0,0,0,3,0.000,74,7,0.744,00.000000,00.000000,,23082201,1,0,12.69,0.0,12.55,44.6,22/08/2023 16:53:47,0,0
,Mixed / non conventional,24.00,25.50,24.50,25.00,21.48,0.2,322.32,16.770,2.453,500,3.1,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,49,52,50,51,0,0,0,0,3,0.000,1,0,0.284,00.000000,00.000000,,23082201,1,0,12.75,0.0,12.57,44.1,22/08/2023 16:53:50,0,0
,Mixed / non conventional,24.00,26.50,25.00,25.50,13.62,0.35,-20.67,16.061,11.116,500,9.4,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,49,54,51,52,0,0,0,0,3,0.000,8,0,0.712,00.000000,00.000000,,23082201,1,0,12.75,0.0,12.57,44.1,22/08/2023 16:53:54,0,0
,Mixed / non conventional,24.00,27.50,25.50,26.00,9.88,0.44,35.82,15.260,29.115,500,19,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,49,56,52,53,0,0,0,0,3,0.000,23,1,0.786,00.000000,00.000000,,23082201,1,0,12.75,0.0,12.55,44.6,22/08/2023 16:53:57,0,0
,Mixed / non conventional,24.00,28.50,26.00,26.50,7.20,0.51,-105.52,14.408,62.859,500,31,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,49,58,53,54,0,0,0,0,3,0.000,49,3,0.781,00.000000,00.000000,,23082201,1,0,12.72,0.0,12.55,44.6,22/08/2023 16:54:00,0,0
,Mixed / non conventional,24.00,29.50,26.50,27.00,7.31,0.11,0.40,15.925,102.600,500,47,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,49,60,54,55,0,0,0,0,3,0.000,83,8,0.805,00.000000,00.000000,,23082201,1,0,12.69,0.0,12.55,44.1,22/08/2023 16:54:04,0,0
,Mixed / non conventional,24.50,26.00,25.00,25.50,24.24,0.11,9.52,20.462,2.651,500,3.1,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,50,53,51,52,0,0,0,0,3,0.000,1,0,0.369,00.000000,00.000000,,23082201,1,0,12.75,0.0,12.57,44.1,22/08/2023 16:54:07,0,0
,Mixed / non conventional,24.50,27.00,25.50,26.00,14.71,0.43,-36.45,15.995,10.250,500,9.4,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,50,55,52,53,0,0,0,0,3,0.000,8,0,0.817,00.000000,00.000000,,23082201,1,0,12.75,0.0,12.55,44.1,22/08/2023 16:54:10,0,0
,Mixed / non conventional,24.50,28.00,26.00,26.50,8.34,0.39,-123.99,15.025,33.956,500,19,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,50,57,53,54,0,0,0,0,3,0.000,27,1,0.781,00.000000,00.000000,,23082201,1,0,12.75,0.0,12.55,44.1,22/08/2023 16:54:14,0,0
,Mixed / non conventional,24.50,29.00,26.50,27.00,7.52,0.44,64.20,14.647,61.188,500,31,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,50,59,54,55,0,0,0,0,3,0.000,46,3,0.750,00.000000,00.000000,,23082201,1,0,12.72,0.0,12.57,44.6,22/08/2023 16:54:17,0,0
,Mixed / non conventional,25.00,26.50,25.50,26.00,24.34,0.27,-7.16,15.410,1.989,500,3.1,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,51,54,52,53,0,0,0,0,3,0.000,1,0,0.413,00.000000,00.000000,,23082201,1,0,12.75,0.0,12.55,44.1,22/08/2023 16:54:21,0,0
,Mixed / non conventional,25.00,27.50,26.00,26.50,12.06,0.71,-154.84,15.769,12.323,500,9.4,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,51,56,53,54,0,0,0,0,3,0.000,8,0,0.637,00.000000,00.000000,,23082201,1,0,12.75,0.0,12.55,44.1,22/08/2023 16:54:24,0,0
