npoint,x,y,z,t,HCP0.5,PRP0.6,HCP1.0,PRP1.1,HCP2.0,PRP2.1,HCP0.5_inph,PRP0.6_inph,HCP1.0_inph,PRP1.1_inph,HCP2.0_inph,PRP2.1_inph,pos
16241,107761.639,183309.81,27.45,42160.77,21.23844299,8.251814095,37.72148711,17.04094854,51.7416247,31.55232596,0.939508732,1.027910066,0.996982078,0.456442885,1.383822937,-2.636221195,0.390392176
16241,107761.639,183309.81,27.45,42160.77,21.23844299,8.251814095,37.72148711,17.04094854,51.7416247,31.55232596,0.939508732,1.027910066,0.996982078,0.456442885,1.383822937,-2.636221195,0.420422344
16241,107761.639,183309.81,27.45,42160.77,21.23844299,8.251814095,37.72148711,17.04094854,51.7416247,31.55232596,0.939508732,1.027910066,0.996982078,0.456442885,1.383822937,-2.636221195,0.450452511
16241,107761.639,183309.81,27.45,42160.77,21.23844299,8.251814095,37.72148711,17.04094854,51.7416247,31.55232596,0.939508732,1.027910066,0.996982078,0.456442885,1.383822937,-2.636221195,0.480482678
16241,107761.639,183309.81,27.45,42160.77,21.23844299,8.251814095,37.72148711,17.04094854,51.7416247,31.55232596,0.939508732,1.027910066,0.996982078,0.456442885,1.383822937,-2.636221195,0.510512846
16241,107761.639,183309.81,27.45,42160.77,21.23844299,8.251814095,37.72148711,17.04094854,51.7416247,31.55232596,0.939508732,1.027910066,0.996982078,0.456442885,1.383822937,-2.636221195,0.540543013
16241,107761.639,183309.81,27.45,42160.77,21.23844299,8.251814095,37.72148711,17.04094854,51.7416247,31.55232596,0.939508732,1.027910066,0.996982078,0.456442885,1.383822937,-2.636221195,0.570573181
16241,107761.639,183309.81,27.45,42160.77,21.23844299,8.251814095,37.72148711,17.04094854,51.7416247,31.55232596,0.939508732,1.027910066,0.996982078,0.456442885,1.383822937,-2.636221195,0.600603348
16240,107761.791,183309.579,27.45,42160.67,21.33844299,8.351814095,38.42148711,17.24094854,52.6416247,32.05232596,0.939508732,1.027910066,0.996982078,0.476442885,1.383822937,-2.606221195,0.630633515
16240,107761.791,183309.579,27.45,42160.67,21.33844299,8.351814095,38.42148711,17.24094854,52.6416247,32.05232596,0.939508732,1.027910066,0.996982078,0.476442885,1.383822937,-2.606221195,0.660663683
16240,107761.791,183309.579,27.45,42160.67,21.33844299,8.351814095,38.42148711,17.24094854,52.6416247,32.05232596,0.939508732,1.027910066,0.996982078,0.476442885,1.383822937,-2.606221195,0.69069385
16240,107761.791,183309.579,27.45,42160.67,21.33844299,8.351814095,38.42148711,17.24094854,52.6416247,32.05232596,0.939508732,1.027910066,0.996982078,0.476442885,1.383822937,-2.606221195,0.720724018
16240,107761.791,183309.579,27.45,42160.67,21.33844299,8.351814095,38.42148711,17.24094854,52.6416247,32.05232596,0.939508732,1.027910066,0.996982078,0.476442885,1.383822937,-2.606221195,0.750754185
16240,107761.791,183309.579,27.45,42160.67,21.33844299,8.351814095,38.42148711,17.24094854,52.6416247,32.05232596,0.939508732,1.027910066,0.996982078,0.476442885,1.383822937,-2.606221195,0.780784352
16240,107761.791,183309.579,27.45,42160.67,21.33844299,8.351814095,38.42148711,17.24094854,52.6416247,32.05232596,0.939508732,1.027910066,0.996982078,0.476442885,1.383822937,-2.606221195,0.81081452
16240,107761.791,183309.579,27.45,42160.67,21.33844299,8.351814095,38.42148711,17.24094854,52.6416247,32.05232596,0.939508732,1.027910066,0.996982078,0.476442885,1.383822937,-2.606221195,0.840844687
16240,107761.791,183309.579,27.45,42160.67,21.33844299,8.351814095,38.42148711,17.24094854,52.6416247,32.05232596,0.939508732,1.027910066,0.996982078,0.476442885,1.383822937,-2.606221195,0.870874855
16240,107761.791,183309.579,27.45,42160.67,21.33844299,8.351814095,38.42148711,17.24094854,52.6416247,32.05232596,0.939508732,1.027910066,0.996982078,0.476442885,1.383822937,-2.606221195,0.900905022
16239,107761.945,183309.347,27.45,42160.57,21.53844299,8.351814095,39.32148711,17.44094854,53.7416247,32.75232596,0.949508732,1.027910066,0.996982078,0.476442885,1.393822937,-2.566221195,0.930935189
16239,107761.945,183309.347,27.45,42160.57,21.53844299,8.351814095,39.32148711,17.44094854,53.7416247,32.75232596,0.949508732,1.027910066,0.996982078,0.476442885,1.393822937,-2.566221195,0.960965357
16239,107761.945,183309.347,27.45,42160.57,21.53844299,8.351814095,39.32148711,17.44094854,53.7416247,32.75232596,0.949508732,1.027910066,0.996982078,0.476442885,1.393822937,-2.566221195,0.990995524
16239,107761.945,183309.347,27.45,42160.57,21.53844299,8.351814095,39.32148711,17.44094854,53.7416247,32.75232596,0.949508732,1.027910066,0.996982078,0.476442885,1.393822937,-2.566221195,1.021025692
16239,107761.945,183309.347,27.45,42160.57,21.53844299,8.351814095,39.32148711,17.44094854,53.7416247,32.75232596,0.949508732,1.027910066,0.996982078,0.476442885,1.393822937,-2.566221195,1.051055859
16239,107761.945,183309.347,27.45,42160.57,21.53844299,8.351814095,39.32148711,17.44094854,53.7416247,32.75232596,0.949508732,1.027910066,0.996982078,0.476442885,1.393822937,-2.566221195,1.081086026
16239,107761.945,183309.347,27.45,42160.57,21.53844299,8.351814095,39.32148711,17.44094854,53.7416247,32.75232596,0.949508732,1.027910066,0.996982078,0.476442885,1.393822937,-2.566221195,1.111116194
16239,107761.945,183309.347,27.45,42160.57,21.53844299,8.351814095,39.32148711,17.44094854,53.7416247,32.75232596,0.949508732,1.027910066,0.996982078,0.476442885,1.393822937,-2.566221195,1.141146361
16239,107761.945,183309.347,27.45,42160.57,21.53844299,8.351814095,39.32148711,17.44094854,53.7416247,32.75232596,0.949508732,1.027910066,0.996982078,0.476442885,1.393822937,-2.566221195,1.171176529
16238,107762.085,183309.136,27.45,42160.47,21.83844299,8.351814095,40.02148711,17.44094854,54.9416247,32.75232596,0.949508732,1.027910066,0.996982078,0.466442885,1.393822937,-2.566221195,1.201206696
16238,107762.085,183309.136,27.45,42160.47,21.83844299,8.351814095,40.02148711,17.44094854,54.9416247,32.75232596,0.949508732,1.027910066,0.996982078,0.466442885,1.393822937,-2.566221195,1.231236863
16238,107762.085,183309.136,27.45,42160.47,21.83844299,8.351814095,40.02148711,17.44094854,54.9416247,32.75232596,0.949508732,1.027910066,0.996982078,0.466442885,1.393822937,-2.566221195,1.261267031
16238,107762.085,183309.136,27.45,42160.47,21.83844299,8.351814095,40.02148711,17.44094854,54.9416247,32.75232596,0.949508732,1.027910066,0.996982078,0.466442885,1.393822937,-2.566221195,1.291297198
16238,107762.085,183309.136,27.45,42160.47,21.83844299,8.351814095,40.02148711,17.44094854,54.9416247,32.75232596,0.949508732,1.027910066,0.996982078,0.466442885,1.393822937,-2.566221195,1.321327366
16238,107762.085,183309.136,27.45,42160.47,21.83844299,8.351814095,40.02148711,17.44094854,54.9416247,32.75232596,0.949508732,1.027910066,0.996982078,0.466442885,1.393822937,-2.566221195,1.351357533
16238,107762.085,183309.136,27.45,42160.47,21.83844299,8.351814095,40.02148711,17.44094854,54.9416247,32.75232596,0.949508732,1.027910066,0.996982078,0.466442885,1.393822937,-2.566221195,1.3813877
16238,107762.085,183309.136,27.45,42160.47,21.83844299,8.351814095,40.02148711,17.44094854,54.9416247,32.75232596,0.949508732,1.027910066,0.996982078,0.466442885,1.393822937,-2.566221195,1.411417868
16237,107762.219,183308.933,27.45,42160.37,22.23844299,8.251814095,40.52148711,17.54094854,55.8416247,33.75232596,0.949508732,1.027910066,0.996982078,0.456442885,1.383822937,-2.556221195,1.441448035
16237,107762.219,183308.933,27.45,42160.37,22.23844299,8.251814095,40.52148711,17.54094854,55.8416247,33.75232596,0.949508732,1.027910066,0.996982078,0.456442885,1.383822937,-2.556221195,1.471478203
16237,107762.219,183308.933,27.45,42160.37,22.23844299,8.251814095,40.52148711,17.54094854,55.8416247,33.75232596,0.949508732,1.027910066,0.996982078,0.456442885,1.383822937,-2.556221195,1.50150837
16237,107762.219,183308.933,27.45,42160.37,22.23844299,8.251814095,40.52148711,17.54094854,55.8416247,33.75232596,0.949508732,1.027910066,0.996982078,0.456442885,1.383822937,-2.556221195,1.531538537
16237,107762.219,183308.933,27.45,42160.37,22.23844299,8.251814095,40.52148711,17.54094854,55.8416247,33.75232596,0.949508732,1.027910066,0.996982078,0.456442885,1.383822937,-2.556221195,1.561568705
16237,107762.219,183308.933,27.45,42160.37,22.23844299,8.251814095,40.52148711,17.54094854,55.8416247,33.75232596,0.949508732,1.027910066,0.996982078,0.456442885,1.383822937,-2.556221195,1.591598872
16237,107762.219,183308.933,27.45,42160.37,22.23844299,8.251814095,40.52148711,17.54094854,55.8416247,33.75232596,0.949508732,1.027910066,0.996982078,0.456442885,1.383822937,-2.556221195,1.62162904
16237,107762.219,183308.933,27.45,42160.37,22.23844299,8.251814095,40.52148711,17.54094854,55.8416247,33.75232596,0.949508732,1.027910066,0.996982078,0.456442885,1.383822937,-2.556221195,1.651659207
16237,107762.219,183308.933,27.45,42160.37,22.23844299,8.251814095,40.52148711,17.54094854,55.8416247,33.75232596,0.949508732,1.027910066,0.996982078,0.456442885,1.383822937,-2.556221195,1.681689374
16236,107762.396,183308.666,27.45,42160.27,22.63844299,8.351814095,41.22148711,17.74094854,56.6416247,35.25232596,0.949508732,1.027910066,0.996982078,0.456442885,1.383822937,-2.636221195,1.711719542
16236,107762.396,183308.666,27.45,42160.27,22.63844299,8.351814095,41.22148711,17.74094854,56.6416247,35.25232596,0.949508732,1.027910066,0.996982078,0.456442885,1.383822937,-2.636221195,1.741749709
16236,107762.396,183308.666,27.45,42160.27,22.63844299,8.351814095,41.22148711,17.74094854,56.6416247,35.25232596,0.949508732,1.027910066,0.996982078,0.456442885,1.383822937,-2.636221195,1.771779877
16236,107762.396,183308.666,27.45,42160.27,22.63844299,8.351814095,41.22148711,17.74094854,56.6416247,35.25232596,0.949508732,1.027910066,0.996982078,0.456442885,1.383822937,-2.636221195,1.801810044
16236,107762.396,183308.666,27.45,42160.27,22.63844299,8.351814095,41.22148711,17.74094854,56.6416247,35.25232596,0.949508732,1.027910066,0.996982078,0.456442885,1.383822937,-2.636221195,1.831840211
16236,107762.396,183308.666,27.45,42160.27,22.63844299,8.351814095,41.22148711,17.74094854,56.6416247,35.25232596,0.949508732,1.027910066,0.996982078,0.456442885,1.383822937,-2.636221195,1.861870379
16236,107762.396,183308.666,27.45,42160.27,22.63844299,8.351814095,41.22148711,17.74094854,56.6416247,35.25232596,0.949508732,1.027910066,0.996982078,0.456442885,1.383822937,-2.636221195,1.891900546
16236,107762.396,183308.666,27.45,42160.27,22.63844299,8.351814095,41.22148711,17.74094854,56.6416247,35.25232596,0.949508732,1.027910066,0.996982078,0.456442885,1.383822937,-2.636221195,1.921930714
16236,107762.396,183308.666,27.45,42160.27,22.63844299,8.351814095,41.22148711,17.74094854,56.6416247,35.25232596,0.949508732,1.027910066,0.996982078,0.456442885,1.383822937,-2.636221195,1.951960881
16236,107762.396,183308.666,27.45,42160.27,22.63844299,8.351814095,41.22148711,17.74094854,56.6416247,35.25232596,0.949508732,1.027910066,0.996982078,0.456442885,1.383822937,-2.636221195,1.981991048
16235,107762.55,183308.429,27.45,42160.17,23.03844299,8.451814095,42.12148711,17.84094854,57.3416247,35.75232596,0.949508732,1.027910066,0.996982078,0.456442885,1.393822937,-2.636221195,2.012021216
16235,107762.55,183308.429,27.45,42160.17,23.03844299,8.451814095,42.12148711,17.84094854,57.3416247,35.75232596,0.949508732,1.027910066,0.996982078,0.456442885,1.393822937,-2.636221195,2.042051383
16235,107762.55,183308.429,27.45,42160.17,23.03844299,8.451814095,42.12148711,17.84094854,57.3416247,35.75232596,0.949508732,1.027910066,0.996982078,0.456442885,1.393822937,-2.636221195,2.072081551
16235,107762.55,183308.429,27.45,42160.17,23.03844299,8.451814095,42.12148711,17.84094854,57.3416247,35.75232596,0.949508732,1.027910066,0.996982078,0.456442885,1.393822937,-2.636221195,2.102111718
16235,107762.55,183308.429,27.45,42160.17,23.03844299,8.451814095,42.12148711,17.84094854,57.3416247,35.75232596,0.949508732,1.027910066,0.996982078,0.456442885,1.393822937,-2.636221195,2.132141885
16235,107762.55,183308.429,27.45,42160.17,23.03844299,8.451814095,42.12148711,17.84094854,57.3416247,35.75232596,0.949508732,1.027910066,0.996982078,0.456442885,1.393822937,-2.636221195,2.162172053
16235,107762.55,183308.429,27.45,42160.17,23.03844299,8.451814095,42.12148711,17.84094854,57.3416247,35.75232596,0.949508732,1.027910066,0.996982078,0.456442885,1.393822937,-2.636221195,2.19220222
16235,107762.55,183308.429,27.45,42160.17,23.03844299,8.451814095,42.12148711,17.84094854,57.3416247,35.75232596,0.949508732,1.027910066,0.996982078,0.456442885,1.393822937,-2.636221195,2.222232388
16235,107762.55,183308.429,27.45,42160.17,23.03844299,8.451814095,42.12148711,17.84094854,57.3416247,35.75232596,0.949508732,1.027910066,0.996982078,0.456442885,1.393822937,-2.636221195,2.252262555
16235,107762.55,183308.429,27.45,42160.17,23.03844299,8.451814095,42.12148711,17.84094854,57.3416247,35.75232596,0.949508732,1.027910066,0.996982078,0.456442885,1.393822937,-2.636221195,2.282292722
16234,107762.713,183308.178,27.45,42160.07,23.53844299,8.451814095,43.02148711,17.94094854,58.1416247,36.55232596,0.949508732,1.027910066,0.996982078,0.456442885,1.393822937,-2.626221195,2.31232289
16234,107762.713,183308.178,27.45,42160.07,23.53844299,8.451814095,43.02148711,17.94094854,58.1416247,36.55232596,0.949508732,1.027910066,0.996982078,0.456442885,1.393822937,-2.626221195,2.342353057
16234,107762.713,183308.178,27.45,42160.07,23.53844299,8.451814095,43.02148711,17.94094854,58.1416247,36.55232596,0.949508732,1.027910066,0.996982078,0.456442885,1.393822937,-2.626221195,2.372383225
16234,107762.713,183308.178,27.45,42160.07,23.53844299,8.451814095,43.02148711,17.94094854,58.1416247,36.55232596,0.949508732,1.027910066,0.996982078,0.456442885,1.393822937,-2.626221195,2.402413392
16234,107762.713,183308.178,27.45,42160.07,23.53844299,8.451814095,43.02148711,17.94094854,58.1416247,36.55232596,0.949508732,1.027910066,0.996982078,0.456442885,1.393822937,-2.626221195,2.432443559
16234,107762.713,183308.178,27.45,42160.07,23.53844299,8.451814095,43.02148711,17.94094854,58.1416247,36.55232596,0.949508732,1.027910066,0.996982078,0.456442885,1.393822937,-2.626221195,2.462473727
16234,107762.713,183308.178,27.45,42160.07,23.53844299,8.451814095,43.02148711,17.94094854,58.1416247,36.55232596,0.949508732,1.027910066,0.996982078,0.456442885,1.393822937,-2.626221195,2.492503894
16234,107762.713,183308.178,27.45,42160.07,23.53844299,8.451814095,43.02148711,17.94094854,58.1416247,36.55232596,0.949508732,1.027910066,0.996982078,0.456442885,1.393822937,-2.626221195,2.522534062
16234,107762.713,183308.178,27.45,42160.07,23.53844299,8.451814095,43.02148711,17.94094854,58.1416247,36.55232596,0.949508732,1.027910066,0.996982078,0.456442885,1.393822937,-2.626221195,2.552564229
16234,107762.713,183308.178,27.45,42160.07,23.53844299,8.451814095,43.02148711,17.94094854,58.1416247,36.55232596,0.949508732,1.027910066,0.996982078,0.456442885,1.393822937,-2.626221195,2.582594396
16233,107762.863,183307.943,27.4503136,42159.95,23.93844299,8.451814095,44.62148711,18.24094854,59.2416247,37.35232596,0.949508732,1.017910066,0.996982078,0.456442885,1.383822937,-2.636221195,2.612624564
16233,107762.863,183307.943,27.4503136,42159.95,23.93844299,8.451814095,44.62148711,18.24094854,59.2416247,37.35232596,0.949508732,1.017910066,0.996982078,0.456442885,1.383822937,-2.636221195,2.642654731
16233,107762.863,183307.943,27.4503136,42159.95,23.93844299,8.451814095,44.62148711,18.24094854,59.2416247,37.35232596,0.949508732,1.017910066,0.996982078,0.456442885,1.383822937,-2.636221195,2.672684899
16233,107762.863,183307.943,27.4503136,42159.95,23.93844299,8.451814095,44.62148711,18.24094854,59.2416247,37.35232596,0.949508732,1.017910066,0.996982078,0.456442885,1.383822937,-2.636221195,2.702715066
16233,107762.863,183307.943,27.4503136,42159.95,23.93844299,8.451814095,44.62148711,18.24094854,59.2416247,37.35232596,0.949508732,1.017910066,0.996982078,0.456442885,1.383822937,-2.636221195,2.732745233
16233,107762.863,183307.943,27.4503136,42159.95,23.93844299,8.451814095,44.62148711,18.24094854,59.2416247,37.35232596,0.949508732,1.017910066,0.996982078,0.456442885,1.383822937,-2.636221195,2.762775401
16233,107762.863,183307.943,27.4503136,42159.95,23.93844299,8.451814095,44.62148711,18.24094854,59.2416247,37.35232596,0.949508732,1.017910066,0.996982078,0.456442885,1.383822937,-2.636221195,2.792805568
16233,107762.863,183307.943,27.4503136,42159.95,23.93844299,8.451814095,44.62148711,18.24094854,59.2416247,37.35232596,0.949508732,1.017910066,0.996982078,0.456442885,1.383822937,-2.636221195,2.822835736
16233,107762.863,183307.943,27.4503136,42159.95,23.93844299,8.451814095,44.62148711,18.24094854,59.2416247,37.35232596,0.949508732,1.017910066,0.996982078,0.456442885,1.383822937,-2.636221195,2.852865903
16233,107762.863,183307.943,27.4503136,42159.95,23.93844299,8.451814095,44.62148711,18.24094854,59.2416247,37.35232596,0.949508732,1.017910066,0.996982078,0.456442885,1.383822937,-2.636221195,2.88289607
16232,107763.032,183307.675,27.4536456,42159.85,24.33844299,8.651814095,45.32148711,18.64094854,60.3416247,37.95232596,0.939508732,1.027910066,0.996982078,0.456442885,1.383822937,-2.656221195,2.912926238
16232,107763.032,183307.675,27.4536456,42159.85,24.33844299,8.651814095,45.32148711,18.64094854,60.3416247,37.95232596,0.939508732,1.027910066,0.996982078,0.456442885,1.383822937,-2.656221195,2.942956405
16232,107763.032,183307.675,27.4536456,42159.85,24.33844299,8.651814095,45.32148711,18.64094854,60.3416247,37.95232596,0.939508732,1.027910066,0.996982078,0.456442885,1.383822937,-2.656221195,2.972986573
16232,107763.032,183307.675,27.4536456,42159.85,24.33844299,8.651814095,45.32148711,18.64094854,60.3416247,37.95232596,0.939508732,1.027910066,0.996982078,0.456442885,1.383822937,-2.656221195,3.00301674
16232,107763.032,183307.675,27.4536456,42159.85,24.33844299,8.651814095,45.32148711,18.64094854,60.3416247,37.95232596,0.939508732,1.027910066,0.996982078,0.456442885,1.383822937,-2.656221195,3.033046907
16232,107763.032,183307.675,27.4536456,42159.85,24.33844299,8.651814095,45.32148711,18.64094854,60.3416247,37.95232596,0.939508732,1.027910066,0.996982078,0.456442885,1.383822937,-2.656221195,3.063077075
16232,107763.032,183307.675,27.4536456,42159.85,24.33844299,8.651814095,45.32148711,18.64094854,60.3416247,37.95232596,0.939508732,1.027910066,0.996982078,0.456442885,1.383822937,-2.656221195,3.093107242
16232,107763.032,183307.675,27.4536456,42159.85,24.33844299,8.651814095,45.32148711,18.64094854,60.3416247,37.95232596,0.939508732,1.027910066,0.996982078,0.456442885,1.383822937,-2.656221195,3.12313741
16232,107763.032,183307.675,27.4536456,42159.85,24.33844299,8.651814095,45.32148711,18.64094854,60.3416247,37.95232596,0.939508732,1.027910066,0.996982078,0.456442885,1.383822937,-2.656221195,3.153167577
16231,107763.165,183307.463,27.4593633,42159.75,24.83844299,8.751814095,45.32148711,19.04094854,61.5416247,38.55232596,0.939508732,1.027910066,0.996982078,0.466442885,1.393822937,-2.626221195,3.183197744
16231,107763.165,183307.463,27.4593633,42159.75,24.83844299,8.751814095,45.32148711,19.04094854,61.5416247,38.55232596,0.939508732,1.027910066,0.996982078,0.466442885,1.393822937,-2.626221195,3.213227912
16231,107763.165,183307.463,27.4593633,42159.75,24.83844299,8.751814095,45.32148711,19.04094854,61.5416247,38.55232596,0.939508732,1.027910066,0.996982078,0.466442885,1.393822937,-2.626221195,3.243258079
16231,107763.165,183307.463,27.4593633,42159.75,24.83844299,8.751814095,45.32148711,19.04094854,61.5416247,38.55232596,0.939508732,1.027910066,0.996982078,0.466442885,1.393822937,-2.626221195,3.273288247
16231,107763.165,183307.463,27.4593633,42159.75,24.83844299,8.751814095,45.32148711,19.04094854,61.5416247,38.55232596,0.939508732,1.027910066,0.996982078,0.466442885,1.393822937,-2.626221195,3.303318414
16231,107763.165,183307.463,27.4593633,42159.75,24.83844299,8.751814095,45.32148711,19.04094854,61.5416247,38.55232596,0.939508732,1.027910066,0.996982078,0.466442885,1.393822937,-2.626221195,3.333348581
16231,107763.165,183307.463,27.4593633,42159.75,24.83844299,8.751814095,45.32148711,19.04094854,61.5416247,38.55232596,0.939508732,1.027910066,0.996982078,0.466442885,1.393822937,-2.626221195,3.363378749
16231,107763.165,183307.463,27.4593633,42159.75,24.83844299,8.751814095,45.32148711,19.04094854,61.5416247,38.55232596,0.939508732,1.027910066,0.996982078,0.466442885,1.393822937,-2.626221195,3.393408916
16231,107763.165,183307.463,27.4593633,42159.75,24.83844299,8.751814095,45.32148711,19.04094854,61.5416247,38.55232596,0.939508732,1.027910066,0.996982078,0.466442885,1.393822937,-2.626221195,3.423439084
16230,107763.329,183307.197,27.4681863,42159.65,25.33844299,8.851814095,46.12148711,19.34094854,62.9416247,39.45232596,0.939508732,1.027910066,0.986982078,0.486442885,1.393822937,-2.516221195,3.453469251
16230,107763.329,183307.197,27.4681863,42159.65,25.33844299,8.851814095,46.12148711,19.34094854,62.9416247,39.45232596,0.939508732,1.027910066,0.986982078,0.486442885,1.393822937,-2.516221195,3.483499418
16230,107763.329,183307.197,27.4681863,42159.65,25.33844299,8.851814095,46.12148711,19.34094854,62.9416247,39.45232596,0.939508732,1.027910066,0.986982078,0.486442885,1.393822937,-2.516221195,3.513529586
16230,107763.329,183307.197,27.4681863,42159.65,25.33844299,8.851814095,46.12148711,19.34094854,62.9416247,39.45232596,0.939508732,1.027910066,0.986982078,0.486442885,1.393822937,-2.516221195,3.543559753
16230,107763.329,183307.197,27.4681863,42159.65,25.33844299,8.851814095,46.12148711,19.34094854,62.9416247,39.45232596,0.939508732,1.027910066,0.986982078,0.486442885,1.393822937,-2.516221195,3.573589921
16230,107763.329,183307.197,27.4681863,42159.65,25.33844299,8.851814095,46.12148711,19.34094854,62.9416247,39.45232596,0.939508732,1.027910066,0.986982078,0.486442885,1.393822937,-2.516221195,3.603620088
16230,107763.329,183307.197,27.4681863,42159.65,25.33844299,8.851814095,46.12148711,19.34094854,62.9416247,39.45232596,0.939508732,1.027910066,0.986982078,0.486442885,1.393822937,-2.516221195,3.633650255
16230,107763.329,183307.197,27.4681863,42159.65,25.33844299,8.851814095,46.12148711,19.34094854,62.9416247,39.45232596,0.939508732,1.027910066,0.986982078,0.486442885,1.393822937,-2.516221195,3.663680423
16230,107763.329,183307.197,27.4681863,42159.65,25.33844299,8.851814095,46.12148711,19.34094854,62.9416247,39.45232596,0.939508732,1.027910066,0.986982078,0.486442885,1.393822937,-2.516221195,3.69371059
16229,107763.428,183307.036,27.4802016,42159.57,25.93844299,8.851814095,47.12148711,19.74094854,64.3416247,39.45232596,0.939508732,1.027910066,0.996982078,0.506442885,1.383822937,-2.516221195,3.723740758
16229,107763.428,183307.036,27.4802016,42159.57,25.93844299,8.851814095,47.12148711,19.74094854,64.3416247,39.45232596,0.939508732,1.027910066,0.996982078,0.506442885,1.383822937,-2.516221195,3.753770925
16229,107763.428,183307.036,27.4802016,42159.57,25.93844299,8.851814095,47.12148711,19.74094854,64.3416247,39.45232596,0.939508732,1.027910066,0.996982078,0.506442885,1.383822937,-2.516221195,3.783801092
16229,107763.428,183307.036,27.4802016,42159.57,25.93844299,8.851814095,47.12148711,19.74094854,64.3416247,39.45232596,0.939508732,1.027910066,0.996982078,0.506442885,1.383822937,-2.516221195,3.81383126
16229,107763.428,183307.036,27.4802016,42159.57,25.93844299,8.851814095,47.12148711,19.74094854,64.3416247,39.45232596,0.939508732,1.027910066,0.996982078,0.506442885,1.383822937,-2.516221195,3.843861427
16229,107763.428,183307.036,27.4802016,42159.57,25.93844299,8.851814095,47.12148711,19.74094854,64.3416247,39.45232596,0.939508732,1.027910066,0.996982078,0.506442885,1.383822937,-2.516221195,3.873891595
16229,107763.428,183307.036,27.4802016,42159.57,25.93844299,8.851814095,47.12148711,19.74094854,64.3416247,39.45232596,0.939508732,1.027910066,0.996982078,0.506442885,1.383822937,-2.516221195,3.903921762
16229,107763.428,183307.036,27.4802016,42159.57,25.93844299,8.851814095,47.12148711,19.74094854,64.3416247,39.45232596,0.939508732,1.027910066,0.996982078,0.506442885,1.383822937,-2.516221195,3.933951929
16228,107763.58,183306.788,27.4912923,42159.48,26.63844299,9.051814095,48.32148711,20.14094854,65.5416247,40.45232596,0.939508732,1.027910066,0.996982078,0.516442885,1.383822937,-2.396221195,3.963982097
16228,107763.58,183306.788,27.4912923,42159.48,26.63844299,9.051814095,48.32148711,20.14094854,65.5416247,40.45232596,0.939508732,1.027910066,0.996982078,0.516442885,1.383822937,-2.396221195,3.994012264
16228,107763.58,183306.788,27.4912923,42159.48,26.63844299,9.051814095,48.32148711,20.14094854,65.5416247,40.45232596,0.939508732,1.027910066,0.996982078,0.516442885,1.383822937,-2.396221195,4.024042432
